"FilingID","ReferenceID","CIK"
2002897,27764,1088875
2002897,112147,1088876
2002897,162618,1604870
2002897,270322,1772373
2002897,288993,1345717
2002998,152347,1133639
2002998,152354,61227
2002998,152355,1907666
2002998,152356,914898
2002998,152358,71637
2002998,152364,1033244
2002998,152365,71633
2002998,152366,727136
2002998,159901,1537014
2002998,159907,1966036
2002998,317886,1845268
2002998,366005,1993645
2001391,398439,1921510
2001391,398442,2053572
2001391,398443,2053573
2001391,398444,2059681
2001391,398449,1766248
2001391,398446,1655997
2001391,398447,1766246
2001391,398448,1922472
2001391,398455,1668630
2001391,398561,2053732
2005386,285934,2037542
2005386,391068,2037399
2003444,381108,1582732
2003444,381110,1644329
2005915,27564,1304143
2005915,27572,1179124
2005915,61793,1376503
2005915,61795,1304145
2005915,61809,1376501
2005915,70421,932690
2005915,131824,1022437
2005915,142763,848027
2005915,142764,58056
2005915,240425,1167713
2005915,285012,1767619
2005915,372069,1506281
2002298,398658,2000993
2005300,270541,1019677
2005300,270548,792326
2005300,270551,1596444
2005300,270555,1728531
2005300,270557,15938
2005300,270567,1675696
2005300,270584,1325447
2005300,270591,1678092
2005300,270598,1845724
2005300,270603,1456075
2005300,270618,1666792
2005300,286470,1812870
2005300,302443,1736669
2005300,302446,1549520
2005300,302449,1496894
2005300,302452,1539503
2005300,302453,1362495
2005300,302454,1466125
2005300,302456,1739441
2001221,143023,1568211
2002403,84852,1019677
2002403,84854,1496894
2002403,84871,1596444
2002403,84873,1362495
2002403,84875,792326
2002403,113285,1549520
2002403,145830,1593800
2002403,147165,1466125
2002403,147195,1728531
2002403,148992,1675696
2002403,160001,1736669
2002403,207681,1325447
2002403,220345,1678092
2002403,238655,1845724
2002403,238719,1456075
2002403,271987,1812870
2002410,301745,1736669
2002410,301767,1549520
2002410,301820,792326
2002410,301824,1675696
2002410,301826,1728531
2002410,301836,1496894
2002410,302048,1593800
2002410,302063,1325447
2002410,302072,1678092
2002410,302184,1845724
2002410,302185,1456075
2002410,302198,1739441
2002410,302252,1812870
2002410,303767,1362495
2002398,293314,86110
2002398,293315,1559495
2002413,343011,1736669
2002413,343013,1549520
2002413,343014,792326
2002413,343015,1019677
2002413,343022,1675696
2002413,343023,1728531
2002413,343026,1496894
2002413,343038,1596444
2002413,343052,15938
2002413,343053,1539503
2002413,343054,1362495
2002413,343055,1466125
2002413,343059,1325447
2002413,343064,1678092
