"FilingID","ReferenceID","Name of Auditing Firm","City","State","Country","Independent","PCAOB Registered","PCAOB Number","PCAOB Inspected"
1992529,3874,"PRICEWATERHOUSE COOPERS LLP","VANCOUVER, BC","","Canada","Y","Y",271,"Y"
1992529,3871,"PRICEWATERHOUSECOOPERS LLP","VANCOUVER, BC","","Canada","Y","Y",271,"Y"
1992529,245184,"PRICEWATERHOUSECOOPERS LLP","GRAND CAYMAN","","Cayman Islands","Y","Y",271,"Y"
1992529,212499,"PRICEWATERHOUSECOOPERS LLP","VANCOUVER, BC","","Canada","Y","Y",271,"Y"
1992529,397389,"ERNST & YOUNG","AMSTERDAM","","Netherlands","Y","Y",1396,"Y"
1992567,232785,"PRICEWATERHOUSECOOPERS","DUBLIN 1","","Ireland","Y","Y",1366,"Y"
1992567,210456,"KPMG","DUBLIN","","Ireland","Y","Y",1366,"Y"
1992567,287571,"PRICE WATERHOUSE COOPERS UK","LONDON","","United Kingdom","Y","Y",876,"Y"
1977356,283049,"GRANT THORNTON CAYMAN ISLANDS","GRAND CAYMAN","","Cayman Islands","Y","Y",248,"Y"
1977356,249031,"KPMG","GRAND CAYMAN","","Cayman Islands","Y","Y",185,"Y"
1987594,170117,"E&Y VIETNAM","HO CHI MINH CITY","","Vietnam","Y","N",,""
1979646,376426,"DELOITTE","LUXEMBOURG","","Luxembourg","Y","Y",1287,"Y"
1979646,319917,"DELOITTE","LUXEMBOURG","","Luxembourg","Y","Y",1287,"Y"
1979646,319916,"DELOITTE","LUXEMBOURG","","Luxembourg","Y","Y",1287,"Y"
1979646,310903,"DELOITTE","LUXEMBOURG","","Luxembourg","Y","Y",1287,"Y"
1979646,310902,"DELOITTE","LUXEMBOURG","","Luxembourg","Y","Y",1287,"Y"
1988635,421299,"KPMG","SAN FRANCISCO","California","United States","Y","Y",185,"Y"
1987629,425156,"DELOITTE & TOUCHE LLP","695 E. MAIN STREET","Connecticut","United States","Y","Y",34,"Y"
1981031,373334,"DELOITTE & TOUCHE LLP","GRAND CAYMAN","","Cayman Islands","Y","Y",1096,"Y"
1987044,276870,"MATTHEWS CARTER & BOYCE","FAIRFAX","Virginia","United States","Y","N",,""
1956793,174837,"FRANK, RIMERMAN AND CO. LLP","PALO ALTO","California","United States","Y","Y",1596,"Y"
1956793,174830,"FRANK, RIMERMAN AND CO. LLP","PALO ALTO","California","United States","Y","Y",1596,"Y"
1956793,254782,"FRANK, RIMERMAN AND CO. LLP","PALO ALTO","California","United States","Y","Y",1596,"Y"
1956793,368942,"FRANK, RIMERMAN AND CO. LLP","PALO ALTO","California","United States","Y","Y",1596,"Y"
1956793,216884,"FRANK, RIMERMAN AND CO. LLP","PALO ALTO","California","United States","Y","Y",1596,"Y"
