"FilingID","ReferenceID","Legal Name","Business Name","SEC Number or Other","CRD Number","Type","5a","5b","5c","5d","5e","5f","5g","5h","5i","5j","5k","5l","5m","5n","5o","5p","Control/Controlled","Common Control","Custodian","Exam Exempt","Street 1","Street 2","City","State","Country","Postal Code","Private Residence","IA Exempt","Exemption","Foreign Registered","Share Persons","Share Location"
2004778,320818,"RED SWAN VENTURES GP IV, LLC","RED SWAN VENTURES GP IV, LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","Y","ADVISOR TO SOLELY VENTURE CAPITAL FUNDS","N","Y","Y"
2003730,223746,"HONGSHAN CAPITAL STARTUP INCUBATION MANAGEMENT 2015, L.P.","HONGSHAN CAPITAL STARTUP INCUBATION MANAGEMENT 2015, L.P.","",,"","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","Y","RULE 203(M)-1 UNDER THE INVESTMENT ADVISERS ACT","N","Y","Y"
2003730,347933,"HSG OFFSHORE FUND MANAGEMENT, L.P.","HSG OFFSHORE FUND MANAGEMENT, L.P.","",,"","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","Y","RULE 203(M)-1 UNDER THE INVESTMENT ADVISERS ACT","N","Y","Y"
2003730,116969,"HSG GROWTH 2010 MANAGEMENT, L.P.","HSG GROWTH 2010 MANAGEMENT, L.P.","",,"","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","Y","RULE 203(M)-1 UNDER THE INVESTMENT ADVISERS ACT","N","Y","Y"
2003730,322659,"HSG INNOVENTURE MANAGEMENT, L.P.","HSG INNOVENTURE MANAGEMENT, L.P.","",,"","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","Y","RULE 203(M)-1 UNDER THE INVESTMENT ADVISERS ACT","N","Y","Y"
2003730,387940,"HSG ADVISORS (SG) PTE. LTD.","HSG ADVISORS (SG) PTE. LTD.","",,"","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","","","","","","","","N","Y","RULE 203(M)-1 UNDER THE INVESTMENT ADVISERS ACT","Y","Y","N"
2003730,387941,"HSG ADVISORS (UK) LTD.","HSG ADVISORS (UK) LTD.","",,"","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","","","","","","","","N","Y","RULE 203(M)-1 UNDER THE INVESTMENT ADVISERS ACT","Y","Y","N"
2003730,387942,"HSG ONSHORE FUND MANAGEMENT, L.P.","HSG ONSHORE FUND MANAGEMENT, L.P.","",,"","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","Y","RULE 203(M)-1 UNDER THE INVESTMENT ADVISERS ACT","N","Y","Y"
2003730,175839,"HONGSHAN CAPITAL ADVISORS (HONG KONG) LIMITED","HONGSHAN CAPITAL ADVISORS (HONG KONG) LIMITED","",,"","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","N","","","","","","","","N","Y","RULE 203(M)-1 UNDER THE INVESTMENT ADVISERS ACT","Y","Y","Y"
2003730,237370,"HONGSHAN CAPITAL STARTUP INCUBATION MANAGEMENT 2017, L.P.","HONGSHAN CAPITAL STARTUP INCUBATION MANAGEMENT 2017, L.P.","",,"","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","Y","RULE 203(M)-1 UNDER THE INVESTMENT ADVISERS ACT","N","Y","Y"
