"FilingID","ReferenceID","Foreign Regulatory Authority"
2008018,378400,"Other-JAPAN - MINISTRY OF LAND, INFRASTRUCTURE, TRANSPORT AND TOURISM"
2008018,378400,"Japan - Financial Services Agency"
2008018,378402,"Other-JAPAN - MINISTRY OF LAND, INFRASTRUCTURE, TRANSPORT AND TOURISM"
2008018,378402,"Japan - Financial Services Agency"
2008142,398122,"Canada - Ontario Securities Commission"
2008142,398660,"Other-CANADA"
2008142,398661,"Other-CANADA"
2008142,398662,"Other-CANADA"
2008000,396553,"United Kingdom - Financial Conduct Authority"
2007814,329486,"Uruguay - Central Bank of Uruguay"
2007814,329492,"Uruguay - Central Bank of Uruguay"
2007814,329513,"Argentina - National Commission of Securities"
2007814,329521,"Other-CHILE - THE FINANCIAL MARKET COMMISSION"
2007814,329620,"Other-EL SALVADOR - THE SUPERINTENDENCE OF THE FINANCIAL SYSTEM"
2007814,329625,"Other-EL SALVADOR - THE SUPERINTENDENCE OF THE FINANCIAL SYSTEM"
2007814,336299,"Uruguay - Central Bank of Uruguay"
2006595,399043,"Australia - Australian Securities and Investments Commission"
2013040,85718,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
2013040,85720,"United Kingdom - Financial Conduct Authority"
2013040,85721,"India - Securities and Exchange Board of India"
2013040,85722,"Brazil - Securities and Exchange Commission"
2013040,85722,"Other-ANBIMA - BRAZILIAN ASSOCIATION OF FINANCIAL AND CAPITAL MARKETS (SELF-REGULATOR)"
2013040,99170,"Hong Kong - Securities and Futures Commission"
2013040,99171,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
2013040,135645,"Hong Kong - Securities and Futures Commission"
2013040,225655,"Other-CHINA SECURITIES REGULATORY COMMISSION"
2013040,342023,"Canada - Alberta Securities Commission"
2013040,342026,"Other-STATE SECURITIES COMMISSION OF VIETNAM"
2013040,366688,"Japan - Financial Services Agency"
2010632,399801,"United Kingdom - Financial Conduct Authority"
2010632,399808,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
2010632,399809,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
2010632,399811,"Australia - Australian Securities and Investments Commission"
2010632,399813,"Hong Kong - Securities and Futures Commission"
2010632,399814,"United Kingdom - Financial Conduct Authority"
2010632,399815,"Japan - Financial Services Agency"
2010632,399816,"United Kingdom - Financial Conduct Authority"
2010632,399817,"Other-ADGM FINANCIAL SERVICES REGULATORY AUTHORITY AND REGISTRATIONS"
2010632,399819,"Singapore - Monetary Authority of Singapore"
2010959,114614,"United Kingdom - Financial Conduct Authority"
2009065,292843,"United Kingdom - Financial Conduct Authority"
2009035,108356,"United Kingdom - Financial Conduct Authority"
2009099,30453,"Canada - Ontario Securities Commission"
2009099,30453,"Canada - Quebec, Financial Markets Authority"
2009099,30453,"Canada - Saskatchewan Financial Services Commission"
2009099,30453,"Canada - Prince Edward Island, Securities Office"
2009099,30453,"Canada - Alberta Securities Commission"
2009099,30453,"Canada - British Columbia Securities Commission"
2009099,30453,"Canada - Manitoba Securities Commission"
2009099,30453,"Canada - New Brunswick Securities Commission"
2009099,30453,"Canada - Newfoundland and Labrador, Financial Services Regulation Division"
2009099,30453,"Canada - Nova Scotia Securities Commission"
2009099,30455,"United Kingdom - Financial Conduct Authority"
2009099,30458,"Germany - German Federal Financial Supervisory Agency"
2009099,47853,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
2009099,156042,"Singapore - Monetary Authority of Singapore"
2009099,156043,"Hong Kong - Securities and Futures Commission"
2009099,202100,"Dubai - Dubai Financial Services Authority"
2009099,204944,"United Kingdom - Financial Conduct Authority"
2009099,218489,"Ireland -  Central Bank of Ireland"
2009099,281740,"Other-SAUDI ARABIA - CAPITAL MARKET AUTHORITY"
2009099,281855,"Canada - Newfoundland and Labrador, Financial Services Regulation Division"
2009099,281855,"Canada - Nova Scotia Securities Commission"
2009099,281855,"Canada - Ontario Securities Commission"
2009099,281855,"Canada - Prince Edward Island, Securities Office"
2009099,281855,"Canada - Quebec, Financial Markets Authority"
2009099,281855,"Canada - Saskatchewan Financial Services Commission"
2009099,281855,"Canada - Alberta Securities Commission"
2009099,281855,"Canada - British Columbia Securities Commission"
2009099,281855,"Canada - Manitoba Securities Commission"
2009099,281855,"Canada - New Brunswick Securities Commission"
2009099,300316,"France - Financial Markets Authority"
2009099,347582,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
2009099,390825,"Australia - Australian Securities and Investments Commission"
1982098,988,"Japan - Financial Services Agency"
1982098,988,"Japan - Financial Services Agency"
1982098,28474,"China, People's Republic of - China Securities Regulatory Commission "
1982098,28474,"United Kingdom - Financial Conduct Authority"
1982098,109855,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1982098,109855,"Hong Kong - Securities and Futures Commission"
1982098,112587,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1982098,166769,"Singapore - Monetary Authority of Singapore"
1982098,238088,"Canada - New Brunswick Securities Commission"
1982098,238088,"Canada - Manitoba Securities Commission"
1982098,238088,"Canada - Newfoundland and Labrador, Financial Services Regulation Division"
1982098,238088,"Canada - Nova Scotia Securities Commission"
1982098,238088,"Canada - Ontario Securities Commission"
1982098,238088,"Canada - Quebec, Financial Markets Authority"
1982098,238088,"Canada - Prince Edward Island, Securities Office"
1982098,238088,"Canada - Alberta Securities Commission"
1982098,238088,"Canada - British Columbia Securities Commission"
1982098,238088,"Canada - Saskatchewan Financial Services Commission"
1982098,266270,"Australia - Australian Securities and Investments Commission"
1982098,286463,"Germany - German Federal Financial Supervisory Agency"
1982098,286463,"Other-ITALY - CONSOB"
1982098,286463,"Other-SPAIN - CNMV"
1982098,328707,"Other-CHINA - ASSET MANAGEMENT ASSOCIATION OF CHINA"
2009081,106061,"Other-CHINA, PEOPLE'S REPUBLIC OF - CHINA BANKING REGULATORY COMMISSION"
2009081,106061,"Other-CHILE - SUPERINTENDENCE OF BANKS AND FINANCIAL INSTITUTIONS"
2009081,106061,"Other-BRAZIL - CENTRAL BANK OF BRAZIL"
2009081,106061,"Japan - Financial Services Agency"
2009081,106061,"United Kingdom - Prudential Regulation Authority"
2009081,106061,"Taiwan - Financial Supervisory Commission"
2009081,106061,"Other-ITALY - BANK OF ITALY"
2009081,106061,"Other-THAILAND - BANK OF THAILAND"
2009081,106061,"Other-SOUTH AFRICA - SOUTH AFRICAN RESERVE BANK"
2009081,106061,"Cayman Islands - Cayman Islands Monetary Authority"
2009081,106061,"Mexico - National Commission for Banking and Securities"
