"FilingID","ReferenceID","Name of Administrator","City","State","Country","Related Person","Statements","Who Sends Statements"
1938323,250929,"CORNERSTONE VENTURE MANAGEMENT","SANDY","Utah","United States","N","Yes (provided to all investors)",""
1939865,6913,"AZTEC GROUP","ST HELIER","","Jersey","N","No (provided to no investors)","NOT APPLICABLE"
1930166,229448,"GLTJ PIONEER CAPITAL LLC","SAN MATEO","California","United States","N","Yes (provided to all investors)",""
1930166,185754,"GLTJ PIONEER CAPITAL LLC","SAN MATEO","California","United States","N","Yes (provided to all investors)",""
1930166,190974,"GLTJ PIONEER CAPITAL LLC","SAN MATEO","California","United States","N","Yes (provided to all investors)",""
1935553,422046,"ALLOCATIONS FUND ADMINISTRATION LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1935553,422040,"ALLOCATIONS FUND ADMINISTRATION LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1935553,422049,"ALLOCATIONS FUND ADMINISTRATION LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1935553,435665,"ALLOCATIONS FUND ADMINISTRATION LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1935553,435666,"ALLOCATIONS FUND ADMINISTRATION LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1935553,435667,"ALLOCATIONS FUND ADMINISTRATION LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1935553,422045,"ALLOCATIONS FUND ADMINISTRATION LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1935553,422047,"ALLOCATIONS FUND ADMINISTRATION LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1935553,422042,"ALLOCATIONS FUND ADMINISTRATION LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1935553,422029,"ALLOCATIONS FUND ADMINISTRATION LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1935553,422043,"ALLOCATIONS FUND ADMINISTRATION LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1935553,422044,"ALLOCATIONS FUND ADMINISTRATION LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1935553,422048,"ALLOCATIONS FUND ADMINISTRATION LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1935553,422050,"VECTOR AIS","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1935553,422037,"ALLOCATIONS FUND ADMINISTRATION LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1935553,422036,"ALLOCATIONS FUND ADMINISTRATION LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1934503,216811,"APEX FUND SERVICES (IOM) LTD.","DOUGLAS","","Isle of Man","N","Yes (provided to all investors)",""
1934503,198318,"APEX FUND SERVICES (IOM) LTD.","DOUGLAS","","Isle of Man","N","Yes (provided to all investors)",""
1925134,245583,"MORGAN STANLEY FUND SERVICES (CAYMAN) LTD.","DUBLIN","","Iceland","N","Yes (provided to all investors)",""
1925134,281891,"MORGAN STANLEY FUND SERVICES (CAYMAN) LTD.","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
1939184,287117,"ADURO ADVISORS","DENVER","Colorado","United States","N","Yes (provided to all investors)",""
1939184,183522,"ADURO ADVISORS","DENVER","Colorado","United States","N","Yes (provided to all investors)",""
1939184,183521,"ADURO ADVISORS","DENVER","Colorado","United States","N","Yes (provided to all investors)",""
1939184,55007,"ADURO ADVISORS","DENVER","Colorado","United States","N","Yes (provided to all investors)",""
1939184,55009,"ADURO ADVISORS","DENVER","Colorado","United States","N","Yes (provided to all investors)",""
