"FilingID","ReferenceID","SubreferenceID","Foreign Regulatory Authority"
1978215,252105,133993,"Cayman Islands - Cayman Islands Monetary Authority"
1978204,310220,146417,"Cayman Islands - Cayman Islands Monetary Authority"
1999775,318740,145275,"Cayman Islands - Cayman Islands Monetary Authority"
1999775,318739,145276,"Cayman Islands - Cayman Islands Monetary Authority"
2003152,419495,146798,"British Virgin Islands - British Virgin Islands Financial Services Commission"
2003258,487847,153281,"British Virgin Islands - British Virgin Islands Financial Services Commission"
2003258,487856,153284,"British Virgin Islands - British Virgin Islands Financial Services Commission"
2003258,487855,153283,"British Virgin Islands - British Virgin Islands Financial Services Commission"
2003546,280371,144398,"Cayman Islands - Cayman Islands Monetary Authority"
2006359,277703,136630,"Cayman Islands - Cayman Islands Monetary Authority"
2006431,249485,133690,"Cayman Islands - Cayman Islands Monetary Authority"
2006431,249489,133787,"Cayman Islands - Cayman Islands Monetary Authority"
2006431,476812,151365,"Cayman Islands - Cayman Islands Monetary Authority"
1983571,298464,143289,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
2006668,11717,2873,"Guernsey - Guernsey Financial Services Commission"
2006668,11726,2862,"Guernsey - Guernsey Financial Services Commission"
2006668,11628,2871,"Guernsey - Guernsey Financial Services Commission"
2006668,11617,2870,"Guernsey - Guernsey Financial Services Commission"
2000238,40414,131473,"Cayman Islands - Cayman Islands Monetary Authority"
2000238,39227,131467,"Cayman Islands - Cayman Islands Monetary Authority"
2000238,40421,131468,"Cayman Islands - Cayman Islands Monetary Authority"
2000238,40421,131469,"Cayman Islands - Cayman Islands Monetary Authority"
2000238,40414,131475,"Cayman Islands - Cayman Islands Monetary Authority"
2000238,39227,131465,"Cayman Islands - Cayman Islands Monetary Authority"
2000826,3685,1576,"Cayman Islands - Cayman Islands Monetary Authority"
2000826,256854,134621,"Cayman Islands - Cayman Islands Monetary Authority"
2000826,69867,14296,"Cayman Islands - Cayman Islands Monetary Authority"
2000826,3681,1571,"Cayman Islands - Cayman Islands Monetary Authority"
2000826,49733,9187,"Cayman Islands - Cayman Islands Monetary Authority"
2000826,237585,134641,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
2000826,3695,1586,"Cayman Islands - Cayman Islands Monetary Authority"
2000826,3686,1573,"Cayman Islands - Cayman Islands Monetary Authority"
2000826,217676,126660,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
2000826,3612,1555,"Cayman Islands - Cayman Islands Monetary Authority"
2000826,217679,126663,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
2000826,169842,117034,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
2000826,69867,14295,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
2000826,68570,13997,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
2000826,169843,116488,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
2000826,185067,119980,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
2000826,237585,131788,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
2000826,237578,131785,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
2000806,178365,118025,"Cayman Islands - Cayman Islands Monetary Authority"
2000806,270298,136267,"Cayman Islands - Cayman Islands Monetary Authority"
2000806,230177,130540,"Cayman Islands - Cayman Islands Monetary Authority"
2000806,23885,4436,"Cayman Islands - Cayman Islands Monetary Authority"
2000806,8640,2232,"Cayman Islands - Cayman Islands Monetary Authority"
2000806,251095,133849,"Cayman Islands - Cayman Islands Monetary Authority"
2000806,170110,116571,"Cayman Islands - Cayman Islands Monetary Authority"
2000806,210845,125553,"Cayman Islands - Cayman Islands Monetary Authority"
2000806,22966,4434,"Cayman Islands - Cayman Islands Monetary Authority"
2000806,312319,141610,"Cayman Islands - Cayman Islands Monetary Authority"
2000806,421203,147014,"Cayman Islands - Cayman Islands Monetary Authority"
2000806,421213,147015,"Cayman Islands - Cayman Islands Monetary Authority"
2000806,421213,147016,"Cayman Islands - Cayman Islands Monetary Authority"
2000806,421203,147012,"Cayman Islands - Cayman Islands Monetary Authority"
2001893,319488,143024,"Cayman Islands - Cayman Islands Monetary Authority"
2001893,319488,143019,"Other - USA"
1998803,235919,131645,"Cayman Islands - Cayman Islands Monetary Authority"
2001954,184496,145816,"Cayman Islands - Cayman Islands Monetary Authority"
2004855,449656,150762,"Cayman Islands - Cayman Islands Monetary Authority"
2004855,217486,126635,"Cayman Islands - Cayman Islands Monetary Authority"
2004855,237701,131817,"Cayman Islands - Cayman Islands Monetary Authority"
2004855,186164,122800,"Cayman Islands - Cayman Islands Monetary Authority"
2004855,18704,7652,"Cayman Islands - Cayman Islands Monetary Authority"
2004855,373926,145538,"Cayman Islands - Cayman Islands Monetary Authority"
2004855,253606,134212,"Cayman Islands - Cayman Islands Monetary Authority"
2004855,62847,12752,"Cayman Islands - Cayman Islands Monetary Authority"
