"FilingID","ReferenceID","Form D File Number"
1996340,227314,"021-336243"
1999111,316052,"021-432137"
1990404,180109,"021-212430"
1990404,227898,"021-320918"
1990404,179969,"021-271522"
1990404,180108,"021-214013"
1996833,370826,"021-2003089"
1997208,359635,"021-1929161"
1997208,257727,"021-377890"
1997208,244237,"021-375355"
1997208,244232,"021-330531"
1997208,359627,"021-1923776"
1997208,359630,"021-1927398"
1997208,359637,"021-1933137"
1997208,359596,"021-1923775"
1997208,244236,"021-313688"
1997208,356740,"021-1923774"
1997208,257716,"021-377886"
1997208,266355,"021-387015"
1997208,236189,"021-265793"
1997208,481315,"021-533294"
1997208,359607,"021-1923777"
1997208,359638,"021-1927399"
1989160,487705,"021-539844"
1989160,454354,"021-522061"
1989160,454353,"021-499189"
1989160,269939,"021-431957"
1989160,355162,"021-456813"
1989160,487704,"021-537883"
1995469,35791,"021-169743"
1995469,35767,"021-161296"
1995469,35779,"021-168078"
1995469,35784,"021-168079"
1997176,308623,"021-407754"
1995951,487170,"021-500086"
1997335,231824,"021-285209"
1997388,185947,"021-265088"
1997388,29757,"021-96856"
1997388,185951,"021-265085"
1997388,264096,"021-391062"
1997388,185958,"021-265086"
1997388,264101,"021-392435"
1997388,308114,"021-420511"
1997388,359063,"021-440929"
1997388,60052,"021-206268"
1997388,359078,"021-442628"
1997388,359081,"021-440931"
1997388,359083,"021-442629"
1997388,240567,"021-355629"
1997388,240296,"021-355627"
1997388,240524,"021-355631"
1997388,184255,"021-265087"
1997388,240618,"021-355632"
1997388,70215,"021-218679"
1997388,60126,"021-206270"
1997388,26180,"021-170356"
1993469,158863,"021-221071"
1993469,158863,"021-221073"
1996750,234353,"021-315353"
1995103,313395,"021-408237"
1995103,313397,"021-457608"
1995103,372412,"021-484499"
1995103,438080,"021-504459"
1995103,438081,"021-521550"
1995103,313396,"021-423874"
1995103,313394,"021-395782"
1993563,364556,"021-437383"
1993563,310639,"021-437290"
1993563,191496,"021-287369"
1993563,191497,"021-287376"
1993563,310642,"021-437369"
1993563,364163,"021-462870"
1984434,364745,"021-83612"
1984434,28042,"021-150657"
1984434,191665,"021-262085"
1997493,250732,"021-368276"
1994071,487381,"021-539448"
1999049,439276,"021-541280"
1999049,210408,"021-221573"
1999049,210412,"021-197545"
1999049,210412,"021-280371"
1999049,210412,"021-396050"
1999049,210409,"021-126350"
1999049,210409,"021-168867"
1999049,286453,"021-422069"
1999049,210410,"021-178036"
1999049,210414,"021-265900"
1999049,286389,"021-422067"
1999049,253804,"021-388863"
1999049,253804,"021-424820"
1999049,253804,"021-442510"
1999049,371702,"021-486083"
1999049,210418,"021-274691"
1999049,210418,"021-231048"
1999049,210426,"021-278658"
1999049,210426,"021-394474"
1999049,210426,"021-408454"
1989588,27718,"021-271390"
1987737,486206,"021-543180"
1999021,246333,"021-362564"
1999021,12438,"021-138560"
1999021,12438,"021-138561"
1999021,269351,"021-402942"
1996642,184830,"021-278733"
1996642,310462,"021-396886"
1996365,215663,"021-330057"
1996365,357059,"021-439383"
1996365,357038,"021-439375"
1998604,488209,"021-547280"
1998604,421799,"021-496596"
1998604,421800,"021-481419"
1998604,421801,"021-508436"
1998604,310992,"021-395868"
1999152,7420,"021-112697"
1999152,7422,"021-113312"
1996204,421774,"021-485350"
1987299,204177,"021-312899"
1987299,364344,"021-452152"
1987299,364345,"021-452156"
1987299,364343,"021-452160"
1987299,364342,"021-452149"
1987299,246035,"021-265095"
1987299,56510,"021-218193"
1987299,56514,"021-218192"
1987299,204178,"021-312898"
1987299,204174,"021-312894"
1987299,246036,"021-312900"
1987299,420132,"021-488746"
1987299,485707,"021-518540"
1997777,488112,"021-548482"
1997777,367270,"021-400108"
1997777,367272,"021-365381"
1997777,367271,"021-400106"
1999780,484228,"021-514556"
1992723,277882,"021-382658"
1993922,178866,"021-260996"
1993940,422389,"021-456649"
1993940,422390,"021-267449"
1998048,421395,"021-479368"
1998048,55146,"021-198016"
1998251,364589,"021-1937631"
1998251,177653,"021-32350076"
1998251,245471,"021-343798"
1998251,364590,"021-1937631"
1993121,421866,"021-495130"
