"FilingID","CIK"
1993812,1138256
1996340,1088876
1999021,1511881
1994646,2007785
1997388,1437638
1997185,389667
1997177,310986
1989748,2018754
1977622,1949187
1998658,1350605
1998813,1050459
1995931,2054428
2000617,1816311
2000617,2037764
2000617,1817040
2000617,1831508
2000617,1862749
2000617,1875785
2000617,1943055
2000617,1869080
1997812,1789082
1996210,1977389
1998811,1388401
1998086,196843
1997341,2070557
1994594,2040608
1995774,2000390
1999716,1569277
1997257,1789908
1996551,1832325
1988682,1981398
1999773,1420192
1999107,1910592
1995552,1982492
2000078,1690844
1989808,1780365
1998685,1620943
1992603,2042845
1999158,1602119
1997190,324778
1995006,2071115
1996571,1731494
1999274,1438284
1999508,1843801
1996514,1438284
1997223,1978599
1994482,1844103
1995296,1606598
1993057,2051323
1996692,1538853
1998430,2040608
1996207,1839460
1998481,2064423
1992360,1755636
1997464,1657676
1988777,1687444
1998949,1665887
1995646,1767619
1999551,1376879
1998024,1712575
1996609,1966440
1998306,1641992
1995328,2056686
1995943,1557017
1993100,1519428
1993100,1530611
1993100,1519381
1993100,1553614
1998647,2007953
1998428,1866475
1999156,1695648
1998272,1890812
1998418,158284
1998253,1420192
1995366,1351450
1998013,80275626
1966964,2038971
