"FilingID","Fund Name","Fund ID","Adviser Name","Adviser SEC Number","Clients Solicited?"
1925331,"PERMANENS CAPITAL HIGH YIELD FUND, L.P.",805-7910785839,"PERMCAP INVESTMENT OFFICE","801-72416","N"
1925331,"ANGELES DIVERSIFIED INCOME FUND",805-1275765520,"ANGELES INVESTMENT ADVISORS","801-60042","N"
1922716,"ARES CLIMATE INFRASTRUCTURE PARTNERS, L.P.",805-4452273208,"ARES MANAGEMENT LLC","801-63800","N"
1922716,"ACIP PARALLEL FUND A, L.P.",805-3915992109,"ARES MANAGEMENT LLC","801-63800","N"
1922475,"OFFSHORE EMERGING MARKETS FUND",805-9133149976,"MORGAN STANLEY INVESTMENT MANAGEMENT INC.","801-15757","N"
1922475,"EMERGING MARKETS TRUST",805-3044775149,"MORGAN STANLEY INVESTMENT MANAGEMENT INC.","801-15757","N"
1922475,"EMERGING MARKETS LEADERS TRUST",805-4149615117,"MORGAN STANLEY INVESTMENT MANAGEMENT INC.","801-15757","N"
1928409,"BLUEBAY GLOBAL SECURITISED CREDIT OPPORTUNITIES FUND",805-9967618124,"RBC GLOBAL ASSET MANAGEMENT (UK) LIMITED","801-78436","Y"
1922906,"FUND A",805-5663558974,"BOOTHBAY FUND MANAGEMENT","801-80018","N"
1922906,"FUND B",805-3035644699,"BOOTHBAY FUND MANAGEMENT","801-80018","N"
1928409,"BLUEBAY EVENT DRIVEN CREDIT (MASTER) FUND LIMITED",805-6961344543,"RBC GLOBAL ASSET MANAGEMENT (UK) LIMITED","801-78436","Y"
1928409,"BLUEBAY GLOBAL CREDIT ALPHA LONG SHORT (MASTER) FUND LIMITED",805-1474191511,"RBC GLOBAL ASSET MANAGEMENT (UK) LIMITED","801-78436","Y"
1921721,"PRELUDE STRUCTURED ALTERNATIVES MASTER FUND, LP",805-2495224621,"PRELUDE CAPITAL MANAGEMENT, LLC","801-73598","N"
1928331,"FSSA ASIA PACIFIC FUND",805-1486209569,"FIRST SENTIER INVESTORS (US) LLC","801-93167","N"
1928331,"FSSA JAPAN FOCUS FUND",805-3521308720,"FIRST SENTIER INVESTORS (US) LLC","801-93167","N"
1931480,"CHG-NONAME CAPITAL LLC",805-4772798269,"CYPRESS WEALTH MANAGEMENT","801-128859","N"
1931480,"CHG-MSTK LLC",805-7504977521,"CYPRESS WEALTH MANAGEMENT","801-128859","N"
1925334,"CRESTLINE SUMMIT MASTER, SPC - PEAK SP",805-2961456286,"CRESTLINE MANAGEMENT, L.P.","801-61607","N"
1925334,"CRESTLINE SUMMIT MASTER, SPC - APEX SP",805-4104479835,"CRESTLINE MANAGEMENT, L.P.","801-61607","N"
1926952,"CVC CAPITAL PARTNERS VI (A) L.P.",805-9827738207,"CVC ADVISERS JERSEY LIMITED","802-113037","N"
1926952,"CVC CAPITAL PARTNERS VI (B) L.P.",805-5490868125,"CVC ADVISERS JERSEY LIMITED","802-113037","N"
1926952,"CVC CAPITAL PARTNERS VI (C) L.P.",805-2728633912,"CVC ADVISERS JERSEY LIMITED","802-113037","N"
1926952,"CVC GROWTH PARTNERS L.P.",805-7232005204,"CVC ADVISERS JERSEY LIMITED","802-113037","N"
1926952,"CVC CAPITAL PARTNERS VI (D) S.L.P.",805-3488114003,"CVC ADVISERS JERSEY LIMITED","802-113037","N"
1926952,"CVC CAPITAL PARTNERS VII (A) L.P.",805-4001314431,"CVC ADVISERS JERSEY LIMITED","802-113037","N"
1926952,"CVC CAPITAL PARTNERS STRATEGIC OPPORTUNITIES B L.P.",805-7174575612,"CVC ADVISERS JERSEY LIMITED","802-113037","N"
1926952,"CVC CAPITAL PARTNERS STRATEGIC OPPORTUNITIES COMPOUNDING CAPITAL L.P.",805-2457967287,"CVC ADVISERS JERSEY LIMITED","802-113037","N"
