"FilingID","ReferenceID","Name of Administrator","City","State","Country","Related Person","Statements","Who Sends Statements"
1988320,367250,"STATE STREET CUSTODIAL SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
1988320,205346,"NORTHERN TRUST INTERNATIONAL FUND ADMINISTRATION SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
1988320,367243,"NORTHERN TRUST INTERNATIONAL FUND ADMINISTRATION SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
1992664,288778,"U.S. BANK GLOBAL  FUND SERVICES","MILWAUKEE","Wisconsin","United States","N","Yes (provided to all investors)",""
1988481,65400,"U.S. BANCORP FUND SERVICES, LLC","HACKENSACK","New Jersey","United States","N","Yes (provided to all investors)",""
1992461,319692,"TZUR MANAGEMENT LLCTZUR MANAGEMENT LLC (AN APEX GROUP COMPANY)","TEL AVIV","","Israel","N","Yes (provided to all investors)",""
1992704,355674,"HC GLOBAL FUND SERVICES, LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1992704,456190,"HC GLOBAL FUND SERVICES, LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1992461,319690,"TZUR MANAGEMENT LLC (AN APEX GROUP COMPANY)","TEL AVIV","","Israel","N","Yes (provided to all investors)",""
1992461,277863,"TZUR MANAGEMENT LLC (AN APEX GROUP COMPANY)","TEL AVIV","","Israel","N","Yes (provided to all investors)",""
1992461,319691,"TZUR MANAGEMENT LLC (AN APEX GROUP COMPANY)","TEL AVIV","","Israel","N","Yes (provided to all investors)",""
1992461,319693,"TZUR MANAGEMENT LLC (AN APEX GROUP COMPANY)","TEL AVIV","","Israel","N","Yes (provided to all investors)",""
1992461,319688,"TZUR MANAGEMENT LLC (AN APEX GROUP COMPANY)","TEL AVIV","","Israel","N","Yes (provided to all investors)",""
1992461,319689,"TZUR MANAGEMENT LLC (AN APEX GROUP COMPANY)","TEL AVIV","","Israel","N","Yes (provided to all investors)",""
1992461,277860,"TZUR MANAGEMENT LLC (AN APEX GROUP COMPANY)","TEL AVIV","","Israel","N","Yes (provided to all investors)",""
1992461,286852,"TZUR MANAGEMENT LLC (AN APEX GROUP COMPANY)","TEL AVIV","","Israel","N","Yes (provided to all investors)",""
1992461,277865,"TZUR MANAGEMENT LLC (AN APEX GROUP COMPANY)","TEL AVIV","","Israel","N","Yes (provided to all investors)",""
1992461,277483,"TZUR MANAGEMENT LLC (AN APEX GROUP COMPANY)","TEL AVIV","","Israel","N","Yes (provided to all investors)",""
1992674,444908,"UMB FUND SERVICES, INC.","MILWAUKEE","Wisconsin","United States","N","Yes (provided to all investors)",""
1992674,450254,"UMB FUND SERVICES, INC.","MILWAUKEE","Wisconsin","United States","N","Yes (provided to all investors)",""
1992674,28699,"STATE STREET BANK AND TRUST","BOSTON","Massachusetts","United States","N","No (provided to no investors)","CALAMOS ADVISORS LLC"
1992674,450292,"UMB FUND SERVICES, INC.","MILWAUKEE","Wisconsin","United States","N","Yes (provided to all investors)",""
1992674,450289,"UMB FUND SERVICES, INC.","MILWAUKEE","Wisconsin","United States","N","Yes (provided to all investors)",""
1992674,450291,"UMB FUND SERVICES, INC.","MILWAUKEE","Wisconsin","United States","N","Yes (provided to all investors)",""
1992674,450294,"UMB FUND SERVICES, INC.","MILWAUKEE","Wisconsin","United States","N","Yes (provided to all investors)",""
1992674,450293,"UMB FUND SERVICES, INC.","MILWAUKEE","Wisconsin","United States","N","Yes (provided to all investors)",""
1992693,15232,"DYNAMO SOFTWARE, LLC","HOLDEN","Massachusetts","United States","N","Yes (provided to all investors)",""
1992693,480216,"CARTA INVESTOR SERVICES, INC.","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1992693,441486,"DYNAMO SOFTWARE, LLC","HOLDEN","Massachusetts","United States","N","Yes (provided to all investors)",""
1992693,480244,"VENTURA FUND SERVICES","ISELIN","New Jersey","United States","N","Yes (provided to all investors)",""
1992693,441514,"DYNAMO SOFTWARE, LLC","HOLDEN","Massachusetts","United States","N","Yes (provided to all investors)",""
1992693,480247,"ADURO ADVISORS, LLC","DENVER","Colorado","United States","N","Yes (provided to all investors)",""
1992693,480240,"ADURO ADVISORS, LLC","DENVER","Colorado","United States","N","Yes (provided to all investors)",""
1992693,373116,"DYNAMO SOFTWARE, LLC","HOLDEN","Massachusetts","United States","N","Yes (provided to all investors)",""
1992693,218949,"DYNAMO SOFTWARE, LLC","HOLDEN","Massachusetts","United States","N","Yes (provided to all investors)",""
1992693,59125,"DYNAMO SOFTWARE, LLC","HOLDEN","Massachusetts","United States","N","Yes (provided to all investors)",""
1992693,172042,"DYNAMO SOFTWARE, LLC","HOLDEN","Massachusetts","United States","N","Yes (provided to all investors)",""
1992693,184411,"DYNAMO SOFTWARE, LLC","HOLDEN","Massachusetts","United States","N","Yes (provided to all investors)",""
1992693,254814,"DYNAMO SOFTWARE, LLC","HOLDEN","Massachusetts","United States","N","Yes (provided to all investors)",""
1992693,59123,"DYNAMO SOFTWARE, LLC","HOLDEN","Massachusetts","United States","N","Yes (provided to all investors)",""
1992693,14853,"DYNAMO SOFTWARE, LLC","HOLDEN","Massachusetts","United States","N","Yes (provided to all investors)",""
1992693,292451,"DYNAMO SOFTWARE, LLC","HOLDEN","Massachusetts","United States","N","Yes (provided to all investors)",""
1992693,184415,"DYNAMO SOFTWARE, LLC","HOLDEN","Massachusetts","United States","N","Yes (provided to all investors)",""
1992693,184404,"DYNAMO SOFTWARE, LLC","HOLDEN","Massachusetts","United States","N","Yes (provided to all investors)",""
1992693,14849,"DYNAMO SOFTWARE, LLC","HOLDEN","Massachusetts","United States","N","Yes (provided to all investors)",""
1992693,321594,"DYNAMO SOFTWARE, LLC","HOLDEN","Massachusetts","United States","N","Yes (provided to all investors)",""
1992693,321593,"DYNAMO SOFTWARE, LLC","HOLDEN","Massachusetts","United States","N","Yes (provided to all investors)",""
1992693,235315,"DYNAMO SOFTWARE, LLC","HOLDEN","Massachusetts","United States","N","Yes (provided to all investors)",""
1992693,235313,"DYNAMO SOFTWARE, LLC","HOLDEN","Massachusetts","United States","N","Yes (provided to all investors)",""
1992693,184398,"DYNAMO SOFTWARE, LLC","HOLDEN","Massachusetts","United States","N","Yes (provided to all investors)",""
1992693,14866,"DYNAMO SOFTWARE, LLC","HOLDEN","Massachusetts","United States","N","Yes (provided to all investors)",""
1992693,292394,"DYNAMO SOFTWARE, LLC","HOLDEN","Massachusetts","United States","N","Yes (provided to all investors)",""
1992693,15416,"DYNAMO SOFTWARE, LLC","HOLDEN","Massachusetts","United States","N","Yes (provided to all investors)",""
1992693,292419,"DYNAMO SOFTWARE, LLC","HOLDEN","Massachusetts","United States","N","Yes (provided to all investors)",""
1992693,292456,"DYNAMO SOFTWARE, LLC","HOLDEN","Massachusetts","United States","N","Yes (provided to all investors)",""
1992693,59127,"DYNAMO SOFTWARE, LLC","HOLDEN","Massachusetts","United States","N","Yes (provided to all investors)",""
1992693,184413,"DYNAMO SOFTWARE, LLC","HOLDEN","Massachusetts","United States","N","Yes (provided to all investors)",""
1992693,59124,"DYNAMO SOFTWARE, LLC","HOLDEN","Massachusetts","United States","N","Yes (provided to all investors)",""
1992693,59128,"DYNAMO SOFTWARE, LLC","HOLDEN","Massachusetts","United States","N","Yes (provided to all investors)",""
1992693,59129,"DYNAMO SOFTWARE, LLC","HOLDEN","Massachusetts","United States","N","Yes (provided to all investors)",""
1992693,68267,"DYNAMO SOFTWARE, LLC","HOLDEN","Massachusetts","United States","N","Yes (provided to all investors)",""
1992693,218956,"DYNAMO SOFTWARE, LLC","HOLDEN","Massachusetts","United States","N","Yes (provided to all investors)",""
1989251,482582,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1992164,366118,"SEI GLOBAL SERVICES, INC.","OAKS","Pennsylvania","United States","N","Yes (provided to all investors)",""
1992164,372225,"UMB FUND SERVICES, INC.","MILWAUKEE","Wisconsin","United States","N","Yes (provided to all investors)",""
1980873,285818,"FORMIDIUM","DOWNERS GROVE","Illinois","United States","N","Yes (provided to all investors)",""
1980873,200133,"SS&C GLOBEOP","WINDSOR","Connecticut","United States","N","Yes (provided to all investors)",""
1980873,477439,"FORMIDIUM","DOWNERS GROVE","Illinois","United States","N","Yes (provided to all investors)",""
1989251,482571,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,482216,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,482232,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,482054,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,482318,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,482529,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,482020,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,482589,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,482012,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,482037,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,482047,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,482588,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,482577,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,482366,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,482497,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,257282,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,49800,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,218705,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,256866,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,236399,"SEI","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
1989251,70307,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,70310,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,236417,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,218702,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,6262,"SS&C TECHNOLOGIES","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,236412,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,236419,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,7645,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,218706,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,70306,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,236405,"SEI","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
1989251,236437,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,49801,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,218698,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,237480,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,218710,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,376494,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,376478,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,175277,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,199440,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,188034,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,236428,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,289121,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,289143,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,289141,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,289115,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,289170,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,289133,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,289130,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,289150,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,359432,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,7090,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,175272,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,199456,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,356698,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,356672,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,356764,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,356823,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,356807,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,6245,"SS&C TECHNOLOGIES","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,289044,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,289163,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,376457,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,376423,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,376427,"SEI","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
1989251,376414,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1989251,376432,"SEI","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
1989251,376468,"SEI","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
