"FilingID","ReferenceID","Name of Prime Broker","SEC Number","CRD Number","City","State","Country","Custodian"
2008177,487506,"BARCLAYS BANK PLC","",,"LONDON","","United Kingdom","N"
2008177,487506,"J.P. MORGAN SECURITIES LLC","8-35008",79,"NEW YORK","New York","United States","N"
2008177,487506,"CITIGROUP GLOBAL MARKETS LIMITED","",,"LONDON","","United Kingdom","N"
2008177,487506,"J.P MORGAN SECURITIES PLC","",,"LONDON","","United Kingdom","N"
2008177,487506,"CITIGROUP GLOBAL MARKETS INC.","8-8177",7059,"NEW YORK","New York","United States","N"
2010714,269501,"CALDWELL SUTTER CAPITAL, INC.","8-27639",10489,"SAUSALITO","California","United States","N"
2010714,269501,"INTERACTIVE BROKERS LLC","8-47257",36418,"GREENWICH","Connecticut","United States","Y"
2010714,269501,"MS HOWELLS","",,"SCOTTSDALE","Arizona","United States","Y"
2009797,385292,"CHINA INTERNATIONAL CAPITAL CORPORATION HONG KONG SECURITIES LIMITED","",,"HONG KONG","","Hong Kong","N"
2009797,384429,"CHINA INTERNATIONAL CAPITAL CORPORATION HONG KONG SECURITIES LIMITED","",,"HONG KONG","","Hong Kong","N"
2006287,377733,"JP MORGAN SECURITIES LLC","",,"LONDON","","United Kingdom","N"
2006287,377733,"MAREX PRIME SERVICES LIMITED","",,"LONDON","","United Kingdom","Y"
2006287,377733,"GOLDMAN SACHS INTERNATIONAL","",,"LONDON","","United Kingdom","N"
2008611,454417,"CLEAR STREET LLC","8-69972",288933,"NEW YORK","New York","United States","Y"
2008611,425652,"JONESTRADING","8-26089",6888,"THOUSAND OAKS","California","United States","Y"
2008611,425652,"VISION FINANCIAL MARKETS LLC","8-67447",142271,"STAMFORD","Connecticut","United States","Y"
2008611,425652,"CLEAR STREET LLC","8-69972",288933,"NEW YORK","New York","United States","Y"
2007644,425166,"UBS AG (LONDON BRANCH)","",,"LONDON","","United Kingdom","Y"
2007644,425166,"MORGAN STANLEY & CO. INTERNATIONAL PLC","",,"LONDON","","United Kingdom","Y"
2007644,425166,"GOLDMAN SACHS INTERNATIONAL","",,"LONDON","","United Kingdom","Y"
2011292,420018,"GOLDMAN SACHS INTERNATIONAL","",,"LONDON","","United Kingdom","Y"
1999631,435879,"JEFFERIES LLC","8-15074",2347,"NEW YORK","New York","United States","Y"
1999631,250267,"JEFFERIES LLC","8-15074",2347,"NEW YORK","New York","United States","Y"
1999631,250267,"J.P. MORGAN SECURITIES LLC","8-35008",79,"NEW YORK","New York","United States","Y"
1999631,250267,"GOLDMAN SACHS & CO. LLC","8-129",361,"NEW YORK","New York","United States","Y"
2006901,491199,"JEFFERIES LLC","8-15074",2347,"NEW YORK","New York","United States","Y"
2006901,491199,"BNP PARIBAS","",,"LONDON","","United Kingdom","Y"
2007300,491192,"MORGAN STANLEY & CO. LLC","8-15869",8209,"NEW YORK","New York","United States","N"
2006356,188367,"DAIWA SECURITIES CO., LTD. HEAD OFFICE","8-1513045",,"CHIYODA-KU","","Japan","Y"
2006356,51005,"SMBC NIKKO SECURITIES INC.","8-1552241",,"CHIYODA-KU","","Japan","Y"
2006356,51005,"DAIWA SECURITIES CO., LTD. HEAD OFFICE","8-1513045",,"CHIYODA-KU","","Japan","Y"
2006356,188367,"NOMURA SECURITIES CO., LTD.","",,"CHUO-KU","","Japan","Y"
2008560,275337,"INTERACTIVE BROKERS LLC","",,"DALLAS","Texas","United States","Y"
2009171,250704,"TD AMERITRADE, INC.","8-23395",7870,"OMAHA","Nebraska","United States","Y"
2008669,491299,"INTERACTIVE BROKERS LLC","8-47257",36418,"GREENWICH","Connecticut","United States","Y"
2006160,11415,"MAREX CAPITAL MARKETS INC.","8-69039",161014,"NEW YORK","New York","United States","N"
2008784,269363,"J.P. MORGAN SECURITIES PLC","",,"LONDON","","United Kingdom","Y"
2008784,32149,"J.P. MORGAN SECURITIES PLC","",,"LONDON","","United Kingdom","Y"
2008784,280536,"J.P. MORGAN SECURITIES PLC","",,"LONDON","","United Kingdom","Y"
2008784,32066,"J.P. MORGAN SECURITIES PLC","",,"LONDON","","United Kingdom","Y"
2008784,32066,"MORGAN STANLEY & CO. INTERNATIONAL PLC","",,"LONDON","","United Kingdom","Y"
2008784,269363,"BARCLAYS BANK PLC","",,"LONDON","","United Kingdom","Y"
2008784,269363,"BNP PARIBAS, LONDON BRANCH","",,"LONDON","","United Kingdom","Y"
2008784,280536,"BOFA SECURITIES, INC.","8-69787",283942,"NEW YORK","New York","United States","Y"
2008784,280536,"SOCIETE GENERALE INTERNATIONAL LIMITED","",,"LONDON","","United Kingdom","Y"
2008784,269363,"BOFA SECURITIES, INC.","8-69787",283942,"NEW YORK","New York","United States","Y"
2008784,32066,"MERRILL LYNCH INTERNATIONAL","",,"LONDON","","United Kingdom","Y"
2008784,280536,"J.P. MORGAN SECURITIES LLC","8-35008",79,"NEW YORK","New York","United States","Y"
2008784,252188,"BOFA SECURITIES, INC.","8-69787",283942,"NEW YORK","New York","United States","Y"
2008784,252188,"J.P. MORGAN SECURITIES LLC","8-35008",79,"NEW YORK","New York","United States","Y"
2008784,32066,"J.P. MORGAN SECURITIES LLC","8-35008",79,"NEW YORK","New York","United States","Y"
2008784,280536,"BARCLAYS CAPITAL INC.","8-41342",19714,"NEW YORK","New York","United States","Y"
2008784,269363,"J.P. MORGAN SECURITIES LLC","8-35008",79,"NEW YORK","New York","United States","Y"
2008784,269362,"J.P. MORGAN SECURITIES LLC","8-35008",79,"NEW YORK","New York","United States","Y"
2008784,252188,"SOCIETE GENERALE INTERNATIONAL LIMITED","",,"LONDON","","United Kingdom","Y"
2008784,32149,"SOCIETE GENERALE INTERNATIONAL LIMITED","",,"LONDON","","United Kingdom","Y"
2008784,32149,"J.P. MORGAN SECURITIES LLC","8-35008",79,"NEW YORK","New York","United States","Y"
2008784,280536,"BARCLAYS BANK PLC","",,"LONDON","","United Kingdom","Y"
2008784,269363,"SOCIETE GENERALE INTERNATIONAL LIMITED","",,"LONDON","","United Kingdom","Y"
2008784,32066,"SOCIETE GENERALE INTERNATIONAL LIMITED","",,"LONDON","","United Kingdom","Y"
2008784,269362,"BARCLAYS BANK PLC","",,"LONDON","","United Kingdom","Y"
2008784,269362,"BOFA SECURITIES, INC.","8-69787",283942,"NEW YORK","New York","United States","Y"
2008784,269362,"SOCIETE GENERALE INTERNATIONAL LIMITED","",,"LONDON","","United Kingdom","Y"
2008784,32149,"MORGAN STANLEY & CO. INTERNATIONAL PLC","",,"LONDON","","United Kingdom","Y"
2008784,32149,"BARCLAYS BANK PLC","",,"LONDON","","United Kingdom","Y"
2008784,32066,"BARCLAYS CAPITAL SECURITES LIMITED","",,"LONDON","","United Kingdom","Y"
2008784,32066,"BOFA SECURITIES, INC.","8-69787",283942,"NEW YORK","New York","United States","Y"
2008784,32149,"BARCLAYS CAPITAL SECURITES LIMITED","",,"LONDON","","United Kingdom","Y"
2008784,280536,"BNP PARIBAS, LONDON BRANCH","",,"LONDON","","United Kingdom","Y"
2008784,280536,"MORGAN STANLEY & CO. INTERNATIONAL PLC","",,"LONDON","","United Kingdom","Y"
2008784,252188,"BARCLAYS CAPITAL INC.","",,"LONDON","","United Kingdom","Y"
2008784,252188,"BNP PARIBAS, LONDON BRANCH","",,"LONDON","","United Kingdom","Y"
2008784,32066,"BARCLAYS BANK PLC","",,"LONDON","","United Kingdom","Y"
2008784,32149,"BARCLAYS CAPITAL INC.","8-41342",19714,"NEW YORK","New York","United States","Y"
2008784,32066,"BARCLAYS CAPITAL INC.","8-41342",19714,"NEW YORK","New York","United States","Y"
2008784,32149,"MERRILL LYNCH INTERNATIONAL","",,"LONDON","","United Kingdom","Y"
2008784,32149,"BOFA SECURITIES, INC.","8-69787",283942,"NEW YORK","New York","United States","Y"
2008784,32149,"BNP PARIBAS, LONDON BRANCH","",,"LONDON","","United Kingdom","Y"
2008784,32066,"BNP PARIBAS, LONDON BRANCH","",,"LONDON","","United Kingdom","Y"
2008784,252188,"BARCLAYS BANK PLC","",,"LONDON","","United Kingdom","Y"
2008784,269363,"BARCLAYS CAPITAL INC.","8-41342",19714,"NEW YORK","New York","United States","Y"
2010034,420574,"GOLDMAN SACHS INTERNATIONAL","",,"LONDON","","United Kingdom","Y"
2010034,420574,"MERRILL LYNCH INTERNATIONAL","",,"LONDON","","United Kingdom","Y"
2010034,420574,"UBS AG LONDON BRANCH","",,"LONDON","","United Kingdom","Y"
2013131,487163,"UBS AG","",,"LONDON","","United Kingdom","Y"
