"FilingID","ReferenceID","CIK"
1930385,287645,945425
1936535,351382,1816749
1936535,368384,1114858
1939557,129502,1050459
1939557,129502,1050459
1939557,238399,1556846
1939557,238399,1556846
1939557,238400,1388403
1939557,238400,1388403
1939557,238402,1559921
1939557,238402,1559921
1939557,238403,1034551
1939557,238403,1034551
1939557,238404,106614
1939557,238404,106614
1939557,238406,1415064
1939557,238406,1415064
1939557,238407,1579406
1939557,238407,1579406
1939557,238410,1654470
1939557,238410,1654470
1939557,238411,290336
1939557,238411,290336
1939557,238412,108069
1939557,238412,108069
1939557,238412,108069
1939557,238412,108069
1939557,238414,1002197
1939557,238414,1002197
1939557,238416,1006249
1939557,238416,1006249
1939557,238417,1559920
1939557,238417,1559920
1939557,238418,1388402
1939557,238418,1388402
1939557,238420,913414
1939557,238420,913414
1939557,238421,1322981
1939557,238421,1322981
1939557,238422,1461626
1939557,238422,1461626
1939557,238423,1559919
1939557,238423,1559919
1939557,238426,108928
1939557,238426,108928
1939557,238427,1528987
1939557,238427,1528987
1939557,238429,1549649
1939557,238429,1549649
1939557,238434,1579407
1939557,238434,1579407
1939557,299069,1512562
1939557,299069,1512562
1942215,113607,860644
1942215,173940,1633911
1942215,217436,1697267
1939565,238780,1556846
1939565,238780,1556846
1939565,238782,1388403
1939565,238782,1388403
1939565,238785,1559921
1939565,238785,1559921
1939565,238787,1034551
1939565,238787,1034551
1939565,238788,106614
1939565,238788,106614
1939565,238792,1415064
1939565,238792,1415064
1939565,238793,1579406
1939565,238793,1579406
1939565,238798,1654470
1939565,238798,1654470
1939565,238800,290336
1939565,238800,290336
1939565,238802,108069
1939565,238802,108069
1939565,238802,108069
1939565,238802,108069
1939565,238804,1002197
1939565,238804,1002197
1939565,238808,1006249
1939565,238808,1006249
1939565,238810,1559920
1939565,238810,1559920
1939565,238812,1388402
1939565,238812,1388402
1939565,238816,913414
1939565,238816,913414
1939565,238819,1322981
1939565,238819,1322981
1939565,238820,1461626
1939565,238820,1461626
1939565,238821,1559919
1939565,238821,1559919
1939565,238826,1388401
1939565,238826,1388401
1939565,238827,108928
1939565,238827,108928
1939565,238828,1528987
1939565,238828,1528987
1939565,238832,1549649
1939565,238832,1549649
1939565,238840,1579407
1939565,238840,1579407
1939565,299064,1512562
1939565,299064,1512562
1929417,334235,751929
1929417,334236,1445614
1929417,334243,1396281
1929417,334244,1071204
1929417,334245,896339
1929417,334246,1435535
1929417,334249,96600
1929417,334251,1280875
1929417,334252,919478
1929417,334253,1068941
1929417,334254,1616094
1929417,334255,756103
1929417,334256,1104979
1929417,334257,1108328
1929417,334258,1623787
1936518,233262,102909
1936518,233263,1811242
1936518,233264,1550100
1936518,233265,1680208
1936518,233266,1816749
1936518,351396,1816312
1936530,135557,1351450
1936530,135558,1633019
1936530,135559,1557017
1936530,135560,2054428
1936530,298239,2054353
1943488,138464,1536059
1943488,376228,1952393
1943488,376229,1982313
1943488,376236,1745366
1943488,376238,1624459
1947817,122536,1444741
1946103,265691,938772
1946103,265693,1304145
1946103,265695,1304143
1946103,265710,1376503
1946103,265723,1022437
1946103,265726,1179124
1946103,265732,1376501
1947719,235864,1739057
1938260,250257,1607978
1938260,250258,1512814
1935911,294290,2054428
1935911,294291,1351450
1935911,294292,1633019
1935911,294293,1557017
1935911,294294,2054478
1939971,201499,1127998
1939971,201499,1520770
1939971,278264,1779672
