"FilingID","ReferenceID","Form D File Number"
1992529,3874,"021-74217"
1992529,3871,"021-120842"
1992529,212499,"021-322743"
1992141,487167,"021-542000"
1977356,283049,"021-414986"
1977356,283049,"021-414989"
1988741,432951,"021-52584"
1988635,421299,"021-500183"
1987629,425156,"021-2028490"
1986587,485644,"021-540921"
1986587,419885,"021-511822"
1986587,419725,"021-507762"
1987044,276870,"021-374365"
1956793,368942,"021-498856"
1956793,174830,"021-255963"
1956793,254782,"021-385321"
1956793,174837,"021-255962"
1956793,216884,"021-328635"
1956793,227194,"021-336581"
1988351,486195,"021-540379"
1982013,485416,"021-540984"
1979633,372135,"021-478760"
1979633,418981,"021-384348"
1979633,372136,"021-486258"
1979633,362056,"021-451059"
1979633,362082,"021-456856"
1979633,362071,"021-451060"
1979633,362124,"021-460528"
1979633,308076,"021-411514"
1979633,484827,"021-518642"
1988078,372707,"021-499222"
1988078,250800,"021-390280"
1988078,443535,"021-526721"
1989140,316900,"021-393645"
1989140,255989,"021-393645"
1989140,228807,"021-346096"
1989140,286286,"021-393645"
1988401,437769,"021-535943"
1988401,437798,"021-504033"
1988401,281823,"021-423197"
1988401,397349,"021-491126"
1988401,397373,"021-485520"
1988401,432011,"021-527707"
1989354,198913,"021-190219"
1983592,485680,"021-521351"
1983592,254397,"021-358425"
1983592,254398,"021-358437"
1989136,486273,"021-2001005"
1989136,227577,"021-149801"
1989136,227639,"021-332457"
1989136,227579,"021-261507"
1989136,227578,"021-210517"
1989136,227580,"021-325917"
1989136,306036,"021-1847614"
1987585,425358,"021-424217"
1987585,425376,"021-447054"
1987585,425360,"021-449529"
1989418,54907,"021-161852"
1988732,168734,"021-241407"
1988732,5822,"021-169207"
1987834,363452,"021-47109"
1988590,368329,"021-497969"
1988590,368329,"021-497971"
1988590,368329,"021-518140"
1987707,196539,"021-307625"
1987707,260975,"021-385596"
1989649,232754,"021-355409"
1989649,199967,"021-307315"
1989649,178058,"021-263548"
1989649,216883,"021-315129"
1989649,197027,"021-307314"
1989649,228816,"021-340171"
1989649,216419,"021-319167"
1989649,203738,"021-308714"
1989779,486382,"021-373410"
1989779,486380,"021-58263"
1989779,486381,"021-542165"
1990073,170539,"021-242604"
1990333,304426,"021-402263"
1990333,304438,"021-402261"
1990333,250373,"021-379227"
1990333,304395,"021-435005"
1990333,477004,"021-51300"
1990333,477021,"021-532494"
1991746,245714,"021-512501"
1991746,193850,"021-236818"
1991746,193850,"021-236814"
1991746,420584,"021-514293"
1989302,364296,"021-462235"
1987795,418772,"021-480688"
1987795,260389,"021-366332"
1987795,195398,"021-243617"
1987795,224036,"021-297685"
1987795,237864,"021-343076"
1987795,236380,"021-353480"
1987795,255050,"021-366252"
1987795,309941,"021-454943"
1988252,367332,"021-443653"
1988252,367335,"021-443652"
1988252,367275,"021-443654"
1988252,468424,"021-514727"
1990426,266956,"021-394358"
1974879,202058,"021-243462"
1974907,486224,"021-521351"
1974907,254403,"021-358425"
1974907,254405,"021-358437"
1989139,484407,"021-507225"
1991902,487182,"021-545808"
1991902,487181,"021-544974"
1991902,487180,"021-541735"
1989300,365632,"021-481799"
1989300,365634,"021-481803"
1985440,23172,"021-153590"
1993400,307367,"021-434181"
1992162,367860,"021-408101"
1992162,367862,"021-437556"
1990450,426371,"021-521389"
1991927,476676,"021-508346"
1991927,475442,"021-520373"
1991927,476674,"021-490924"
1991927,317275,"021-441126"
1989557,313220,"021-185241"
1989823,362584,"021-441387"
1989823,229355,"021-302546"
1989823,452340,"021-512140"
1978814,210732,"021-311633"
1978814,307696,"021-429916"
1978814,307257,"021-412275"
1989185,486287,"021-541103"
1989185,177616,"021-255262"
1989185,268555,"021-366488"
1989569,397947,"021-487767"
1989569,360312,"021-474747"
1989569,280959,"021-415075"
1989569,283074,"021-419715"
1989569,487134,"021-518537"
1989569,487165,"021-518872"
1984679,420244,"021-506214"
1991854,364575,"021-451248"
1991854,268328,"021-376137"
1991854,206594,"021-314442"
1991854,159122,"021-241840"
1991854,47154,"021-186598"
1991854,268329,"021-376731"
1984350,485449,"021-539857"
1985677,244743,"021-363406"
1984634,421002,"021-515217"
1986684,419844,"021-511719"
1992484,42794,"021-107103"
1992484,42782,"021-107111"
1991978,363429,"021-473732"
1991978,372846,"021-502386"
1993820,179420,"021-271951"
1989200,437646,"021-467850"
1989200,437646,"021-467849"
1989200,234342,"021-255517"
1989200,234342,"021-255518"
1989200,252655,"021-365234"
1989200,252655,"021-365233"
1989200,234340,"021-309828"
1989200,234340,"021-309827"
1989200,285031,"021-421425"
1989200,234341,"021-202746"
1989200,234341,"021-202747"
1992492,373624,"021-493437"
1992492,213192,"021-148239"
1992633,487167,"021-542000"
1989634,229135,"021-1544255"
1989634,229137,"021-1904092"
1989648,304426,"021-402263"
1989648,304438,"021-402261"
1989648,250373,"021-379227"
1989648,304395,"021-435005"
1989648,477004,"021-51300"
1989648,477021,"021-532494"
1989675,19895,"021-155809"
1962347,476871,"021-541838"
1962347,476866,"021-526577"
1977800,48139,"021-187188"
1987459,447707,"021-541753"
1987459,316735,"021-453484"
1987459,60095,"021-201576"
1988039,421653,"021-509614"
1987606,288406,"021-439828"
1987606,288406,"021-439827"
1992098,215327,"021-162202"
1992098,215327,"021-162210"
1992098,215322,"021-298965"
1992778,422910,"021-491994"
1991734,376812,"021-498249"
1991734,210955,"021-356795"
1991734,210955,"021-329720"
1991734,480334,"021-529604"
1992275,230421,"021-350921"
1992275,306694,"021-408478"
1992275,418626,"021-499597"
1992275,418623,"021-499593"
1992275,361354,"021-443780"
1992275,306779,"021-408445"
1992275,230420,"021-350920"
1994083,231690,"021-296810"
1994083,231690,"021-343466"
1994081,487383,"021-460643"
1994081,420939,"021-501842"
1993731,487397,"021-278073"
1993731,487398,"021-152267"
1994028,436933,"021-181833"
1994028,436925,"021-181403"
1993837,487483,"021-365041"
1993837,487484,"021-363813"
1993837,487423,"021-341180"
1993837,487424,"021-542001"
1993837,487426,"021-220575"
1993837,487429,"021-275828"
1993837,487431,"021-152271"
1993837,487432,"021-181353"
1993837,487433,"021-152266"
1993837,487436,"021-152269"
1993837,487480,"021-330036"
1993837,487485,"021-240415"
1993837,487468,"021-325830"
1993837,487430,"021-152273"
1993837,487419,"021-181400"
1993837,487420,"021-330277"
1993837,487415,"021-462233"
1993837,487416,"021-305742"
1993837,487421,"021-220576"
1993837,487422,"021-424438"
1993837,487428,"021-252881"
1993837,487414,"021-463884"
1993837,487418,"021-151569"
1993837,487425,"021-226060"
1993837,487469,"021-348998"
1993837,487471,"021-360270"
1993837,487479,"021-301507"
1993837,487476,"021-266773"
1989226,227466,"021-309702"
1989226,228559,"021-333350"
1989226,228559,"021-452770"
1989226,228559,"021-332544"
1933444,437112,"021-517783"
1933444,437113,"021-517785"
1933444,437111,"021-436601"
1975234,368312,"021-491469"
1975234,449674,"021-504774"
1975234,449683,"021-514506"
1982020,485428,"021-475830"
1982020,484959,"021-543117"
1985788,42919,"021-85208"
1985788,42950,"021-85209"
1986978,280859,"021-419517"
1986987,307367,"021-434181"
1990529,248624,"021-370935"
1993059,377639,"021-493709"
1993059,187890,"021-1696070"
1993059,187889,"021-1696067"
1993059,62898,"021-191034"
1993059,21649,"021-191033"
1993059,479477,"021-511443"
1993191,55001,"021-183934"
1993191,34048,"021-170132"
1993191,365136,"021-450479"
1993191,365215,"021-43608"
1993191,365112,"021-461099"
1993191,191671,"021-262831"
1993191,191670,"021-262836"
1993191,158920,"021-243366"
1993191,24526,"021-72283"
1993191,311465,"021-436083"
1993191,311455,"021-495388"
1993191,311455,"021-434551"
1993191,311156,"021-400690"
1993191,24539,"021-103997"
1993191,206270,"021-287658"
1993191,24529,"021-79256"
1993191,246643,"021-343811"
1993191,246644,"021-400690"
1993191,421798,"021-450481"
1987288,194040,"021-302970"
1987335,167453,"021-250690"
1987335,230528,"021-99010"
1987335,249409,"021-382192"
1987639,371963,"021-502414"
1985698,438587,"021-520359"
1985698,378417,"021-477880"
1985690,378364,"021-477880"
1985690,438592,"021-520359"
1982210,232889,"021-338562"
1982210,13459,"021-155610"
1982210,172625,"021-229150"
1986691,282937,"021-434602"
1986691,184298,"021-278195"
1987141,191498,"021-289420"
1987141,236725,"021-350400"
1987141,236736,"021-355868"
1987421,291813,"021-426246"
1987421,192116,"021-301416"
1986555,252056,"021-349016"
1986555,283287,"021-418158"
1986555,283283,"021-412619"
1982919,245566,"021-174906"
1982919,245566,"021-147054"
