"FilingID","CRDNumber"
1953671,163620
1950350,304307
1937495,285005
1925459,121982
1923856,105541
1942862,323605
1942862,328303
1950448,299607
1956245,317807
1955530,292121
1956706,109127
1962365,305638
1957028,164753
1961823,297176
1948583,172966
1939470,141024
1951329,286143
1955066,141024
1956683,170031
1961874,140214
1960668,313358
1969444,295713
1968679,305187
1973016,299607
1939922,109985
1947054,155006
1947049,320821
1951050,226670
