"FilingID","ReferenceID","SubreferenceID","Related Person","Name of Marketer","SEC Number","CRD Number","City","State","Country","Websites"
1945502,45774,202359,"N","BRUNEL ADVISORS LTD.","",,"TORTOLA","","British Virgin Islands","N"
1945502,309829,202360,"N","AMERIS MATRIX LIMITED","",,"SANTIAGO","","Chile","N"
1945502,309834,202366,"N","AMERIS MATRIX LIMITED","",,"SANTIAGO","","Chile","N"
1945502,316154,202367,"N","AMERIS MATRIX LIMITED","",,"SANTIAGO","","Chile","N"
1945502,316135,207578,"N","KYOBO SECURITIES CO., LTD.","",,"SEOUL","","Korea, South","N"
1945502,370134,209106,"N","SHINHAN INVESTMENT CORPORATION","",,"SEOUL","","Korea, South","N"
1945502,309833,207587,"N","SMBC NIKKO SECURITIES INC.","",,"TOKYO","","Japan","N"
1945502,309833,207586,"N","BNK SECURITIES CO., LTD.","",,"SEOUL","","Korea, South","N"
1945502,309834,209121,"N","BNK SECURITIES CO., LTD.","",,"SEOUL","","Korea, South","N"
1945502,309834,209122,"N","SMBC NIKKO SECURITIES INC.","",,"TOKYO","","Japan","N"
1945502,316135,207579,"N","MPW CAPITAL ADVISORS LIMITED","",,"ABU DHABI","","United Arab Emirates","N"
1945502,309829,206512,"N","SMBC NIKKO SECURITIES INC.","",,"TOKYO","","Japan","N"
1945502,312061,204170,"N","PIPER SANDLER & CO.","801-108049",665,"NEW YORK","New York","United States","N"
1945502,367494,200505,"N","MPW CAPITAL ADVISORS LIMITED","",,"ABU DHABI","","United Arab Emirates","N"
1945502,367498,200509,"N","SMBC NIKKO SECURITIES INC.","",,"TOKYO","","Japan","N"
1945502,367499,200510,"N","SMBC NIKKO SECURITIES INC.","",,"TOKYO","","Japan","N"
1945502,309834,151022,"N","IBKS SECURITIES CO., LTD.","",,"SEOUL","","Korea, South","N"
1945502,309832,151019,"N","IBKS SECURITIES CO., LTD.","",,"SEOUL","","Korea, South","N"
1945502,309830,202361,"N","AMERIS MATRIX LIMITED","",,"SANTIAGO","","Chile","N"
1945502,309828,202362,"N","AMERIS MATRIX LIMITED","",,"SANTIAGO","","Chile","N"
1945502,309828,202363,"N","BNK SECURITIES CO., LTD.","",,"SEOUL","","Korea, South","N"
1945502,309832,202364,"N","AMERIS MATRIX LIMITED","",,"SANTIAGO","","Chile","N"
1945502,229865,121273,"N","BANCHILE CORREDORES DE BOLSA S.A.","",,"SANTIAGO","","Chile","N"
1945502,309833,202365,"N","AMERIS MATRIX LIMITED","",,"SANTIAGO","","Chile","N"
1945502,309832,206516,"N","SMBC NIKKO SECURITIES INC.","",,"TOKYO","","Japan","N"
1945502,7475,202357,"N","BRUNEL ADVISORS LTD.","",,"TORTOLA","","British Virgin Islands","N"
1945502,367493,200511,"N","PIPER SANDLER & CO.","801-108049",665,"NEW YORK","New York","United States","N"
1945502,363930,199197,"N","MPW CAPITAL ADVISORS LIMITED","",,"ABU DHABI","","United Arab Emirates","N"
1945502,363773,199196,"N","MPW CAPITAL ADVISORS LIMITED","",,"ABU DHABI","","United Arab Emirates","N"
1945502,363930,199198,"N","IBKS SECURITIES CO., LTD.","",,"SEOUL","","Korea, South","N"
1945502,9632,103068,"N","ROCKEFELLER CAPITAL MANAGEMENT","801-114033",291361,"HAMILTON","New Jersey","United States","N"
1945502,367494,278895,"N","KPG CAPITAL PARTNERS, LLC","",,"PARK CITY","Utah","United States","N"
1945502,438465,274577,"N","KPG CAPITAL PARTNERS, LLC","",,"PARK CITY","Utah","United States","N"
1945502,210669,272903,"N","SMBC NIKKO SECURITIES INC.","",,"TOKYO","","Japan","N"
1945502,228810,272917,"N","SMBC NIKKO SECURITIES INC.","",,"TOKYO","","Japan","N"
1945502,438372,276389,"N","KPG CAPITAL PARTNERS, LLC","",,"UTAH","Utah","United States","N"
1945502,309832,276526,"N","BNK SECURITIES CO., LTD.","",,"SEOUL","","Korea, South","N"
1945502,210724,276548,"N","UBS FINANCIAL SERVICES INC.","801-7163",8174,"NEW YORK","New York","United States","N"
1955160,377825,207715,"N","ARQ ADVISORS LLC","",,"LONG BRANCH","New Jersey","United States","N"
1955160,377825,207658,"N","AIPX PTY LTD","",,"SYDNEY","","Australia","N"
1955160,141735,72609,"N","AIPX PTY LTD","",,"SYDNEY","","Australia","N"
1955160,200079,80739,"N","AIPX PTY LTD","",,"SYDNEY","","Australia","N"
1955160,289309,135036,"N","AIPX PTY LTD","",,"SYDNEY","","Australia","N"
1955160,355324,189903,"N","AIPX PTY LTD","",,"SYDNEY","","Australia","N"
1955160,479369,298799,"N","AIPX PTY LTD","",,"SYDNEY","","Australia","N"
1955160,479369,298801,"N","OLD CITY SECURITIES LLC","8-69488",171910,"NEW YORK","New York","United States","N"
1955160,377825,298787,"N","OLD CITY SECURITIES LLC","8-69488",171910,"NEW YORK","New York","United States","N"
1939136,175332,276394,"N","M HOLDINGS SECURITIES, INC.","801-57304",43285,"PORTLAND","Oregon","United States","N"
1939136,439340,262244,"N","FAS CORP.","8-50307",43536,"LEAWOOD","Kansas","United States","N"
1939136,368814,302868,"N","COREBRIDGE FINANCIAL","",,"HOUSTON","Texas","United States","N"
1939136,439336,262237,"N","FAS CORP.","8-50307",43536,"LEAWOOD","Kansas","United States","N"
1939136,436268,260925,"N","FAS CORP.","",,"SAN JOSE","California","United States","N"
1939136,242860,106285,"N","FAS CORP.","8-50307",43536,"LEAWOOD","Kansas","United States","N"
1939136,436548,260958,"N","FAS CORP.","8-50307",43536,"LEAWOOD","Kansas","United States","N"
1939136,368805,200966,"N","FAS CORP.","8-50307",43536,"LEAWOOD","Kansas","United States","N"
1939136,373248,202304,"N","FAS CORP.","8-50307",43536,"LEAWOOD","Kansas","United States","N"
1939136,316810,247041,"N","FAS CORP.","8-50307",43536,"SAN JOSE","California","United States","N"
1939136,20195,208134,"N","AIG, INC.","8-33553",17001,"NEW YORK","New York","United States","N"
1939136,76819,208135,"N","AIG, INC.","8-33553",17001,"NEW YORK","New York","United States","N"
1939136,76880,208136,"N","AIG, INC.","8-33553",17001,"NEW YORK","New York","United States","N"
1939136,216941,247217,"N","J.P. MORGAN SECURITIES LLC","801-3702",79,"NEW YORK","New York","United States","N"
1939136,421223,249751,"N","FAS CORP.","8-50307",43536,"LEAWOOD","Kansas","United States","N"
1939136,429266,255710,"N","FAS CORP.","8-50307",43536,"LEAWOOD","Kansas","United States","N"
1939136,422458,250086,"N","FAS CORP.","8-50307",43536,"LEAWOOD","Kansas","United States","N"
1939136,373008,202171,"N","FAS CORP.","8-50307",43536,"LEAWOOD","Kansas","United States","N"
1939136,373250,202305,"N","FAS CORP.","8-50307",43536,"LEAWOOD","Kansas","United States","N"
1939136,373004,202170,"N","FAS CORP.","8-50307",43536,"LEAWOOD","Kansas","United States","N"
1939136,76819,208159,"N","M HOLDINGS SECURITIES, INC.","801-57304",43285,"PORTLAND","Oregon","United States","N"
