"FilingID","ReferenceID","SubreferenceID","Related Person","Name of Marketer","SEC Number","CRD Number","City","State","Country","Websites"
1940704,418410,248160,"Y","GOLDMAN SACHS INTERNATIONAL (GSI)","",,"LONDON","","United Kingdom","N"
1940704,260219,248190,"N","FIDELITY BROKERAGE SERVICES LLC","8-23292",7784,"SMITHFIELD","Rhode Island","United States","N"
1940704,258934,247624,"N","STONEX SECURITIES INC.","8-36638",18456,"BIRMINGHAM","Alabama","United States","N"
1940704,418250,247839,"Y","GOLDMAN SACHS SAUDI ARABIA","",,"RIYADH","","Saudi Arabia","N"
1940704,418250,247842,"Y","GOLDMAN SACHS (ASIA) L.L.C","",,"HONG KONG","","Hong Kong","N"
1940704,258934,247625,"N","OSAIC SERVICES, INC.","8-66771",133763,"PHOENIX","Arizona","United States","N"
1940704,418238,247810,"Y","GOLDMAN SACHS INTERNATIONAL","",,"LONDON","","United Kingdom","N"
1940704,260179,248074,"N","FIDELITY BROKERAGE SERVICES LLC","8-23292",7784,"SMITHFIELD","Rhode Island","United States","N"
1940704,260344,247414,"N","FIDELITY BROKERAGE SERVICES LLC","8-23292",7784,"SMITHFIELD","Rhode Island","United States","N"
1940704,417850,247443,"Y","GOLDMAN SACHS & CO. LLC","801-16048",361,"NEW YORK","New York","United States","N"
1940704,418238,247825,"Y","GOLDMAN SACHS BANK EUROPE (GSBE)","",,"FRANKFURT","","Germany","N"
1940704,418238,247826,"Y","GOLDMAN SACHS BANK ZURICH (GSBZ)","",,"ZURICH","","Switzerland","N"
1940704,418238,247805,"Y","GOLDMAN SACHS & CO. LLC","801-16048",361,"NEW YORK","New York","United States","N"
1940704,418246,247829,"Y","GOLDMAN SACHS & CO. LLC","801-16048",361,"NEW YORK","New York","United States","N"
1940704,362419,198441,"Y","GOLDMAN SACHS & CO. LLC","801-16048",361,"NEW YORK","New York","United States","N"
1940704,418249,247832,"Y","GOLDMAN SACHS & CO. LLC","801-16048",361,"NEW YORK","New York","United States","N"
1940704,258934,247479,"N","OSAIC SERVICES, INC.","8-66771",133763,"PHOENIX","Arizona","United States","N"
1940704,258934,247604,"N","STONEX SECURITIES INC.","8-36638",18456,"BIRMINGHAM","Alabama","United States","N"
1940704,258934,247605,"N","OSAIC SERVICES, INC.","8-66771",133763,"PHOENIX","Arizona","United States","N"
1940704,418276,247980,"Y","GOLDMAN SACHS (SINGAPORE) PTE.","",,"SINGAPORE","","Singapore","N"
1940704,418303,248004,"Y","GOLDMAN SACHS & CO. LLC","801-16048",361,"NEW YORK","New York","United States","N"
1940704,418238,247806,"Y","GOLDMAN SACHS SAUDI ARABIA","",,"RIYADH","","Saudi Arabia","N"
1940704,418238,247807,"Y","GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","",,"LONDON","","United Kingdom","N"
1940704,362198,248216,"N","FIDELITY BROKERAGE SERVICES LLC","8-23292",7784,"SMITHFIELD","Rhode Island","United States","N"
1940704,418238,247811,"Y","GOLDMAN SACHS PARIS INC. ET CIE","",,"PARIS","","France","N"
1940704,418238,247813,"Y","GOLDMAN SACHS (SINGAPORE) PTE.","",,"SINGAPORE","","Singapore","N"
1940704,418398,248100,"Y","GOLDMAN SACHS INTERNATIONAL (GSI)","",,"LONDON","","United Kingdom","N"
1940704,260223,116511,"N","AMERIPRISE FINANCIAL SERVICES, LLC","801-28543",6363,"MINNEAPOLIS","Minnesota","United States","N"
1940704,260224,116512,"Y","GOLDMAN SACHS & CO. LLC","801-16048",361,"NEW YORK","New York","United States","N"
1940704,362433,198454,"Y","GOLDMAN SACHS & CO. LLC","801-16048",361,"NEW YORK","New York","United States","N"
1940704,362226,198277,"Y","GOLDMAN SACHS & CO. LLC","801-16048",361,"NEW YORK","New York","United States","N"
1940704,362244,198295,"Y","GOLDMAN SACHS & CO. LLC","801-16048",361,"NEW YORK","New York","United States","N"
1940704,362430,198451,"Y","GOLDMAN SACHS & CO. LLC","801-16048",361,"NEW YORK","New York","United States","N"
1940704,260428,116705,"Y","GOLDMAN SACHS & CO. LLC","801-16048",361,"NEW YORK","New York","United States","N"
1940704,260372,247645,"N","FIDELITY BROKERAGE SERVICES LLC","8-23292",7784,"SMITHFIELD","Rhode Island","United States","N"
1940704,362198,198252,"N","AMERIPRISE FINANCIAL SERVICES, LLC","801-28543",6363,"MINNEAPOLIS","Minnesota","United States","N"
1940704,362434,198455,"Y","GOLDMAN SACHS & CO. LLC","801-16048",361,"NEW YORK","New York","United States","N"
1940704,362881,198790,"Y","GOLDMAN SACHS & CO. LLC","801-16048",361,"NEW YORK","New York","United States","N"
1940704,362549,198565,"Y","GOLDMAN SACHS & CO. LLC","801-16048",361,"NEW YORK","New York","United States","N"
1940704,362242,198292,"Y","GOLDMAN SACHS & CO. LLC","801-16048",361,"NEW YORK","New York","United States","N"
1940704,362237,198288,"Y","GOLDMAN SACHS & CO. LLC","801-16048",361,"NEW YORK","New York","United States","N"
1940704,259762,116084,"Y","GOLDMAN SACHS & CO. LLC","801-16048",361,"NEW YORK","New York","United States","N"
1940704,362234,198284,"Y","GOLDMAN SACHS & CO. LLC","801-16048",361,"NEW YORK","New York","United States","N"
1940704,258679,114675,"Y","GOLDMAN SACHS & CO. LLC","801-16048",361,"NEW YORK","New York","United States","N"
1940704,417853,247444,"Y","GOLDMAN SACHS & CO. LLC","801-16048",361,"NEW YORK","New York","United States","N"
1940704,417856,247447,"Y","GOLDMAN SACHS & CO. LLC","801-16048",361,"NEW YORK","New York","United States","N"
1940704,260353,247623,"N","HARBOR INVESTMENT ADVISORY, LLC","801-70893",151085,"LUTHERVILLE","Maryland","United States","N"
1940704,418142,247654,"Y","GOLDMAN SACHS & CO. LLC","801-16048",361,"NEW YORK","New York","United States","N"
1940704,418143,247655,"Y","GOLDMAN SACHS & CO. LLC","801-16048",361,"NEW YORK","New York","United States","N"
1940704,258863,114842,"Y","GOLDMAN SACHS & CO. LLC","801-16048",361,"NEW YORK","New York","United States","N"
1940704,418410,248153,"Y","GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","",,"LONDON","","United Kingdom","N"
1940704,260391,116667,"Y","GOLDMAN SACHS & CO. LLC","801-16048",361,"NEW YORK","New York","United States","N"
1940704,418410,248154,"Y","GOLDMAN SACHS JAPAN CO., LTD","",,"TOKYO","","Japan","N"
1940704,418410,248155,"Y","GOLDMAN SACHS (ASIA) L.L.C","",,"HONG KONG","","Hong Kong","N"
1940704,418410,248159,"Y","GOLDMAN SACHS AUSTRALIA PTY LTD","",,"MELBOURNE","","Australia","N"
1940704,258931,198209,"N","LION STREET FINANCIAL, LLC","8-69183",165828,"AUSTIN","Texas","United States","N"
1940704,418410,248162,"Y","GOLDMAN SACHS BANK ZURICH (GSBZ)","",,"ZURICH","","Switzerland","N"
1940704,260205,248165,"N","FIDELITY BROKERAGE SERVICES LLC","8-23292",7784,"SMITHFIELD","Rhode Island","United States","N"
1940704,418411,248168,"Y","GOLDMAN SACHS & CO. LLC","801-16048",361,"RIYADH","","Saudi Arabia","N"
1940704,418411,248170,"Y","GOLDMAN SACHS JAPAN CO., LTD","",,"TOKYO","","Japan","N"
1940704,362217,198268,"Y","GOLDMAN SACHS & CO. LLC","801-16048",361,"NEW YORK","New York","United States","N"
1940704,418411,248171,"Y","GOLDMAN SACHS (ASIA) L.L.C","",,"HONG KONG","","Hong Kong","N"
1940704,418411,248172,"Y","GOLDMAN SACHS INTERNATIONAL","",,"LONDON","","United Kingdom","N"
1940704,418411,248173,"Y","GOLDMAN SACHS PARIS INC. ET CIE","",,"PARIS","","France","N"
1940704,418411,248174,"Y","GOLDMAN SACHS (SINGAPORE) PTE.","",,"SINGAPORE","","Singapore","N"
1940704,417739,247352,"Y","GOLDMAN SACHS & CO. LLC","801-16048",361,"NEW YORK","New York","United States","N"
1940704,418276,247983,"Y","GOLDMAN SACHS INTERNATIONAL (GSI)","",,"LONDON","","United Kingdom","N"
1940704,418276,247984,"Y","GOLDMAN SACHS BANK EUROPE (GSBE)","",,"FRANKFURT","","Germany","N"
1940704,418276,247985,"Y","GOLDMAN SACHS BANK ZURICH (GSBZ)","",,"ZURICH","","Switzerland","N"
1940704,418225,247771,"Y","GOLDMAN SACHS & CO. LLC","801-16048",361,"LONDON","","United Kingdom","N"
1940704,418321,248020,"Y","GOLDMAN SACHS & CO. LLC","801-16048",361,"NEW YORK","New York","United States","N"
1940704,418322,248021,"Y","GOLDMAN SACHS & CO. LLC","801-16048",361,"NEW YORK","New York","United States","N"
1940704,362317,247399,"N","FIDELITY BROKERAGE SERVICES LLC","8-23292",7784,"SMITHFIELD","Rhode Island","United States","N"
1940704,418424,248197,"Y","GOLDMAN SACHS & CO. LLC","801-16048",361,"NEW YORK","New York","United States","N"
1940704,418146,247657,"Y","GOLDMAN SACHS & CO. LLC","801-16048",361,"NEW YORK","New York","United States","N"
1940704,417743,247354,"Y","GOLDMAN SACHS & CO. LLC","801-16048",361,"NEW YORK","New York","United States","N"
1940704,417747,247356,"Y","GOLDMAN SACHS & CO. LLC","801-16048",361,"NEW YORK","New York","United States","N"
1940704,260335,116611,"Y","GOLDMAN SACHS & CO. LLC","801-16048",361,"NEW YORK","New York","United States","N"
1940704,258738,114730,"Y","GOLDMAN SACHS & CO. LLC","801-16048",361,"NEW YORK","New York","United States","N"
1940704,260346,116626,"N","MORGAN STANLEY","801-70103",149777,"PURCHASE","New York","United States","N"
1940704,258815,114800,"Y","GOLDMAN SACHS & CO. LLC","801-16048",361,"NEW YORK","New York","United States","N"
1940704,258824,114808,"Y","GOLDMAN SACHS & CO. LLC","801-16048",361,"NEW YORK","New York","United States","N"
