"FilingID","ReferenceID","Name of Auditing Firm","City","State","Country","Independent","PCAOB Registered","PCAOB Number","PCAOB Inspected"
1936122,17703,"ERNST & YOUNG LLP","NEW YORK","New York","United States","Y","Y",42,"Y"
1936122,17706,"ERNST & YOUNG LLP","NEW YORK","New York","United States","Y","Y",42,"Y"
1936122,44782,"ERNST & YOUNG LLP","NEW YORK","New York","United States","Y","Y",42,"Y"
1936122,205060,"ERNST & YOUNG LLP","NEW YORK","New York","United States","Y","Y",42,"Y"
1936122,247247,"ERNST & YOUNG LLP","NEW YORK","New York","United States","Y","Y",42,"Y"
1936122,421101,"ERNST & YOUNG LLP","NEW YORK","New York","United States","Y","Y",42,"Y"
1936122,281191,"ERNST & YOUNG LLP","NEW YORK","New York","United States","Y","Y",42,"Y"
1936122,363785,"ERNST & YOUNG LLP","NEW YORK","New York","United States","Y","Y",42,"Y"
1936122,313166,"ERNST & YOUNG LLP","NEW YORK","New York","United States","Y","Y",42,"Y"
1936122,17708,"ERNST & YOUNG LLP","NEW YORK","New York","United States","Y","Y",42,"Y"
1936122,120508,"ERNST & YOUNG LLP","NEW YORK","New York","United States","Y","Y",42,"Y"
1936346,180932,"CLARK SCHAEFER HACKETT","CINCINNATI","Ohio","United States","Y","Y",539,"Y"
1936346,180933,"CLARK SCHAEFER HACKETT","CINCINNATI","Ohio","United States","Y","Y",539,"Y"
1936346,214656,"CLARK SCHAEFER HACKETT","CINCINNATI","Ohio","United States","Y","Y",539,"Y"
1936346,281895,"CHERRY BEKAERT","FT. LAUDERDALE","Florida","United States","Y","Y",677,"Y"
1933941,266976,"EISNER AMPER, LLP","NEW YORK","New York","United States","Y","Y",274,"Y"
1939002,245123,"PRICEWATERHOUSECOOPERS LLP","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1930825,168677,"PRICEWATERHOUSECOOPERS","GRAND CAYMAN","","Cayman Islands","Y","Y",1266,"Y"
1938170,357652,"KPMG","GRAND CAYMAN","","Cayman Islands","Y","Y",1323,"Y"
1939002,437795,"PRICEWATERHOUSECOOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1939002,437800,"PRICEWATERHOUSECOOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1939002,425954,"PRICEWATERHOUSECOOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1939002,166823,"PRICEWATERHOUSECOOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1939002,8214,"PRICEWATERHOUSECOOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1939002,8120,"PRICEWATERHOUSECOOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1939002,8083,"PRICEWATERHOUSECOOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1939002,190692,"PRICEWATERHOUSECOOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1939002,8101,"PRICEWATERHOUSECOOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1939002,8209,"PRICEWATERHOUSECOOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1939002,8092,"PRICEWATERHOUSECOOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1939002,8129,"PRICEWATERHOUSECOOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1939002,316936,"PRICEWATERHOUSECOOPERS LLP","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1939002,279919,"PRICEWATERHOUSECOOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1939002,166822,"PRICEWATERHOUSECOOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1939002,8075,"PRICEWATERHOUSECOOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1939002,8108,"PRICEWATERHOUSECOOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1939002,120706,"PRICEWATERHOUSECOOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1939002,8146,"PRICEWATERHOUSECOOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1939002,368283,"PRICEWATERHOUSECOOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1939002,190691,"PRICEWATERHOUSECOOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1939002,8213,"PRICEWATERHOUSECOOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1939002,435052,"PRICEWATERHOUSECOOPERS LLP","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1939002,313250,"PRICEWATERHOUSECOOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1939002,8112,"PRICEWATERHOUSECOOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1939002,8097,"PRICEWATERHOUSECOOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1939002,363796,"PRICEWATERHOUSECOOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1939002,8220,"PRICEWATERHOUSECOOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1939002,170395,"PRICEWATERHOUSECOOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1939002,120707,"PRICEWATERHOUSECOOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1939002,8088,"PRICEWATERHOUSECOOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1939002,69015,"PRICEWATERHOUSECOOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1939002,8131,"PRICEWATERHOUSECOOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1939002,370548,"PRICEWATERHOUSECOOPERS LLP","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1939002,437793,"PRICEWATERHOUSECOOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1939002,437801,"PRICEWATERHOUSECOOPERS","BOSTON","Massachusetts","United States","Y","Y",238,"Y"
1939075,41187,"MOSS ADAMS","SAN FRANCISCO","California","United States","Y","Y",659,"Y"
1935242,53902,"KPMG LLP","LOS ANGELES","California","United States","Y","Y",185,"Y"
1935242,60102,"KPMG LLP","LOS ANGELES","California","United States","Y","Y",185,"Y"
1934981,263979,"KPMG","NEW YORK","New York","United States","Y","Y",185,"Y"
1935242,172246,"KPMG LLP","LOS ANGELES","California","United States","Y","Y",185,"Y"
1935242,292957,"KPMG LLP","LOS ANGELES","California","United States","Y","Y",185,"Y"
1935242,372399,"ERNST & YOUNG LTD.","CAMANA BAY","","Cayman Islands","Y","Y",1655,"Y"
1935242,53360,"KPMG LLP","LOS ANGELES","California","United States","Y","Y",185,"Y"
1935242,372396,"ERNST & YOUNG LTD.","CAMANA BAY","","Cayman Islands","Y","Y",1655,"Y"
1935242,372398,"ERNST & YOUNG LTD.","CAMANA BAY","","Cayman Islands","Y","Y",1655,"Y"
