"FilingID","ReferenceID","Name of Prime Broker","SEC Number","CRD Number","City","State","Country","Custodian"
1980162,366904,"JONES TRADING LLC","",,"SAN FRANCISCO","California","United States","Y"
1980162,366904,"CLEARSTREET LLC","",,"NEW YORK","New York","United States","Y"
1968112,420990,"UBS AG LONDON BRANCH","",,"LONDON","","United Kingdom","Y"
1968112,420990,"MORGAN STANLEY & CO. INTERNATIONAL PLC","",,"LONDON","","United Kingdom","Y"
1968112,420990,"MERRILL LYNCH INTERNATIONAL","",,"LONDON","","United Kingdom","Y"
1968112,420990,"J.P. MORGAN SECURITIES PLC","",,"LONDON","","United Kingdom","Y"
1960580,476103,"SKANDINAVISKA ENSKILDA BANKEN AB","",,"LONDON","","United Kingdom","Y"
1974268,52588,"J.P. MORGAN SECURITIES LLC","8-35008",79,"BOSTON","Massachusetts","United States","Y"
1974268,16431,"J.P. MORGAN SECURITIES LLC","8-35008",79,"BOSTON","Massachusetts","United States","Y"
1971031,168521,"J.P. MORGAN SECURITIES PLC","",,"LONDON","","United Kingdom","Y"
1971031,168521,"MERRILL LYNCH INTERNATIONAL","",,"LONDON","","United Kingdom","Y"
1971031,168521,"GOLDMAN SACHS INTERNATIONAL","",,"LONDON","","United Kingdom","Y"
1971031,168521,"CITIGROUP GLOBAL MARKETS LIMITED","",,"LONDON","","United Kingdom","Y"
1971031,168521,"MORGAN STANLEY & CO. INTERNATIONAL PLC","",,"LONDON","","United Kingdom","Y"
1971031,168521,"NOMURA INTERNATIONAL PLC","",,"LONDON","","United Kingdom","Y"
1971031,168521,"BNP PARIBAS, LONDON BRANCH","",,"LONDON","","United Kingdom","Y"
1971031,482968,"BNP PARIBAS, LONDON BRANCH","",,"LONDON","","United Kingdom","Y"
1971031,482968,"GOLDMAN SACHS INTERNATIONAL","",,"LONDON","","United Kingdom","Y"
1961586,476584,"GOLDMAN SACHS & CO. LLC","8-129",361,"NEW YORK","New York","United States","Y"
1977795,288429,"GOLDMAN SACHS INTERNATIONAL","",,"HONG KONG","","China","Y"
1977795,288429,"HSBC BANK PLC","",,"HONG KONG","","China","Y"
