"FilingID","ReferenceID","SubreferenceID","Private Fund Name","Fund ID","State","Country","3(c)(1) Exclusion","3(c)(7) Exclusion"
1992359,476541,151331,"PRIMA MORTGAGE INVESTMENT TRUST, LLC",805-6935945932,"Delaware","United States","Y","N"
1992359,317568,142501,"BLUE OWL REAL ESTATE FUND VI (OFFSHORE) LP",805-6313029342,"Delaware","United States","N","Y"
1995500,398366,152107,"BERKSHIRE FUND XI-LUX (IND), L.P.",805-7886215072,"Delaware","United States","N","Y"
1995500,9010,9216,"BERKSHIRE FUND VII-A (IND), L.P.",805-6269338409,"Delaware","United States","N","Y"
1995500,8121,9217,"BERKSHIRE FUND VIII (IND), L.P.",805-6376006193,"Delaware","United States","N","Y"
1995500,9014,9218,"BERKSHIRE FUND VIII-A (IND), L.P.",805-6920616793,"Delaware","United States","N","Y"
1995500,303190,139673,"PT2-A (FEEDER), L.P.",805-2805556104,"Delaware","United States","N","Y"
1995500,254958,134369,"BERKSHIRE FUND X-A (IND), L.P.",805-5763286531,"Delaware","United States","N","Y"
1995500,254484,134312,"BERKSHIRE FUND X (IND), L.P.",805-4987392974,"Delaware","United States","N","Y"
1995500,173120,117087,"BERKSHIRE FUND IX-A (IND), L.P.",805-3614635775,"Delaware","United States","N","Y"
1995500,173107,117079,"BERKSHIRE FUND IX (IND), L.P.",805-1521234590,"Delaware","United States","N","Y"
1995500,8964,9213,"BERKSHIRE FUND VII (IND), L.P.",805-9766690959,"Delaware","United States","N","Y"
1995500,398261,152111,"BERKSHIRE FUND XI (IND), L.P.",805-2158024123,"Delaware","United States","N","Y"
1995861,319802,142676,"FRAMEWORK VENTURES OFFSHORE FUND III L.P.",805-2423328439,"","Cayman Islands","N","Y"
1995861,305845,142286,"FRAMEWORK VENTURES OFFSHORE FUND II L.P.",805-6306505850,"","Cayman Islands","N","Y"
1995861,480639,151977,"FRAMEWORK VENTURES OFFSHORE FUND IV L.P.",805-2423328439,"","Cayman Islands","N","Y"
1996285,478951,151671,"CATALYST ENHANCED SYSTEMATIC ALPHA FUND LP",805-2754522051,"Delaware","United States","Y","N"
1996285,478951,151670,"CATALYST ENHANCED SYSTEMATIC ALPHA OFFSHORE FUND, LTD.",805-1489051846,"","Cayman Islands","Y","N"
1996455,482042,152080,"BFO APOGEM PRIVATE MARKETS (IRELAND), ILP",805-6924992380,"","Ireland","N","Y"
1996455,398507,146515,"APOGEM SECONDARY FUND VII (CAYMAN), LP",805-2685517723,"","Cayman Islands","N","Y"
1996455,246172,146721,"GOLDPOINT PARTNERS SELECT MANAGER CANADA FUND IV, LP",805-8132394104,"","Canada","N","Y"
1996455,246157,146729,"GOLDPOINT PARTNERS PRIVATE DEBT OFFSHORE V, LP",805-1198639480,"","Cayman Islands","N","Y"
1996455,246155,146728,"GOLDPOINT MEZZANINE PARTNERS OFFSHORE IV, LP",805-6187017170,"","Cayman Islands","N","Y"
1996455,414129,146557,"APOGEM DIRECT LENDING NIGHTHAWK FUND",805-5249539367,"","Cayman Islands","Y","Y"
1996455,246161,146724,"NYLCAP SELECT MANAGER CANADA FUND II, LP",805-4420893045,"","Canada","N","Y"
1996455,246175,146719,"GOLDPOINT PARTNERS SELECT MANAGER CANADA FUND V, LP",805-1277802278,"","Canada","N","Y"
1996455,246157,146730,"GPP PRIVATE DEBT RS V LP",805-5718753978,"Delaware","United States","N","Y"
1996455,362898,146505,"APOGEM PRIVATE EQUITY FUND X (CAYMAN), LP",805-7493702170,"","Cayman Islands","N","Y"
1996455,246151,146727,"NYLCAP MEZZANINE OFFSHORE PARTNERS III, LP",805-2275580522,"","Cayman Islands","N","Y"
1996455,246165,146726,"GOLDPOINT PARTNERS SELECT MANAGER CANADA FUND III, LP",805-1485020986,"","Cambodia","N","Y"
1996455,246275,139670,"PA SMALL COMPANY COINVESTMENT FUND II (CAYMAN), LP",805-3374104184,"","Cayman Islands","Y","N"
1996455,246401,133009,"PA SMALL CO PRIVATE EQUITY FUND IX (CAYMAN), LP",805-8477642078,"","Cayman Islands","N","Y"
1996455,246400,133008,"PRIVATE ADVISORS SMALL CO PRIVATE EQUITY FUND VIII-CAYMAN LP",805-3476586181,"","Cayman Islands","Y","N"
