"FilingID","Fund Name","Fund ID","ReferenceID","State","Country","3(c)(1) Exclusion","3(c)(7) Exclusion","Master Fund","Feeder Fund","Master Fund Name","Master Fund ID","Fund of Funds","Fund Invested Self or Related","Fund Invested in Securities","Fund Type","Fund Type Other","Gross Asset Value","Minimum Investment","Owners","%Owned You or Related","%Owned Funds","Sales Limited","%Owned Non-US","Subadviser","Other IAs Advise","Clients Solicited","Percentage Invested","Exempt from Registration","Annual Audit","GAAP","FS Distributed","Unqualified Opinion","Prime Brokers","Custodians","Administrator","% Assets Valued","Marketing"
2002182,"SUMMIT PEAK VENTURES III, LP",805-6828844808,360473,"Delaware","United States","Y","Y","N","N","",,"Y","N","N","Venture Capital Fund","",114143112,1000000,100,3,0,"Y",2,"N","N","Y",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
2002182,"SPTA DENALI, LLC",805-7959103254,251687,"Delaware","United States","Y","N","N","N","",,"Y","N","N","Venture Capital Fund","",2701572,0,10,1,0,"Y",36,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
2002182,"SP HYPERNOVA, LLC",805-8111032449,258327,"Delaware","United States","Y","N","N","N","",,"Y","N","N","Venture Capital Fund","",91940636,0,59,0,0,"Y",42,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
2002182,"SP MOUNT MITCHELL, LLC",805-5461181457,258319,"Delaware","United States","Y","N","N","N","",,"Y","N","N","Venture Capital Fund","",3692275,0,26,0,0,"Y",26,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
2002182,"SUMMIT PEAK VENTURES OPPORTUNITY FUND I, LP",805-5536758650,246984,"Delaware","United States","N","Y","N","N","",,"Y","N","N","Venture Capital Fund","",68315884,1000000,45,0,0,"",1,"N","N","Y",3,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
2002182,"SP SOURCEGRAPH COINVEST, LLC",805-9541151132,246979,"Delaware","United States","N","Y","N","N","",,"Y","N","N","Venture Capital Fund","",32656104,0,11,1,0,"",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
2002182,"PCOF I, LLC",805-5152388400,251678,"Delaware","United States","N","Y","N","N","",,"Y","N","N","Private Equity Fund","",6153234,0,7,0,0,"",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
2002182,"SUMMIT PEAK VENTURES I, LP",805-7048855598,251679,"Delaware","United States","Y","Y","N","N","",,"Y","N","N","Venture Capital Fund","",203086556,1000000,87,2,0,"Y",8,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
2002182,"SP SATOSHI RIVER, LLC",805-1678495473,269474,"Delaware","United States","Y","Y","N","N","",,"Y","N","N","Venture Capital Fund","",5636996,0,7,0,0,"Y",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
2002182,"SP MAUNA KEA, LLC",805-6864677631,284311,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",2788981,0,14,0,0,"Y",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
2002182,"SP HYPERNOVA II, LLC",805-6884123579,284299,"Delaware","United States","Y","N","N","N","",,"Y","N","N","Venture Capital Fund","",44970267,0,30,0,0,"Y",41,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
2002182,"SP SAGE MOUNTAIN, LLC",805-8033678425,284307,"Delaware","United States","Y","Y","N","N","",,"Y","N","N","Venture Capital Fund","",2429125,0,5,0,0,"Y",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
