"FilingID","ReferenceID","SubreferenceID","Private Fund Name","Fund ID","State","Country","3(c)(1) Exclusion","3(c)(7) Exclusion"
1935019,49432,126627,"WLR IV PPIP CO-INVEST LOANS FEEDER FUND, L.P. (DELAWARE)",805-2163806427,"Delaware","United States","N","Y"
1935019,49432,126628,"WLR IV PPIP CO-INVEST LOANS AIV, L.P.",805-8901047919,"Delaware","United States","N","Y"
1935019,49432,126633,"WLR LOANS AIV, L.P. (DELAWARE)",805-2065582604,"Delaware","United States","N","Y"
1935019,49432,126623,"INVESCO MORTGAGE RECOVERY LOANS FEEDER FUND, L.P. (DELAWARE)",805-8797923614,"Delaware","United States","N","Y"
1935019,183134,119587,"INVESCO U.S. VA FUND IV BLOCKER, A, L.L.C.",805-1455693410,"Delaware","United States","Y","Y"
1935019,68778,116950,"INVESCO MORTGAGE RECOVERY FUND II FEEDER, LLC",805-6230364473,"Delaware","United States","Y","Y"
1935019,193431,122106,"CLO CMI FEEDER, L.P.",805-7852233283,"Delaware","United States","N","Y"
1935019,193413,125886,"INVESCO VAF V FEEDER, LLC",805-7753917298,"Delaware","United States","Y","Y"
1935019,49432,126624,"INVESCO MORTGAGE RECOVERY LOANS FEEDER FUND, L.P. (CAYMAN)",805-9863005707,"","Cayman Islands","N","Y"
1935019,276619,143110,"IRE U.S. FUND VI BLOCKER, LLC",805-2868074253,"Delaware","United States","Y","Y"
1935019,276619,143112,"IRE U.S. FUND VI EMPLOYEE FEEDER FUND, L.P.",805-4483415166,"Delaware","United States","Y","Y"
1935019,276619,143111,"IRE U.S. FUND VI FEEDER, LLC",805-2193102215,"Delaware","United States","Y","Y"
1935019,49432,126631,"WLR IV LOANS AIV FEEDER, (CAYMAN) L.P.",805-2766090335,"","Cayman Islands","N","Y"
1935019,49432,126629,"WLR IV LOANS AIV FEEDER, L.P. (DELAWARE)",805-8417471179,"Delaware","United States","N","Y"
1935019,205418,125887,"INVESCO STRATEGIC OPPORTUNITIES III ONSHORE FEEDER, LLC",805-2477931128,"Delaware","United States","Y","Y"
1934456,228958,140122,"SILVER POINT SPECIALTY CREDIT FUND II (OFFSHORE) B, L.P.",805-5480890344,"","Cayman Islands","N","Y"
1934456,228958,140119,"SILVER POINT SPECIALTY CREDIT FUND II (OFFSHORE), L.P.",805-3487221736,"","Cayman Islands","N","Y"
1934456,364152,144238,"SP DISTRESSED OPPORTUNITY IP II INTERMEDIATE, L.P.",805-9398085020,"Delaware","United States","N","Y"
1934456,228921,140131,"SILVER POINT SPECIALTY CREDIT FUND II (OFFSHORE) B, L.P.",805-5480890344,"","Cayman Islands","N","Y"
1934456,228958,140117,"SILVER POINT SPECIALTY CREDIT FUND II, L.P.",805-7366252711,"Delaware","United States","N","Y"
1934456,184049,119785,"SILVER POINT DISTRESSED OPPORTUNITIES OFFSHORE FUND, L.P.",805-6528310310,"","Cayman Islands","N","Y"
1934456,318323,142481,"SILVER POINT SPECIALTY CREDIT FUND III (OFFSHORE), L.P.",805-8207268242,"","Cayman Islands","N","Y"
1934456,318375,142485,"SILVER POINT SPECIALTY CREDIT FUND III, L.P.",805-3556525990,"Delaware","United States","N","Y"
1934456,318375,142484,"SILVER POINT SPECIALTY CREDIT FUND III (OFFSHORE), L.P.",805-8207268242,"","Cayman Islands","N","Y"
1934456,364148,144236,"SP DISTRESSED OPPORTUNITY IP II INTERMEDIATE, L.P.",805-9398085020,"Delaware","United States","N","Y"
1934456,364148,144237,"SILVER POINT DISTRESSED OPPORTUNITY INSTITUTIONAL PARTNERS II (OFFSHORE), L.P.",805-9186545033,"","Cayman Islands","N","Y"
1934456,364152,144239,"SILVER POINT DISTRESSED OPPORTUNITY INSTITUTIONAL PARTNERS II (OFFSHORE), L.P.",805-9186545033,"","Cayman Islands","N","Y"
1934456,228921,140128,"SILVER POINT SPECIALTY CREDIT FUND II, L.P.",805-7366252711,"Delaware","United States","N","Y"
1934456,228921,140129,"SILVER POINT SPECIALTY CREDIT FUND II (OFFSHORE), L.P.",805-3487221736,"","Cayman Islands","N","Y"
1934456,228958,140125,"SILVER POINT SPECIALTY CREDIT FUND II (OFFSHORE) C, L.P.",805-9487189696,"","Cayman Islands","N","Y"
1934456,13572,2911,"SILVER POINT CAPITAL OFFSHORE FUND, LTD.",805-5231174461,"","Cayman Islands","N","Y"
1934456,200563,123373,"SILVER POINT DISTRESSED OPPORTUNITY INSTITUTIONAL PARTNERS (OFFSHORE), L.P.",805-5276339995,"","Cayman Islands","N","Y"
1934456,318323,142480,"SILVER POINT SPECIALTY CREDIT FUND III, L.P.",805-3556525990,"Delaware","United States","N","Y"
1934456,228921,140132,"SILVER POINT SPECIALTY CREDIT FUND II (OFFSHORE) C, L.P.",805-9487189696,"","Cayman Islands","N","Y"
1934456,436441,150323,"SILVER POINT SPECIALTY CREDIT FUND (U) III LUX, SCSP",805-4791750741,"","Luxembourg","N","Y"
1936122,120508,83409,"D. E. SHAW VALENCE INTERNATIONAL FUND, L.P.",805-9898645133,"","Cayman Islands","N","Y"
1936122,44782,8081,"D. E. SHAW ASYMPTOTE FUND, L.L.C.",805-4652243598,"Delaware","United States","N","Y"
1936122,421101,147007,"D. E. SHAW DIOPTER FUND II, L.L.C.",805-8633568369,"Delaware","United States","N","Y"
1936122,63664,12898,"D. E. SHAW ALKALI INTERNATIONAL FUND II, L.P.",805-8806917257,"","Cayman Islands","N","Y"
1936122,17703,3733,"D. E. SHAW COMPOSITE GRAPHITE FUND, L.L.C.",805-4477657591,"Delaware","United States","N","Y"
1936122,17703,3736,"D. E. SHAW COMPOSITE GRAPHITE INTERNATIONAL FUND, L.P.",805-9155904143,"","Cayman Islands","N","Y"
1936122,17708,3548,"D. E. SHAW MULTI-ASSET FUND, L.L.C.",805-3073471306,"Delaware","United States","N","Y"
1936122,247247,133249,"D. E. SHAW ALKALI FUND V, L.P.",805-6581515338,"","Cayman Islands","N","Y"
1936122,313166,141755,"D. E. SHAW DIOPTER INTERNATIONAL FUND, L.P.",805-3520990378,"","Cayman Islands","N","Y"
1936122,247247,133250,"D. E. SHAW ALKALI INTERNATIONAL FUND V, L.P",805-8758296704,"","Cayman Islands","N","Y"
1936122,17706,3552,"D. E. SHAW OCULUS INTERNATIONAL FUND",805-1858847007,"","Cayman Islands","N","Y"
1936122,205060,124134,"D. E. SHAW ALKALI FUND IV, L.P.",805-5586016798,"","Cayman Islands","N","Y"
1936122,205060,124135,"D. E. SHAW ALKALI INTERNATIONAL FUND IV, L.P.",805-2717070762,"","Cayman Islands","N","Y"
1936122,17706,3550,"D. E. SHAW OCULUS FUND, L.L.C.",805-8788254428,"Delaware","United States","N","Y"
1936122,162332,109628,"D. E. SHAW ALKALI FUND III, L.P.",805-8460803103,"","Cayman Islands","N","Y"
1936122,63664,12897,"D. E. SHAW ALKALI FUND II, L.P.",805-4415176729,"","Cayman Islands","N","Y"
