"FilingID","Fund Name","Fund ID","Adviser Name","Adviser SEC Number","Clients Solicited?"
1920903,"KKR LENDING PARTNERS EUROPE (USD) L.P.",805-2929944682,"KKR CREDIT ADVISORS (US) LLC","801-69633","Y"
1920903,"KKR GLOBAL INFRASTRUCTURE INVESTORS II (EEA) L.P.",805-3722525994,"KOHLBERG KRAVIS ROBERTS & CO. L.P.","801-69634","Y"
1920903,"KKR EUROPEAN INFRASTRUCTURE INVESTORS II L.P.",805-4706098233,"KOHLBERG KRAVIS ROBERTS & CO. L.P.","801-69634","Y"
1920903,"KKR EUROPEAN FUND IV (EEA) L.P.",805-8853315096,"KOHLBERG KRAVIS ROBERTS & CO. L.P.","801-69634","Y"
1920903,"KKR REAL ESTATE PARTNERS EUROPE (EEA) L.P.",805-4278942949,"KOHLBERG KRAVIS ROBERTS & CO. L.P.","801-69634","Y"
1920903,"KKR GLOBAL INFRASTRUCTURE INVESTORS II FEEDER (SCOT) L.P.",805-3208359430,"KOHLBERG KRAVIS ROBERTS & CO. L.P.","801-69634","Y"
1920903,"ABSALON LOAN FUND",805-2082439100,"KKR CREDIT ADVISORS (US) LLC","801-69633","N"
1920903,"KKR EUROPEAN CREDIT OPPORTUNITIES FUND II",805-5168189700,"KKR CREDIT ADVISORS (US) LLC","801-69633","N"
1920903,"KKR AMERICAS FUND XII (EEA) L.P.",805-6001118668,"KOHLBERG KRAVIS ROBERTS & CO. L.P.","801-69634","N"
1920903,"KKR NEXT GENERATION TECHNOLOGY GROWTH FUND (EEA) L.P.",805-1326720709,"KOHLBERG KRAVIS ROBERTS & CO. L.P.","801-69634","Y"
1920903,"KKR REAL ESTATE PARTNERS AMERICAS II (EEA) L.P",805-2183879102,"KOHLBERG KRAVIS ROBERTS & CO. L.P.","801-69634","N"
1920903,"KKR REPA II EEA FEEDER II (SCOT) L.P",805-4494580192,"KOHLBERG KRAVIS ROBERTS & CO. L.P.","801-69634","N"
1920903,"KKR PCOP II (OFFSHORE) PRIVATE INVESTORS L.P",805-1958649196,"KKR CREDIT ADVISORS (US) LLC","801-69633","N"
1920903,"KKR REVOLVING CREDIT PARTNERS EUROPE SCSP",805-9075456255,"KKR CREDIT ADVISORS (US) LLC","801-69633","Y"
1920903,"KKR SPECIAL SITUATIONS (EEA) FUND II L.P",805-2559852452,"KKR CREDIT ADVISORS (US) LLC","801-69633","Y"
1920903,"KKR ASIAN FUND III (EEA) SCSP",805-1357771883,"KOHLBERG KRAVIS ROBERTS & CO. L.P.","801-69634","N"
1920903,"KKR EUROPEAN FUND V (EUR) SCSP",805-8365779051,"KOHLBERG KRAVIS ROBERTS & CO. L.P.","801-69634","N"
1920903,"KKR EUROPEAN FUND V (USD) SCSP",805-5634625804,"KOHLBERG KRAVIS ROBERTS & CO. L.P.","801-69634","N"
1920903,"KKR GLOBAL IMPACT FUND SCSP",805-6039204168,"KOHLBERG KRAVIS ROBERTS & CO. L.P.","801-69634","N"
1920903,"KKR GLOBAL INFRASTRUCTURE INVESTORS III EEA (EUR) SCSP",805-5948908854,"KOHLBERG KRAVIS ROBERTS & CO. L.P.","801-69634","N"
1920903,"KKR GLOBAL INFRASTRUCTURE INVESTORS III EEA (USD) SCSP",805-2004509556,"KOHLBERG KRAVIS ROBERTS & CO. L.P.","801-69634","N"
1920903,"KKR NEXT GENERATION TECHNOLOGY GROWTH FUND II SCSP",805-5283698246,"KOHLBERG KRAVIS ROBERTS & CO. L.P.","801-69634","Y"
1920903,"KKR ASIA REAL ESTATE PARTNERS SCSP",805-4846568004,"KOHLBERG KRAVIS ROBERTS & CO. L.P.","801-69634","N"
1920903,"KKR REAL ESTATE PARTNERS EUROPE II (USD) SCSP",805-1452594244,"KOHLBERG KRAVIS ROBERTS & CO. L.P.","801-69634","N"
1920903,"KKR ASIA-PACIFIC INFRASTRUCTURE INVESTORS SCSP",805-4388045511,"KOHLBERG KRAVIS ROBERTS & CO. L.P.","801-69634","N"
1920903,"KKR ASIAN FUND IV SCP",805-7127981461,"KOHLBERG KRAVIS ROBERTS & CO. L.P.","801-69634","N"
1920903,"KKR CORE INVESTMENTS PARTNERSHIP SCSP",805-6999087081,"KOHLBERG KRAVIS ROBERTS & CO. L.P.","801-69634","N"
1920903,"KKR LENDING PARTNERS EUROPE II (USD) SCSP",805-7023165135,"KKR CREDIT ADVISORS (US) LLC","801-69633","Y"
1920903,"KKR ASIA CREDIT OPPORTUNITIES FUND SCSP",805-9346754213,"KKR CREDIT ADVISORS (SINGAPORE) PTE. LTD.","801-119302","N"
1920903,"KKR DISLOCATION OPPORTUNITIES (EEA) FUND SCSP",805-2362317366,"KKR CREDIT ADVISORS (US) LLC","801-69633","Y"
1920903,"KKR DISLOCATION OPPORTUNITIES (EEA) FUND PRIVATE INVESTORS SCSP",805-7972344060,"KKR CREDIT ADVISORS (US) LLC","801-69633","N"
1920903,"KKR ASSET-BASED FINANCE PARTNERS (EEA) SCSP",805-9277189618,"KKR CREDIT ADVISORS (US) LLC","801-69633","Y"
1920903,"KKR HEALTH CARE STRATEGIC GROWTH FUND II SCSP",805-9543719806,"KOHLBERG KRAVIS ROBERTS & CO. L.P.","801-69634","Y"
1920903,"KKR PROPERTY PARTNERS AMERICAS (EEA) SCSP",805-2052345473,"KOHLBERG KRAVIS ROBERTS & CO. L.P.","801-69634","N"
1920903,"KKR REAL ESTATE PARTNERS AMERICAS III SCSP",805-6577792951,"KOHLBERG KRAVIS ROBERTS & CO. L.P.","801-69634","Y"
1920903,"KKR REAL ESTATE PARTNERS AMERICAS III FEEDER SCSP",805-3810278383,"KOHLBERG KRAVIS ROBERTS & CO. L.P.","801-69634","N"
1920903,"KKR DIVERSIFIED CORE INFRASTRUCTURE FUND (A) SCSP",805-1806835621,"KOHLBERG KRAVIS ROBERTS & CO. L.P.","801-69634","N"
1920903,"KKR DIVERSIFIED CORE INFRASTRUCTURE FUND (B) SCSP",805-6440877002,"KOHLBERG KRAVIS ROBERTS & CO. L.P.","801-69634","N"
1920903,"KKR LENDING PARTNERS EUROPE (EURO) L.P.",805-1559461402,"KKR CREDIT ADVISORS (US) LLC","801-69633","Y"
1920903,"KKR LENDING PARTNERS EUROPE (EURO) UNLEVERED L.P.",805-8141809321,"KKR CREDIT ADVISORS (US) LLC","801-69633","Y"
1920903,"KKR LENDING PARTNERS EUROPE (GBP) UNLEVERED L.P.",805-7253684189,"KKR CREDIT ADVISORS (US) LLC","801-69633","Y"
1920903,"KKR SPECIAL SITUATIONS (OFFSHORE) FUND PRIVATE INVESTORS II L.P.",805-6713251787,"KKR CREDIT ADVISORS (US) LLC","801-69633","N"
1920903,"KKR PCOP II (OFFSHORE) INVESTORS EURO L.P.",805-2635920651,"KKR CREDIT ADVISORS (US) LLC","801-69633","N"
1920903,"KKR PRIVATE CREDIT OPPORTUNITIES PARTNERS II (EEA) EURO L.P.",805-3097983240,"KKR CREDIT ADVISORS (US) LLC","801-69633","Y"
1920903,"KKR PRIVATE CREDIT OPPORTUNITIES PARTNERS II (EEA) L.P.",805-4300865089,"KKR CREDIT ADVISORS (US) LLC","801-69633","Y"
1920903,"KKR ABFP (OFFSHORE) PRIVATE INVESTORS SCSP",805-8585089944,"KKR CREDIT ADVISORS (US) LLC","801-69633","N"
1920903,"KKR OPPORTUNITIES (EEA) FUND II SCSP",805-9726160017,"KKR CREDIT ADVISORS (US) LLC","801-69633","Y"
1920903,"KKR OPPORTUNITIES (EEA) FUND PRIVATE INVESTORS II SCSP",805-1598798814,"KKR CREDIT ADVISORS (US) LLC","801-69633","N"
1920903,"KKR REAL ESTATE PARTNERS EUROPE II (EUR) SCSP",805-2926787893,"KOHLBERG KRAVIS ROBERTS & CO. L.P.","801-69634","N"
1920903,"KKR NORTH AMERICA FUND XIII SCSP",805-8387581578,"KOHLBERG KRAVIS ROBERTS & CO. L.P.","801-69634","Y"
1920903,"KKR GLOBAL INFRASTRUCTURE INVESTORS IV (USD) SCSP",805-6170006960,"KOHLBERG KRAVIS ROBERTS & CO. L.P.","801-69634","Y"
1920903,"KKR GLOBAL INFRASTRUCTURE INVESTORS IV (EUR) SCSP",805-6532497574,"KOHLBERG KRAVIS ROBERTS & CO. L.P.","801-69634","Y"
1920903,"KKR NORTH AMERICA FUND XIII EEA FEEDER SCSP",805-8619479291,"KOHLBERG KRAVIS ROBERTS & CO. L.P.","801-69634","N"
1920903,"KKR REVOLVING CREDIT PARTNERS EUROPE II SCSP",805-8037296539,"KKR CREDIT ADVISORS (US) LLC","801-69633","N"
1920903,"KKR MULTI-ASSET CLASS CREDIT FUND",805-3931078681,"KKR CREDIT ADVISORS (US) LLC","801-69633","N"
1920903,"KKR US BROADLY SYNDICATED LOAN FUND",805-2196507730,"KKR CREDIT ADVISORS (US) LLC","801-69633","N"
1920903,"KKR EUROPEAN BROADLY SYNDICATED LOAN FUND",805-4019734540,"KKR CREDIT ADVISORS (US) LLC","801-69633","N"
1920903,"KKR GLOBAL STRUCTURED CREDIT FUND",805-5507736115,"KKR CREDIT ADVISORS (US) LLC","801-69633","N"
