"FilingID","ReferenceID","SubreferenceID","Foreign Regulatory Authority"
1981299,454429,150975,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1981299,371440,145212,"Cayman Islands - Cayman Islands Monetary Authority"
1981299,285402,137854,"Cayman Islands - Cayman Islands Monetary Authority"
1981299,193242,137853,"Cayman Islands - Cayman Islands Monetary Authority"
1981299,162185,126709,"Cayman Islands - Cayman Islands Monetary Authority"
1981299,253772,134295,"Cayman Islands - Cayman Islands Monetary Authority"
1981173,280462,137165,"Cayman Islands - Cayman Islands Monetary Authority"
1981454,184496,145816,"Cayman Islands - Cayman Islands Monetary Authority"
1982509,479125,151690,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1982509,237647,132306,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1970089,366808,144605,"Cayman Islands - Cayman Islands Monetary Authority"
1970089,366799,144599,"Cayman Islands - Cayman Islands Monetary Authority"
1970089,366797,144598,"Cayman Islands - Cayman Islands Monetary Authority"
1970089,366797,144614,"Cayman Islands - Cayman Islands Monetary Authority"
1970089,366799,144600,"Cayman Islands - Cayman Islands Monetary Authority"
1970089,366811,144612,"Cayman Islands - Cayman Islands Monetary Authority"
1970089,366811,144610,"Cayman Islands - Cayman Islands Monetary Authority"
1970089,482016,152071,"Cayman Islands - Cayman Islands Monetary Authority"
1970089,482016,152072,"Cayman Islands - Cayman Islands Monetary Authority"
1970089,482006,152067,"Cayman Islands - Cayman Islands Monetary Authority"
1970089,482024,152076,"Cayman Islands - Cayman Islands Monetary Authority"
1970089,482024,152077,"Cayman Islands - Cayman Islands Monetary Authority"
1970089,482021,152075,"Cayman Islands - Cayman Islands Monetary Authority"
1970089,482021,152074,"Cayman Islands - Cayman Islands Monetary Authority"
1970089,366811,144611,"Cayman Islands - Cayman Islands Monetary Authority"
1970089,366810,144607,"Cayman Islands - Cayman Islands Monetary Authority"
1970089,366810,144608,"Cayman Islands - Cayman Islands Monetary Authority"
1970089,366808,144606,"Cayman Islands - Cayman Islands Monetary Authority"
1970089,366808,144604,"Cayman Islands - Cayman Islands Monetary Authority"
1970089,482006,152068,"Cayman Islands - Cayman Islands Monetary Authority"
1974678,213361,125894,"Cayman Islands - Cayman Islands Monetary Authority"
1975217,441441,150666,"Cayman Islands - Cayman Islands Monetary Authority"
1975217,318323,142481,"Cayman Islands - Cayman Islands Monetary Authority"
1975217,228958,140119,"Cayman Islands - Cayman Islands Monetary Authority"
1975217,13572,2911,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1975217,318375,142484,"Cayman Islands - Cayman Islands Monetary Authority"
1975217,364148,144237,"Cayman Islands - Cayman Islands Monetary Authority"
1975217,364152,144239,"Cayman Islands - Cayman Islands Monetary Authority"
1975217,228958,140122,"Cayman Islands - Cayman Islands Monetary Authority"
1975217,228921,140129,"Cayman Islands - Cayman Islands Monetary Authority"
1975217,228921,140131,"Cayman Islands - Cayman Islands Monetary Authority"
1975217,200563,123373,"Cayman Islands - Cayman Islands Monetary Authority"
1975217,184049,119785,"Cayman Islands - Cayman Islands Monetary Authority"
1973373,251925,143706,"Cayman Islands - Cayman Islands Monetary Authority"
1973373,64959,117096,"Cayman Islands - Cayman Islands Monetary Authority"
1973373,23845,9816,"Cayman Islands - Cayman Islands Monetary Authority"
1975380,289863,138323,"Cayman Islands - Cayman Islands Monetary Authority"
1980672,228842,130127,"Cayman Islands - Cayman Islands Monetary Authority"
1980672,420794,146985,"Cayman Islands - Cayman Islands Monetary Authority"
1980898,258133,134844,"Cayman Islands - Cayman Islands Monetary Authority"
1974431,234261,131194,"Canada - Manitoba Securities Commission"
1974431,234261,131194,"Canada - British Columbia Securities Commission"
1974431,234261,131194,"Canada - Saskatchewan Financial Services Commission"
1974431,234261,131194,"Canada - Alberta Securities Commission"
1974431,234261,131194,"Canada - New Brunswick Securities Commission"
1974431,234261,131194,"Canada - Newfoundland and Labrador, Financial Services Regulation Division"
1974431,234261,131194,"Canada - Nova Scotia Securities Commission"
1974431,234261,131194,"Canada - Ontario Securities Commission"
1974431,234261,131194,"Canada - Prince Edward Island, Securities Office"
1974431,234261,131194,"Canada - Quebec, Financial Markets Authority"
1979039,4864,1591,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1979039,4864,123370,"Cayman Islands - Cayman Islands Monetary Authority"
1979039,480461,151879,"Cayman Islands - Cayman Islands Monetary Authority"
1979039,480492,151892,"Cayman Islands - Cayman Islands Monetary Authority"
1979018,246587,133040,"Cayman Islands - Cayman Islands Monetary Authority"
1979018,246587,133038,"Cayman Islands - Cayman Islands Monetary Authority"
1983366,11717,2873,"Guernsey - Guernsey Financial Services Commission"
1983366,11726,2862,"Guernsey - Guernsey Financial Services Commission"
1983366,11628,2871,"Guernsey - Guernsey Financial Services Commission"
1983366,11617,2870,"Guernsey - Guernsey Financial Services Commission"
1984055,359587,143682,"Cayman Islands - Cayman Islands Monetary Authority"
1984055,279193,136930,"Cayman Islands - Cayman Islands Monetary Authority"
1978316,277555,146517,"Cayman Islands - Cayman Islands Monetary Authority"
1978316,277556,146522,"Cayman Islands - Cayman Islands Monetary Authority"
1978316,251249,146523,"Cayman Islands - Cayman Islands Monetary Authority"
1978316,309089,146524,"Cayman Islands - Cayman Islands Monetary Authority"
1978197,397118,146298,"Cayman Islands - Cayman Islands Monetary Authority"
1978197,242619,132257,"Cayman Islands - Cayman Islands Monetary Authority"
1978197,479160,151699,"Cayman Islands - Cayman Islands Monetary Authority"
1978384,458740,151071,"Cayman Islands - Cayman Islands Monetary Authority"
1978384,365263,144432,"Cayman Islands - Cayman Islands Monetary Authority"
1978198,64576,117529,"Cayman Islands - Cayman Islands Monetary Authority"
1977893,484756,152472,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1978490,267059,151515,"Cayman Islands - Cayman Islands Monetary Authority"
1981589,366567,144586,"Cayman Islands - Cayman Islands Monetary Authority"
1981589,366567,144586,"Singapore - Monetary Authority of Singapore"
1975133,183825,150816,"Cayman Islands - Cayman Islands Monetary Authority"
1975133,53571,10502,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1975133,193728,122223,"Cayman Islands - Cayman Islands Monetary Authority"
1975133,243778,132480,"Cayman Islands - Cayman Islands Monetary Authority"
1981829,189732,120839,"Cayman Islands - Cayman Islands Monetary Authority"
1981866,377234,145874,"Cayman Islands - Cayman Islands Monetary Authority"
1981866,231528,130752,"Cayman Islands - Cayman Islands Monetary Authority"
1981866,187825,120467,"Cayman Islands - Cayman Islands Monetary Authority"
1981866,231528,134053,"Cayman Islands - Cayman Islands Monetary Authority"
1981866,231529,130753,"Cayman Islands - Cayman Islands Monetary Authority"
