"FilingID","Country/Authority"
1923731,"Canada - Ontario Securities Commission"
1923731,"Japan - Financial Services Agency"
1923731,"Hong Kong - Securities and Futures Commission"
1923731,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1923731,"United Kingdom - Financial Conduct Authority"
1923731,"Ireland -  Central Bank of Ireland"
1923731,"Australia - Australian Securities and Investments Commission"
1923731,"Singapore - Monetary Authority of Singapore"
1923731,"Switzerland - Swiss Financial Market Supervisory Authority"
1922302,"Australia - Australian Securities and Investments Commission"
1922302,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1930400,"Canada - Alberta Securities Commission"
1930400,"Canada - British Columbia Securities Commission"
1930400,"Canada - Manitoba Securities Commission"
1930400,"Canada - New Brunswick Securities Commission"
1930400,"Canada - Newfoundland and Labrador, Financial Services Regulation Division"
1930400,"Canada - Nova Scotia Securities Commission"
1930400,"Canada - Ontario Securities Commission"
1930400,"Canada - Prince Edward Island, Securities Office"
1930400,"Canada - Quebec, Financial Markets Authority"
1930400,"Canada - Saskatchewan Financial Services Commission"
1930400,"Canada - Northwest Territories, Office of the Registrar of Securities"
1930400,"Canada - Yukon Territories, Registrar of Securities"
1930847,"Japan - Financial Services Agency"
1930876,"Canada - British Columbia Securities Commission"
1930876,"Canada - Nova Scotia Securities Commission"
1930876,"Canada - Ontario Securities Commission"
1930876,"Canada - Quebec, Financial Markets Authority"
1928948,"Canada - Newfoundland and Labrador, Financial Services Regulation Division"
1922857,"Canada - Quebec, Financial Markets Authority"
1928317,"Australia - Australian Securities and Investments Commission"
1928948,"Canada - Ontario Securities Commission"
1928948,"Canada - British Columbia Securities Commission"
1928948,"Canada - Alberta Securities Commission"
1928948,"Canada - Manitoba Securities Commission"
1928948,"Canada - New Brunswick Securities Commission"
1928948,"Canada - Prince Edward Island, Securities Office"
1928948,"Canada - Quebec, Financial Markets Authority"
1928948,"Canada - Saskatchewan Financial Services Commission"
1928948,"Canada - Northwest Territories, Office of the Registrar of Securities"
1928948,"Canada - Yukon Territories, Registrar of Securities"
1928948,"Canada - Nunavut, Registrar of Securities"
1928948,"Canada - Nova Scotia Securities Commission"
1921122,"Canada - Manitoba Securities Commission"
1921122,"Canada - Alberta Securities Commission"
1921122,"Canada - British Columbia Securities Commission"
1921122,"Canada - New Brunswick Securities Commission"
1921122,"Canada - Newfoundland and Labrador, Financial Services Regulation Division"
1921122,"Canada - Northwest Territories, Office of the Registrar of Securities"
1921122,"Canada - Nova Scotia Securities Commission"
1921122,"Canada - Nunavut, Registrar of Securities"
1921122,"Canada - Ontario Securities Commission"
1921122,"Canada - Prince Edward Island, Securities Office"
1921122,"Canada - Quebec, Financial Markets Authority"
1921122,"Canada - Saskatchewan Financial Services Commission"
1921122,"Canada - Yukon Territories, Registrar of Securities"
1928454,"Canada - Yukon Territories, Registrar of Securities"
1928454,"Canada - Nova Scotia Securities Commission"
1928454,"Canada - Saskatchewan Financial Services Commission"
1928454,"Other: CANADA - QUEBEC, AUTORITÉ DES MARCHÉS FINANCIERS"
1928454,"Canada - Ontario Securities Commission"
1928454,"Canada - Manitoba Securities Commission"
1928454,"Canada - New Brunswick Securities Commission"
1928454,"Canada - Alberta Securities Commission"
1928454,"Canada - British Columbia Securities Commission"
1928454,"Canada - Northwest Territories, Office of the Registrar of Securities"
1928454,"Canada - Nunavut, Registrar of Securities"
1923094,"United Kingdom - Financial Conduct Authority"
1922475,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1922475,"China, People's Republic of - China Securities Regulatory Commission "
1922475,"Singapore - Monetary Authority of Singapore"
1931621,"United Kingdom - Financial Conduct Authority"
1922697,"Ireland -  Central Bank of Ireland"
1928454,"Canada - Newfoundland and Labrador, Financial Services Regulation Division"
1928454,"Canada - Prince Edward Island, Securities Office"
1932826,"Other: MONACO - COMMISSION DE CONTROLE DES ACTIVITES FINANCIERES"
1925872,"United Kingdom - Financial Conduct Authority"
1931621,"Canada - Ontario Securities Commission"
1930553,"Cayman Islands - Cayman Islands Monetary Authority"
1928331,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1928331,"Hong Kong - Securities and Futures Commission"
1933106,"Switzerland - Swiss Financial Market Supervisory Authority"
1933106,"Israel - Israel Securities Authority"
1928799,"Canada - Ontario Securities Commission"
1925334,"Ireland -  Central Bank of Ireland"
1920214,"United Kingdom - Financial Conduct Authority"
1917586,"Hong Kong - Securities and Futures Commission"
1923986,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1923615,"Thailand - Securities and Exchange Commission"
1924305,"Hong Kong - Securities and Futures Commission"
1924305,"Ireland -  Central Bank of Ireland"
1924398,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1912555,"Australia - Australian Securities and Investments Commission"
1912555,"Other: AUSTRALIA - AUSTRALIAN TRANSACTION REPORTS AND ANALYSIS CENTRE"
1927267,"Hong Kong - Securities and Futures Commission"
1931570,"Canada - Saskatchewan Financial Services Commission"
1931570,"Canada - Northwest Territories, Office of the Registrar of Securities"
1931570,"Canada - Nunavut, Registrar of Securities"
1931570,"Canada - Yukon Territories, Registrar of Securities"
1931570,"Canada - Newfoundland and Labrador, Financial Services Regulation Division"
1931570,"Canada - Ontario Securities Commission"
1931570,"Canada - Quebec, Financial Markets Authority"
1931570,"Canada - New Brunswick Securities Commission"
1931570,"Canada - Alberta Securities Commission"
1931570,"Canada - Nova Scotia Securities Commission"
1931570,"Canada - Prince Edward Island, Securities Office"
1931570,"Canada - British Columbia Securities Commission"
1931570,"Canada - Manitoba Securities Commission"
1927005,"Ireland -  Central Bank of Ireland"
1927005,"Australia - Australian Securities and Investments Commission"
1927005,"South Africa - Financial Services Board"
1932582,"Hong Kong - Securities and Futures Commission"
1929795,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1931039,"Netherlands - The Netherlands Authority for the Financial Markets"
1931039,"Other: BELGIUM - FINANCIAL SERVICES AND MARKETS AUTHORITY"
1920050,"Ireland -  Central Bank of Ireland"
1932709,"United Kingdom - Financial Conduct Authority"
1931180,"Canada - New Brunswick Securities Commission"
1931180,"Canada - Quebec, Financial Markets Authority"
1931180,"Canada - Nova Scotia Securities Commission"
1931180,"Canada - Ontario Securities Commission"
1931180,"Canada - Alberta Securities Commission"
1931180,"Canada - British Columbia Securities Commission"
1931180,"Canada - Manitoba Securities Commission"
1931180,"Canada - Saskatchewan Financial Services Commission"
1931250,"Canada - Nunavut, Registrar of Securities"
1931250,"Canada - New Brunswick Securities Commission"
1931250,"Canada - Ontario Securities Commission"
1931250,"Canada - Prince Edward Island, Securities Office"
1931250,"Canada - Quebec, Financial Markets Authority"
1931250,"Canada - Saskatchewan Financial Services Commission"
1931250,"Canada - Yukon Territories, Registrar of Securities"
1931250,"Canada - Nova Scotia Securities Commission"
1931250,"Canada - Alberta Securities Commission"
1931250,"Canada - British Columbia Securities Commission"
1931250,"Canada - Manitoba Securities Commission"
1931250,"Canada - Newfoundland and Labrador, Financial Services Regulation Division"
1931250,"Canada - Northwest Territories, Office of the Registrar of Securities"
1928917,"United Kingdom - Financial Conduct Authority"
1928917,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1929735,"United Kingdom - Financial Conduct Authority"
1929763,"Other: NORWAY - THE FINANCIAL SUPERVISORY AUTHORITY OF NORWAY"
1929763,"Australia - Australian Securities and Investments Commission"
1928716,"Cayman Islands - Cayman Islands Monetary Authority"
1930594,"Japan - Financial Services Agency"
1929209,"Canada - Ontario Securities Commission"
1929209,"Canada - Quebec, Financial Markets Authority"
1933609,"Dubai - Dubai Financial Services Authority"
1933609,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1933609,"United Kingdom - Financial Conduct Authority"
