"FilingID","ReferenceID","Name of Adviser","SEC File Number","CRD Number"
2000691,426188,"GORDIAN CAPITAL PTE LTD","",
2001818,487501,"FUNDROCK LIS S.A","802-112352",291156
2001818,487499,"FUNDROCK LIS S.A","802-112352",291156
2001818,487528,"FUNDROCK LIS S.A","802-112352",291156
2001818,487533,"FUNDROCK LIS S.A","802-112352",291156
2001818,487531,"FUNDROCK LIS S.A","802-112352",291156
2001818,487527,"FUNDROCK LIS S.A","802-112352",291156
2001818,487500,"FUNDROCK LIS S.A","802-112352",291156
2001818,487498,"FUNDROCK LIS S.A","802-112352",291156
2001818,487502,"FUNDROCK LIS S.A","802-112352",291156
2001818,487522,"FUNDROCK LIS S.A","802-112352",291156
2001818,487497,"FUNDROCK LIS S.A","802-112352",291156
1978244,489551,"LIMETREE CAPITAL ADVISORS LIMITED","",336147
1978244,488569,"LIMETREE CAPITAL ADVISORS LIMITED","",336147
1978244,489550,"LIMETREE CAPITAL ADVISORS LIMITED","",336147
1978244,489552,"LIMETREE CAPITAL ADVISORS LIMITED","",336147
1978244,488437,"LIMETREE CAPITAL ADVISORS LIMITED","",336147
1994809,372845,"DIGITAL TRANSFORMATION CAPITAL PARTNERS LUXEMBOURG S.À R.L.","",
1994809,230484,"DEUTSCHE TELEKOM CAPITAL PARTNERS MANAGEMENT GMBH","",
1994809,206487,"DEUTSCHE TELEKOM CAPITAL PARTNERS MANAGEMENT GMBH","",
1994809,206488,"DEUTSCHE TELEKOM CAPITAL PARTNERS MANAGEMENT GMBH","",
1994809,206489,"DEUTSCHE TELEKOM CAPITAL PARTNERS MANAGEMENT GMBH","",
1994809,487540,"DIGITAL TRANSFORMATION CAPITAL PARTNERS LUXEMBOURG S.À R.L. -  -","",
2006600,183158,"LONG INVESTMENT MANAGEMENT INTERNATIONAL LIMITED","",
2006600,237417,"LONG INVESTMENT MANAGEMENT INTERNATIONAL LIMITED","",
2006694,286309,"BLACKROCK FINANCIAL MANAGEMENT, INC","801-48433",107105
2006704,286309,"BLACKROCK FINANCIAL MANAGEMENT, INC","801-48433",107105
1997775,396720,"PERMIRA EUROPEAN CLO MANAGER LLP","",
1997775,300385,"PERMIRA EUROPEAN CLO MANAGER LLP","",
1997775,255763,"PERMIRA EUROPEAN CLO MANAGER LLP","",
1997775,200206,"PERMIRA CREDIT GROUP HOLDINGS LIMITED","",
1997775,218235,"PERMIRA CREDIT GROUP HOLDINGS LIMITED","",
1997775,237806,"PERMIRA CREDIT GROUP HOLDINGS LIMITED","",
1997775,237808,"PERMIRA EUROPEAN CLO MANAGER LLP","",
1997775,292740,"PERMIRA EUROPEAN CLO MANAGER LLP","",
1997775,330963,"PERMIRA EUROPEAN CLO MANAGER LLP","",
1997775,396525,"PERMIRA EUROPEAN CLO MANAGER LLP","",
2004048,285697,"DWS INVESTMENT S.A.","802-115197",300838
2001500,357331,"HITECVISION ADVISORY AS","",
2001500,74028,"HITECVISION ADVISORY AS (SEE MISCELLANEOUS)","",
2001500,35836,"HITECVISION ADVISORY AS (SEE MISCELLANEOUS)","",
2001500,373888,"HITECVISION ADVISORY AS (SEE MISCELLANEOUS)","",
2001500,35846,"HITECVISION ADVISORY AS (SEE MISCELLANEOUS)","",
2001500,35855,"HITECVISION ADVISORY AS (SEE MISCELLANEOUS)","",
2001500,35861,"HITECVISION ADVISORY AS (SEE MISCELLANEOUS)","",
2001500,373857,"HITECVISION ADVISORY AS (SEE MISCELLANEOUS)","",
2000183,488575,"NEXT COAST VENTURES, LLC","801-126162",283699
2000183,488577,"NEXT COAST VENTURES, LLC","801-126162",283699
2000183,488579,"NEXT COAST VENTURES, LLC","801-126162",283699
