"FilingID","Country/Authority"
1937170,"United Kingdom - Financial Conduct Authority"
1933880,"Other: NORWAY - FINANCIAL SUPERVISORY AUTHORITY OF NORWAY"
1931597,"Other: UNITED ARAB EMIRATES - ADGM FINANCIAL SERVICES REGULATORY AUTHORITY"
1948208,"Canada - Saskatchewan Financial Services Commission"
1948208,"Canada - Newfoundland and Labrador, Financial Services Regulation Division"
1948208,"Canada - Manitoba Securities Commission"
1948208,"Canada - British Columbia Securities Commission"
1948208,"Canada - Quebec, Financial Markets Authority"
1948208,"Canada - Ontario Securities Commission"
1948208,"Canada - Alberta Securities Commission"
1936545,"United Kingdom - Financial Conduct Authority"
1939565,"Other: OFFICE OF THE SUPERINTENDENT OF SECURITIES SERVICE, NEWFOUNDLAND AND LABRADOR"
1939565,"Other: FINANCIAL AND CONSUMER AFFAIRS AUTHORITY OF SASKATCHEWAN"
1939565,"Other: FINANCIAL AND CONSUMER SERVICES COMMISSION, NEW BRUNSWICK"
1939565,"Canada - Alberta Securities Commission"
1939565,"Canada - Nova Scotia Securities Commission"
1939565,"Canada - British Columbia Securities Commission"
1939565,"Canada - Ontario Securities Commission"
1939565,"Canada - Manitoba Securities Commission"
1939565,"Other: OFFICE OF THE SUPERINTENDENT OF SECURITIES, NORTHWEST TERRITORIES"
1939565,"Other: NUNAVUT SECURITIES OFFICE"
1939565,"Other: OFFICE OF THE SUPERINTENDENT OF SECURITIES, PRINCE EDWARD ISLAND"
1939565,"Other: OFFICE OF THE YUKON SUPERINTENDENT OF SECURITIES"
1939565,"Other: AUTORITIE DES MARCHES FINANCIERS"
1939557,"United Kingdom - Financial Conduct Authority"
1939557,"India - Securities and Exchange Board of India"
1947055,"Canada - Ontario Securities Commission"
1948339,"Cayman Islands - Cayman Islands Monetary Authority"
1935399,"Other: ROLL OF LICENSED MANAGEMENT COMPANIES (SOCIETA DI GESTIONE DEL RISPARMIO) KEPT BY THE BANK OF ITALY"
1940420,"United Kingdom - Financial Conduct Authority"
1930266,"Singapore - Monetary Authority of Singapore"
1935900,"Hong Kong - Securities and Futures Commission"
1929417,"Other: MALTA FINANCIAL SERVICES AUTHORITY (MFSA)"
1930283,"Other: SWISS FINANCIAL MARKET SUPERVISORY AUTHORITY (FINMA)"
1940359,"Other: JAPAN- KANTO LOCAL FINANCE BUREAU"
1940366,"Other: JAPAN - KANTO LOCAL FINANCE BUREAU"
1942088,"Germany - German Federal Financial Supervisory Agency"
1946103,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1934583,"Netherlands - The Netherlands Authority for the Financial Markets"
1942423,"Japan - Financial Services Agency"
1948333,"Cayman Islands - Cayman Islands Monetary Authority"
1940101,"Other: ISRAEL - ISRAELI TAX AUTHORITY"
1935937,"Canada - Ontario Securities Commission"
1932971,"Uruguay - Central Bank of Uruguay"
1945015,"Hong Kong - Securities and Futures Commission"
1942872,"Hong Kong - Securities and Futures Commission"
1944369,"United Kingdom - Financial Conduct Authority"
1938751,"France - Financial Markets Authority"
1912287,"Ireland -  Central Bank of Ireland"
1933557,"Germany - German Federal Financial Supervisory Agency"
1939829,"Singapore - Monetary Authority of Singapore"
1938012,"United Kingdom - Financial Conduct Authority"
1931451,"Other: UNITED ARAB EMIRATES - FINANCIAL SERVICES REGULATORY AUTHORITY"
1939873,"Dubai - Dubai Financial Services Authority"
1936526,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1940353,"Other: JAPAN- KANTO LOCAL FINANCE BUREAU"
1936599,"Cayman Islands - Cayman Islands Monetary Authority"
1931010,"Germany - German Federal Financial Supervisory Agency"
1931010,"United Kingdom - Financial Conduct Authority"
1933198,"Japan - Financial Services Agency"
1942777,"Hong Kong - Securities and Futures Commission"
1934669,"United Kingdom - Financial Conduct Authority"
1923761,"Canada - Ontario Securities Commission"
1935911,"Singapore - Monetary Authority of Singapore"
1921072,"Hong Kong - Securities and Futures Commission"
1935208,"Hong Kong - Securities and Futures Commission"
1935965,"United Kingdom - Financial Conduct Authority"
1936282,"United Kingdom - Financial Conduct Authority"
1940347,"Other: JAPAN- KANTO LOCAL FINANCE BUREAU"
1941045,"United Kingdom - Financial Conduct Authority"
1935199,"Cayman Islands - Cayman Islands Monetary Authority"
1935919,"United Kingdom - Financial Conduct Authority"
1945049,"United Kingdom - Financial Conduct Authority"
1938504,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1941051,"Cayman Islands - Cayman Islands Monetary Authority"
1943707,"Singapore - Monetary Authority of Singapore"
1936777,"Cayman Islands - Cayman Islands Monetary Authority"
1936349,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1934163,"Brazil - Securities and Exchange Commission"
1939845,"Hong Kong - Securities and Futures Commission"
1941774,"Cayman Islands - Cayman Islands Monetary Authority"
1938629,"United Kingdom - Financial Conduct Authority"
1947972,"Switzerland - Swiss Financial Market Supervisory Authority"
1922982,"Singapore - Monetary Authority of Singapore"
1945004,"Singapore - Monetary Authority of Singapore"
1929803,"United Kingdom - Financial Conduct Authority"
1909013,"Canada - Alberta Securities Commission"
1909013,"Canada - British Columbia Securities Commission"
1909013,"Canada - Saskatchewan Financial Services Commission"
1909013,"Canada - New Brunswick Securities Commission"
1909013,"Canada - Nova Scotia Securities Commission"
1909013,"Canada - Nunavut, Registrar of Securities"
1909013,"Canada - Prince Edward Island, Securities Office"
1909013,"Canada - Northwest Territories, Office of the Registrar of Securities"
1909013,"Canada - Newfoundland and Labrador, Financial Services Regulation Division"
1909013,"Canada - Yukon Territories, Registrar of Securities"
1909013,"Canada - Ontario Securities Commission"
1909013,"Canada - Manitoba Securities Commission"
1909013,"Canada - Quebec, Financial Markets Authority"
1936213,"Ireland -  Central Bank of Ireland"
1936213,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1935877,"Hong Kong - Securities and Futures Commission"
1910902,"Germany - German Federal Financial Supervisory Agency"
1933573,"Other: COMISSAO DE VALORES MOBILIARIOS (CVM) - BRAZIL"
1937950,"Singapore - Monetary Authority of Singapore"
1936567,"Singapore - Monetary Authority of Singapore"
1936567,"United Kingdom - Financial Conduct Authority"
1936567,"Other: ITALY - COMMISSIONE NAZIONALE PER LE SOCIETÀ E LA BORSA (CONSOB)"
1936567,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1936567,"Germany - German Federal Financial Supervisory Agency"
1936567,"Hong Kong - Securities and Futures Commission"
1936567,"Other: BULGARIA - BULGARIAN FINANCIAL SUPERVISION COMMISSION (""FSC"")"
1936567,"Netherlands - The Netherlands Authority for the Financial Markets"
1936567,"Austria - Financial Market Authority"
1936567,"Other: BELGIUM:  FINANCIAL SERVICES AND MARKETS AUTHORITY (""FSMA"")"
1936567,"Other: FRANCE: AUTORITÉ DES MARCHES FINANCIERS (""AMF"")"
1936567,"Other: GIBRALTAR  - GIBRALTAR FINANCIAL SERVICES COMMISSION (""GFSC"")"
1936567,"Other: NORWAY:  FINANSTILSYNET (THE FINANCIAL SUPERVISORY AUTHORITY OF NORWAY)"
1936567,"Spain - National Commission of Securities Markets"
1936567,"Sweden - Swedish Financial Supervisory Authority"
1936567,"Other: SOUTH AFRICA:  FINANCIAL SERVICES BOARD"
1936567,"Denmark - Danish Financial Supervisory Authority"
1936567,"Finland - Financial Supervision Authority"
1936567,"Ireland -  Central Bank of Ireland"
1936567,"Other: CROATIA, CROATIAN FINANCIAL SERVICES SUPERVISORY AGENCY"
1936567,"Other: ROMANIA - AUTORITATEA DE SUPRAVEGHERE FINANCIARÄ (""ASF"")"
1936567,"Cyprus, Republic of - Cyprus Securities and Exchange Commission"
1936567,"Greece - Hellenic Republic Capital Market Commission"
1936567,"Hungary - Hungarian Financial Supervisory Authority"
1936567,"Iceland - Financial Supervisory Authority"
1936567,"Liechtenstein - Financial Market Authority"
1936567,"Portugal - Securities Market Commission"
1936567,"Other: CZECH REPUBLIC - CZECH NATIONAL BANK"
1936567,"Other: ESTONIA -ESTONIAN FINANCIAL SUPERVISION AUTHORITY (THE ""EFSA"")"
1936567,"Other: MALTA -MALTA FINANCIAL SERVICES AUTHORITY (""MFSA"")"
1936567,"Other: LATVIA - FINANCIAL AND CAPITAL MARKET COMMISSION (""FCMC"")"
1936567,"Other: LITHUANIA -BANK OF LITHUANIA (""BOL"")"
1936567,"Other: POLAND -KOMISJA NADZORU FINANSOWEGO (""KNF"")"
1936567,"Other: SLOVAKIA - NATIONAL BANK OF SLOVAKIA (""NBS"")"
1936567,"Other: SLOVENIA -  SECURITIES MARKET AGENCY IN SLOVENIA (THE ""SMA"")"
1936567,"Other: INTERNATIONAL FINANCIAL CENTRE - BRUNEI"
1936567,"Uruguay - Central Bank of Uruguay"
1936567,"Switzerland - Swiss Financial Market Supervisory Authority"
1913875,"Hong Kong - Securities and Futures Commission"
1936020,"United Kingdom - Financial Conduct Authority"
1933352,"United Kingdom - Financial Conduct Authority"
1936505,"United Kingdom - Financial Conduct Authority"
1917271,"Mauritius, Republic of - Financial Services Commission"
1942909,"Cayman Islands - Cayman Islands Monetary Authority"
1932659,"Hong Kong - Securities and Futures Commission"
1941351,"Denmark - Danish Financial Supervisory Authority"
1940380,"Singapore - Monetary Authority of Singapore"
1939852,"Hong Kong - Securities and Futures Commission"
1944453,"Hong Kong - Securities and Futures Commission"
1946013,"United Kingdom - Financial Conduct Authority"
1946608,"Cayman Islands - Cayman Islands Monetary Authority"
1945558,"Japan - Financial Services Agency"
1946177,"Canada - British Columbia Securities Commission"
1923166,"Canada - Ontario Securities Commission"
1935194,"Hong Kong - Securities and Futures Commission"
1933223,"Germany - German Federal Financial Supervisory Agency"
1938644,"Other: SWITZERLAND - SWISS ASSOCIATION OF WEALTH MANAGERS"
1938644,"Other: SWITZERLAND - SWISS REGISTER OF CLIENT ADVISERS (ARIF)"
1938558,"Other: SWITZERLAND - SWISS ASSOCIATION OF WEALTH MANAGERS (ASG)"
1938558,"Other: SWITZERLAND - SWISS SUPERVISORY BODY FOR ASSET MANAGERS AND TRUSTEES (AOOS)"
1934917,"United Kingdom - Financial Conduct Authority"
1918226,"United Kingdom - Financial Conduct Authority"
1921107,"Bermuda - Bermuda Monetary Authority"
1944424,"United Kingdom - Financial Conduct Authority"
1939850,"Hong Kong - Securities and Futures Commission"
1942075,"Singapore - Monetary Authority of Singapore"
1942794,"Guernsey - Guernsey Financial Services Commission"
1942797,"Guernsey - Guernsey Financial Services Commission"
1942795,"Guernsey - Guernsey Financial Services Commission"
1938574,"United Kingdom - Financial Conduct Authority"
1933896,"Sweden - Swedish Financial Supervisory Authority"
1929707,"Singapore - Monetary Authority of Singapore"
1934000,"United Kingdom - Financial Conduct Authority"
1933394,"United Kingdom - Financial Conduct Authority"
1933394,"Ireland -  Central Bank of Ireland"
1934273,"Cayman Islands - Cayman Islands Monetary Authority"
1936507,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1939278,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1935641,"Cayman Islands - Cayman Islands Monetary Authority"
1930404,"France - Financial Markets Authority"
1924184,"United Kingdom - Financial Conduct Authority"
1937303,"Cayman Islands - Cayman Islands Monetary Authority"
1930263,"Hong Kong - Securities and Futures Commission"
1936645,"Mauritius, Republic of - Financial Services Commission"
1936645,"India - Securities and Exchange Board of India"
1939848,"Cayman Islands - Cayman Islands Monetary Authority"
1942857,"United Kingdom - Financial Conduct Authority"
