"FilingID","Fund Name","Fund ID","Adviser Name","Adviser SEC Number","Clients Solicited?"
2002609,"EQ PE IX US LP",805-9383594138,"EQ ASSET MANAGEMENT LTD","802-127188","N"
2002609,"EQ PE XI US LP",805-6732514070,"EQ ASSET MANAGEMENT LTD","802-127188","N"
2002609,"EQ PE VII US LP",805-2690308092,"EQ ASSET MANAGEMENT LTD","802-127188","N"
2002609,"EQ PE XIII US LP",805-7859157735,"EQ ASSET MANAGEMENT LTD","802-127188","N"
2002609,"EQ PE XV US LP",805-2985469204,"EQ ASSET MANAGEMENT LTD","802-127188","N"
2006164,"KHA CAPITAL PARTNERSHIP I LP",805-4062900727,"CAMELOT EVENT-DRIVEN ADVISORS, LLC","801-112328","Y"
2006718,"BROOKFIELD INSURANCE DEDICATED FUND SERIES INTERESTS OF THE SALI MULTI-SERIES FUND, L.P.",805-7841554960,"SALI FUND SERVICES","801-61702","N"
2006209,"SIMON QUICK GLOBAL EQUITIES FUND QP, LP",805-8897154587,"SIMON QUICK ADVISORS, LLC","801-63357","N"
2006209,"SIMON QUICK GLOBAL EQUITIES FUND, LP",805-6710750719,"SIMON QUICK ADVISORS, LLC","801-63357","N"
2006209,"PIEDMONT PARTNERS FUND LLC",805-4029949044,"PIEDMONT CAPITAL MANAGEMENT, LLC","801-110286","N"
2006209,"PUBLIC MARKETS LLC",805-4055668084,"SCS CAPITAL MANAGEMENT LLC","801-61448","N"
2006209,"REMY CAPITAL PARTNERS II LP",805-5432010194,"REMY INVESTORS & CONSULTANTS, LLC","801-128163","N"
2005222,"COMMONFUND STRATEGIC SOLUTIONS REAL ESTATE OPPORTUNITY FUND 2011, L.P.",805-9392525412,"TOWNSEND HOLDINGS LLC","801-72968","N"
2005222,"COMMONFUND STRATEGIC SOLUTIONS REAL ESTATE OPPORTUNITY FUND 2014 LP",805-5029596966,"TOWNSEND HOLDINGS LLC","801-72968","N"
1997923,"WILSHIRE BRIDGEWATER MANAGED ALPHA MASTER FUND LIMITED",805-9898224021,"WILSHIRE","801-36233","N"
2002712,"CORBIN OPPORTUNITY FUND, LP",805-1470962946,"CORBIN CAPITAL PARTNERS, L.P.","801-63358","N"
2002712,"CORBIN ERISA OPPORTUNITY FUND, LP",805-6342800715,"CORBIN CAPITAL PARTNERS, L.P.","801-63358","N"
2002160,"MAP 275 SEGREGATED PORTFOLIO, A SEGREGATED PORTFOLIO OF LMA SPC",805-8508068113,"LIGHTHOUSE INVESTMENT PARTNERS, LLC","801-64978","N"
2002160,"TOPWATER MAYFLY FUND LLC",805-7418791443,"LEUCADIA ASSET MANAGEMENT LLC","801-61698","N"
2004113,"BERNSTEIN IMPACT ALTERNATIVES 2022 (DELAWARE) FUND L.P.",805-4553198904,"ALLIANCEBERNSTEIN L.P.","801-56720","N"
2004113,"BERNSTEIN IMPACT ALTERNATIVES II (DELAWARE) FUND L.P.",805-1521780471,"ALLIANCEBERNSTEIN L.P.","801-56720","N"
1997923,"BW PRIVATE INVESTORS OFFSHORE, LTD",805-8704653306,"J.P. MORGAN PRIVATE INVESTMENTS INC.","801-41088","N"
1997923,"BW PRIVATE INVESTORS, LLC",805-1183905109,"J.P. MORGAN PRIVATE INVESTMENTS INC.","801-41088","N"
1997923,"LIWA CAPITAL HOLDING B, L.P.",805-2609446343,"LIWA CAPITAL ADVISORS LTD.","802-108690","N"
1997923,"LIWA CORE ASSOCIATES (U.S.), L.P.",805-6409763850,"LIWA CAPITAL ADVISORS LTD.","802-108690","N"
2001537,"NCS INTERNATIONAL FUND LLC",805-1928007613,"BNY MELLON INVESTMENT ADVISER, INC.","801-8147","N"
2004072,"AWA SMALL CAP ACCESS FUND, L.P",805-1296209439,"ARGOS WEALTH ADVISORS LLC","801-68097","N"
2000483,"RAND ADVISORS SERIES I INSURANCE FUND SERIES INTERESTS OF THE SALI MULTISERIES",805-9425927696,"SALI FUND SERVICES","801-61702","N"
2001957,"EMERGING MARKETS LARGE/MID CAP FUND, A SERIES OF 525 MARKET STREET FUND, LLC",805-4838966258,"ALLSPRING GLOBAL INVESTMENTS, LLC","801-21122","N"
2001537,"NCS GROUP TRUST GLOBAL EMERGING MARKETS FUND",805-6667295503,"BNY MELLON INVESTMENT ADVISER, INC.","801-8147","N"
2001537,"NCS GROUP TRUST GLOBAL FUND",805-9590664423,"BNY MELLON INVESTMENT ADVISER, INC.","801-8147","N"
2001537,"NCS GROUP TRUST INTERNATIONAL FUND",805-6019367075,"BNY MELLON INVESTMENT ADVISER, INC.","801-8147","N"
2001537,"NCS GROUP TRUST US FUND",805-4556385343,"BNY MELLON INVESTMENT ADVISER, INC.","801-8147","N"
2001537,"NCS GLOBAL FUND LLC",805-2473726948,"BNY MELLON INVESTMENT ADVISER, INC.","801-8147","N"
2001537,"805-4606549819",805-4606549819,"CROW HOLDINGS CAPITAL","801-72434","N"
2001537,"VERGER CAPITAL FUND LLC",805-3296088513,"VERGER CAPITAL MANAGEMENT","801-79726","N"
2006743,"BLACKROCK NEW FRONTIERS MASTER FUND LIMITED",805-8759258024,"BLACKROCK FINANCIAL MANAGEMENT, INC","801-48433","N"
2001558,"AXA IM GLOBAL HEALTH FUND SCSP SICAV-RAIF",805-5326574548,"AXA INVESTMENT MANAGERS UK LIMITED","802-125804","N"
2001558,"AXA GLOBAL HEALTH IMPACT OPPORTUNITIES FUND SA SICAV-RAIF",805-2646833118,"AXA INVESTMENT MANAGERS UK LIMITED","802-125804","N"
2006743,"BLACKROCK NEW FRONTIERS FUND LLC",805-4839524705,"BLACKROCK FINANCIAL MANAGEMENT, INC","801-48433","N"
2002410,"BLACKSTONE HARRINGTON PARTNERS L.P.",805-8325055688,"BLACKSTONE ISG-II ADVISORS L.L.C.","801-111695","N"
