"FilingID","ReferenceID","Name of Adviser","SEC File Number","CRD Number"
2009797,384429,"HONGKONG YANGTZE RIVER ASSET MANAGEMENT COMPANY LIMITED","",
2009797,385292,"HONGKONG YANGTZE RIVER ASSET MANAGEMENT COMPANY LIMITED","",
2008359,182387,"CHARTER PRIVATE CAPITAL MANAGEMENT, LLC","",155417
2008394,294450,"EVOLUTION EQUITY PARTNERS GMBH","",
2008394,294375,"EVOLUTION EQUITY PARTNERS GMBH","",
2010031,285697,"DWS INVESTMENT S.A.","802-115197",300838
2010074,310616,"OP INVESTMENT MANAGEMENT LIMITED","",
2009320,249031,"LEGACY CAPITAL GESTORA DE RECURSOS LTDA.","",
2010812,257153,"IP VENTURES (SCOTLAND) LIMITED","",
2010826,257153,"IP VENTURES (SCOTLAND) LIMITED","",
