"FilingID","ReferenceID","Name of Administrator","City","State","Country","Related Person","Statements","Who Sends Statements"
1992529,245184,"PINNACLE FUND SERVICES LTD.","VANCOUVER","","Canada","N","Yes (provided to all investors)",""
1992529,212499,"PINNACLE FUND SERVICES LTD.","VANCOUVER","","Canada","N","Yes (provided to all investors)",""
1992529,397389,"IQEQ FUND SERVICES","AMSTERDAM","","Netherlands","N","Yes (provided to all investors)",""
1992567,232785,"STATE STREET FUND SERVICES (IRELAND) LIMITED","DUBLIN 2","","Ireland","N","No (provided to no investors)","N/A"
1992567,210456,"DEUTSCHE BANK AG, LONDON BRANCH","LONDON","","United Kingdom","N","Yes (provided to all investors)",""
1992567,287571,"NORTHERN TRUST GLOBAL SERVICES SE","LONDON","","United Kingdom","N","Some (provided to some but not all investors)","PROVIDE TO INVESTORS WHO REQUEST ACCOUNT STATEMENTS AND PROVIDE RECIPIENT DETAILS."
1992141,487167,"ADURO ADVISORS","DENVER","Colorado","United States","N","Yes (provided to all investors)",""
1977356,283049,"WAYSTONE ADMINISTRATION SOLUTIONS (US) INC.","FAIR LAWN","New Jersey","United States","N","Yes (provided to all investors)",""
1977356,249031,"CITCO FUND ADMINISTRATION (CAYMAN ISLANDS) LIMITED","GRAND CAYMAN","","Cayman Islands","N","Yes (provided to all investors)",""
1979646,310902,"NIO SERVICE PARTNERS APS","COPENHAGEN","","Denmark","Y","No (provided to no investors)","UPLOADED TO THE INVESTOR PORTAL BY NORDIC INVESTMENT OPPORTUNITIES."
1987594,170117,"APEX FUND SERVICES (SINGAPORE) PTE. LTD.","SINGAPORE","","Singapore","N","Yes (provided to all investors)",""
1979646,310902,"PHOENIX PSF","SCHUTTRANGE","","Luxembourg","N","No (provided to no investors)","UPLOADED TO THE INVESTOR PORTAL BY NORDIC INVESTMENT OPPORTUNITIES."
1979646,376426,"PHOENIX PSF","SCHUTTRANGE","","Luxembourg","N","No (provided to no investors)","UPLOADED TO THE INVESTOR PORTAL BY NORDIC INVESTMENT OPPORTUNITIES."
1979646,376426,"NIO SERVICE PARTNERS APS","COPENHAGEN","","Denmark","Y","No (provided to no investors)","UPLOADED TO THE INVESTOR PORTAL BY NORDIC INVESTMENT OPPORTUNITIES"
1979646,319917,"PHOENIX PSF","SCHUTTRANGE","","Luxembourg","N","No (provided to no investors)","UPLOADED TO THE INVESTOR PORTAL BY NORDIC INVESTMENT OPPORTUNITIES."
1979646,319917,"NIO SERVICE PARTNERS APS","COPENHAGEN","","Denmark","Y","No (provided to no investors)","UPLOADED TO THE INVESTOR PORTAL BY NORDIC INVESTMENT OPPORTUNITIES"
1979646,319916,"PHOENIX PSF","SCHUTTRANGE","","Luxembourg","N","No (provided to no investors)","UPLOADED TO THE INVESTOR PORTAL BY NORDIC INVESTMENT OPPORTUNITIES."
1979646,319916,"NIO SERVICE PARTNERS APS","COPENHAGEN","","Denmark","Y","No (provided to no investors)","UPLOADED TO THE INVESTOR PORTAL BY NORDIC INVESTMENT OPPORTUNITIES"
1979646,310903,"PHOENIX PSF","SCHUTTRANGE","","Luxembourg","N","No (provided to no investors)","UPLOADED TO THE INVESTOR PORTAL BY NORDIC INVESTMENT OPPORTUNITIES."
1979646,310903,"NIO SERVICE PARTNERS APS","COPENHAGEN","","Denmark","Y","No (provided to no investors)","UPLOADED TO THE INVESTOR PORTAL BY NORDIC INVESTMENT OPPORTUNITIES"
1988741,432951,"OPUS FUND SERVICES","BRENTWOOD","California","United States","N","Yes (provided to all investors)",""
1988635,421299,"STANDISH MANAGEMENT","SEATTLE","Washington","United States","N","Yes (provided to all investors)",""
1987629,425156,"NAV CONSULTING, INC.","OAKBROOK TERRACE","Illinois","United States","N","Yes (provided to all investors)",""
1981031,373334,"SOUTH WATCH, LLC","CANTON","Massachusetts","United States","N","Yes (provided to all investors)",""
1986587,485644,"CARTA INC.","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
1956793,174837,"CARTA FUND ADMINISTRATION","HAMILTON","New Jersey","United States","N","Yes (provided to all investors)",""
1956793,174830,"CARTA FUND ADMINISTRATION","HAMILTON","New Jersey","United States","N","Yes (provided to all investors)",""
1956793,174829,"CARTA FUND ADMINISTRATION","HAMILTON","New Jersey","United States","N","Yes (provided to all investors)",""
1956793,254782,"CARTA FUND ADMINISTRATION","HAMILTON","New Jersey","United States","N","Yes (provided to all investors)",""
1956793,368942,"CARTA FUND ADMINISTRATION","HAMILTON","New Jersey","United States","N","Yes (provided to all investors)",""
1956793,227461,"CARTA FUND ADMINISTRATION","HAMILTON","New Jersey","United States","N","Yes (provided to all investors)",""
1956793,216884,"CARTA FUND ADMINISTRATION","HAMILTON","New Mexico","United States","N","Yes (provided to all investors)",""
1956793,227194,"CARTA FUND ADMINISTRATION","HAMILTON","New Jersey","United States","N","Yes (provided to all investors)",""
1988351,486195,"OPUS FUND SERVICES","HAMILTON","","Bermuda","N","No (provided to no investors)","INTERACTIVE BROKERS LLC"
1982013,485416,"ADURO ADVISORS, LLC","DENVER","Colorado","United States","N","Yes (provided to all investors)",""
1979633,308076,"ADURO ADVISORS, LLC","DENVER","Colorado","United States","N","Yes (provided to all investors)",""
1979633,484827,"ADURO ADVISORS, LLC","DENVER","Colorado","United States","N","Yes (provided to all investors)",""
1988078,372707,"ADURO ADVISORS, LLC","DENVER","Colorado","United States","N","Yes (provided to all investors)",""
1988078,250800,"ADURO ADVISORS, LLC","DENVER","Colorado","United States","N","Yes (provided to all investors)",""
1988078,443535,"ADURO ADVISORS, LLC","DENVER","Colorado","United States","N","Yes (provided to all investors)",""
1988401,437769,"DECILE GROUP INC.","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1988401,437798,"DECILE GROUP INC.","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1988401,281823,"DECILE GROUP INC.","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1988401,397349,"DECILE GROUP INC.","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1988401,397363,"DECILE GROUP INC.","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1988401,397373,"DECILE GROUP INC.","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1988401,432011,"DECILE GROUP INC.","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1988401,486200,"DECILE GROUP INC.","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1988401,486201,"DECILE GROUP INC.","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
1983592,485680,"BROADSCOPE FUND ADMINISTRATORS LLC, AN APEX GROUP LTD. COMPANY","PARAMUS","New Jersey","United States","N","Yes (provided to all investors)",""
1983592,254397,"BROADSCOPE FUND ADMINISTRATORS LLC, AN APEX GROUP LTD. COMPANY","PARAMUS","New Jersey","United States","N","Yes (provided to all investors)",""
1983592,254398,"BROADSCOPE FUND ADMINISTRATORS LLC, AN APEX GROUP LTD. COMPANY","PARAMUS","New Jersey","United States","N","Yes (provided to all investors)",""
1983210,485477,"STATE STREET BANK INTERNATIONAL GMBH, LUXEMBOURG BRANCH","LUXEMBOURG","","Luxembourg","N","Yes (provided to all investors)",""
1987585,425358,"BARRIER CREST","PHILADELPHIA","Pennsylvania","United States","N","Yes (provided to all investors)",""
1987585,425376,"SYDECAR LLC","CLAYMONT","Delaware","United States","N","Yes (provided to all investors)",""
1987585,425360,"SYDECAR LLC","CLAYMONT","Delaware","United States","N","Yes (provided to all investors)",""
1989418,54907,"PORTCULLIS FUND ADMINISTRATION (S) PTE LTD","SINGAPORE","","Singapore","N","Yes (provided to all investors)",""
1988732,195103,"IQ EQ ADMINISTRATION SERVICES (UK) LTD","LONDON","","United Kingdom","N","Yes (provided to all investors)",""
1988732,168734,"IQ EQ ADMINISTRATION SERVICES (UK) LTD","LONDON","","United Kingdom","N","Yes (provided to all investors)",""
1988732,5822,"IQ EQ ADMINISTRATION SERVICES (UK) LTD","LONDON","","United Kingdom","N","Yes (provided to all investors)",""
1988732,285628,"IQ EQ ADMINISTRATION SERVICES (UK) LTD","LONDON","","United Kingdom","N","Yes (provided to all investors)",""
1974907,486224,"BROADSCOPE FUND ADMINISTRATORS LLC, AN APEX GROUP LTD. COMPANY","PARAMUS","New Jersey","United States","N","Yes (provided to all investors)",""
1974907,254403,"BROADSCOPE FUND ADMINISTRATORS LLC, AN APEX GROUP LTD. COMPANY","PARAMUS","New Jersey","United States","N","Yes (provided to all investors)",""
1974907,254405,"BROADSCOPE FUND ADMINISTRATORS LLC, AN APEX GROUP LTD. COMPANY","PARAMUS","New Jersey","United States","N","Yes (provided to all investors)",""
1989501,33862,"NORTHERN TRUST HEDGE FUND SERVICES","CENTRAL","","Hong Kong","N","Yes (provided to all investors)",""
1988590,368329,"OPUS FUND SERVICES (BERMUDA) LTD.","HAMILTON","","Bermuda","N","Yes (provided to all investors)",""
1987707,196539,"GP FUND SOLUTIONS","LATHAM","New York","United States","N","Yes (provided to all investors)",""
1987707,260975,"GP FUND SOLUTIONS","LATHAM","New York","United States","N","Yes (provided to all investors)",""
1987707,438637,"GP FUND SOLUTIONS","LATHAM","New York","United States","N","Yes (provided to all investors)",""
1989649,232754,"SEI GLOBAL SERVICES, INC.","OAKS","Pennsylvania","United States","N","Yes (provided to all investors)",""
1989649,199967,"SEI GLOBAL SERVICES, INC.","OAKS","Pennsylvania","United States","N","Yes (provided to all investors)",""
