"FilingID","ReferenceID","Foreign Regulatory Authority"
1932150,250732,"Cayman Islands - Cayman Islands Monetary Authority"
1935397,284154,"Austria - Financial Market Authority"
1935397,284154,"Belgium - Banking, Finance and Insurance Commission"
1935397,284154,"Finland - Financial Supervision Authority"
1935397,284154,"Netherlands - The Netherlands Authority for the Financial Markets"
1935397,284154,"Switzerland - Swiss Financial Market Supervisory Authority"
1935397,284154,"Spain - National Commission of Securities Markets"
1935397,284154,"Sweden - Swedish Financial Supervisory Authority"
1935397,284154,"Denmark - Danish Financial Supervisory Authority"
1935397,284154,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1935397,284154,"France - Financial Markets Authority"
1935397,284154,"Germany - German Federal Financial Supervisory Agency"
1935397,284154,"Ireland -  Central Bank of Ireland"
1935397,284154,"Italy - National Stock Exchange Commission"
1924509,436304,"Cayman Islands - Cayman Islands Monetary Authority"
1941051,281472,"Cayman Islands - Cayman Islands Monetary Authority"
1936777,422911,"Cayman Islands - Cayman Islands Monetary Authority"
1938629,370831,"Guernsey - Guernsey Financial Services Commission"
1934652,370008,"Cayman Islands - Cayman Islands Monetary Authority"
1934652,368663,"Cayman Islands - Cayman Islands Monetary Authority"
1945004,253664,"Cayman Islands - Cayman Islands Monetary Authority"
1945004,317340,"Other - SINGAPORE - ACCOUNTING AND CORPORATE REGULATORY AUTHORITY"
1945004,317337,"Other - SINGAPORE - ACCOUNTING AND CORPORATE REGULATORY AUTHORITY"
1945004,317341,"Other - SINGAPORE - ACCOUNTING AND CORPORATE REGULATORY AUTHORITY"
1931597,437201,"Cayman Islands - Cayman Islands Monetary Authority"
1931597,437211,"Other - UNITED ARAB EMIRATES - ADGM FINANCIAL SERVICES REGULATORY AUTHORITY"
1931597,437199,"Other - UNITED ARAB EMIRATES - ADGM FINANCIAL SERVICES REGULATORY AUTHORITY"
1931644,190604,"Cayman Islands - Cayman Islands Monetary Authority"
1935249,276481,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1935249,276480,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1935249,379101,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1932659,67080,"Cayman Islands - Cayman Islands Monetary Authority"
1932659,66787,"Cayman Islands - Cayman Islands Monetary Authority"
1924154,251463,"Cayman Islands - Cayman Islands Monetary Authority"
1934558,316469,"Ireland -  Central Bank of Ireland"
1934558,179218,"Guernsey - Guernsey Financial Services Commission"
1934558,179217,"Guernsey - Guernsey Financial Services Commission"
1934558,179220,"Guernsey - Guernsey Financial Services Commission"
1934558,179214,"Guernsey - Guernsey Financial Services Commission"
1934558,179219,"Guernsey - Guernsey Financial Services Commission"
1934558,281668,"Guernsey - Guernsey Financial Services Commission"
1934558,281669,"Ireland -  Central Bank of Ireland"
1934558,316471,"Ireland -  Central Bank of Ireland"
1936079,314345,"Cayman Islands - Cayman Islands Monetary Authority"
1939305,357774,"Jersey - Jersey Financial Services Commission"
1939305,178837,"Jersey - Jersey Financial Services Commission"
1939305,178838,"Jersey - Jersey Financial Services Commission"
1939305,238567,"Jersey - Jersey Financial Services Commission"
1939305,253496,"Jersey - Jersey Financial Services Commission"
1935900,373669,"Cayman Islands - Cayman Islands Monetary Authority"
1917271,253421,"Mauritius, Republic of - Financial Services Commission"
1917271,253425,"Mauritius, Republic of - Financial Services Commission"
1917271,229208,"Mauritius, Republic of - Financial Services Commission"
1917271,229198,"Mauritius, Republic of - Financial Services Commission"
1917271,229205,"Mauritius, Republic of - Financial Services Commission"
1917271,229210,"Mauritius, Republic of - Financial Services Commission"
1917271,229211,"Mauritius, Republic of - Financial Services Commission"
1917271,229196,"Mauritius, Republic of - Financial Services Commission"
1917271,229197,"Mauritius, Republic of - Financial Services Commission"
1917271,229209,"Mauritius, Republic of - Financial Services Commission"
1917271,229356,"Mauritius, Republic of - Financial Services Commission"
1917271,229212,"Mauritius, Republic of - Financial Services Commission"
1917271,229204,"Mauritius, Republic of - Financial Services Commission"
1917271,229357,"Mauritius, Republic of - Financial Services Commission"
1917271,235541,"Mauritius, Republic of - Financial Services Commission"
1917271,295880,"Mauritius, Republic of - Financial Services Commission"
1917271,337228,"Mauritius, Republic of - Financial Services Commission"
1917271,337250,"Mauritius, Republic of - Financial Services Commission"
1917271,337164,"Mauritius, Republic of - Financial Services Commission"
1917271,253420,"Mauritius, Republic of - Financial Services Commission"
1917271,253424,"Mauritius, Republic of - Financial Services Commission"
1917271,253419,"Mauritius, Republic of - Financial Services Commission"
1917271,398154,"Mauritius, Republic of - Financial Services Commission"
1917271,398167,"Mauritius, Republic of - Financial Services Commission"
1917271,398181,"Mauritius, Republic of - Financial Services Commission"
1944676,24956,"Bermuda - Bermuda Monetary Authority"
1939845,231184,"Cayman Islands - Cayman Islands Monetary Authority"
1943016,367120,"Guernsey - Guernsey Financial Services Commission"
1934555,115240,"Singapore - Monetary Authority of Singapore"
1934555,120369,"Cayman Islands - Cayman Islands Monetary Authority"
1934555,115240,"Cayman Islands - Cayman Islands Monetary Authority"
1943452,368028,"Cayman Islands - Cayman Islands Monetary Authority"
1931212,357179,"Cayman Islands - Cayman Islands Monetary Authority"
1936716,367930,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1937154,437648,"United Kingdom - Financial Conduct Authority"
1937154,334603,"United Kingdom - Financial Conduct Authority"
1937154,268075,"United Kingdom - Financial Conduct Authority"
1937154,268076,"United Kingdom - Financial Conduct Authority"
1934746,365702,"Cayman Islands - Cayman Islands Monetary Authority"
1936607,283202,"Cayman Islands - Cayman Islands Monetary Authority"
1936607,8448,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1933326,184696,"United Kingdom - Financial Conduct Authority"
1936505,251065,"United Kingdom - Financial Conduct Authority"
1936505,217611,"United Kingdom - Financial Conduct Authority"
1936505,217618,"United Kingdom - Financial Conduct Authority"
1936505,198312,"United Kingdom - Financial Conduct Authority"
1936505,68128,"United Kingdom - Financial Conduct Authority"
1936505,317718,"United Kingdom - Financial Conduct Authority"
1936505,317717,"United Kingdom - Financial Conduct Authority"
1936505,370184,"United Kingdom - Financial Conduct Authority"
1936051,418208,"Other - CANADA - ONTARIO"
1936051,417535,"Other - CANADA - ONTARIO"
1936051,362042,"Other - CANADA - ONTARIO"
1936051,277615,"Other - CANADA - ONTARIO"
1936051,277338,"Cayman Islands - Cayman Islands Monetary Authority"
1936051,277613,"Other - CANADA - ONTARIO"
1936051,362035,"Other - CANADA - ONTARIO"
1936213,218734,"Ireland -  Central Bank of Ireland"
1936213,218735,"Ireland -  Central Bank of Ireland"
1936213,216826,"Ireland -  Central Bank of Ireland"
1936213,257586,"Ireland -  Central Bank of Ireland"
1936213,308891,"Ireland -  Central Bank of Ireland"
1936213,357499,"Ireland -  Central Bank of Ireland"
1935877,437395,"Cayman Islands - Cayman Islands Monetary Authority"
1935877,196184,"Cayman Islands - Cayman Islands Monetary Authority"
1935877,177663,"Cayman Islands - Cayman Islands Monetary Authority"
1925597,315517,"Cayman Islands - Cayman Islands Monetary Authority"
1925597,64136,"Cayman Islands - Cayman Islands Monetary Authority"
1925597,64137,"Cayman Islands - Cayman Islands Monetary Authority"
1943344,288406,"Cayman Islands - Cayman Islands Monetary Authority"
1947055,54405,"Cayman Islands - Cayman Islands Monetary Authority"
1947055,251542,"Cayman Islands - Cayman Islands Monetary Authority"
1948339,439732,"Cayman Islands - Cayman Islands Monetary Authority"
1944915,232582,"Cayman Islands - Cayman Islands Monetary Authority"
1934730,369552,"Other - LUXEMBOURG TRADE AND COMPANIES REGISTER, LUXEMBOURG"
1933230,253929,"United Kingdom - Financial Conduct Authority"
1933230,253928,"United Kingdom - Financial Conduct Authority"
1933230,334613,"United Kingdom - Financial Conduct Authority"
1933230,437070,"United Kingdom - Financial Conduct Authority"
1937950,281348,"Cayman Islands - Cayman Islands Monetary Authority"
1937950,281345,"Cayman Islands - Cayman Islands Monetary Authority"
1909542,429638,"Cayman Islands - Cayman Islands Monetary Authority"
1934503,216811,"Cayman Islands - Cayman Islands Monetary Authority"
1925134,281891,"Cayman Islands - Cayman Islands Monetary Authority"
1925134,245583,"Cayman Islands - Cayman Islands Monetary Authority"
1930283,198104,"Other - MALTA FINANCIAL SERVICES"
1930283,213368,"Other - MALTA FINANCIAL SERVICES"
1930283,282875,"Other - MALTA FINANCIAL SERVICES"
1930283,369617,"Cayman Islands - Cayman Islands Monetary Authority"
1939857,178398,"Cayman Islands - Cayman Islands Monetary Authority"
1939653,40596,"Other - CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
1941774,282210,"Cayman Islands - Cayman Islands Monetary Authority"
1941774,281824,"Cayman Islands - Cayman Islands Monetary Authority"
1941774,282137,"Cayman Islands - Cayman Islands Monetary Authority"
1941774,282211,"Cayman Islands - Cayman Islands Monetary Authority"
1941774,282212,"Cayman Islands - Cayman Islands Monetary Authority"
1934939,365776,"Cayman Islands - Cayman Islands Monetary Authority"
1934939,365777,"Cayman Islands - Cayman Islands Monetary Authority"
1939557,175748,"France - Financial Markets Authority"
1939557,175743,"France - Financial Markets Authority"
1939557,68657,"Ireland -  Central Bank of Ireland"
1939557,41676,"United Kingdom - Financial Conduct Authority"
1939557,41724,"United Kingdom - Financial Conduct Authority"
1939557,42223,"United Kingdom - Financial Conduct Authority"
1939557,250822,"Cayman Islands - Cayman Islands Monetary Authority"
