"FilingID","SEC File Number","Series ID","RAUM"
1927658,"811-21462",,272984382
1927658,"811-22409",,496460289
1927658,"811-22525",S000031970,0
1927658,"811-22525",S000066176,0
1927658,"811-22525",S000069084,0
1932639,"811-05084",S000009400,40223963
1932639,"811-05084",S000009397,26760839
1932639,"811-05084",S000009395,32096128
1925331,"811-02145",S000006820,2294839825
1925331,"811-02871",S000006834,721547419
1925331,"811-05476",S000001454,0
1925331,"811-05476",S000042725,8935560
1925331,"811-07988",S000007276,0
1925331,"811-07988",S000007277,1220319428
1925331,"811-07988",S000007278,1606707795
1925331,"811-07988",S000007279,8279321190
1925331,"811-07988",S000007280,3371635215
1925331,"811-07988",S000007281,0
1925331,"811-07988",S000007282,0
1925331,"811-07988",S000007283,0
1925331,"811-07988",S000019792,207093183
1925331,"811-07988",S000031962,0
1925331,"811-07988",S000051773,1661058644
1925331,"811-07988",S000055282,1332619818
1925331,"811-07988",S000056808,0
1925331,"811-07988",S000056809,88006492
1925331,"811-03691",S000001450,264094004
1925331,"811-03942",S000007537,0
1925331,"811-03942",S000007538,0
1925331,"811-03942",S000007539,0
1925331,"811-03942",S000007531,0
1925331,"811-03942",S000031145,0
1925331,"811-03942",S000049302,133705038
1925331,"811-03942",S000031147,0
1925331,"811-03942",S000031146,0
1925331,"811-03942",S000074722,0
1925331,"811-06650",S000006998,194585508
1925331,"811-06650",S000006999,86044557
1925331,"811-06650",S000007001,0
1925331,"811-02924",S000006869,0
1925331,"811-07953",S000044688,342530940
1925331,"811-03364",S000050621,514989601
1925331,"811-23148",S000054040,6940389603
1925331,"811-00005",S000006806,0
1925331,"811-07538",S000007138,344747647
1925331,"811-07538",S000007139,0
1925331,"811-07538",S000007140,0
1925331,"811-07538",S000007142,342530940
1925331,"811-07538",S000007144,419691356
1925331,"811-07538",S000007183,117050038
1925331,"811-07538",S000022492,0
1925331,"811-07538",S000032915,220817752
1925331,"811-07538",S000055621,75760204
1925331,"811-07538",S000064833,0
1925331,"811-07538",S000007143,0
1925331,"811-07538",S000064462,2228538
1925331,"811-07538",S000064461,0
1925331,"811-07538",S000066722,0
1925331,"811-23383",,75446134
1925331,"811-10371",S000068466,10307182
1925331,"811-10371",S000068467,0
1925331,"811-10371",S000072312,0
1925331,"811-10371",S000070264,0
1925331,"811-08894",S000068109,50301071443
1925331,"811-23325",S000068977,50493584932
1925331,"811-23655",,0
1925331,"811-23207",S000056109,
1925331,"811-10371",S000080204,
1925331,"811-10371",S000068466,23944101
1925331,"811-8110576",S000007297,2073719308
1925331,"811-8110576",S000007298,4231992719
1925331,"811-8110576",S000007299,23237403948
1925331,"811-8110576",S000007301,479322175
1925331,"811-8110576",S000007304,1210839571
1925331,"811-8110576",S000028719,3173533672
1925331,"811-8110576",S000028721,6490862189
1925331,"811-8110576",S000045029,50851207629
1918910,"811-3258",S000030217,212042769
1918910,"811-3258",S000039915,6301569044
1918910,"811-3258",S000029683,0
1918910,"811-3258",S000038670,0
1918910,"811-3258",S000055975,0
1918910,"811-3258",S000034541,1089614384
1918910,"811-3258",S000033391,353130259
1918910,"811-3258",S000057540,194054818
1918910,"811-3258",S000000983,5794258116
1918910,"811-3258",S000038669,0
1918910,"811-3258",S000020423,310532754
1918910,"811-3258",S000000985,640307384
1918910,"811-3258",S000000952,19278344287
1918910,"811-3258",S000000951,1352714671
1918910,"811-3258",S000000950,2219665409
1918910,"811-3258",S000022895,0
1918910,"811-3258",S000039440,0
1918910,"811-3258",S000039441,0
1918910,"811-3258",S000057238,1696168059
1918910,"811-3258",S000000978,3009800314
1918910,"811-3258",S000012960,0
1918910,"811-3258",S000059251,0
1918910,"811-3258",S000031490,5374714307
1918910,"811-3258",S000024203,0
1918910,"811-3258",S000049213,467572160
1918910,"811-3258",S000024202,2075158886
1918910,"811-3258",S000000968,481158928
1918910,"811-3258",S000000954,4721891819
1918910,"811-3258",S000033394,0
1918910,"811-3258",S000042173,0
1918910,"811-3258",S000058180,0
1918910,"811-3258",S000046723,0
1918910,"811-3258",S000048085,0
1918910,"811-3258",S000049339,0
1918910,"811-3258",S000053205,0
1918910,"811-3258",S000054156,0
1918910,"811-3258",S000000969,510657669
1918910,"811-3258",S000000962,14817963943
1918910,"811-3258",S000000955,0
1918910,"811-3258",S000020421,0
1918910,"811-3258",S000034651,0
1918910,"811-3258",S000049338,0
1918910,"811-3258",S000060107,163442443
1918910,"811-3258",S000014548,0
1918910,"811-3258",S000021884,1995556100
1918910,"811-3258",S000060925,187219536
1918910,"811-3258",S000063188,0
1918910,"811-3258",S000063222,262746817
1918910,"811-3258",S000066100,0
1918910,"811-3258",S000066101,0
1918910,"811-3258",S000066958,0
1918910,"811-3258",S000071470,0
1918910,"811-3258",S000073658,0
1918910,"811-3258",S000075838,0
1918910,"811-7436",S000000994,6898584333
1918910,"811-7436",S000000992,0
1918910,"811-7436",S000001000,256833986
1918910,"811-7436",S000001004,0
1918910,"811-7436",S000001007,0
1918910,"811-6067",S000001026,0
1918910,"811-7440",S000001027,4481318332
1918910,"811-23580",S000069433,0
1918910,"811-23580",S000069434,0
1918910,"811-23580",S000073562,0
1918910,"811-23580",S000073561,198486049
1918910,"811-23580",S000073560,8171010516
1918910,"811-23580",S000073559,12796342997
1918910,"811-23580",S000070904,13334921878
1918910,"811-23580",S000070905,3883438038
1918910,"811-23580",S000075152,32397178654
1918910,"811-23580",S000076640,3397520206
1918910,"811-23580",S000075154,755483795
1918910,"811-23580",S000075153,11868072222
1918910,"811-23580",S000075155,1690794501
1918910,"811-23580",S000075149,26558138044
1918910,"811-23580",S000075157,15293564938
1918910,"811-23580",S000078988,8487453213
1918910,"811-23580",S000076641,998392607
1918910,"811-23580",S000076642,1296122205
1918910,"811-23580",S000075156,0
1918910,"811-23580",S000081781,136081745
1918910,"811-23580",S000081785,4945765275
1918910,"811-23580",S000081782,4915048770
1918910,"811-23580",S000080666,0
1918910,"811-23580",S000081783,0
1918910,"811-23580",S000081784,0
1929805,"811-04492",S000050659,
1929805,"811-04492",S000002506,
1929805,"811-04492",S000054892,
1929805,"811-04492",S000050660,
1929805,"811-04492",S000050658,
1929805,"811-04975",,95874337
1929805,"811-07238",S000008083,2007350100
1929805,"811-07238",S000008102,1225356135
1929805,"811-07238",S000008085,
1929805,"811-07238",S000008104,
1929805,"811-21991",S000029152,177523725
1929805,"811-21991",S000029153,4343777792
1929805,"811-21991",S000072234,
1929805,"811-21335",S000002423,2876890783
1929805,"811-21732",S000010040,4343777792
1929805,"811-03738",S000007999,56795226
1929805,"811-03738",S000021077,683160162
1929805,"811-04984",S000001091,7057082171
1929805,"811-05186",S000001995,18802741371
1929805,"811-05186",S000001996,10295515977
1929805,"811-05186",S000037842,2876890783
1929805,"811-05186",S000040444,2007350100
1929805,"811-05186",S000001999,2860767840
1929805,"811-05186",S000006791,
1929805,"811-05186",S000006792,
1929805,"811-05186",S000006793,
1929805,"811-05186",S000006794,
1929805,"811-05186",S000002008,1909557355
1929805,"811-05186",S000001978,
1929805,"811-05186",S000001985,
1929805,"811-07953",S000009059,2876890783
1929805,"811-07953",S000009168,8373202638
1929805,"811-07953",S000009047,8373202638
1929805,"811-07953",S000062641,4343777792
1929805,"811-07953",S000062642,36989269
1929805,"811-07953",S000062654,
1929805,"811-07953",S000062643,
1929805,"811-03364",S000023736,4343777792
1929805,"811-08090",S000015971,2876890783
1929805,"811-08090",S000015970,
1929805,"811-08090",S000015972,2860767840
1929805,"811-03618",S000006520,
1929805,"811-03618",S000006507,2876890783
1929805,"811-05141",S000026023,36989269
1929805,"811-05141",S000026024,10295515977
1929805,"811-05141",S000026004,11230147785
1929805,"811-03990",S000018230,177523725
1929805,"811-02224",S000011480,18802741371
1929805,"811-02224",S000043749,11230147785
1929805,"811-22127",S000028692,2876890783
1929805,"811-03732",S000002647,1929767420
1929805,"811-03732",S000002656,29720213
1929805,"811-03732",S000002646,177523725
1929805,"811-03732",S000002651,36989269
1929805,"811-03732",S000002661,
1929805,"811-03732",S000002659,
1929805,"811-03732",S000002640,
1929805,"811-03732",S000002658,680552963
1929805,"811-03732",S000002638,4343777792
1929805,"811-03732",S000002637,8373202638
1929805,"811-03732",S000002643,
1929805,"811-03732",S000002634,577768869
1929805,"811-03732",S000002635,377449978
1929805,"811-03732",S000002636,
1929805,"811-03732",S000002649,
1929805,"811-03732",S000002639,56795226
1929805,"811-03732",S000002660,4577285799
1929805,"811-03459",S000006727,56795226
1929805,"811-07725",S000008037,1909557355
1929805,"811-22781",S000049850,11230147785
1929805,"811-22781",S000049146,11230147785
1929805,"811-23207",S000056103,4343777792
1929805,"811-02794",S000002428,234375016
1929805,"811-02794",S000038262,
1929805,"811-02794",S000002427,
1929805,"811-02794",S000002429,
1929805,"811-23235",S000057727,2876890783
1929805,"811-07992",S000002499,1909557355
1929805,"811-07992",S000002500,
1929805,"811-08326",S000002672,2876890783
1929805,"811-08326",S000002673,10295515977
1929805,"811-08326",S000002668,436999579
1929805,"811-08326",S000002677,2007350100
1929805,"811-08326",S000002671,
1929805,"811-08326",S000002670,
1929805,"811-08326",S000002680,
1929805,"811-08326",S000002674,18802741371
1929805,"811-08326",S000002678,2860767840
1929805,"811-08326",S000002666,1225356135
1929805,"811-08274",S000003667,11230147785
1929805,"811-08879",S000008069,683160162
1929805,"811-08879",S000018843,1909557355
1929805,"811-08879",S000018844,1095440835
1929805,"811-08879",S000023374,
1929805,"811-08879",S000023371,
1929805,"811-08879",S000023373,
1929805,"811-08879",S000023378,
1929805,"811-08879",S000023372,
1929805,"811-08879",S000008071,
1929805,"811-08894",S000001722,1909557355
1929805,"811-10183",S000011096,177523725
1929805,"811-22811",S000048337,
1929805,"811-07076",S000001046,30836717
1929805,"811-08764",S000006034,683160162
1929805,"811-23148",S000068789,29720213
1929805,"811-03623",S000002197,10295515977
1929805,"811-10263",S000001161,773284060
1930599,"811-01400",S000006037,49119823214
1930599,"811-01400",S000039220,156687222011
1930599,"811-01400",S000057289,137275809593
1930599,"811-01400",S000006036,166097357918
1930599,"811-07205",S000007730,4608836221
1930599,"811-07205",S000007731,28265233958
1930599,"811-07205",S000007732,35773568646
1930599,"811-07205",S000007733,19999399039
1930599,"811-07205",S000007734,1410074227
1930599,"811-07205",S000007735,3386353504
1930599,"811-00215",S000007019,24250580081
1930599,"811-00215",S000031547,6894366549
1930599,"811-00215",S000039214,23988002047
1930599,"811-00215",S000007022,24957675228
1930599,"811-00649",S000007151,4608836221
1930599,"811-00649",S000007153,2925858862
1930599,"811-00649",S000007154,10427876386
1930599,"811-00649",S000065702,2925858862
1930599,"811-00649",S000057292,13078309248
1930599,"811-00649",S000065701,4608836221
1930599,"811-00649",S000007152,1495213539
1930599,"811-00649",S000057291,1495213539
1930599,"811-01193",S000065695,29135210664
1930599,"811-01193",S000007112,257136345
1930599,"811-01352",S000006064,1935696914
1930599,"811-01352",S000006068,38942268
1930599,"811-01352",S000039216,3229714629
1930599,"811-01352",S000057281,1680811720
1930599,"811-01352",S000055365,973990437
1930599,"811-01352",S000023603,3097121974
1930599,"811-01352",S000065694,1783586755
1930599,"811-01796",S000006056,36002164970
1930599,"811-02105",S000007007,3171205853
1930599,"811-02105",S000017675,11591546883
1930599,"811-02105",S000017678,20694938666
1930599,"811-02105",S000037003,599443508
1930599,"811-02105",S000054519,4236920199
1930599,"811-02105",S000062237,27514745119
1930599,"811-02105",S000053607,738433351217
1930599,"811-02105",S000069441,2370418084
1930599,"811-02105",S000017681,4586250657
1930599,"811-02105",S000031520,348746417
1930599,"811-02105",S000062001,6520200059
1930599,"811-02105",S000075889,10455893
1930599,"811-02105",S000075890,26265993
1930599,"811-02105",S000075892,10455893
1930599,"811-02105",S000026422,27264844132
1930599,"811-02105",S000033635,4069284869
1930599,"811-02105",S000033636,59977992814
1930599,"811-02105",S000033637,14322357076
1930599,"811-02105",S000033638,328439139
1930599,"811-02105",S000033639,1101824259
1930599,"811-02105",S000042625,39392680893
1930599,"811-02105",S000049309,1126886855
1930599,"811-02105",S000051993,3651433208
1930599,"811-02105",S000051994,663019863008
1930599,"811-02105",S000051995,7126078932
1930599,"811-02105",S000051996,46834626120
1930599,"811-02105",S000052911,811507175
1930599,"811-02105",S000054095,84999232644
1930599,"811-02105",S000054096,39005105218
1930599,"811-02105",S000054097,57964985899
1930599,"811-02105",S000056355,67555576939
1930599,"811-02105",S000056356,657821274342
1930599,"811-02105",S000056357,65709011499
1930599,"811-02105",S000056358,45378056886
1930599,"811-02105",S000056362,25427887494
1930599,"811-02105",S000062810,103352422776
1930599,"811-02105",S000065749,44887717292
1930599,"811-02105",S000075894,12462248
1930599,"811-02105",S000080417,643685212
1930599,"811-02546",S000055364,36738932302
1930599,"811-02546",S000055368,2603265979
1930599,"811-02546",S000055369,64114905
1930599,"811-02546",S000055370,1287725593
1930599,"811-02546",S000006011,14338149564
1930599,"811-02546",S000055366,5510301266
1930599,"811-02676",S000050482,4804464640
1930599,"811-02737",S000017690,3727376871
1930599,"811-02737",S000031533,16402102296
1930599,"811-02737",S000031534,5120633646
1930599,"811-02737",S000007495,2026248396
1930599,"811-02737",S000065255,51097046
1930599,"811-02737",S000071838,4755540897
1930599,"811-02737",S000072129,50272110
1930599,"811-02737",S000075899,23087935
1930599,"811-02737",S000032505,1343329587
1930599,"811-02737",S000066807,41520198
1930599,"811-02841",S000005450,22585740525
1930599,"811-02841",S000005452,1452332725
1930599,"811-02890",S000007149,510496861680
1930599,"811-03221",S000005456,24295432200
1930599,"811-03221",S000005457,29985485979
1930599,"811-03221",S000005458,27280604100
1930599,"811-03221",S000005459,28429188068
1930599,"811-03221",S000019187,31842915574
1930599,"811-03221",S000019188,31668126972
1930599,"811-03221",S000019189,29841734703
1930599,"811-03221",S000075290,1480594
1930599,"811-03221",S000075291,1883131
1930599,"811-03221",S000075292,1673123
1930599,"811-03221",S000075293,2152816
1930599,"811-03320",S000004818,4687424607
1930599,"811-03320",S000004820,555175632725
1930599,"811-03320",S000004819,45854304582
1930599,"811-03320",S000004822,100282193448
1930599,"811-03329",S000007716,1935696914
1930599,"811-03329",S000007717,19682834887
1930599,"811-03329",S000007718,5646634950
1930599,"811-03329",S000017648,734919334787
1930599,"811-03329",S000017649,2287869926
1930599,"811-03329",S000017650,2921416029
1930599,"811-03329",S000017669,2982355028
1930599,"811-03329",S000017670,2718381470
1930599,"811-03329",S000017671,2928988052
