"FilingID","ReferenceID","SubreferenceID","Private Fund Name","Fund ID","State","Country","3(c)(1) Exclusion","3(c)(7) Exclusion"
1931644,190604,120934,"LIMIAR FUND (CAYMAN) LP",805-4319780206,"","Cayman Islands","N","Y"
1931644,190604,120933,"LIMIAR FUND (DELAWARE) LP",805-9659033987,"Delaware","United States","N","Y"
1932013,210996,125592,"BP XIX RELIEF, LLC",805-2646254983,"Delaware","United States","Y","N"
1932013,210996,125591,"BROOKSTONE PARTNERS XIX MEZZANINE, LLC",805-4327123420,"Delaware","United States","Y","N"
1932013,210996,125590,"BP XIX REMEDY, LLC",805-2352829582,"Delaware","United States","Y","N"
1932013,210995,125588,"BP XIV PEBBLE, LLC",805-9078803122,"Delaware","United States","Y","N"
1932013,210995,125589,"BP XIV STONE, LLC",805-8729714642,"Delaware","United States","Y","N"
1932013,210999,125600,"BP XXIV FLOW, LLC",805-3717847526,"Delaware","United States","Y","N"
1932013,210999,125601,"BP XXIV METER, LLC",805-7385997232,"Delaware","United States","Y","N"
1932013,210997,125593,"BP XXI PEARL, LLC",805-1117533700,"Delaware","United States","Y","N"
1932013,210997,125594,"BP XXI MEZZANINE, LLC",805-8815564140,"Delaware","United States","Y","N"
1932013,210997,125595,"BP XXI DIAMOND, LLC",805-9520643472,"Delaware","United States","Y","N"
1932013,233135,131033,"BROOKSTONE VAC TOP, LLC",805-4299207074,"Delaware","United States","Y","N"
1932013,233135,131032,"BROOKSTONE VAC MIDDLE, LLC",805-8851579150,"Delaware","United States","Y","N"
1938515,170117,116572,"MEKONG ENTERPRISE FUND III-B LIMITED PARTNERSHIP",805-5701912478,"","Cayman Islands","Y","N"
1938515,170117,116573,"MEKONG ENTERPRISE FUND III LIMITED PARTNERSHIP",805-1867949494,"","Cayman Islands","Y","N"
1925597,64137,13013,"GCI JAPAN HYBRIDS",805-7856937210,"","Cayman Islands","N","Y"
1925597,64136,13012,"ALEUTIAN FUND",805-7148496586,"","Cayman Islands","N","Y"
1941296,58598,143351,"OLESEN VALUE FUND (CAYMAN) LTD.",805-1102247744,"","Cayman Islands","Y","N"
1935877,177663,117885,"QFM CHINA FUND LIMITED",805-6453300223,"","Cayman Islands","N","Y"
1935877,196184,122666,"GR CHINA FUND LIMITED",805-9132900227,"","Cayman Islands","N","Y"
1930404,316382,142252,"MACHINA NEUTRON FEEDER FUND ICAV",805-3128342000,"","Ireland","N","Y"
1933782,269587,136055,"CORAL DEFI CAYMAN LTD",805-3940202345,"","Cayman Islands","Y","Y"
1933782,269587,136054,"CORAL DEFI LP",805-3381107304,"Puerto Rico","United States","Y","N"
1933782,437414,150389,"CORAL DEFI CAYMAN LTD",805-3940202345,"","Cayman Islands","Y","Y"
1933782,437414,150390,"CORAL DEFI LP",805-3381107304,"Puerto Rico","United States","Y","N"
1943078,422113,148052,"MATHER POINT OFFSHORE FUND LTD.",805-6817546190,"","Cayman Islands","N","Y"
1930266,421132,147755,"ARROWPOINT US FEEDER FUND",805-5921718730,"","Cayman Islands","N","Y"
1930266,421132,147018,"ARROWPOINT OFFSHORE FEEDER FUND",805-2372702196,"","Cayman Islands","N","Y"
1932150,250732,133807,"ANAVIO EQUITY CAPITAL MARKETS FUND LP",805-4729616179,"Delaware","United States","N","Y"
1932150,250732,133806,"ANAVIO EQUITY CAPITAL MARKETS FUND LIMITED",805-4731387817,"","Cayman Islands","N","Y"
1939857,178398,118033,"COMPOSITE CAPITAL FUND LP",805-6982642986,"Delaware","United States","N","Y"
1939857,178398,118034,"COMPOSITE CAPITAL FUND LIMITED",805-2775737222,"","Cayman Islands","N","Y"
1938912,435615,150218,"REBEL FUND II LP",805-1416113703,"Delaware","United States","Y","N"
1938912,435615,150219,"REBEL FUND II OFFSHORE LP",805-1317705996,"","Cayman Islands","Y","N"
1936716,48672,10805,"SIBILLA CAPITAL ONSHORE LLC",805-7065935696,"Delaware","United States","N","Y"
1936716,48672,10804,"SIBILLA CAPITAL LTD.",805-1020107310,"","Cayman Islands","N","Y"
1934746,365702,144464,"PLAINTEXT FUND LP",805-1156888511,"Delaware","United States","Y","N"
1934746,365702,144465,"PLAINTEXT OFFSHORE FUND LTD",805-7347223591,"","Cayman Islands","Y","N"
1936607,8448,2206,"STONERISE CAPITAL PARTNERS, L.P.",805-2329120582,"Delaware","United States","N","Y"
1936607,8448,2207,"STONERISE CAPITAL PARTNERS (OFFSHORE), LTD.",805-3717375174,"","Cayman Islands","N","Y"
1938066,368845,144973,"BREYTA CAPITAL FUND LP",805-5216030854,"Delaware","United States","N","Y"
1930283,198104,123129,"PSQUARED US FEEDER FUND, LP - EVENT OPPORTUNITY SERIES",805-9211728310,"Delaware","United States","N","Y"
1930283,213368,125891,"PSQUARED SICAV PLC - SPECIAL CONCENTRATED OPPORTUNISTIC FUND I",805-6184442758,"","Malta","N","Y"
1930283,282875,137421,"PSQUARED US FEEDER FUND, LP - CREDIT OPPORTUNITY SERIES",805-6226760219,"Delaware","United States","N","Y"
1930283,282875,137422,"PSQUARED SICAV PLC - CREDIT OPPORTUNITY FUND",805-6437550990,"","Malta","N","Y"
1930283,213368,125892,"PSQUARED US FEEDER FUND, LP - SPECIAL CONCENTRATED OPPORTUNISTIC SERIES I",805-7906958259,"Delaware","United States","N","Y"
1930283,198104,123128,"PSQUARED SICAV PLC - EVENT OPPORTUNITY FUND",805-5591398153,"","Malta","N","Y"
1924154,251463,133904,"KHEIRON FUND",805-3764121379,"","Cayman Islands","N","Y"
1927814,309232,141004,"VELOCITY CAPITAL INVESTORS FUND I LP",805-3200634092,"Delaware","United States","N","Y"
1936173,232115,130874,"BRAZIL RESOURCES FUND, L.P.",805-2998303616,"Delaware","United States","N","Y"
1936173,232115,130875,"MINING CAPITAL FUND, L.P.",805-5065800799,"Delaware","United States","N","Y"
1936674,373334,145476,"LYPTUS CAPITAL FUND, LTD.",805-6883164917,"","Cayman Islands","Y","N"
1942916,426418,148102,"HUNTER PEAK INVESTMENTS FUND, LP",805-2768808063,"Delaware","United States","N","Y"
1939653,40596,7402,"CAPITAL RETURNS, LP",805-4556818272,"Delaware","United States","N","Y"
1935530,181169,150371,"ADMIRAL CAPITAL PARTNERS OFFSHORE FUND",805-9426741609,"","Cayman Islands","N","Y"
1909542,429638,150454,"POLYTOPE DYAD FUND (US) LP",805-3514292079,"Delaware","United States","N","Y"
1909542,429638,150453,"POLYTOPE DYAD FUND (CAYMAN) LTD.",805-9353799874,"","Cayman Islands","N","Y"
1925134,245583,132883,"RED DOOR (OFFSHORE FEEDER) FUND",805-4080123202,"","Cayman Islands","N","Y"
1942516,438331,150552,"TRANSFORMATION INVESTORS I L.P.",805-5747358465,"Delaware","United States","N","Y"
1942516,438331,150551,"TRANSFORMATION INVESTORS I (CAYMAN FEEDER), L.P.",805-4177360548,"","Cayman Islands","N","Y"
1942516,252694,134086,"TRANSFORMATION CAPITAL FUND II (CAYMAN FEEDER), L.P.",805-2045761913,"","Cayman Islands","N","Y"
1934730,369552,145041,"GREYKITE EUROPEAN REAL ESTATE USD FEEDER FUND I SCSP",805-3451339185,"","Luxembourg","Y","Y"
1941045,4729,1567,"SAGIL LATIN AMERICAN OPPORTUNITIES FUND",805-7324321306,"","Cayman Islands","N","Y"
1941045,4729,1568,"SAGIL LATIN AMERICAN OPPORTUNITIES FUND LP",805-4376322747,"Delaware","United States","N","Y"
1939865,6882,141294,"3I GROWTH CAPITAL F LP",805-9030416184,"","United Kingdom","N","Y"
1939865,6641,1904,"BUYOUTS C&C 2010A LP",805-1520191353,"","United Kingdom","N","Y"
1925055,249382,145305,"EMJ CANADA FEEDER FUND LP",805-2941982583,"","Canada","N","Y"
1925055,249382,133675,"EMJ CAYMAN FEEDER FUND LTD.",805-2087989041,"","Cayman Islands","N","Y"
1925055,249382,133676,"EMJ US FEEDER FUND LP",805-2389995796,"Delaware","United States","N","Y"
1935779,230297,130588,"SEAVIEW OPPORTUNITY OFFSHORE FUND LTD.",805-7513454568,"","Cayman Islands","N","Y"
1935779,230297,130586,"SEAVIEW OPPORTUNITY LP",805-2493342977,"Delaware","United States","N","Y"
1935015,426368,148105,"QUALTUS OFFSHORE LTD",805-8437115799,"","British Virgin Islands","Y","N"
1932659,66787,13676,"TRILOGY PAN-ASIAN OFFSHORE FEEDER FUND LIMITED",805-8407254186,"","Cayman Islands","N","Y"
1921072,436622,150332,"TOR ASIA LIQUID CREDIT OPPORTUNITIES FUND LP",805-1725924552,"","Cayman Islands","N","Y"
1921072,436620,150331,"TOR ASIA CREDIT OPPORTUNITY FUND IV LP",805-2413101255,"","Cayman Islands","N","Y"
1921072,232757,130982,"TACF INSTITUTIONAL CREDIT FUND",805-5627071684,"","Cayman Islands","N","Y"
1921072,57335,11431,"TOR ASIA CREDIT FUND",805-9404423247,"","Cayman Islands","N","Y"
1921072,57335,11432,"TOR ASIA CREDIT FUND LP",805-8792813211,"Delaware","United States","N","Y"
1921072,232756,130980,"TOR ASIA CREDIT OPPORTUNITY FUND (CAYMAN) LP",805-8785296120,"","Cayman Islands","N","Y"
1929220,313237,141770,"EUROPA OPPORTUNISTIC OFFSHORE FUND",805-7914362777,"","Cayman Islands","Y","N"
1934159,363036,144040,"ELWOOD CAPITAL OFFSHORE FUND, LTD.",805-5919483620,"","Cayman Islands","N","Y"
1934159,363036,144039,"ELWOOD CAPITAL FUND LP",805-3300681762,"Delaware","United States","N","Y"
1921072,232756,130981,"TOR ASIA CREDIT OPPORTUNITY FUND LP",805-4487899403,"Delaware","United States","N","Y"
1921072,251218,133859,"TOR ASIA CREDIT OPPORTUNITY FUND II LP",805-4587321887,"","Cayman Islands","N","Y"
1921072,316617,142278,"TOR ASIA CREDIT OPPORTUNITY FUND III LP",805-5113393965,"","Cayman Islands","N","Y"
1937303,250716,133803,"MADERA TECHNOLOGY FUND (CI), LTD",805-1133647526,"","Cayman Islands","N","Y"
1937303,250716,133802,"MADERA TECHNOLOGY FUND, LP",805-7043906457,"Delaware","United States","N","Y"
1939971,170488,116657,"JCDP-4 FEEDER LTD",805-7134262464,"","Cayman Islands","Y","N"
1939278,317384,142364,"PIF GLOBAL LP",805-3183940148,"","Cayman Islands","Y","Y"
1939278,317384,142365,"PIF US LP",805-4149985165,"Delaware","United States","Y","Y"
1938244,193718,122222,"COMMONVIEW CAPITAL FUND I GP INVESTORS, LP",805-2960716592,"Delaware","United States","N","Y"
1938244,193718,139251,"COMMONVIEW CAPITAL FUND I ABC LLC",805-1195688817,"Delaware","United States","N","Y"
1936282,316604,142272,"LECAP GLOBAL EQUITY FUND LIMITED",805-5645971972,"","Cayman Islands","N","Y"
1935937,196130,122657,"ARYEH CAPITAL PARTNERS US, LP",805-8838476674,"Delaware","United States","Y","N"
1935937,196130,122753,"ARYEH CAPITAL PARTNERS OFFSHORE, LTD.",805-7174694904,"","Cayman Islands","Y","N"
1935937,196130,122656,"ARYEH CAPITAL PARTNERS CANADA LP",805-1537669306,"","Canada","Y","N"
1938574,369597,145043,"THE PALEKANA GLOBAL MACRO FUND LP",805-5041735160,"Delaware","United States","N","Y"
