"FilingID","ReferenceID","Filing/Relying Adviser"
2003742,47910,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            47910
2003742,171851,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          171851
2003742,11617,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            11617
2003742,69641,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            69641
2003742,171899,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          171899
2003742,171846,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          171846
2003742,59726,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            59726
2003742,11726,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            11726
2003742,11628,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            11628
2003742,171850,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          171850
2003742,220469,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          220469
2003742,223115,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          223115
2003742,220258,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          220258
2003742,234840,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          234840
2003742,234957,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          234957
2003742,235049,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          235049
2003742,235095,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          235095
2003742,235295,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          235295
2003742,257733,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          257733
2003742,258175,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          258175
2003742,257726,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          257726
2003742,234783,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          234783
2003742,234927,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          234927
2003742,234952,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          234952
2003742,360593,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          360593
2003742,417745,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          417745
2003742,234778,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          234778
2003742,220265,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          220265
2003742,220331,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          220331
2003742,220513,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          220513
2003742,220161,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          220161
2003742,220223,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          220223
2003742,47880,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            47880
2003742,360579,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          360579
2003742,360641,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          360641
2003742,330136,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          330136
2003742,330253,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          330253
2003742,360590,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          360590
2003742,360574,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          360574
2003742,360583,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          360583
2003742,360552,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          360552
2003742,360559,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          360559
2003742,479340,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          479340
2003742,479365,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          479365
2003742,479377,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          479377
2003742,479284,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          479284
2003742,479385,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          479385
2003742,478613,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          478613
2003742,485402,"GLOBAL INFRASTRUCTURE MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          485402
2003947,422946,"LIBERTY ADVISORS LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           422946           11870
2003814,214583,"BPG HOLDINGS GROUP INC."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        214583            4158
2003814,292048,"BPG HOLDINGS GROUP INC."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        292048            4158
2003814,214583,"BROOKFIELD PROPERTY GROUP AUSTRALIA PTY LTD"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    214583            4240
2003814,292048,"BROOKFIELD PROPERTY GROUP AUSTRALIA PTY LTD"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    292048            4240
2003814,58702,"BPG INDIA LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    58702            4431
2003814,186046,"BPG INDIA LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  186046            4431
2003814,56775,"BROOKFIELD REAL ESTATE FINANCIAL PARTNERS LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    56775            4438
2003814,16954,"BROOKFIELD REAL ESTATE FINANCIAL PARTNERS LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    16954            4438
2003814,198375,"BROOKFIELD REAL ESTATE FINANCIAL PARTNERS LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  198375            4438
2003814,264574,"BROOKFIELD REAL ESTATE FINANCIAL PARTNERS LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  264574            4438
2003814,56882,"BROOKFIELD REAL ESTATE PARTNERS F GP LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         56882            4467
2003814,174706,"BROOKFIELD STRATEGIC REAL ESTATE PARTNERS GP LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               174706            4472
2003814,50066,"BROOKFIELD STRATEGIC REAL ESTATE PARTNERS GP LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 50066            4472
2003814,53649,"BROOKFIELD STRATEGIC REAL ESTATE PARTNERS GP LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 53649            4472
2003814,56831,"BROOKFIELD STRATEGIC REAL ESTATE PARTNERS GP LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 56831            4472
2003814,76544,"BROOKFIELD STRATEGIC REAL ESTATE PARTNERS GP LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 76544            4472
2003814,56834,"BROOKFIELD STRATEGIC REAL ESTATE PARTNERS GP LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 56834            4472
2003814,76547,"BSREP GP BERMUDA LIMITED"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         76547            4475
2003814,76546,"BSREP GP BERMUDA LIMITED"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         76546            4475
2003814,483589,"BROOKFIELD GLOBAL PROPERTY ADVISOR LIMITED"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     483589            4882
2003814,243607,"BROOKFIELD GLOBAL PROPERTY ADVISOR LIMITED"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     243607            4882
2003814,243610,"BROOKFIELD GLOBAL PROPERTY ADVISOR LIMITED"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     243610            4882
2003814,261960,"BROOKFIELD GLOBAL PROPERTY ADVISOR LIMITED"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     261960            4882
