"FilingID","ReferenceID","SubreferenceID","Website Address"
1921822,375826,209034,"HTTPS://FIDANTE.COM/AU"
1933763,378937,209108,"HTTPS://WWW.ALTGROUP.CO.IL/"
1933763,410345,239954,"HTTPS://WWW.ALTGROUP.CO.IL/"
1933763,410345,248063,"HTTPS://WWW.OURCROWD.COM/"
1933763,378937,248075,"HTTPS://WWW.OURCROWD.COM/"
1922906,311687,170742,"HTTPS://WWW.LEUCADIA-AM.COM/INVESTMENT-OFFERINGS.ASPX"
1930387,24740,103645,"WWW.SAFPLATFORM.COM"
1930387,27717,101512,"WWW.SAFPLATFORM.COM"
1930387,196248,107319,"WWW.SAFPLATFORM.COM"
1930553,378937,209108,"HTTPS://WWW.ALTGROUP.CO.IL/"
1930553,410345,239954,"HTTPS://WWW.ALTGROUP.CO.IL/"
1930553,410345,248063,"HTTPS://WWW.OURCROWD.COM/"
1930553,378937,248075,"HTTPS://WWW.OURCROWD.COM/"
1925258,310055,151034,"WWW.SINGULARAM.CL"
1925258,268313,123147,"WWW.SINGULARAM.CL"
1925258,280124,131859,"WWW.SINGULARAM.CL"
1925258,229158,97859,"WWW.SINGULARAM.CL"
1925258,205025,97861,"WWW.SINGULARAM.CL"
1932985,196701,84287,"WWW.DARCMATTER.COM"
1932985,196702,84288,"WWW.DARCMATTER.COM"
1933107,303347,145599,"HTTPS://WWW.FIRSTTRUSTCAPITAL.COM/"
1933107,304045,146435,"HTTPS://WWW.FIRSTTRUSTCAPITAL.COM/"
1933107,303784,145958,"HTTPS://WWW.FIRSTTRUSTCAPITAL.COM/"
1933107,280137,131873,"HTTPS://WWW.FIRSTTRUSTCAPITAL.COM/"
1933107,371522,201556,"HTTPS://WWW.FIRSTTRUSTCAPITAL.COM/"
1933107,371864,201643,"HTTPS://WWW.FIRSTTRUSTCAPITAL.COM/"
1933107,280106,131832,"HTTPS://WWW.FIRSTTRUSTCAPITAL.COM/"
1933107,432948,259114,"HTTPS://WWW.FIRSTTRUSTCAPITAL.COM/"
1928593,310055,151034,"WWW.SINGULARAM.CL"
1928593,268313,123147,"WWW.SINGULARAM.CL"
1928593,280124,131859,"WWW.SINGULARAM.CL"
1928593,229158,97859,"WWW.SINGULARAM.CL"
1928593,205025,97861,"WWW.SINGULARAM.CL"
1926424,231688,98520,"HTTPS://WWW.KANESOLUTIONS.COM"
1923157,362294,198322,"WWW.GLOBALFUNDBANK.COM"
1930910,24740,103645,"WWW.SAFPLATFORM.COM"
1930910,27717,101512,"WWW.SAFPLATFORM.COM"
1930910,196248,107319,"WWW.SAFPLATFORM.COM"
1930099,378494,208783,"HTTPS://URLDEFENSE.COM/V3/__HTTPS://MY.FLXNETWORKS.COM/ASSETMANAGER-CLIENT/ADVISOR-DASHBOARD/HOME?REDIRECT=DDF656D8F970F74184E8D"
1930099,378494,208782,"HTTPS://WM3DR.MS.COM/PUB/CONTENT/WM3DR/BASEPAGE/ALTERNATIVE-INVESTMENTS/FAIRFIELD-U-S--MULTIFAMILY-VALUE-ADD-FUND-IV.HTML"
1930099,379675,209576,"HTTPS://WM3DR.MS.COM/PUB/CONTENT/WM3DR/BASEPAGE/ALTERNATIVE-INVESTMENTS/FAIRFIELD-U-S--MULTIFAMILY-VALUE-ADD-FUND-IV.HTML"
1930099,379675,209577,"HTTPS://URLDEFENSE.COM/V3/__HTTPS://MY.FLXNETWORKS.COM/ASSETMANAGER-CLIENT/ADVISOR-DASHBOARD/HOME?REDIRECT=DDF656D8F970F74184E8D"
1919999,316315,154625,"HTTPS://LEUCADIA-AM.COM/"
1922594,426393,253622,"WWW.MEASA.PARTNERS"
1923134,243457,120008,"HTTPS://GLOBAL.VANGUARD.COM"
1923134,217275,120089,"HTTPS://GLOBAL.VANGUARD.COM"
1923134,254304,120011,"HTTPS://GLOBAL.VANGUARD.COM"
1923134,356781,193432,"HTTPS://GLOBAL.VANGUARD.COM"
1923134,356728,193384,"HTTPS://GLOBAL.VANGUARD.COM"
1923134,356728,193385,"HTTP:\\WWW.VANGUARD.GLOBAL.COM"
1923134,243478,107240,"HTTPS://GLOBAL.VANGUARD.COM/"
1923134,243478,107240,"WWW.VANGUARDINVESTOR.CO.UK"
1923134,243457,147393,"HTTP:\\VANGUARDINVESTOR.UK.COM"
1923134,356691,193358,"HTTP:\\WWW.VANGUARD.GLOBAL.COM"
1923134,356745,193402,"HTTPS://GLOBAL.VANGUARD.COM"
1923134,356745,193403,"HTTP:\\WWW.VANGUARD.GLOBAL.COM"
1923134,356691,193357,"HTTPS://GLOBAL.VANGUARD.COM"
1923134,356766,193427,"HTTPS://GLOBAL.VANGUARD.COM"
1923134,356766,193428,"HTTP:\\WWW.VANGUARD.GLOBAL.COM"
1923134,356781,193433,"HTTP:\\WWW.VANGUARD.GLOBAL.COM"
1923134,305840,147331,"HTTP:\\WWW.VANGUARD.GLOBAL.COM"
1923134,217275,193340,"HTTP:\\WWW.VANGUARD.GLOBAL.COM"
1923134,223160,120036,"HTTPS://GLOBAL.VANGUARD.COM"
1923134,217262,120051,"HTTPS://GLOBAL.VANGUARD.COM"
1923134,305840,147329,"HTTPS://GLOBAL.VANGUARD.COM"
1923134,254304,147752,"HTTP:\\WWW.VANGUARD.GLOBAL.COM"
1923134,254304,147752,"HTTP:\\WWW.VANGUARDINVESTOR.UK"
1923134,356669,193342,"HTTP:\\VANGUARDINVESTOR.UK.COM"
1923134,356757,193422,"HTTPS://GLOBAL.VANGUARD.COM"
1923134,356734,193389,"HTTP:\\WWW.VANGUARD.GLOBAL.COM"
1923134,223160,148083,"HTTP:\\WWW.VANGUARDINVESTOR.UK"
1923134,217262,148221,"HTTP:\\WWW.VANGUARDINVESTOR.UK"
1923134,356734,193390,"HTTPS://GLOBAL.VANGUARD.COM"
1923134,356757,193423,"HTTP:\\WWW.VANGUARD.GLOBAL.COM"
1923134,356669,193344,"HTTPS://GLOBAL.VANGUARD.COM"
1925367,24740,103645,"WWW.SAFPLATFORM.COM"
1925367,27717,101512,"WWW.SAFPLATFORM.COM"
1925367,196248,107319,"WWW.SAFPLATFORM.COM"
1929117,256004,151974,"NY.MATRIX.MS.COM"
1929117,273733,151973,"NY.MATRIX.MS.COM"
1929117,256004,151977,"MARQUEE.GS.COM"
1929117,274210,151987,"NY.MATRIX.MS.COM"
1929117,274210,151988,"MARQUEE.GS.COM"
1929117,273733,151975,"MARQUEE.GS.COM"
1929117,273733,151973,"NY.MATRIX.MS.COM"
1931854,310055,151034,"WWW.SINGULARAM.CL"
1931854,268313,123147,"WWW.SINGULARAM.CL"
1931854,280124,131859,"WWW.SINGULARAM.CL"
1931854,229158,97859,"WWW.SINGULARAM.CL"
1931854,205025,97861,"WWW.SINGULARAM.CL"
