"FilingID","ReferenceID","SubreferenceID","Private Fund Name","Fund ID","State","Country","3(c)(1) Exclusion","3(c)(7) Exclusion"
1949937,5637,12349,"12 WEST CAPITAL FUND LTD",805-3211195008,"","Cayman Islands","N","Y"
1952309,312495,141643,"RIPOSTE GLOBAL OPPORTUNITY FUND, LTD",805-1004894294,"","Cayman Islands","N","Y"
1952309,312495,141642,"RIPOSTE GLOBAL OPPORTUNITY FUND, LP",805-8976013295,"Delaware","United States","N","Y"
1941938,194862,122437,"WHITESPRUCE FUND LP",805-3421005519,"Delaware","United States","N","Y"
1941938,53827,125844,"BLUESPRUCE OPPORTUNITY FUND A LP",805-1480714918,"Delaware","United States","N","Y"
1941938,194862,122438,"WHITESPRUCE FUND LTD.",805-2857866120,"","Cayman Islands","N","Y"
1941938,53827,10547,"BLUESPRUCE FUND LTD.",805-7847294495,"","Cayman Islands","N","Y"
1941938,53827,10548,"BLUESPRUCE FUND LP",805-5672785623,"Delaware","United States","N","Y"
1951791,30607,11730,"THE COLLWICK PREMIER ACCESS FUND, LTD.",805-8724855629,"","Cayman Islands","Y","N"
1973022,47700,12634,"SLATE PATH INTERMEDIATE FUND LP",805-9559977129,"","Cayman Islands","N","Y"
1973022,47700,12635,"SLATE PATH OFFSHORE FUND LTD",805-4904605110,"","Cayman Islands","N","Y"
1973022,366313,144583,"SPB OFFSHORE FUND LP",805-6635262907,"","Cayman Islands","N","Y"
1973022,366313,144582,"SPB PARTNERS LP",805-7404666944,"Delaware","United States","N","Y"
1956335,23104,4772,"MKP OPPORTUNITY OFFSHORE, LTD.",805-4285435008,"","Cayman Islands","N","Y"
1956335,45318,12102,"MKP ENHANCED OPPORTUNITY OFFSHORE, LTD.",805-8256182961,"","Cayman Islands","N","Y"
1956335,45318,12103,"MKP ENHANCED OPPORTUNITY PARTNERS, L.P.",805-6424665450,"Delaware","United States","N","Y"
1956335,23104,4773,"MKP OPPORTUNITY PARTNERS, L.P.",805-4696510541,"Delaware","United States","N","Y"
1960617,476744,151388,"IRONSIDES OFFSHORE PRIVATE EQUITY FUND VII (50/50), LP",805-1919342897,"","Cayman Islands","N","Y"
1960617,476744,151444,"IRONSIDES PRIVATE EQUITY FUND VII (50/50), LP",805-5783584134,"Delaware","United States","N","Y"
1960617,476166,151389,"IRONSIDES OFFSHORE PRIVATE EQUITY FUND VII (50/50), LP",805-1919342897,"","Cayman Islands","N","Y"
1960617,476166,151448,"IRONSIDES PRIVATE EQUITY FUND VII (80/20), LP",805-8188173214,"Massachusetts","United States","N","Y"
1960617,195461,143938,"IRONSIDES OFFSHORE DIRECT INVESTMENT FUND V, L.P.",805-8155357203,"","Cayman Islands","N","Y"
1960617,63398,143936,"IRONSIDES OFFSHORE CO-INVESTMENT FUND III, LP",805-5112028223,"","Cayman Islands","N","Y"
