"FilingID","ReferenceID","CIK"
1928157,272142,1543160
1928157,284129,1825711
1928157,302971,1132573
1928157,338540,1622583
1928157,338541,1638580
1927658,204834,1650373
1927658,304931,1824572
1930924,74406,1173475
1930924,74406,741611
1930924,74406,928121
1930924,74406,1363391
1930924,74409,1503764
1930924,117581,835271
1930924,137208,1099485
1930924,305126,614285
1930924,305126,1062592
1930924,305132,919185
1930924,305134,822378
1930924,305145,1362941
1932639,6834,743503
1932639,6834,748704
1932639,95050,869817
1929745,344399,1543160
1929745,344416,829108
1929745,344434,1563961
1929745,344438,1779153
1929745,344439,1499609
1929745,344446,1499094
1929745,344451,1348883
1929745,344462,1689636
1929745,344464,1424480
1929745,344467,898420
1929745,344663,1027814
1929745,344668,1132576
1929745,344670,1023875
1929745,344684,1368427
1929745,344689,1766900
1929745,344696,1717978
1929745,344699,1200138
1929745,344715,1132702
1929745,344716,1316466
1929745,344739,1303092
1929745,344741,1303095
1929745,344755,1370027
1929745,344778,1409108
1929745,344781,1012036
1929745,344783,1621157
1929745,344789,1034883
1929745,344793,1034882
1929745,344797,1423442
1929745,344799,906304
1929745,344803,71125
1929745,344815,926430
1929745,345107,1014885
1929745,345109,315282
1929745,345114,1179779
1929745,345121,1488694
1929745,345123,1488804
1929745,345125,1138897
1929745,345129,1200139
1929745,361438,1638580
1929745,361439,1622583
1929745,382990,81273
1929745,382991,81238
1929745,383093,1595895
1928553,243641,1519463
1928517,27564,1304143
1928517,27572,1179124
1928517,61793,1376503
1928517,61795,1304145
1928517,61809,1376501
1928517,70421,932690
1928517,131824,1022437
1928517,142763,848027
1928517,240425,1167713
1928517,285012,1767619
1928517,372069,1506281
1925703,83229,1450144
1925703,86029,1478735
1925703,256361,1878979
1925720,84810,1450144
1925720,84905,1179392
1925720,256371,1878979
1933358,384540,1616628
1932206,36612,1167303
1932206,36612,1003991
1932206,84403,1425852
1932206,144047,791185
1932206,147686,1512586
1932206,171548,885730
1932206,322244,1009953
1933609,31824,80255
1925331,383775,2029590
1925331,383776,2028372
1927509,297906,1836399
1922901,292421,1034546
1923252,292421,1034546
1923265,209156,1649451
1922656,113631,200401
1922656,113631,1329948
1922685,58441,1085538
1922685,307155,1542334
1922685,307156,1926446
1922685,307158,1926456
1922685,307159,1926313
1922685,307160,1616654
1922685,358643,737767
1922685,382269,1007444
1922441,328070,1926446
1922441,328072,1616654
1922441,328082,1085538
1922441,328087,1926456
1922441,328089,1639071
1922441,358646,737767
1922441,372717,1926313
1922441,382258,1007444
1926782,89743,932690
1926782,132406,1022437
1926782,205276,1179124
1926782,205405,58056
1926782,370459,938772
1927385,315002,1040188
1922364,96746,1681113
1931017,88708,1421628
1931017,88709,1043187
1931274,16098,89521
1931274,100625,200022
1930208,115902,1457833
1928948,340125,934729
1928454,105838,1045520
1932908,201053,1633863
1932908,201054,1633866
1932908,201056,1633865
1932908,219644,846087
1932908,286328,1480302
1932758,166856,122775
1932758,166860,1314326
1932758,166870,147439
1932758,166871,1474398
1932758,166879,161662
1932758,166953,161658
1932758,203335,1713142
1932758,203339,171452
1932758,221037,171451
1932758,277115,1741919
1932758,323413,1882505
1932758,327185,1880342
1932758,373523,1882501
1932148,8954,729057
1932148,8956,53417
1932148,8968,1038001
1932148,8969,946754
1932148,45230,1316541
1932148,45230,1472993
1932148,92686,1099635
1932148,92686,799091
1932148,92687,826433
1932148,92687,1423414
1932148,94160,1436789
1932148,142691,777917
1932148,142735,1038509
1932148,142735,712622
1932148,294845,1455701
1931090,291183,1964446
1931090,291328,1964353
1930568,104310,9631
1932638,59314,1418294
1932638,59318,1404783
1932638,285881,1522733
