"FilingID","Website"
1930486,"HTTP://WWW.PARTNERSGROUP.COM"
1930486,"HTTPS://WWW.LINKEDIN.COM/COMPANY/165401/"
1930486,"https://twitter.com/partnersgroup"
1930486,"https://www.youtube.com/channel/UCUc0elfwZX4R_w0Aq8X2mzw"
1930486,"https://www.instagram.com/partnersgroupglobal/"
1930486,"https://www.threads.net/@partnersgroupglobal"
1930486,"https://www.facebook.com/partnersgroupprivatemarkets"
1927229,"HTTP://KROHNECAPITAL.COM"
1925588,"HTTPS://BRIDGESCALE.COM"
1920903,"https://twitter.com/kkr_co"
1920903,"https://www.linkedin.com/company/kkr/"
1920903,"https://kkresg.com/"
1920903,"HTTP://WWW.KKR.COM"
1920155,"https://www.greenpeak-partners.com/"
1929012,"https://www.linkedin.com/company/waterton-global-asset-management/"
1929012,"HTTP://WWW.WATERTONGLOBAL.COM"
1911471,"https://iberiscapital.com/"
1911471,"https://www.facebook.com/p/Iberis-Capital-100064088228402/"
1911471,"https://www.linkedin.com/company/iberis-capital/posts/"
1911471,"https://goldenvisa.iberiscapital.com/goldenvisa-investors/"
1906530,"https://covalenceip.com/"
1906530,"https://www.linkedin.com/company/covalence-investment-partners/"
1924219,"https://www.farrercapital.com"
1924219,"https://www.linkedin.com/company/farrer-capital"
1919481,"https://galofund.com"
1919481,"https://www.linkedin.com/mquatrini"
1919481,"https://www.capitalqventures.com"
1919481,"https://misfund.com"
1917376,"https://www.ansa.co/"
1917376,"https://www.linkedin.com/company/ansacapital"
1917376,"https://twitter.com/AnsaCapital"
1917376,"https://www.instagram.com/ansa_capital/"
1927145,"https://www.e2jdj.com/"
1927145,"https://www.linkedin.com/company/e-jdj/"
1927145,"https://x.com/E2JDJ_VC"
1927923,"https://www.e2jdj.com/"
1927923,"https://www.linkedin.com/company/e-jdj/"
1927923,"https://x.com/E2JDJ_VC"
1928540,"HTTPS://WWW.RENEWALFUNDS.COM"
1928540,"https://www.linkedin.com/company/renewal2-investment-fund/"
1922517,"http://www.alpha-grep.com"
1922517,"https://x.com/alpha_grep"
1922517,"https://www.linkedin.com/company/alpha-grep/posts/?feedView=all"
1928208,"http://www.fourcitiescapital.com"
1932004,"https://www.instagram.com/derive_ventures/"
1932004,"https://derive-ventures.com/"
1932004,"https://www.linkedin.com/company/deriveventures/"
1933240,"HTTP://WWW.H2EP.COM"
1933240,"HTTP://WWW.H2EP.CO.UK"
1933356,"HTTP://WWW.SCPVITALIFE.COM"
1924040,"https://skywardmgmt.com/"
1924040,"https://www.linkedin.com/in/austin-scholl-17585a33/"
1926749,"HTTP://KIRKOSWALD.COM/"
1924170,"http://www.dws.lu"
1924170,"http://TWITTER.COM/DWS_GROUP"
1924170,"https://LinkedIn.com/company/DWSGroup"
1924170,"http://www.db.com"
