"FilingID","Fund Name","Fund ID","ReferenceID","State","Country","3(c)(1) Exclusion","3(c)(7) Exclusion","Master Fund","Feeder Fund","Master Fund Name","Master Fund ID","Fund of Funds","Fund Invested Self or Related","Fund Invested in Securities","Fund Type","Fund Type Other","Gross Asset Value","Minimum Investment","Owners","%Owned You or Related","%Owned Funds","Sales Limited","%Owned Non-US","Subadviser","Other IAs Advise","Clients Solicited","Percentage Invested","Exempt from Registration","Annual Audit","GAAP","FS Distributed","Unqualified Opinion","Prime Brokers","Custodians","Administrator","% Assets Valued","Marketing"
1995505,"CRSWIN, LLC",805-9066015123,372232,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",1250000,54470,11,0,0,"Y",8,"N","N","Y",38,"Y","Y","Y","Y","Yes","N","N","Y",100,"N"
1995505,"CRSX IV, LLC",805-1470804668,317595,"Delaware","United States","Y","N","N","N","",,"Y","N","N","Venture Capital Fund","",2100000,50000,11,0,0,"Y",0,"N","N","Y",64,"Y","Y","Y","Y","Yes","N","N","Y",100,"N"
1995505,"CRSPIN, LLC",805-2235641504,312913,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",7701750,78750,21,0,0,"Y",10,"N","N","Y",38,"Y","Y","Y","Y","Yes","N","N","Y",100,"N"
1995505,"CRSSTRP, LLC",805-8037104698,312909,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",2550000,55000,25,6,0,"Y",16,"N","N","Y",32,"Y","Y","Y","Y","Yes","N","N","Y",100,"N"
1995505,"CRSSTRP III, LLC",805-6510219996,312911,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",4750000,35000,23,8,0,"Y",11,"N","N","Y",35,"Y","Y","Y","Y","Yes","N","N","Y",100,"N"
1995505,"CRSX, LLC",805-9828467233,464723,"Delaware","United States","Y","N","N","N","",,"Y","N","N","Venture Capital Fund","",5165000,50000,10,0,0,"Y",0,"N","N","Y",50,"Y","Y","Y","Y","Yes","N","N","Y",100,"N"
1995505,"CRSSTRP IV, LLC",805-7403740270,464660,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",1000000,25000,6,33,0,"Y",0,"N","N","Y",33,"Y","Y","Y","Y","Yes","N","N","Y",100,"N"
1989160,"INTERALPEN CO-INVESTMENT - MEWS, LLC",805-5614299921,487705,"Delaware","United States","Y","N","N","N","",,"N","","N","Private Equity Fund","",2159062,25000,13,51,0,"Y",2,"N","N","N",0,"Y","N","","","","N","Y","Y",0,"N"
1989160,"OMAHA HERITAGE 2024, LLC",805-2924228959,454354,"Delaware","United States","Y","N","N","N","",,"N","","N","Private Equity Fund","",12222693,5000,31,11,0,"Y",33,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
1989160,"INTERALPEN CO-INVESTMENT - NEURA, LLC",805-2903515033,454353,"Delaware","United States","Y","N","N","N","",,"N","","N","Private Equity Fund","",17526031,5000,23,46,0,"Y",32,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
1989160,"INTERALPEN PARTNERS - GROWTH FUND III (CAYMAN), LP",805-2178355650,269950,"","Cayman Islands","Y","N","N","Y","INTERALPEN PARTNERS - GROWTH FUND III, LP",805-4366522821,"N","","N","Private Equity Fund","",73669278,1000000,13,19,0,"Y",100,"N","N","N",0,"N","Y","Y","Y","Yes","N","Y","Y",0,"Y"
1989160,"INTERALPEN PARTNERS - GROWTH FUND III, LP",805-4366522821,269939,"Delaware","United States","Y","N","Y","N","",,"N","","N","Private Equity Fund","",119717198,1000000,16,21,0,"Y",69,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"Y"
1989160,"INTERALPEN CO-INVESTMENT - BICYCLE HEALTH, LLC",805-5488346880,355162,"Delaware","United States","Y","N","N","N","",,"N","","N","Private Equity Fund","",5439747,100000,21,5,0,"Y",47,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
1989160,"INTERALPEN PARTNERS FUND III (PARALLEL), LP",805-5521482752,370576,"Delaware","United States","Y","N","Y","N","",,"N","","N","Private Equity Fund","",45381410,1000000,2,7,0,"Y",93,"N","N","N",0,"N","Y","Y","Y","Yes","N","Y","Y",0,"Y"
1989160,"INTERALPEN CO-INVESTMENT - NEURA II, LLC",805-3266095482,487704,"Delaware","United States","Y","N","N","N","",,"N","","N","Private Equity Fund","",5602785,25000,20,22,0,"Y",56,"N","N","N",0,"Y","N","","","","N","Y","Y",0,"N"
1993528,"LASKER MASTER FUND",805-5976560667,54421,"","Cayman Islands","Y","Y","Y","N","",,"N","","N","Hedge Fund","",1458044879,1000000,87,5,4,"Y",48,"N","N","N",0,"Y","Y","N","Y","Yes","Y","Y","Y",100,"N"
1997283,"MADISON CAPITAL FUNDING CO-INVESTMENT FUND LP - SERIES 2016",805-5243456260,246251,"Delaware","United States","Y","N","N","N","",,"N","","N","Private Equity Fund","",29610673,10000,34,97,0,"Y",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1997283,"MADISON CAPITAL FUNDING CO-INVESTMENT FUND LP - SERIES 2012",805-6783789808,246247,"Delaware","United States","Y","N","N","N","",,"N","","N","Private Equity Fund","",0,10000,26,96,0,"Y",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1997283,"APOGEM SRL 3 LLC",805-1555195502,426184,"Delaware","United States","Y","Y","N","N","",,"N","","N","Securitized Asset Fund","",112384361,0,1,0,0,"Y",0,"N","N","N",0,"N","Y","Y","Y","Yes","N","Y","Y",0,"N"
1997283,"APOGEM PRIVATE EQUITY FUND X, LP",805-9998973181,362898,"Delaware","United States","N","Y","Y","N","",,"Y","N","N","Private Equity Fund","",230559981,1000000,26,50,0,"",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1997283,"MADISON CAPITAL FUNDING CO-INVESTMENT FUND LP - SERIES 2024",805-1713502046,426185,"Delaware","United States","Y","N","N","N","",,"N","","N","Private Equity Fund","",49914812,25000,70,100,0,"N",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1997283,"APOGEM SECONDARY FUND VII COINVESTMENTS, LP",805-3070812556,480994,"Delaware","United States","N","Y","N","N","",,"Y","N","N","Private Equity Fund","",0,1000000,1,0,100,"",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"Y"
1997283,"MADISON AVENUE LOAN FUND LP",805-8564813186,246263,"Delaware","United States","N","Y","N","N","",,"N","","N","Private Equity Fund","",4405007,0,2,51,0,"",49,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1997283,"APOGEM US DIRECT LENDING LIMITED I",805-5344612128,414129,"","Cayman Islands","Y","Y","Y","N","",,"N","","N","Private Equity Fund","",513074443,0,2,0,0,"Y",100,"N","N","N",0,"N","Y","Y","Y","Yes","N","Y","Y",0,"N"
1997283,"GOLDPOINT PARTNERS SELECT MANAGER FUND III AIV, LP",805-2737377010,262795,"Delaware","United States","N","Y","N","N","",,"Y","N","N","Private Equity Fund","",6764737,5000000,10,37,0,"",0,"N","N","Y",0,"N","Y","Y","Y","Yes","N","Y","N",0,"N"
1997283,"APOGEM PRIVATE EQUITY FUND XI, LP.",805-6613027973,482004,"Delaware","United States","N","Y","N","N","",,"Y","N","N","Private Equity Fund","",0,1000000,4,66,0,"",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"Y"
1997283,"MADISON CAPITAL FUNDING CO-INVESTMENT FUND LP - SERIES 2021",805-8726210749,256844,"Delaware","United States","Y","N","N","N","",,"N","","N","Private Equity Fund","",40462345,10000,58,98,0,"N",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1997283,"BMG PA PRIVATE MARKETS (DELAWARE), LP",805-3261123445,244774,"Delaware","United States","N","Y","Y","N","",,"Y","N","N","Private Equity Fund","",61830114,1000000,4,0,0,"",100,"N","N","N",0,"N","Y","Y","Y","Yes","N","Y","N",0,"N"
1997283,"MCF PD FUND LP",805-6296060075,246268,"Delaware","United States","Y","Y","N","N","",,"N","","N","Private Equity Fund","",204473541,0,1,0,0,"Y",100,"N","N","N",0,"N","Y","Y","Y","Yes","N","Y","Y",0,"N"
1997283,"PRIVATE ADVISORS SMALL COMPANY BUYOUT FUND V, LP",805-7311795504,246396,"Delaware","United States","Y","N","N","N","",,"Y","N","N","Private Equity Fund","",1477356,1000000,53,27,1,"Y",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
1997283,"MCF KB FUND II LLC",805-6715356363,246270,"Delaware","United States","Y","Y","N","N","",,"N","","N","Private Equity Fund","",46446036,0,1,0,0,"Y",100,"N","N","N",0,"N","Y","Y","Y","Yes","N","Y","Y",0,"N"
1997283,"MCF SENIOR DEBT FUND 2019-I LP",805-4007509848,246271,"Delaware","United States","Y","Y","N","N","",,"N","","N","Private Equity Fund","",71890879,20000000,3,0,0,"Y",100,"N","N","N",0,"N","Y","Y","Y","Yes","N","Y","Y",0,"N"
1997283,"RICHMOND COINVESTMENT PARTNERS I, LP",805-6035742283,246391,"Delaware","United States","N","Y","N","N","",,"Y","N","N","Private Equity Fund","",36764817,500000,9,12,0,"",99,"N","N","N",0,"N","Y","Y","Y","Yes","N","Y","Y",0,"N"
1997283,"CUYAHOGA CAPITAL EMERGING BUYOUT PARTNERS LP",805-4776095792,246373,"Delaware","United States","N","Y","N","N","",,"Y","N","N","Private Equity Fund","",20274875,0,3,100,100,"",0,"N","N","N",2,"N","Y","Y","Y","Yes","N","Y","N",0,"N"
1997283,"GOLDPOINT PARTNERS CO-INVESTMENT FUND-A, LP",805-3139475088,246214,"Delaware","United States","N","Y","N","N","",,"N","","N","Private Equity Fund","",9338641,0,12,0,0,"",0,"N","N","Y",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1997283,"MADISON CAPITAL FUNDING CO-INVESTMENT FUND LP - SERIES 2010",805-7414813447,246245,"Delaware","United States","Y","N","N","N","",,"N","","N","Private Equity Fund","",349169,10000,28,94,0,"Y",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1997283,"MCF KB FUND LLC",805-7737417327,246267,"Delaware","United States","Y","Y","N","N","",,"N","","N","Private Equity Fund","",90988143,0,1,0,0,"Y",100,"N","N","N",0,"N","Y","Y","Y","Yes","N","Y","Y",0,"N"
1997283,"MADISON CAPITAL FUNDING CO-INVESTMENT FUND LP - SERIES 2008",805-8720959803,246243,"Delaware","United States","Y","N","N","N","",,"N","","N","Private Equity Fund","",0,20000,29,96,0,"Y",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1997283,"APOGEM SECONDARY FUND VII, LP",805-2017146659,398507,"Delaware","United States","N","Y","Y","N","",,"Y","N","N","Private Equity Fund","",0,1000000,42,26,11,"",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"Y"
1997283,"PRIVATE ADVISORS COINVESTMENT FUND III, L.P.",805-5317964749,246387,"Delaware","United States","Y","N","N","N","",,"N","","N","Private Equity Fund","",8500655,500000,83,29,6,"Y",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
1997283,"MCF HANWHA FUND LLC",805-3957770154,246269,"Delaware","United States","Y","Y","N","N","",,"N","","N","Private Equity Fund","",69417567,0,1,0,0,"Y",100,"N","N","N",0,"N","Y","Y","Y","Yes","N","Y","Y",0,"N"
1997283,"PA CAPITAL DIRECT, LLC-SERIES II",805-6479823696,256841,"Delaware","United States","N","Y","N","N","",,"N","","N","Private Equity Fund","",1757,1000000,17,15,36,"",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1997283,"PRIVATE ADVISORS SECONDARY FUND V, LP",805-6046554129,246380,"Delaware","United States","N","Y","N","N","",,"Y","N","N","Private Equity Fund","",237821332,1000000,165,25,4,"",3,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
1997283,"MADISON CAPITAL FUNDING CO-INVESTMENT FUND LP - SERIES 2019",805-9231700398,246254,"Delaware","United States","Y","N","N","N","",,"N","","N","Private Equity Fund","",46134101,10000,49,98,0,"N",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1997283,"MADISON CAPITAL FUNDING CO-INVESTMENT FUND LP - SERIES 2011",805-8241649607,246246,"Delaware","United States","Y","N","N","N","",,"N","","N","Private Equity Fund","",0,10000,28,96,0,"Y",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1997283,"PA SECONDARY FUND VI COINVESTMENTS, LP",805-7447548491,303233,"Delaware","United States","N","Y","N","N","",,"Y","N","N","Private Equity Fund","",224942986,1000000,5,0,93,"",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
1997283,"GOLDPOINT PARTNERS CO-INVESTMENT VI, LP",805-1771072615,246213,"Delaware","United States","N","Y","N","N","",,"N","","N","Private Equity Fund","",44408,0,65,62,0,"",36,"N","N","Y",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1997283,"MADISON CAPITAL FUNDING CO-INVESTMENT FUND LP - SERIES 2013",805-1363825866,246248,"Delaware","United States","Y","N","N","N","",,"N","","N","Private Equity Fund","",4508462,10000,28,97,0,"Y",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1997283,"MCF CLO VII LLC",805-1112044386,246259,"Delaware","United States","N","Y","N","N","",,"N","","N","Securitized Asset Fund","",305303242,0,3,5,0,"",0,"N","N","N",0,"N","Y","Y","Y","Yes","N","Y","Y",0,"N"
1997283,"MCF CLO VI LLC",805-4276732136,246258,"Delaware","United States","N","Y","N","N","",,"N","","N","Securitized Asset Fund","",299031361,0,6,50,0,"",0,"N","N","N",0,"N","Y","Y","Y","Yes","N","Y","Y",0,"N"
1997283,"GOLDPOINT PARTNERS SELECT MANAGER FUND IV, LP",805-3142196598,246172,"","Cayman Islands","N","Y","Y","N","",,"Y","N","N","Private Equity Fund","",938134509,5000000,27,16,0,"",21,"N","N","Y",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1997283,"PA CAPITAL DIRECT, LLC- SERIES III",805-4928380411,398484,"Delaware","United States","N","Y","N","N","",,"N","","N","Private Equity Fund","",4135995,1000000,3,0,0,"",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1997283,"APOGEM DIRECT LENDING HYUNDAI FUND 2 LLC",805-9782408590,413535,"Delaware","United States","Y","Y","N","N","",,"N","","N","Private Equity Fund","",102094584,0,1,0,0,"Y",100,"N","N","N",0,"N","Y","Y","Y","Yes","N","Y","Y",0,"N"
1997283,"PA SMALL CO PRIVATE EQUITY FUND IX, LP",805-8153861471,246401,"Delaware","United States","N","Y","Y","N","",,"Y","N","N","Private Equity Fund","",527676090,1000000,68,35,5,"",16,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
1997283,"MADISON CAPITAL FUNDING CO-INVESTMENT FUND LP - SERIES 2022",805-2181755597,362637,"Delaware","United States","Y","N","N","N","",,"N","","N","Private Equity Fund","",47002959,10000,63,99,0,"N",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1997283,"PA CAPITAL DIRECT, LLC",805-5616847563,246281,"Delaware","United States","N","Y","N","N","",,"Y","N","N","Private Equity Fund","",90488486,1000000,4,5,100,"",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1997283,"MCF CLO V LLC",805-2316642513,246257,"Delaware","United States","N","Y","N","N","",,"N","","N","Securitized Asset Fund","",308789048,0,2,5,0,"",0,"N","N","N",0,"N","Y","Y","Y","Yes","N","Y","Y",0,"N"
1997283,"APOGEM CARDINAL CO-INVESTMENT FUND, LP",805-8194763129,426192,"Delaware","United States","N","Y","N","N","",,"Y","N","N","Private Equity Fund","",17220223,0,2,1,0,"",0,"N","N","N",0,"N","Y","Y","Y","Yes","N","Y","N",0,"N"
1997283,"NYLCAP SELECT MANAGER FUND II, L.P.",805-2954326016,246161,"","Cayman Islands","N","Y","Y","N","",,"Y","N","N","Private Equity Fund","",5708143,5000000,9,38,0,"",21,"N","N","Y",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1997283,"CUYAHOGA CAPITAL PARTNERS IV LP",805-8648893334,246375,"Delaware","United States","Y","N","N","N","",,"Y","Y","N","Private Equity Fund","",19240107,250000,55,28,0,"Y",1,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
1997283,"APOGEM COINVESTMENT VII, LP",805-3689526693,362894,"Delaware","United States","N","Y","N","N","",,"N","","N","Private Equity Fund","",146228867,0,33,50,0,"",7,"N","N","N",0,"N","Y","Y","Y","Yes","N","Y","N",0,"N"
1997283,"RICHMOND COINVESTMENT PARTNERS I, LP- SERIES III",805-8079281622,301556,"Delaware","United States","N","Y","N","N","",,"Y","N","N","Private Equity Fund","",34313280,500000,1,0,0,"",100,"N","N","N",0,"N","Y","Y","Y","Yes","N","Y","Y",0,"N"
1997283,"MCF CLO VIII LTD.",805-8345899516,246260,"","Cayman Islands","N","Y","N","N","",,"N","","N","Securitized Asset Fund","",324713080,0,9,5,0,"",12,"N","N","N",0,"N","Y","Y","Y","Yes","N","Y","Y",0,"N"
1997283,"APOGEM HERITAGE FUND VI, LP",805-1192205047,398466,"Delaware","United States","N","Y","N","N","",,"N","","N","Private Equity Fund","",854453887,0,48,27,0,"",33,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1997283,"MCF CLO 10 LTD.",805-5406789720,362668,"","Jersey","N","Y","N","N","",,"N","","N","Securitized Asset Fund","",426505647,0,2,5,0,"",0,"N","N","N",0,"N","Y","Y","Y","Yes","N","Y","Y",0,"Y"
1997283,"RLP CO-INVESTMENT FUND, LP",805-8356474669,362513,"Delaware","United States","N","Y","N","N","",,"N","","N","Private Equity Fund","",82285344,5000000,42,0,56,"",0,"N","Y","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
1997283,"MCF SENIOR DEBT FUND - 2020 LP",805-5920134399,256840,"","Cayman Islands","Y","Y","N","N","",,"N","","N","Private Equity Fund","",278983654,0,1,0,0,"Y",100,"N","N","N",0,"N","Y","Y","Y","Yes","N","Y","Y",0,"N"
1997283,"GOLDPOINT PARTNERS SELECT MANAGER FUND V, LP",805-5742215517,246175,"","Cayman Islands","N","Y","Y","N","",,"Y","N","N","Private Equity Fund","",399813465,5000000,20,24,0,"",31,"N","N","Y",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1997283,"BFO APOGEM PRIVATE MARKETS (DELAWARE) LP",805-7697942106,482042,"Delaware","United States","N","Y","Y","N","",,"Y","N","N","Private Equity Fund","",0,1000000,4,0,0,"",100,"N","N","N",0,"N","Y","Y","Y","Yes","N","Y","Y",0,"N"
1997283,"MCF HYUNDAI FUND LLC",805-4639859972,246272,"Delaware","United States","Y","Y","N","N","",,"N","","N","Private Equity Fund","",114865003,0,1,0,0,"Y",100,"N","N","N",0,"N","Y","Y","Y","Yes","N","Y","Y",0,"N"
1997283,"RLP FUND II, LP",805-5661981893,482060,"Delaware","United States","N","Y","N","N","",,"N","","N","Private Equity Fund","",0,10000000,3,50,0,"",0,"N","Y","N",0,"Y","Y","Y","N","Report Not Yet Received","N","Y","Y",0,"Y"
1997283,"MCF CLO 11 LLC",805-8803951627,480387,"Delaware","United States","N","Y","N","N","",,"N","","N","Securitized Asset Fund","",139144135,0,1,0,0,"",0,"N","N","N",0,"N","Y","Y","Y","Yes","N","Y","Y",0,"N"
1997283,"PRIVATE ADVISORS SMALL CO PRIVATE EQUITY FUND VIII, LP",805-7014126952,246400,"Delaware","United States","Y","N","Y","N","",,"Y","N","N","Private Equity Fund","",582404589,1000000,52,24,0,"Y",11,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
1997283,"NEW YORK LIFE CAPITAL PARTNERS IV, L.P.",805-8229958762,246209,"Delaware","United States","N","Y","N","N","",,"N","","N","Private Equity Fund","",11620124,0,6,67,0,"",17,"N","N","Y",0,"N","Y","Y","Y","Yes","N","Y","N",0,"N"
1997283,"RLP FUND LP",805-5209709759,246273,"Delaware","United States","N","Y","N","N","",,"N","","N","Private Equity Fund","",537889683,10000000,73,26,49,"",0,"N","Y","N",0,"N","Y","Y","Y","Yes","N","Y","Y",0,"N"
1997283,"TETRA OPPORTUNITIES PARTNERS SERIES INTERESTS OF THE SALI SVW MULTI-SERIES FUND, L.P.",805-2934600168,362717,"Delaware","United States","N","Y","N","N","",,"Y","N","N","Other Private Fund","BANK ELIGIBLE",94993936,10000000,1,0,0,"",0,"Y","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"Y"
1997283,"PRIVATE ADVISORS SMALL CO COINVESTMENT FUND - ERISA LP",805-7454279930,246390,"Delaware","United States","Y","N","N","N","",,"Y","N","N","Private Equity Fund","",32891327,500000,4,9,0,"Y",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
1997283,"SOCIAL ADVANCEMENT FUND, LP",805-7131683044,303206,"Delaware","United States","N","Y","N","N","",,"Y","N","N","Private Equity Fund","",74224666,1000000,4,61,0,"",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1997283,"PRIVATE ADVISORS SMALL CO PRIVATE EQUITY FUND VII, LP",805-9702966829,246399,"Delaware","United States","Y","N","Y","N","",,"Y","N","N","Private Equity Fund","",313450506,1000000,52,16,7,"Y",12,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
1997283,"APOGEM DIRECT LENDING LEVERED FUND 2023-1 LLC",805-8321151836,412544,"Delaware","United States","Y","Y","N","N","",,"N","","N","Hedge Fund","",278186053,0,1,0,0,"Y",100,"N","N","N",0,"N","Y","Y","Y","Yes","N","Y","Y",0,"N"
1997283,"IRONSHORE INVESTMENTS BL I LTD.",805-4677709195,246266,"","Bermuda","N","Y","N","N","",,"N","","N","Private Equity Fund","",7535248,0,1,0,0,"",100,"N","N","N",0,"N","Y","Y","Y","Yes","N","Y","N",0,"N"
1997283,"GOLDPOINT PARTNERS CO-INVESTMENT V, LP",805-9667558626,246212,"Delaware","United States","N","Y","N","N","",,"N","","N","Private Equity Fund","",817656,0,31,54,0,"",27,"N","N","Y",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1997283,"MADISON CAPITAL FUNDING CO-INVESTMENT FUND LP - SERIES 2014",805-9402840131,246249,"Delaware","United States","Y","N","N","N","",,"N","","N","Private Equity Fund","",283646,10000,29,97,0,"Y",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1997283,"GOLDPOINT PRIVATE CREDIT FUND, LP",805-9684678070,246177,"Delaware","United States","N","Y","N","N","",,"N","","N","Private Equity Fund","",0,0,0,0,0,"",0,"N","N","Y",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1997283,"PRIVATE ADVISORS SMALL COMPANY PRIVATE EQUITY FUND VI, LP",805-5188011150,246296,"Delaware","United States","Y","N","Y","N","",,"Y","N","N","Private Equity Fund","",229210091,1000000,91,13,6,"Y",5,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
1997283,"MCF KB FUND III LLC",805-3974112613,307735,"Delaware","United States","Y","Y","N","N","",,"N","","N","Private Equity Fund","",420304896,0,1,0,0,"Y",100,"N","N","N",0,"N","Y","Y","Y","Yes","N","Y","Y",0,"N"
1997283,"MADISON CAPITAL FUNDING CO-INVESTMENT FUND LP - SERIES 2020",805-3914887996,246255,"Delaware","United States","Y","N","N","N","",,"N","","N","Private Equity Fund","",49287340,10000,64,98,0,"N",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1997283,"NYLCAP MEZZANINE PARTNERS III, LP",805-7305458562,246151,"Delaware","United States","N","Y","Y","N","",,"N","","N","Private Equity Fund","",25968608,10000000,35,28,25,"",30,"N","N","Y",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1997283,"PRIVATE ADVISORS SMALL CO COINVESTMENT FUND LP",805-9975349648,246389,"Delaware","United States","Y","N","N","N","",,"Y","N","N","Private Equity Fund","",72318381,500000,14,10,7,"Y",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
