"FilingID","Other Business Name","AL","AK","AZ","AR","CA","CO","CT","DE","DC","FL","GA","GU","HI","ID","IL","IN","IA","KS","KY","LA","ME","MD","MA","MI","MN","MS","MO","MT","NE","NV","NH","NJ","NM","NY","NC","ND","OH","OK","OR","PA","PR","RI","SC","SD","TN","TX","UT","VT","VI","VA","WA","WV","WI","WY","Other"
1917271,"FORMERLY KNOWN AS: SEQUOIA CAPITAL INDIA OPERATIONS II LLC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GLOBAL"
1918564,"ORBIT STARTUPS","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1923136,"STEEPFUND, LLC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","Y","","","",""
1927177,"FACTORIAL CAPITAL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","",""
1930045,"BRIGHT PATH COSM MANAGEMENT LLC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","",""
1930045,"BRIGHT PATH IPSWICH MANAGEMENT LLC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","",""
1931302,"BRAMALEA PARTNERS","","","","","","","","Y","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1932755,"HEARTLAND INDUSTRIAL ASSOCIATES L.L.C.","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1933392,"KBIS CAPITAL","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1933414,"FSV","","","","","","","","Y","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1933414,"FENWAY SUMMER VENTURES","","","","","","","","Y","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1933414,"FS HOLDINGS MANAGER LLC","","","","","","","","Y","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1933414,"FENWAY SUMMER VENTURES GP LLC","","","","","","","","Y","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1933571,"ARRAY VENTURES MANAGEMENT, LLC","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1933684,"OPTUM VENTURES","","","","","","","","","","Y","","","","","","","","","","","","","Y","","","","","","","","","","","Y","Y","","","","","","","","","","","Y","","","","","","","","",""
1933988,"FAIRHAVEN CAPITAL","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1934111,"NEXTWAVE X PARTNERS","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1934163,"DGF INVESTMENTOS LTD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CAYMAN"
1934353,"LEGENDARY VENTURES","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","",""
1935208,"MIZMAA VENTURES LIMITED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HONG KONG S.A.R."
1935396,"OPTUM VENTURES","","","","","","","","","","Y","","","","","","","","","","","","","Y","","","","","","","","","","","Y","Y","","","","","","","","","","","","","","","","","","","",""
1935415,"THE OPERAND GROUP","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1935681,"INFINITY VENTURES","","","","","Y","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1936181,"DFJ FRONTIER MANAGEMENT COMPANY II, LLC (RELYING ADVISOR)","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1936554,"INTERSOUTH PARTNERS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","",""
1936607,"STONERISE CAPITAL PARTNERS","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1937858,"SPACE CAPITAL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","INTERNATIONAL"
1938188,"SECOND CURVE ADVISORY SERVICES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","",""
1938524,"QUANTUM X GLOBAL CAPITAL LLC","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1939848,"CDH SPECIAL OPPORTUNITY HOLDINGS COMPANY LIMITED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HONG KONG"
1941948,"DOING BUSINESS AS, MILLENNIA CAPITAL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","",""
1941948,"FORMERLY KNOWN AS, MILLENNIAL INVESTORS, LLC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","",""
1942423,"DRAPER NEXUS VENTURES","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1944241,"VERTEX VENTURES US","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1944286,"COLLAB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UNITED STATES"
