"FilingID","ReferenceID","Name of Adviser","SEC File Number","CRD Number"
1992888,487501,"FUNDROCK LIS S.A","802-112352",291156
1992888,487499,"FUNDROCK LIS S.A","802-112352",291156
1992888,487528,"FUNDROCK LIS S.A","802-112352",291156
1992888,487533,"FUNDROCK LIS S.A","802-112352",291156
1992888,487531,"FUNDROCK LIS S.A","802-112352",291156
1992888,487527,"FUNDROCK LIS S.A","802-112352",291156
1992888,487500,"FUNDROCK LIS S.A","802-112352",291156
1992888,487498,"FUNDROCK LIS S.A","802-112352",291156
1992888,487502,"FUNDROCK LIS S.A","802-112352",291156
1992888,487522,"FUNDROCK LIS S.A","802-112352",291156
1992888,487497,"FUNDROCK LIS S.A","802-112352",291156
1995469,35800,"BRAZIL REAL ESTATE OPPORTUNITIES MANAGER II LTD.","",
1995469,35784,"BRAZIL REAL ESTATE OPPORTUNITIES MANAGER II LTD.","",
1995469,35790,"BRAZIL REAL ESTATE OPPORTUNITIES MANAGER II LTD.","",
1995469,35767,"BRAZIL REAL ESTATE OPPORTUNITIES MANAGER II LTD.","",
1995469,35779,"BRAZIL REAL ESTATE OPPORTUNITIES MANAGER II LTD.","",
1995469,35791,"BRAZIL REAL ESTATE OPPORTUNITIES MANAGER II LTD.","",
1998813,286309,"BLACKROCK FINANCIAL MANAGEMENT, INC","801-48433",107105
1991820,308625,"DAVY GLOBAL FUND MANAGEMENT","",
1991820,308626,"DAVY GLOBAL FUND MANAGEMENT","",
1986529,370534,"ONE FUND MANAGEMENT S.A.","802-132545",335382
1995737,195082,"VISTRA FUND MANAGEMENT S.A.","",
1995737,195079,"VISTRA FUND MANAGEMENT S.A.","",
1992935,268597,"ALTIO CAPITAL LTD.","",
1996642,310462,"PIVOTAL BIOVENTURE PARTNERS FUND II G.P., LTD","",
1996642,184830,"PIVOTAL BIOVENTURE PARTNERS FUND I G.P., L.P.","",
1995661,488206,"ONE FUND MANAGEMENT S.A.","802-132545",335382
2000237,479921,"CEDAR TREE ADVISORS LLC, A FLORIDA LIMITED LIABILITY COMPANY","",
2000237,479925,"BRIDGESPAN EB SUBADVISOR LLC, A DELAWARE LIMITED LIABILITY COMPANY","",
1989398,486301,"NSVM LLC","",
1989398,486303,"NSVM LLC","",
1995646,285697,"DWS INVESTMENT S.A.","802-115197",300838
1997570,211448,"ESD MANAGEMENT VI LLC","",
1997570,65759,"ESD MANAGEMENT V LLC","",
1997570,363805,"BSD ADVISORS LLC","",
1997778,265967,"SSVL (MONACO) S.A.M.","802-114049",298210
1992433,488525,"MACQUARIE INFRASTRUCTURE AND REAL ASSETS (EUROPE) LIMITED","802-76319",163161
1992433,269824,"MACQUARIE INFRASTRUCTURE AND REAL ASSETS (EUROPE) LIMITED","802-76319",163161
1992433,364867,"MACQUARIE INFRASTRUCTURE AND REAL ASSETS (EUROPE) LIMITED","802-76319",163161
1992433,364896,"MACQUARIE INFRASTRUCTURE AND REAL ASSETS (EUROPE) LIMITED","802-76319",163161
1992433,310581,"MACQUARIE INFRASTRUCTURE AND REAL ASSETS (EUROPE) LIMITED","802-76319",163161
1992433,364895,"MACQUARIE INFRASTRUCTURE AND REAL ASSETS (EUROPE) LIMITED","802-76319",163161
1992433,310570,"MACQUARIE INFRASTRUCTURE AND REAL ASSETS (EUROPE) LIMITED","802-76319",163161
1992433,364887,"MACQUARIE INFRASTRUCTURE AND REAL ASSETS (EUROPE) LIMITED","802-76319",163161
1992433,205538,"MACQUARIE INFRASTRUCTURE AND REAL ASSETS (EUROPE) LIMITED","802-76319",163161
1992433,310582,"MACQUARIE INFRASTRUCTURE AND REAL ASSETS (EUROPE) LIMITED","802-76319",163161
1992433,364884,"MACQUARIE INFRASTRUCTURE AND REAL ASSETS (EUROPE) LIMITED","802-76319",163161
1992433,422009,"MACQUARIE INFRASTRUCTURE AND REAL ASSETS (EUROPE) LIMITED","802-76319",163161
1992433,422010,"MACQUARIE INFRASTRUCTURE AND REAL ASSETS (EUROPE) LIMITED","802-76319",163161
1992433,488520,"MACQUARIE INFRASTRUCTURE AND REAL ASSETS (EUROPE) LIMITED","802-76319",163161
1999925,364296,"CARNE GLOBAL FUND MANAGERS (LUXEMBOURG) S.A.","802-121583",304919
1999925,488556,"FUNDROCK MANAGEMENT COMPANY S.A.","802-124778",317357
1991766,420555,"RS FUND MANAGER, LP","802-119373",310312
1991766,420557,"RS FUND MANAGER, LP","802-119373",310312
1991766,245574,"RS FUND MANAGER, LP","802-119373",310312
1991766,364192,"RS FUND MANAGER, LP","802-119373",310312
1991766,268596,"RS FUND MANAGER, LP","802-119373",310312
1991766,420556,"RS FUND MANAGER, LP","802-119373",310312
1995054,315161,"IQEQ FUND MANAGEMENT (LUXEMBOURG) S.A.","802-122482",316554
