"FilingID","ReferenceID","SubreferenceID","Foreign Regulatory Authority"
1913446,433061,149723,"Cayman Islands - Cayman Islands Monetary Authority"
1913446,233889,131147,"Ireland -  Central Bank of Ireland"
1913446,233890,131151,"Ireland -  Central Bank of Ireland"
1913446,191234,121052,"Ireland -  Central Bank of Ireland"
1913446,68253,116856,"Cayman Islands - Cayman Islands Monetary Authority"
1913446,57538,11557,"Cayman Islands - Cayman Islands Monetary Authority"
1913446,18142,3576,"Cayman Islands - Cayman Islands Monetary Authority"
1913446,246665,133053,"Cayman Islands - Cayman Islands Monetary Authority"
1913446,254185,134294,"Cayman Islands - Cayman Islands Monetary Authority"
1913446,246672,133056,"Cayman Islands - Cayman Islands Monetary Authority"
1913446,58995,11910,"Cayman Islands - Cayman Islands Monetary Authority"
1913446,313824,141886,"Cayman Islands - Cayman Islands Monetary Authority"
1913446,311544,141437,"Cayman Islands - Cayman Islands Monetary Authority"
1913446,311549,141445,"Cayman Islands - Cayman Islands Monetary Authority"
1913446,311548,141442,"Cayman Islands - Cayman Islands Monetary Authority"
1913446,233889,131146,"Ireland -  Central Bank of Ireland"
1913446,254289,136366,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1913446,233890,131152,"Ireland -  Central Bank of Ireland"
1913446,169794,116465,"Cayman Islands - Cayman Islands Monetary Authority"
1913446,246677,133059,"Cayman Islands - Cayman Islands Monetary Authority"
1913446,422643,147193,"Cayman Islands - Cayman Islands Monetary Authority"
1913669,273733,136590,"Cayman Islands - Cayman Islands Monetary Authority"
1913669,422297,147164,"Cayman Islands - Cayman Islands Monetary Authority"
1913669,274210,136595,"Cayman Islands - Cayman Islands Monetary Authority"
1913699,6574,1884,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1913699,6588,1885,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1915835,368431,150215,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1915835,435308,150194,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1915835,197034,142060,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1915835,50676,137184,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1915835,280786,137187,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1915835,50884,137185,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1915835,215953,137186,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1915835,368432,144918,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1918930,10589,2510,"Cayman Islands - Cayman Islands Monetary Authority"
1918930,10774,2540,"Cayman Islands - Cayman Islands Monetary Authority"
1918930,10798,2544,"Cayman Islands - Cayman Islands Monetary Authority"
1918930,10774,2540,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1918930,10589,2510,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1918457,435279,150224,"Cayman Islands - Cayman Islands Monetary Authority"
1918457,435280,150222,"Singapore - Monetary Authority of Singapore"
1918457,212231,125809,"Singapore - Monetary Authority of Singapore"
1918457,235044,131309,"Cayman Islands - Cayman Islands Monetary Authority"
1918457,212231,125809,"Canada - Ontario Securities Commission"
1918457,69642,14345,"Canada - Ontario Securities Commission"
1918457,213878,131308,"Mexico - National Commission for Banking and Securities"
1918457,184649,119873,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1918457,184649,119873,"United Kingdom - Financial Conduct Authority"
1918457,184649,119873,"Finland - Financial Supervision Authority"
1918457,184649,119873,"Germany - German Federal Financial Supervisory Agency"
1918457,213878,127274,"Mexico - National Commission for Banking and Securities"
1918457,368873,144990,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1918457,69642,14345,"Cayman Islands - Cayman Islands Monetary Authority"
1918457,168583,116063,"Cayman Islands - Cayman Islands Monetary Authority"
1918457,30411,5574,"Cayman Islands - Cayman Islands Monetary Authority"
1918457,60907,12320,"Cayman Islands - Cayman Islands Monetary Authority"
1918457,171076,119869,"Cayman Islands - Cayman Islands Monetary Authority"
1918457,314834,142118,"Mexico - National Commission for Banking and Securities"
1918457,212231,125809,"Cayman Islands - Cayman Islands Monetary Authority"
