FilingID,Initial SEC Registration Request,Annual Updating Amendment for Registered Adviser,Other-Than Anual Amendment For Registered Adviser,Initial State Registration Request,Initial SEC ERA Report,Annual Updating Amendment ERA Report,Other-Than Annual Amendment ERA Report,Initial State ERA Report,Final State ERA Report, Final SEC ERA Report,Annual Updating Amendment Fiscal Year
1919772,"Y","","","","","","","","","",
1919968,"Y","","","","","","","","","",
1922667,"","","Y","","","","","","","",
1923255,"","","","","","Y","","","","",2024
1924454,"","","Y","","","","","","","",
1925289,"","Y","","","","","","","","",2024
1925719,"","","Y","","","","","","","",
1925780,"Y","","","","","","","","","",
1926459,"","","","","Y","","","Y","","",
1930368,"","Y","","","","","","","","",2024
1930753,"","Y","","","","","","","","",2024
1931142,"","Y","","","","","","","","",2024
1932084,"","Y","","","","","","","","",2024
1932093,"","","Y","","","","","","","",
1933124,"","","","","Y","","","","","",
1933232,"","Y","","","","","","","","",2024
1933520,"","","","","Y","","","","","",
1933610,"","","","","","Y","","","","",2024
1933827,"","","","","","Y","","","","",2024
1934162,"","Y","","","","","","","","",2024
1934167,"Y","","","","","","","","","",
1934514,"","Y","","","","","","","","",2024
1934663,"","Y","","","","","","","","",2024
1935735,"","","Y","","","","","","","",
1935822,"","","","","Y","","","Y","","",
1936118,"","","","","","Y","","","","",2024
1936336,"","Y","","","","","","","","",2024
1936676,"","","Y","","","","","","","",
1936690,"","","","","Y","","","","","",
1936813,"","","","","Y","","","","","",
1936912,"","","","","Y","","","","","",
1937490,"","","","","","Y","","","","",2024
1937517,"Y","","","","","","","","","",
1937735,"","","","","","Y","","","","",2024
1937828,"","","","","","","Y","","","",
1937888,"","Y","","","","","","","","",2024
1938433,"","","","","","","","","","Y",
1939058,"","","","","Y","","","","","",
1939073,"Y","","","","","","","","","",
1939292,"","","","","","Y","","","","",2024
1940162,"","","","","","","Y","","","",
1940854,"Y","","","","","","","","","",
1941888,"","","","","Y","","","","","",
1941915,"","","","","Y","","","","","",
1941955,"","","Y","","","","","","","",
1942097,"","","Y","","","","","","","",
1942116,"","Y","","","","","","","","",2024
1942127,"","","","","","","Y","","","",
1942812,"","","","","","Y","","","","",2024
1942977,"Y","","","","","","","","","Y",
