"FilingID","ReferenceID","Name of Adviser","SEC File Number","CRD Number"
2002998,233641,"TFG ASSET MANAGEMENT L.P.","801-74150",156040
2002998,65088,"NEW YORK LIFE INVESTMENT MANAGEMENT LLC","801-57396",109591
2002998,189462,"TFG ASSET MANAGEMENT L.P.","801-74150",156040
2002998,200936,"TFG ASSET MANAGEMENT L.P.","801-74150",156040
2000484,368589,"STEELPEAK WEALTH, LLC","801-77132",165168
2001376,310182,"EISLER CAPITAL (UK) LTD.","802-110716",282988
2000826,289865,"FUNDROCK LIS S.A","802-112352",291156
2000826,237585,"FUNDROCK LIS S.A","802-112352",291156
2000826,169842,"FUNDROCK LIS S.A","802-112352",291156
2000826,237578,"FUNDROCK LIS S.A","802-112352",291156
2000826,169843,"FUNDROCK LIS S.A","802-112352",291156
2000826,217676,"FUNDROCK LIS S.A","802-112352",291156
2000826,217679,"FUNDROCK LIS S.A","802-112352",291156
2000826,217651,"FUNDROCK LIS S.A","802-112352",291156
2000826,68570,"FUNDROCK LIS S.A","802-112352",291156
2000826,69867,"FUNDROCK LIS S.A","802-112352",291156
2000826,185067,"FUNDROCK LIS S.A","802-112352",291156
2000826,289822,"FUNDROCK LIS S.A","802-112352",291156
2000826,289889,"FUNDROCK LIS S.A","802-112352",291156
2000826,289799,"FUNDROCK LIS S.A","802-112352",291156
2000826,289759,"FUNDROCK LIS S.A","802-112352",291156
2000826,379305,"FUNDROCK LIS S.A","802-112352",291156
2002724,178060,"MIRABELLA MALTA LIMITED","",
2002318,438508,"COLLER CAPITAL","",
2002181,192939,"PAMPLONA PE INVESTMENTS MALTA LIMITED","802-112476",274029
2002181,293087,"PAMPLONA PE INVESTMENTS MALTA LIMITED","802-112476",274029
2002181,192940,"PAMPLONA PE INVESTMENTS MALTA LIMITED","802-112476",274029
2002181,228556,"PAMPLONA PE INVESTMENTS MALTA LIMITED","802-112476",274029
2003275,438508,"COLLER CAPITAL","",
2002814,45205,"DBRE GLOBAL REAL ESTATE MANAGEMENT 1B, LTD","",
2004473,484013,"GRIDLINE","",317336
2004473,484000,"GRIDLINE","",317336
1994809,372845,"DIGITAL TRANSFORMATION CAPITAL PARTNERS LUXEMBOURG S.À R.L.","",
1994809,230484,"DEUTSCHE TELEKOM CAPITAL PARTNERS MANAGEMENT GMBH","",
1994809,206487,"DEUTSCHE TELEKOM CAPITAL PARTNERS MANAGEMENT GMBH","",
1994809,206488,"DEUTSCHE TELEKOM CAPITAL PARTNERS MANAGEMENT GMBH","",
1994809,206489,"DEUTSCHE TELEKOM CAPITAL PARTNERS MANAGEMENT GMBH","",
1994809,487540,"DIGITAL TRANSFORMATION CAPITAL PARTNERS LUXEMBOURG S.À R.L. -  -","",
2005300,476291,"BLACKSTONE EUROPE FUND MANAGEMENT S.A.R.L.","802-111949",290012
2005300,231876,"BLACKSTONE EUROPE FUND MANAGEMENT S.A.R.L.","802-111949",290012
2006458,364502,"OCTOPUS ENERGY  AIF MANAGEMENT LTD.","",
2006458,422978,"OCTOPUS ENERGY AIF MANAGEMENT LTD.","",
2006458,422977,"OCTOPUS ENERGY AIF MANAGEMENT LTD","",
2007047,362717,"SALI FUND SERVICES","801-61702",124235
2007047,246179,"SALI FUND SERVICES","801-61702",124235
2007047,246178,"SALI FUND SERVICES","801-61702",124235
1976475,28225,"UBS ASSET MANAGEMENT (AMERICAS) LLC","801-34910",106838
1976475,28231,"UBS ASSET MANAGEMENT (AMERICAS) LLC","801-34910",106838
1976475,28247,"UBS ASSET MANAGEMENT (AMERICAS) LLC","801-34910",106838
1976475,28235,"UBS ASSET MANAGEMENT (AMERICAS) LLC","801-34910",106838
1976475,28259,"UBS ASSET MANAGEMENT (AMERICAS) LLC","801-34910",106838
1976475,28220,"UBS ASSET MANAGEMENT (AMERICAS) LLC","801-34910",106838
1976475,28241,"UBS ASSET MANAGEMENT (AMERICAS) LLC","801-34910",106838
1976475,28465,"UBS ASSET MANAGEMENT (AMERICAS) LLC","801-34910",106838
1976475,28221,"UBS ASSET MANAGEMENT (AMERICAS) LLC","801-34910",106838
1976475,28223,"UBS ASSET MANAGEMENT (AMERICAS) LLC","801-34910",106838
2001122,170746,"ALLSPRING GLOBAL INVESTMENTS, LLC","801-21122",104973
2001122,252447,"ALLSPRING GLOBAL INVESTMENTS, LLC","801-21122",104973
2005526,355512,"JPMORGAN ASSET MANAGEMENT (EUROPE) S.A.R.L.","802-116868",304190
2005526,298616,"JPMORGAN ASSET MANAGEMENT (EUROPE) S.A.R.L.","802-116868",304190
2005526,376376,"JPMORGAN ASSET MANAGEMENT (EUROPE) S.A.R.L.","802-116868",304190
2005526,477762,"JPMORGAN ASSET MANAGEMENT (EUROPE) S.A.R.L.","802-116868",304190
2006769,216340,"AIC MANAGEMENT COMPANY LLC","",
2006769,250909,"AIC MANAGEMENT COMPANY LLC","",
2006769,216339,"AIC MANAGEMENT COMPANY LLC","",
2006769,216341,"AIC MANAGEMENT COMPANY LLC","",
2006769,229785,"RPR MANAGEMENT LLC","",
2006769,216438,"AIC MANAGEMENT COMPANY LLC","",
2006769,250905,"BLACKROCK CAPITAL INVESTMENT ADVISORS, LLC","801-112118",290336
2006833,355613,"BLACKROCK CAPITAL INVESTMENT ADVISORS, LLC","801-112118",290336
2006833,216334,"AIC MANAGEMENT COMPANY LLC","",
2003491,488774,"T. ROWE PRICE ASSOCIATES, INC.","801-856",105496
2006781,476766,"GULLANE CAPITAL, LLC","801-121629",313464
2006894,482662,"MSIM FUND MANAGEMENT (IRELAND) LIMITED","",
2000635,438508,"COLLER CAPITAL","",
2001222,216535,"MUFG LUX MANAGEMENT COMPANY S.A.","",
