"FilingID","ReferenceID","Name of Auditing Firm","City","State","Country","Independent","PCAOB Registered","PCAOB Number","PCAOB Inspected"
1946806,311560,"EISNERAMPER LLP","SAN FRANCISCO","California","United States","Y","Y",274,"Y"
1952775,237587,"DELOITTE TOUCHE TOHMATSU CERTIFIED PUBLIC ACCOUNTANTS LLP","SHANGHAI","","China","Y","Y",1113,"Y"
1952775,251077,"DELOITTE TOUCHE TOHMATSU CERTIFIED PUBLIC ACCOUNTANTS LLP","SHANGHAI","","China","Y","Y",1113,"Y"
1930755,170370,"KPMG LLP","REGINA","","Canada","Y","Y",85,"Y"
1930755,214027,"KPMG LLP","REGINA","","Canada","Y","Y",85,"Y"
1930755,316638,"KPMG LLP","REGINA","","Canada","Y","Y",85,"Y"
1945703,368940,"LBMC, PC","BRENTWOOD","Tennessee","United States","Y","Y",450,"Y"
1951018,211060,"RAINES & FISCHER LLP","NEW YORK","New York","United States","Y","Y",3760,"Y"
1951018,211061,"RAINES & FISCHER LLP","NEW YORK","New York","United States","Y","Y",3760,"Y"
1934508,280817,"KPMG LIMITED","NICOSIA","","Cyprus","Y","N",,""
1934508,280806,"KPMG LIMITED","NICOSIA","","Cyprus","Y","N",,""
1934508,280842,"DELOITTE LTD","NICOSIA","","Cyprus","Y","N",,""
1934508,280837,"MARKOS DRAKOS & CO. LTD","NICOSIA","","Cyprus","N","N",,""
1934508,280593,"MARKOS DRAKOS & CO. LTD","NICOSIA","","Cyprus","N","N",,""
1934508,280844,"MARKOS DRAKOS & CO. LTD","NICOSIA","","Cyprus","N","N",,""
1934508,280794,"KPMG LIMITED","NICOSIA","","Cyprus","Y","N",,""
1934508,280839,"KPMG LIMITED","NICOSIA","","Cyprus","Y","N",,""
1934508,315430,"KPMG LIMITED","NICOSIA","","Cyprus","Y","N",,""
1934508,315431,"KPMG LIMITED","NICOSIA","","Cyprus","Y","N",,""
1934508,280831,"MARKOS DRAKOS & CO. LTD","NICOSIA","","Cyprus","N","N",,""
1934508,280596,"KPMG LIMITED","NICOSIA","","Cyprus","Y","N",,""
1934508,280796,"KPMG LIMITED","NICOSIA","","Cyprus","Y","N",,""
1934508,280838,"MARKOS DRAKOS & CO. LTD","NICOSIA","","Cyprus","N","N",,""
1934508,280822,"KPMG LIMITED","NICOSIA","","Cyprus","Y","N",,""
1934508,315428,"KPMG LIMITED","NICOSIA","","Cyprus","Y","N",,""
1934508,369409,"MARKOS DRAKOS & CO. LTD","NICOSIA","","Cyprus","N","N",,""
1934508,315433,"KPMG LIMITED","NICOSIA","","Cyprus","Y","N",,""
1934508,437155,"KPMG LIMITED","NICOSIA","","Cyprus","Y","N",,""
1934508,437156,"KPMG LTD","NICOSIA","","Cyprus","Y","N",,""
1934508,437157,"MARKOS DRAKOS & CO. LTD","NICOSIA","","Cyprus","N","N",,""
1940016,367878,"ERNST & YOUNG LTD.","GRAND CAYMAN","","Cayman Islands","Y","Y",1655,"Y"
