"FilingID","ReferenceID","Legal Name","Business Name","SEC Number or Other","CRD Number","Type","5a","5b","5c","5d","5e","5f","5g","5h","5i","5j","5k","5l","5m","5n","5o","5p","Control/Controlled","Common Control","Custodian","Exam Exempt","Street 1","Street 2","City","State","Country","Postal Code","Private Residence","IA Exempt","Exemption","Foreign Registered","Share Persons","Share Location"
1988556,226668,"EM-ES FUND MANAGEMENT LTD.","EM-ES FUND MANAGEMENT LTD.","",,"","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","Y","Y","N","","","","","","","","N","Y","EXEMPT REPORTING ADVISOR (ERA)","N","N","N"
1992529,113985,"CHRYSALIX ENERGY MANAGEMENT III US LLP","CHRYSALIX ENERGY MANAGEMENT III US LLP","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","Y","SECTION 230(L) VENTURE CAPITAL FUND EXEMPTION","N","Y","N"
1992529,113984,"CHRYSALIX ENERGY MANAGEMENT II US LLP","CHRYSALIX ENERGY MANAGEMENT II US LLP","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","Y","SECTION 230(L) VENTURE CAPITAL FUND EXEMPTION","N","Y","N"
1992567,250839,"BARINGS AUSTRALIA PTY LTD","BARINGS AUSTRALIA PTY LTD","802-80559",169697,"","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","","","","","","","","N","Y","EXEMPT REPORTING ADVISER - SECTION 203(M) OF THE INVESTMENT ADVISERS ACT","Y","N","N"
1992567,250842,"BARINGS (U.K.) LIMITED","BARINGS (U.K.) LIMITED","802-75339",158277,"","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","Y","EXEMPT REPORTING ADVISER - SECTION 203(M) OF THE INVESTMENT ADVISERS ACT","Y","Y","Y"
1992567,250836,"MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY","MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY","",,"","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","Y","N","","","","","","","","N","N","","Y","N","N"
1992567,250845,"BARING ASSET MANAGEMENT (KOREA) LIMITED","BARING ASSET MANAGEMENT (KOREA) LIMITED","",,"","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","Y","FOREIGN PRIVATE ADVISER EXEMPTION - SECTION 203(B)(3) OF THE INVESTMENT ADVISERS ACT","Y","N","N"
1992567,250835,"BARINGS LLC","BARINGS LLC","801-241",106006,"","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","Y","Y","Y","Y","N","","","","","","","","N","N","","Y","Y","N"
1992567,370376,"GRYPHON CAPITAL INVESTMENTS PTY LTD","GRYPHON CAPITAL INVESTMENTS PTY LTD","",,"","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","N","","N","N","N"
1992567,392544,"MASSMUTUAL ASCEND LIFE INSURANCE COMPANY","MASSMUTUAL ASCEND LIFE INSURANCE COMPANY","",,"","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","","","","","","","","N","","","N","N","N"
