"FilingID","ReferenceID","Legal Name","Business Name","SEC Number or Other","CRD Number","Type","5a","5b","5c","5d","5e","5f","5g","5h","5i","5j","5k","5l","5m","5n","5o","5p","Control/Controlled","Common Control","Custodian","Exam Exempt","Street 1","Street 2","City","State","Country","Postal Code","Private Residence","IA Exempt","Exemption","Foreign Registered","Share Persons","Share Location"
1980356,377022,"FUNDERBEAM MARKETS LIMITED","FUNDERBEAM MARKETS LIMITED","",,"","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","","","","","","","","N","Y","FOREIGN","Y","N","N"
1980356,377363,"FUNDERBEAM MARKETS PTE. LTD.","FUNDERBEAM MARKETS PTE. LTD.","",,"","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","","","","","","","","N","Y","FOREIGN","Y","N","N"
1980356,377362,"FUNDERBEAM MARKETS AS","FUNDERBEAM MARKETS AS","",,"","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","","","","","","","","N","Y","FOREIGN","Y","N","N"
1976606,323016,"ILA CAPITAL CREDIT ICAV","ILA CAPITAL CREDIT ICAV","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","Y","Y","N"
1976801,352629,"AMR ACTION FUND GP, S.A.R.L.","AMR ACTION FUND GP, S.A.R.L.","",,"","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","Y","N","","","","","","","","N","Y","AMR ACTION FUND GP, S.A.R.L., IS EXEMPT FROM REGISTRATION UNDER RULE 203(L)-1 AS AN ADVISOR SOLELY TO A VENTURE CAPITAL FUND","Y","Y","N"
1976801,373806,"AMR ACTION FUND GP GMBH","AMR ACTION FUND GP GMBH","802-132677",335963,"","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","","","","","","","","N","Y","AMR ACTION FUND GP GMBH IS EXEMPT FROM REGISTRATION UNDER RULE 203(L)-1 AS AN ADVISER SOLELY TO A VENTURE CAPITAL FUND","N","Y","Y"
1968133,114745,"BSP MANAGEMENT PARTNERS LLC","BSP MANAGEMENT PARTNERS LLC","",,"","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","Y","Y","N","","","","","","","","N","","","N","Y","N"
1978850,244763,"GALEN PARTNERS VI, L.L.C.","GALEN PARTNERS VI, L.L.C.","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1978850,283130,"GALEN EVOLVE SPV MANAGER LLC","GALEN EVOLVE SPV MANAGER LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1978850,283132,"GALEN PARTNERS VI ANNEX FUND GP, LLC","GALEN PARTNERS VI ANNEX FUND GP, LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1978850,230910,"GALEN CDX SPV MANAGER LLC","GALEN CDX SPV MANAGER LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1971671,333630,"VEREF I MANAGAMENT SARL","VEREF I MANAGAMENT SARL","",,"","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","N","","Y","Y","N"
1971671,333530,"VEREF II GP SARL","VEREF II GP SARL","",,"","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","Y","Y","N","","","","","","","","N","N","","N","Y","N"
1971671,364028,"VEREF MANHATTAN RECAP GP SARL","VEREF MANHATTAN RECAP GP SARL","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","Y","N","","","","","","","","N","N","","N","Y","N"
1979092,373120,"ASIA RESEARCH & CAPITAL MANAGEMENT (DIFC) LIMITED","ASIA RESEARCH & CAPITAL MANAGEMENT (DIFC) LIMITED","802-128684",327838,"","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","","","","","","","","N","Y","EXEMPTION UNDER RULE 203(M)-1","Y","Y","N"
1963921,332577,"TOWNSHEND VENTURE ADVISORS, LLP","TOWNSHEND VENTURE ADVISORS","",,"","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","Y","N","","","","","","","","N","","","N","N","N"
1979523,335444,"CITTA GP, LLC","CITTA GP, LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1965727,394170,"OI GP III, LLC","OI GP III, LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1965727,394166,"OI GP I, LLC","OI GP I, LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1965727,394169,"OI GP II, LLC","OI GP II, LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1965727,394176,"ONWARD INVESTORS SERIES C, LLC","ONWARD INVESTORS SERIES C, LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","Y","N","","","","","","","","N","","","N","Y","Y"
1966890,369524,"CATALYST PARTNERS RESILIENCE I, L.P.","CATALYST PARTNERS RESILIENCE I, L.P.","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","Y","ABA NO-ACTION LETTER (DEC. 8, 2005)","N","Y","Y"
1949383,253396,"GENOA VENTURES GP I, LLC","GENOA VENTURES GP I, LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","Y","N","","","","","","","","N","Y","SECTION 203(L) OF THE INVESTMENT ADVISERS ACT OF 1940, AS AMENDED","N","Y","Y"
