"FilingID","Country/Authority"
1930755,"Canada - Alberta Securities Commission"
1930755,"Canada - Saskatchewan Financial Services Commission"
1930755,"Canada - British Columbia Securities Commission"
1930755,"Canada - Manitoba Securities Commission"
1930755,"Canada - Ontario Securities Commission"
1934508,"Cyprus, Republic of - Cyprus Securities and Exchange Commission"
1936191,"Bermuda - Bermuda Monetary Authority"
1947644,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1954684,"Hong Kong - Securities and Futures Commission"
1927299,"Hong Kong - Securities and Futures Commission"
1945033,"Hong Kong - Securities and Futures Commission"
1960471,"Cayman Islands - Cayman Islands Monetary Authority"
1939487,"France - Financial Markets Authority"
1957059,"Italy - National Stock Exchange Commission"
1957059,"Other: BANK OF ITALY"
1952608,"Singapore - Monetary Authority of Singapore"
1949951,"Spain - National Commission of Securities Markets"
1945018,"Hong Kong - Securities and Futures Commission"
1942395,"Dubai - Dubai Financial Services Authority"
1944658,"Cayman Islands - Cayman Islands Monetary Authority"
1961687,"Singapore - Monetary Authority of Singapore"
1936531,"Brazil - Securities and Exchange Commission"
1961693,"France - Financial Markets Authority"
1949851,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1941369,"Jersey - Jersey Financial Services Commission"
1949736,"Singapore - Monetary Authority of Singapore"
1941532,"United Kingdom - Financial Conduct Authority"
1913975,"Denmark - Danish Financial Supervisory Authority"
1949975,"United Kingdom - Financial Conduct Authority"
1939416,"France - Financial Markets Authority"
1949206,"United Kingdom - Financial Conduct Authority"
1941138,"United Kingdom - Financial Conduct Authority"
1946685,"Germany - German Federal Financial Supervisory Agency"
1944520,"United Kingdom - Financial Conduct Authority"
1939717,"Hong Kong - Securities and Futures Commission"
1950277,"Mauritius, Republic of - Financial Services Commission"
1949928,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1949278,"Other: CAYMAN ISLANDS MONETARY AUTHORITY"
1945844,"Sweden - Swedish Financial Supervisory Authority"
1939139,"Mauritius, Republic of - Financial Services Commission"
1939277,"Jersey - Jersey Financial Services Commission"
1946715,"Other: MONACO - COMMISSION DE CONTRÔLE DES ACTIVITÉS FINANCIERES"
1937823,"Sweden - Swedish Financial Supervisory Authority"
1950600,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1941982,"Cayman Islands - Cayman Islands Monetary Authority"
1950898,"Dubai - Dubai Financial Services Authority"
1952748,"Mauritius, Republic of - Financial Services Commission"
1938885,"Hong Kong - Securities and Futures Commission"
1938885,"Cayman Islands - Cayman Islands Monetary Authority"
1942791,"Hong Kong - Securities and Futures Commission"
1950957,"Switzerland - Swiss Financial Market Supervisory Authority"
1942361,"Hong Kong - Securities and Futures Commission"
1952015,"United Kingdom - Financial Conduct Authority"
1945212,"United Kingdom - Financial Conduct Authority"
1948815,"Germany - German Federal Financial Supervisory Agency"
1950581,"Singapore - Monetary Authority of Singapore"
1958138,"Denmark - Danish Financial Supervisory Authority"
1958148,"Cayman Islands - Cayman Islands Monetary Authority"
1947509,"Singapore - Monetary Authority of Singapore"
1936105,"United Kingdom - Financial Conduct Authority"
1957034,"Mauritius, Republic of - Financial Services Commission"
1947224,"Brazil - Securities and Exchange Commission"
1955636,"France - Financial Markets Authority"
1952843,"France - Financial Markets Authority"
1955676,"Canada - British Columbia Securities Commission"
1955676,"Canada - Alberta Securities Commission"
1955676,"Canada - Manitoba Securities Commission"
1955676,"Canada - New Brunswick Securities Commission"
1955676,"Canada - Ontario Securities Commission"
1955676,"Canada - Nova Scotia Securities Commission"
1955676,"Cayman Islands - Cayman Islands Monetary Authority"
1955676,"Canada - Quebec, Financial Markets Authority"
1955676,"Canada - Saskatchewan Financial Services Commission"
1949024,"United Kingdom - Financial Conduct Authority"
1927866,"Hong Kong - Securities and Futures Commission"
1953589,"Hong Kong - Securities and Futures Commission"
1953560,"Hong Kong - Securities and Futures Commission"
1951629,"United Kingdom - Financial Conduct Authority"
1941479,"France - Financial Markets Authority"
1950229,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1952549,"United Kingdom - Financial Conduct Authority"
1943674,"Cayman Islands - Cayman Islands Monetary Authority"
1950594,"Hong Kong - Securities and Futures Commission"
1936536,"France - Financial Markets Authority"
1938547,"Dubai - Dubai Financial Services Authority"
1948947,"Hong Kong - Securities and Futures Commission"
1951573,"Hong Kong - Securities and Futures Commission"
1947545,"Hong Kong - Securities and Futures Commission"
1942793,"Hong Kong - Securities and Futures Commission"
1945034,"Germany - German Federal Financial Supervisory Agency"
1949689,"Hong Kong - Securities and Futures Commission"
1944216,"Brazil - Securities and Exchange Commission"
1941314,"Hong Kong - Securities and Futures Commission"
1951618,"Ireland -  Central Bank of Ireland"
1951618,"Other: THE FINANCIAL SUPERVISORY AUTHORITY OF NORWAY"
1945782,"United Kingdom - Financial Conduct Authority"
1925162,"United Kingdom - Financial Conduct Authority"
1946523,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1942421,"China, People's Republic of - China Securities Regulatory Commission "
1942421,"Hong Kong - Securities and Futures Commission"
1940383,"Singapore - Monetary Authority of Singapore"
1946649,"Singapore - Monetary Authority of Singapore"
1948778,"United Kingdom - Financial Conduct Authority"
1945220,"United Kingdom - Financial Conduct Authority"
1950998,"Sweden - Swedish Financial Supervisory Authority"
1930040,"United Kingdom - Financial Conduct Authority"
1950219,"Mexico - National Commission for Banking and Securities"
1938534,"United Kingdom - Financial Conduct Authority"
1938534,"Switzerland - Swiss Financial Market Supervisory Authority"
1940141,"Brazil - Securities and Exchange Commission"
1940141,"Other: ANBIMA - ASSOCIAÇÃO BRASILEIRA DAS ENTIDADES DOS MERCADOS FINANCEIRO E DE CAPITAIS"
1946768,"United Kingdom - Financial Conduct Authority"
1952192,"Australia - Australian Securities and Investments Commission"
1953069,"Hong Kong - Securities and Futures Commission"
1945807,"Hong Kong - Securities and Futures Commission"
1951054,"Finland - Financial Supervision Authority"
1952786,"Cayman Islands - Cayman Islands Monetary Authority"
1951129,"United Kingdom - Financial Conduct Authority"
1941109,"Jersey - Jersey Financial Services Commission"
1953608,"Hong Kong - Securities and Futures Commission"
1953558,"Singapore - Monetary Authority of Singapore"
1953558,"India - Securities and Exchange Board of India"
1936022,"Brazil - Securities and Exchange Commission"
1943686,"Other: CHINA - ASSET MANAGEMENT ASSOCIATION OF CHINA"
1953512,"Other: CAYMAN ISLANDS MONETARY AUTHORITY"
1917233,"United Kingdom - Financial Conduct Authority"
1950629,"United Kingdom - Financial Conduct Authority"
1942810,"Jersey - Jersey Financial Services Commission"
1954140,"Cayman Islands - Cayman Islands Monetary Authority"
1949244,"United Kingdom - Financial Conduct Authority"
1948249,"Other: GIBRALTAR FINANCIAL SERVICES COMMISSION"
1955954,"United Kingdom - Financial Conduct Authority"
1960842,"United Kingdom - Financial Conduct Authority"
1949095,"Netherlands - The Netherlands Authority for the Financial Markets"
1949095,"United Kingdom - Financial Conduct Authority"
1956650,"Mauritius, Republic of - Financial Services Commission"
1932788,"Switzerland - Swiss Financial Market Supervisory Authority"
1952098,"United Kingdom - Financial Conduct Authority"
1952098,"Denmark - Danish Financial Supervisory Authority"
1952098,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1952098,"Germany - German Federal Financial Supervisory Agency"
1945102,"Germany - German Federal Financial Supervisory Agency"
1942789,"Hong Kong - Securities and Futures Commission"
1931782,"Germany - German Federal Financial Supervisory Agency"
1943574,"United Kingdom - Financial Conduct Authority"
1946396,"France - Financial Markets Authority"
1953532,"France - Financial Markets Authority"
1945103,"Singapore - Monetary Authority of Singapore"
1947146,"United Kingdom - Financial Conduct Authority"
1947146,"Sweden - Swedish Financial Supervisory Authority"
1947146,"Netherlands - The Netherlands Authority for the Financial Markets"
1960888,"Other: FINANCIAL SUPERVISORY AUTHORITY OF NORWAY (NEW NAME)"
1950704,"United Kingdom - Financial Conduct Authority"
1954831,"Cayman Islands - Cayman Islands Monetary Authority"
1950901,"France - Financial Markets Authority"
1943524,"Mauritius, Republic of - Financial Services Commission"
1943524,"India - Securities and Exchange Board of India"
1943534,"Singapore - Monetary Authority of Singapore"
1943525,"Hong Kong - Securities and Futures Commission"
1940385,"Hong Kong - Securities and Futures Commission"
1959651,"Bermuda - Bermuda Monetary Authority"
1953944,"Canada - Saskatchewan Financial Services Commission"
1953944,"Canada - Alberta Securities Commission"
1953944,"Canada - British Columbia Securities Commission"
1953944,"Canada - Ontario Securities Commission"
1953944,"Canada - Quebec, Financial Markets Authority"
1941312,"Hong Kong - Securities and Futures Commission"
1945386,"United Kingdom - Financial Conduct Authority"
1945386,"Switzerland - Swiss Financial Market Supervisory Authority"
1934566,"Switzerland - Swiss Financial Market Supervisory Authority"
1954670,"Germany - German Federal Financial Supervisory Agency"
1954670,"Singapore - Monetary Authority of Singapore"
1954670,"Hong Kong - Securities and Futures Commission"
1954670,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1954670,"United Kingdom - Financial Conduct Authority"
1953632,"United Arab Emirates - Securities and Commodities Authority"
1951575,"Cayman Islands - Cayman Islands Monetary Authority"
1950739,"Cayman Islands - Cayman Islands Monetary Authority"
1952852,"Hong Kong - Securities and Futures Commission"
1955150,"Mauritius, Republic of - Financial Services Commission"
1955150,"Cayman Islands - Cayman Islands Monetary Authority"
1957122,"United Kingdom - Financial Conduct Authority"
1939176,"Hong Kong - Securities and Futures Commission"
1952749,"United Kingdom - Financial Conduct Authority"
1950056,"United Kingdom - Financial Conduct Authority"
1953562,"Hong Kong - Securities and Futures Commission"
1949686,"Hong Kong - Securities and Futures Commission"
1925781,"United Kingdom - Financial Conduct Authority"
1952574,"United Kingdom - Financial Conduct Authority"
1945037,"United Kingdom - Financial Conduct Authority"
1958177,"United Kingdom - Financial Conduct Authority"
1959462,"United Kingdom - Financial Conduct Authority"
1953561,"Hong Kong - Securities and Futures Commission"
1939938,"Switzerland - Swiss Financial Market Supervisory Authority"
1945814,"Australia - Australian Securities and Investments Commission"
1937143,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1937143,"United Kingdom - Financial Conduct Authority"
1937143,"Singapore - Monetary Authority of Singapore"
1955113,"Ireland -  Central Bank of Ireland"
1957065,"United Kingdom - Financial Conduct Authority"
1949738,"Sweden - Swedish Financial Supervisory Authority"
1950664,"United Kingdom - Financial Conduct Authority"
1963938,"Cayman Islands - Cayman Islands Monetary Authority"
1960515,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1957422,"Hong Kong - Securities and Futures Commission"
1960495,"Hong Kong - Securities and Futures Commission"
1950658,"Hong Kong - Securities and Futures Commission"
1955905,"Singapore - Monetary Authority of Singapore"
1950973,"Hong Kong - Securities and Futures Commission"
1962902,"Hong Kong - Securities and Futures Commission"
1955795,"Hong Kong - Securities and Futures Commission"
1937977,"Other: AMAC"
1957213,"Switzerland - Swiss Financial Market Supervisory Authority"
1934738,"Singapore - Monetary Authority of Singapore"
1954705,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1933221,"United Kingdom - Financial Conduct Authority"
1953574,"Cayman Islands - Cayman Islands Monetary Authority"
1960592,"United Kingdom - Financial Conduct Authority"
1954947,"Switzerland - Swiss Financial Market Supervisory Authority"
1959313,"Hong Kong - Securities and Futures Commission"
1953599,"United Kingdom - Financial Conduct Authority"
1954696,"Guernsey - Guernsey Financial Services Commission"
1957056,"United Kingdom - Financial Conduct Authority"
1961699,"Brazil - Securities and Exchange Commission"
1963928,"Japan - Financial Services Agency"
1933902,"Bermuda - Bermuda Monetary Authority"
1949690,"Hong Kong - Securities and Futures Commission"
1951574,"Cayman Islands - Cayman Islands Monetary Authority"
1948844,"Mauritius, Republic of - Financial Services Commission"
1955512,"France - Financial Markets Authority"
1944574,"Brazil - Securities and Exchange Commission"
1949809,"France - Financial Markets Authority"
1942825,"Cayman Islands - Cayman Islands Monetary Authority"
1942830,"Other: CHINA - ASSET MANAGEMENT ASSOCIATION OF CHINA"
1956294,"South Africa - Financial Services Board"
1962994,"Hong Kong - Securities and Futures Commission"
1956998,"Hong Kong - Securities and Futures Commission"
1952171,"Brazil - Securities and Exchange Commission"
1943727,"United Kingdom - Financial Conduct Authority"
1955187,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1959319,"United Kingdom - Financial Conduct Authority"
1961069,"Canada - Alberta Securities Commission"
1961069,"Canada - British Columbia Securities Commission"
1961069,"Canada - Manitoba Securities Commission"
1961069,"Canada - Nova Scotia Securities Commission"
1961069,"Canada - Ontario Securities Commission"
1961069,"Canada - Quebec, Financial Markets Authority"
1961069,"Canada - Saskatchewan Financial Services Commission"
1945833,"Japan - Financial Services Agency"
1957038,"Cayman Islands - Cayman Islands Monetary Authority"
1955839,"Cayman Islands - Cayman Islands Monetary Authority"
1948972,"Sweden - Swedish Financial Supervisory Authority"
1961828,"United Kingdom - Financial Conduct Authority"
1961967,"France - Financial Markets Authority"
1948590,"Cayman Islands - Cayman Islands Monetary Authority"
1948762,"United Kingdom - Financial Conduct Authority"
1938622,"Sweden - Swedish Financial Supervisory Authority"
1952719,"United Kingdom - Financial Conduct Authority"
1953689,"Switzerland - Swiss Financial Market Supervisory Authority"
1950148,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1958370,"Other: NORWAY- FINANCIAL SUPERVISORY AUTHORITY OF NORWAY"
1938552,"Guernsey - Guernsey Financial Services Commission"
1958157,"United Kingdom - Financial Conduct Authority"
1958319,"United Kingdom - Financial Conduct Authority"
1951647,"United Kingdom - Financial Conduct Authority"
1944335,"France - Financial Markets Authority"
1958309,"Switzerland - Swiss Financial Market Supervisory Authority"
1944259,"Cayman Islands - Cayman Islands Monetary Authority"
1928922,"Switzerland - Swiss Financial Market Supervisory Authority"
1943749,"Mauritius, Republic of - Financial Services Commission"
1950398,"Cayman Islands - Cayman Islands Monetary Authority"
1924133,"Hong Kong - Securities and Futures Commission"
1939174,"Cayman Islands - Cayman Islands Monetary Authority"
1957514,"Sweden - Swedish Financial Supervisory Authority"
1934863,"Brazil - Securities and Exchange Commission"
1950638,"United Kingdom - Financial Conduct Authority"
1942688,"Sweden - Swedish Financial Supervisory Authority"
1949920,"Bermuda - Bermuda Monetary Authority"
1934906,"United Kingdom - Financial Conduct Authority"
1960519,"United Kingdom - Financial Conduct Authority"
1920518,"India - Securities and Exchange Board of India"
1944830,"Cayman Islands - Cayman Islands Monetary Authority"
1952548,"Cayman Islands - Cayman Islands Monetary Authority"
1952760,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1960912,"Switzerland - Swiss Financial Market Supervisory Authority"
1951296,"Mauritius, Republic of - Financial Services Commission"
1951296,"India - Securities and Exchange Board of India"
