"FilingID","ReferenceID","Legal Name of Custodian","Primary Business Name","City","State","Country","Related Person","SEC Number","Legal Entity Identifier"
1980451,218202,"JPMORGAN CHASE BANK, N.A.","JPMORGAN CHASE BANK, N.A.","NEW YORK","New York","United States","N","",
1980451,172658,"JPMORGAN CHASE BANK, N.A.","JPMORGAN CHASE BANK, N.A.","NEW YORK","New York","United States","N","",
1980451,235380,"NORTHERN TRUST INTERNATIONAL BANKING CORPORATION","NORTHERN TRUST","JERSEY CITY","New Jersey","United States","N","",
1980451,235380,"NORTHERN TRUST (GUERNSEY) LIMITED","NORTHERN TRUST (GUERNSEY) LIMITED","GUERNSEY","","Guernsey","N","",
1980451,235381,"NORTHERN TRUST (GUERNSEY) LIMITED","NORTHERN TRUST (GUERNSEY) LIMITED","GUERNSEY","","Guernsey","N","",
1980451,235381,"NORTHERN TRUST INTERNATIONAL BANKING CORPORATION","NORTHERN TRUST","JERSEY CITY","New Jersey","United States","N","",
1980451,201348,"JPMORGAN CHASE BANK, N.A.","JPMORGAN CHASE BANK, N.A.","NEW YORK","New York","United States","N","",
1976391,175779,"GOLDMAN SACHS & CO. LLC","GOLDMAN SACHS & CO. LLC","NEW YORK","New York","United States","N","8-129",
1976391,175779,"CITIZENS BANKS, NA","CITIZENS BANKS, NA","PROVIDENCE","Rhode Island","United States","N","",
1976391,175779,"MORGAN STANLEY & CO. LLC","MORGAN STANLEY & CO. LLC","NEW YORK","New York","United States","N","8-15869",
1976391,175779,"J.P. MORGAN SECURITIES LLC","J.P. MORGAN SECURITIES LLC","NEW YORK","New York","United States","N","8-35008",
1976391,68979,"MORGAN STANLEY & CO. LLC","MORGAN STANLEY & CO. LLC","NEW YORK","New York","United States","N","8-15869",
1976391,68979,"CITIZENS BANK, NA","CITIZENS BANKS, NA","NEW YORK","New York","United States","N","",
1976391,68979,"J.P. MORGAN SECURITIES LLC","J.P. MORGAN SECURITIES LLC","NEW YORK","New York","United States","N","8-35008",
1976391,68979,"GOLDMAN SACHS & CO. LLC","GOLDMAN SACHS & CO. LLC","NEW YORK","New York","United States","N","8-129",
1976391,302047,"CITIZENS BANKS, NA","CITIZENS BANKS, NA","NEW YORK","New York","United States","N","",
1976391,302047,"J.P. MORGAN SECURITIES LLC","J.P. MORGAN SECURITIES LLC","NEW YORK","New York","United States","N","8-35008",
1976391,302047,"MORGAN STANLEY & CO. LLC","MORGAN STANLEY & CO. LLC","NEW YORK","New York","United States","N","8-15869",
1976391,302047,"GOLDMAN SACHS & CO. LLC","GOLDMAN SACHS & CO. LLC","NEW YORK","New York","United States","N","8-129",
1976391,251434,"GOLDMAN SACHS & CO. LLC","GOLDMAN SACHS & CO. LLC","NEW YORK","New York","United States","N","8-129",
1976391,251434,"CITIZENS BANK, NA","CITIZENS BANKS, NA","NEW YORK","New York","United States","N","",
1976391,251434,"MORGAN STANLEY & CO. LLC","MORGAN STANLEY & CO. LLC","NEW YORK","New York","United States","N","8-15869",
1976391,251434,"J.P. MORGAN SECURITIES LLC","J.P. MORGAN SECURITIES LLC","NEW YORK","New York","United States","N","8-35008",
1976391,255383,"J.P. MORGAN SECURITIES LLC","J.P. MORGAN SECURITIES LLC","NEW YORK","New York","United States","N","8-35008",
1976391,255383,"GOLDMAN SACHS & CO. LLC","GOLDMAN SACHS & CO. LLC","NEW YORK","New York","United States","N","8-129",
1976391,255383,"MORGAN STANLEY & CO. LLC","MORGAN STANLEY & CO. LLC","NEW YORK","New York","United States","N","8-15869",
1976391,255383,"CITIZENS BANK, NA","CITIZENS BANKS, NA","NEW YORK","New York","United States","N","",
1977036,314198,"BNY MELLON TRUST COMPANY (IRELAND) LIMITED","BNY MELLON TRUST COMPANY (IRELAND) LIMITED","DUBLIN","","Ireland","N","",213800VUPPRDKCWDP848
1977036,314198,"THE BANK OF NEW YORK MELLON SA/NV","THE BANK OF NEW YORK MELLON SA/NV","BRUSSELS","","Belgium","N","",MMYX0N4ZEZ13Z4XCG897
1977036,314196,"BNY MELLON TRUST COMPANY (IRELAND) LIMITED","BNY MELLON TRUST COMPANY (IRELAND) LIMITED","DUBLIN","","Ireland","N","",213800VUPPRDKCWDP848
1977036,314196,"THE BANK OF NEW YORK MELLON SA/NV","THE BANK OF NEW YORK MELLON SA/NV","BRUSSELS","","Belgium","N","",MMYX0N4ZEZ13Z4XCG897
1977036,314199,"BNY MELLON TRUST COMPANY (IRELAND) LIMITED","BNY MELLON TRUST COMPANY (IRELAND) LIMITED","DUBLIN","","Ireland","N","",213800VUPPRDKCWDP848
1977036,314199,"THE BANK OF NEW YORK MELLON SA/NV","THE BANK OF NEW YORK MELLON SA/NV","BRUSSELS","","Belgium","N","",MMYX0N4ZEZ13Z4XCG897
1978430,256622,"JP MORGAN CHASE BANK, NA","JP MORGAN CHASE BANK, NA","NEW YORK","New York","United States","N","",
1978430,256622,"WELLS FARGO PRIME SERVICES, LLC","WELLS FARGO PRIME SERVICES, LLC","NEW YORK","New York","United States","N","8-66677",
1978430,256622,"GOLDMAN SACHS & CO. LLC","GOLDMAN SACHS & CO. LLC","NEW YORK","New York","United States","N","8-129",361
1978430,215499,"JP MORGAN CHASE BANK, NA","JP MORGAN CHASE BANK, NA","NEW YORK","New York","United States","N","",
1978430,215499,"WELLS FARGO PRIME SERVICES, LLC","WELLS FARGO PRIME SERVICES, LLC","NEW YORK","New York","United States","N","8-66677",
1978430,215499,"GOLDMAN SACHS & CO. LLC","GOLDMAN SACHS & CO. LLC","NEW YORK","New York","United States","N","8-129",361
1978430,60736,"JP MORGAN CHASE BANK, NA","JP MORGAN CHASE BANK, NA","NEW YORK","New York","United States","N","",
1978430,60736,"WELLS FARGO PRIME SERVICES, LLC","WELLS FARGO PRIME SERVICES, LLC","NEW YORK","New York","United States","N","8-66677",
1978430,60736,"GOLDMAN SACHS & CO. LLC","GOLDMAN SACHS & CO. LLC","NEW YORK","New York","United States","N","8-129",361
1979264,65817,"MORGAN STANLEY SMITH BARNEY LLC","MORGAN STANLEY","PURCHASE","New York","United States","N","8-68191",
1979272,361730,"EVOLVE BANK & TRUST","EVOLVE BANK & TRUST","MEMPHIS","Tennessee","United States","N","",
1979272,227032,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","California","United States","N","8-16514",
1979272,227030,"CHARLES SCHWAB & CO., INC. / NATIONAL CITY BANK","CHARLES SCHWAB & CO.. INC. / NATIONAL CITY BANK","SAN FRANCISCO","California","United States","N","",
1979272,417804,"FIRST REPUBLIC BANK","FIRST REPUBLIC BANK","SAN FRANCISCO","California","United States","N","",
1979272,397860,"CHARLES SCHWAB & CO / NATIONAL CITY BANK","CHARLES SCHWAB & CO. / NATIONAL CITY BANK","SAN FRANCISCO","California","United States","N","",
1979272,397779,"AVIDBANK","AVIDBANK","SAN JOSE","California","United States","N","",
1979272,397779,"JPMORGAN CHASE","JPMORGAN CHASE","NEW YORK","New York","United States","N","",
1979272,301242,"BNY PERSHING","BNY PERSHING","JERSEY CITY","New Jersey","United States","N","",
1979272,301242,"JPMORGAN CHASE","JPMORGAN CHASE","NEW YORK","New York","United States","N","",
1979272,227033,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","California","United States","N","8-16514",
1979272,227031,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","California","United States","N","8-16514",
1979272,483051,"JPMORGAN CHASE","JPMORGAN CHASE","NEW YORK","New York","United States","N","",
1979272,483051,"AVIDBANK","AVIDBANK","SAN JOSE","California","United States","N","",
1979111,371586,"J.P. MORGAN SECURITIES LLC","J.P. MORGAN SECURITIES LLC","NEW YORK","New York","United States","N","8-35008",
1979111,371586,"U.S. BANK N.A.","U.S. BANK N.A.","CHICAGO","Illinois","United States","N","",
1979111,312193,"NORTHBROOK BANK AND TRUST, INC.","NORTHBROOK BANK AND TRUST, INC.","NORTHBROOK","Illinois","United States","N","",
1979111,371589,"J.P. MORGAN SECURITIES LLC","J.P. MORGAN SECURITIES LLC","NEW YORK","New York","United States","N","8-35008",
1979111,314719,"J.P. MORGAN SECURITIES LLC","J.P. MORGAN SECURITIES LLC","NEW YORK","New York","United States","N","8-35008",
1979111,314719,"CHARLES SCHWAB CORPORATION","CHARLES SCHWAB CORPORATION","WESTLAKE","Texas","United States","N","",
1979111,477149,"BMO BANK N.A.","BMO BANK N.A.","CHICAGO","Illinois","United States","N","",
1979111,477149,"J.P. MORGAN SECURITIES LLC","J.P. MORGAN SECURITIES LLC","NEW YORK","New York","United States","N","8-35008",
1979111,312192,"J.P. MORGAN SECURITIES LLC","J.P. MORGAN SECURITIES LLC","NEW YORK","New York","United States","N","8-35008",
1979111,312192,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITH","Rhode Island","United States","N","8-23292",
1979111,377675,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","Texas","United States","N","8-16514",
1979111,377675,"J.P. MORGAN SECURITIES LLC","J.P. MORGAN SECURITIES LLC","NEW YORK","New York","United States","N","8-35008",
1979111,371584,"CHARLES SCHWAB CORPORATION","CHARLES SCHWAB CORPORATION","WESTLAKE","Texas","United States","N","",
1979111,371584,"J.P. MORGAN SECURITIES LLC","J.P. MORGAN SECURITIES LLC","NEW YORK","New York","United States","N","8-35008",
1979111,371599,"J.P. MORGAN SECURITIES LLC","J.P. MORGAN SECURITIES LLC","NEW YORK","New York","United States","N","8-35008",
1979111,377692,"J.P. MORGAN SECURITIES LLC","J.P. MORGAN SECURITIES LLC","NEW YORK","New York","United States","N","8-35008",
1979111,377692,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","Texas","United States","N","8-16514",
1979111,314720,"J.P. MORGAN SECURITIES LLC","J.P. MORGAN SECURITIES LLC","NEW YORK","New York","United States","N","8-35008",
1979111,314720,"STATE STREET BANK AND TRUST","STATE STREET BANK AND TRUST","BOSTON","Massachusetts","United States","N","",571474TGEMMWANRLN572
1979111,477142,"J.P. MORGAN SECURITIES LLC","J.P. MORGAN SECURITIES LLC","NEW YORK","New York","United States","N","8-35008",
