"FilingID","ReferenceID","Name of Adviser","SEC File Number","CRD Number"
1986602,216535,"MUFG LUX MANAGEMENT COMPANY S.A.","",
1986602,437255,"FUNDROCK LIS S.A","802-112352",291156
1986602,297187,"FUNDROCK LIS S.A","802-112352",291156
1986865,439274,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,435374,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,269289,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,435375,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,247924,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,40019,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,40233,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,44770,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,45696,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,45697,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,45700,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,368555,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,45703,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,40013,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,39913,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,45704,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,46594,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,39876,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,44850,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,39943,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,40248,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,314636,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,39893,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,314635,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,39907,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,40026,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,39946,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,39870,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,249705,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,39926,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,39948,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,39949,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,65161,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,120726,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,162284,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,120728,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,167791,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,179918,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,186452,"GUGGENHEIM INVESTMENTS","801-8008",105477
1986865,186452,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,368563,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,368564,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,249706,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,269282,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,269288,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,247923,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986865,439279,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1986409,56729,"PAAMCO PRISMA, LLC","801-57416",108989
1989322,362506,"SG KLEINWORT HAMBROS CORPORATE SERVICES (CI) LIMITED","",
1989322,217026,"AMUNDI ASSET MANAGEMENT S.A.S.","",
1988641,191677,"PAAMCO PRISMA, LLC","801-57416",108989
1988641,473534,"PAAMCO PRISMA, LLC","801-57416",108989
1990401,56932,"SPRINGS CAPITAL LIMITED","802-110338",288143
1988320,205346,"WAYSTONE MANAGEMENT COMPANY (IE) LIMITED","802-106788",173927
1988320,367243,"CARNE GLOBAL FUND MANAGERS (IRELAND) LIMITED","802-107463",173794
1988320,367250,"MERCER GLOBAL INVESTMENTS EUROPE LIMITED","",
1991674,373737,"MOUNTAIN MANAGERS PRIVATE LIMITED","",298091
1991674,12799,"WESTBRIDGE US ADVISORS LP","",
1991674,12799,"WESTBRIDGE CAPITAL MANAGEMENT, LLC","",
1991674,12799,"WESTBRIDGE CAPITAL PARTNERS, LLC","",
1991674,249288,"WESTBRIDGE CAPITAL MANAGEMENT, LLC","",
1991674,217707,"WESTBRIDGE CAPITAL MANAGEMENT, LLC","",291894
1991674,217653,"MOUNTAIN MANAGERS PRIVATE LIMITED","",298091
1991674,12753,"WESTBRIDGE CAPITAL PARTNERS, LLC","",290395
1991674,218354,"WESTBRIDGE CAPITAL MANAGEMENT, LLC","",291894
1989347,202965,"THE BANK OF NEW YORK MELLON","",
1993724,476766,"GULLANE CAPITAL, LLC","801-121629",313464
1989694,480894,"METROPOLITAN LIFE INSURANCE COMPANY","",
1989694,481599,"GOLDMAN SACHS & CO. LLC","801-16048",361
1989694,480895,"METROPOLITAN LIFE INSURANCE COMPANY","",
1989694,480892,"METROPOLITAN LIFE INSURANCE COMPANY","",
1989694,481549,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1989694,481898,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1989694,481902,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1989694,482184,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1989694,482451,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1989694,481673,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1989694,481793,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1989694,481875,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1989694,481900,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1989694,482310,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1989694,482489,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1989694,482495,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1989694,482500,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1989694,482506,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1989694,482511,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1989694,481592,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1989694,482250,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1989694,482289,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1989694,481497,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1989694,481692,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1989694,481700,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1989694,481833,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1989694,482144,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1989694,482205,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1989694,482273,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1989694,482137,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1989694,482168,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1989694,482256,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1989694,482357,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1989694,480893,"METROPOLITAN LIFE INSURANCE COMPANY","",
1989694,480907,"CONNECTICUT GENERAL LIFE INSURANCE COMPANY","",
1989694,480919,"CONNECTICUT GENERAL LIFE INSURANCE COMPANY","",
1989694,481552,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1989694,481638,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1989694,481779,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
1989694,481950,"GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157",107715
