"FilingID","CIK"
1926760,1550100
1929809,2040021
1926971,1907240
1929992,2005607
1928446,1696076
1930085,1909571
1929611,1455161
1923959,1729303
1930209,1586767
1930277,1640762
1932144,1691766
1932780,1062221
1932780,1536924
1928454,1021926
1930379,1907254
1926973,1775850
1931255,2050974
1932758,1741922
1927958,1632539
1927974,1760540
1927980,1633387
1918910,1463464
1928066,1785445
1928096,1913590
1926424,1532472
1927632,1844897
1926761,1731448
1928327,799646
1928327,709306
1928327,779252
1932148,80887
1932148,1455540
1932185,1976435
1928502,1907327
1932242,1976435
1926344,1849348
1932244,1665198
1927991,1546865
1932274,1926596
1933071,1318011
1932128,811136
1932128,939424
1932128,1034196
1933972,1915315
1933955,1872130
1933973,1211578
1930357,1620275
1934002,1778115
1932406,1551017
1934362,932974
1933189,1908167
1923008,1808195
1922777,1917618
1923157,1484836
1923319,1782624
1923332,1696899
1922451,1926313
1922678,1926456
1923365,1766150
1923867,1843848
1923238,883511
1922051,1427196
1924569,1901275
1924580,2011169
1927882,1653381
1927831,936753
1928650,1977181
1925795,1972750
1928511,1179124
1926735,1332784
1926092,1878979
1929736,1963612
1929735,1034883
1929735,277518
1929763,728612
1929763,65106
1929779,1767699
1929792,2040021
1924731,1913203
1931493,142512
1928098,1308778
1931636,1111797
1931620,1727398
1925282,1965346
1924821,1673962
1922642,1062221
1922642,1536924
1929912,1613331
1930603,1164508
1932032,1600383
1924758,1280604
1924035,1542339
1925449,1743413
1924608,1730787
1925886,1716399
1926043,1800508
1926167,1934339
1926725,1427196
1926726,1844108
1924770,1767611
1927002,1899146
1927034,1908617
1926512,1734493
1927236,1725946
1924508,1741129
1924508,1638331
1924508,1736139
1924508,1736068
1924508,1782437
1924508,1870689
1908871,872573
1918586,1683754
1925264,1218710
1927684,1641866
1927811,1725946
1927094,1830103
1929180,1680365
1930427,1799581
1921215,1729516
1930594,1723021
1923115,1802611
1930628,1923624
1923141,1533457
1922302,884541
1930860,1913243
1930708,1910398
1930919,1657064
1929795,845563
1931039,315030
1931039,91154
1918777,903949
1925634,1792942
1931103,1571556
1927686,1824572
1920050,1720059
1928669,2029680
1926442,1354739
1932840,1844577
1933039,1649451
1923900,1556921
1932665,1905867
1925422,1551867
1927367,166666
1927826,918967
1927826,820694
1931360,1856219
1927385,1351731
1921119,1833140
1925334,1909126
1928457,1844424
1928677,1462245
1933888,1833140
1933904,1801097
1925274,1569148
1932762,855702
1932110,2011593
1932059,1729516
1934009,1962449
1933107,1604488
1934225,1957363
1931408,1591068
1934343,1542280
1926248,1319111
1930738,1905673
1923680,1907528
1924227,1784450
1924005,1387941
1922221,1944664
1923874,1582112
1922755,1700574
1916467,1633516
1927658,1280965
1927658,1355673
1924393,1849336
1927666,1650373
