"FilingID","CIK"
1948312,1267914
1961693,1593032
1961114,2055438
1945033,1910173
1943536,1726472
1949984,2003147
1961453,2037441
1948797,1881490
1936178,1588012
1959321,1738900
1962831,1325533
1950201,1731275
1954138,1697720
1954138,1443898
1954138,1460207
1954138,1123907
1954138,1293949
1952866,1812298
1945489,1789366
1951570,1975752
1965996,1983548
1946390,1214403
1939724,1846206
1939724,1563941
1939724,1664751
1939724,1738488
1939724,1607709
1939724,1841542
1939724,1912295
1939724,1912294
1939724,2033720
1935807,1665887
1958408,1772351
1956129,1698819
1953484,1657206
1953484,1657207
1953484,1657208
1953484,1691703
1953484,1554465
1968615,1876932
1968615,1876912
1960520,80279649
1955092,1721076
1954677,1941232
1946022,1958749
1928642,1660389
1963378,1666665
1952627,1872385
1949211,1755636
1959187,1606779
1954936,1872766
1965975,1947329
1918004,1839209
1963401,1274403
1965018,1816374
1967513,1783098
1949809,333324
1962908,306578
1964281,1976735
1957744,1374701
1968036,1821649
1942055,1569369
1953525,1637562
1953525,1637552
1953525,1637554
1953525,1688977
1953525,1688970
1953525,1688969
1941532,1879713
1925130,802131011
1949664,1759792
1959185,1372078
1960519,1744444
1955800,1786620
1940059,1514542
1960629,2040812
1964702,1822386
1938557,300813
1964933,291345
1951177,1581765
1959805,1876050
1923310,1714134
1923310,1721425
1923310,1723619
1958813,1856936
1954630,1406718
1954630,1703395
1954630,1703818
1954630,2042047
1954630,2062989
1934571,296266
1960982,1484047
1960982,1641744
1970136,1484165
1973517,1981398
1973804,1979242
1938532,1536140
1953687,1050459
1948416,1220271
1948416,1123623
1948416,1138782
1948416,1138781
1948416,1273783
1948416,1135537
1948416,1437138
1948416,1308941
1948416,1314682
1948416,1636551
1948416,1462107
1948416,1636552
1972418,1851063
1972418,1906639
1972418,1963775
1920960,1931732
1920960,1931735
1920960,1948007
1920960,1931737
1970132,2052831
1931258,1901361
1969596,1726823
1967344,1554942
1945231,166658
1945768,1762728
1949291,1650258
1953221,1847566
1944951,1895296
1969881,1575444
1946141,1945739
1963013,1316915
1949843,1660769
1962892,1760403
1950631,1822015
1955910,1178653
1966691,1660773
1939861,1905358
1949961,1167831
1949952,1754001
1965306,1762283
1956468,1806498
1970104,2010181
1959063,1538853
1935862,1831423
1969638,80275501
1964716,1781912
1953765,1375534
1972202,1994751
1949967,1726979
1956185,1864082
1925781,1843801
1953236,898179
1950836,2039997
1960913,80211691
1936191,940594
1942575,1583950
1942575,1704534
1942575,1704533
1942575,1781545
1942575,1781441
1942575,1895276
1942575,1895279
1961039,1440771
1948655,1815762
1946832,1867678
1949602,1952393
1946515,2042967
1952179,1682660
1972768,1635409
1952498,1816312
1953159,1816749
1943957,1844103
1963064,1910592
1964532,1524493
1955614,1816678
1942836,2042845
1952117,2018754
1953985,1966440
1964186,1884504
1964186,1884505
1956948,1718093
1970659,1648642
1970659,1657704
1970659,1766133
1970659,1826823
1970659,1767688
1970659,1771253
1970659,1923155
1970659,2027354
1966369,1988475
1966571,1866475
1965723,1795785
1950439,1690844
1945212,1569277
1941729,1877240
1944381,1496201
1944362,1599854
1952962,1872890
1957083,1702636
1944963,1343119
1956187,1599628
1936381,1600135
1963118,1772315
1945737,178339
1963746,1655603
1952559,305337
1963278,1942962
1959306,1768473
1968123,1767619
1939185,1657676
1939902,196510
1950650,1911876
1950650,1911815
1958276,1732577
1966967,164680
1968370,80274791
1954757,1472915
1968506,1840891
1968506,1840913
1956769,1996848
1969011,1724891
1965217,1744325
1965217,1641383
1960068,1686177
1960068,1686175
1960068,1686176
1947785,1280200
1943858,2040285
1942786,2059507
1966631,1668005
1953736,1733685
1954034,1910249
1935167,1914888
1954816,1641992
1960196,2011385
1966654,1852371
1949514,1899575
1945132,1700162
1945438,1690844
1935522,1933921
1964945,1573563
1962211,1537055
1967911,1911404
1951774,1481882
1951774,1482745
1951774,1789138
1967142,1880972
1965242,1899655
1960092,1804939
1960092,1805016
1969272,1611940
1966724,1720980
1955020,1675772
1966708,1713269
1966650,1799173
1966653,1534917
1971407,1730574
1964780,1965645
1951319,1883937
1963780,2007953
1964398,1598474
1953712,1660531
1950531,1686305
1972618,1764871
1960326,1569502
1951609,2003926
1951609,2004037
1951609,1889241
1951609,1889242
1951609,1959399
1951609,1936841
1951609,1935454
1951609,1959301
1951609,1959463
1951609,1959464
1951609,1972576
1951609,1962844
1951609,1978381
1951609,1991905
1951609,1988323
1946559,1602119
1970722,1967401
1970722,2022380
1970722,2031828
1970722,2022381
1970722,2056609
1970722,2045650
1970722,2060440
1965436,1773093
1965436,1773614
1965436,1773869
1965436,1865030
1965436,1843833
1965436,1843425
1965436,1843506
1965436,1843505
1965436,1900664
1965436,1899744
1965436,1970694
1965436,1925718
1965436,1940029
1965436,1971568
1965436,1970705
1965436,1984707
1965436,1993345
1965436,1973473
1972077,1633336
1947577,1839918
1959069,1884005
1963944,88498992
1963944,2859931
1950383,328519
1968125,2027164
1971209,1587201
1924640,1840129
1958218,1934957
1947460,179934
1961376,1981398
1951618,1536073
1963664,1132445
1941317,1555623
1965249,1807878
1955837,1846639
1967762,802123586
1969520,1547349
1967073,1867594
1967404,1807987
1949265,2046197
1953132,1750944
1961132,1813322
1957004,1548179
1958898,1599152
1948778,1812647
1936501,1700194
