"FilingID","ReferenceID","CIK"
2008098,399298,1557017
2008098,399299,2054478
2008098,399300,1633019
2008098,399301,1351450
2008098,399303,2054353
2008098,399390,2054428
2008784,121176,1557017
2008784,121316,2054428
2008784,121361,1633019
2008784,149945,2054478
2008784,297395,2054353
2010031,265691,938772
2010031,265693,1304145
2010031,265695,1304143
2010031,265710,1376503
2010031,265723,1022437
2010031,265726,1179124
2010031,265732,1376501
2012140,310785,1864082
2011831,124229,1309613
2011831,124451,1056108
2011831,124502,1423570
2011831,162366,1650392
2011831,326106,1505708
