"FilingID","ReferenceID","Name of Prime Broker","SEC Number","CRD Number","City","State","Country","Custodian"
2000657,3163,"BNP PARIBAS SECURITIES CORP.","8-32682",15794,"NEW YORK CITY","New York","United States","Y"
2000657,3163,"BNP PARIBAS PRIME BROKERAGE INTERNATIONAL LIMITED","",,"NEW YORK CITY","New York","United States","Y"
2000657,55195,"BNP PARIBAS SECURITIES CORP.","8-32682",15794,"NEW YORK CITY","New York","United States","Y"
2000657,55195,"BNP PARIBAS PRIME BROKERAGE INTERNATIONAL LIMITED","",,"NEW YORK CITY","New York","United States","Y"
2000657,3169,"HSBC SECURITIES (USA) INC.","8-41562",19585,"NEW YORK CITY","New York","United States","Y"
2000657,3169,"MORGAN STANLEY & CO. LLC","8-15869",8209,"NEW YORK CITY","New York","United States","Y"
2000657,3163,"GOLDMAN SACHS & CO. LLC","8-129",361,"NEW YORK","New York","United States","Y"
2000657,3169,"CITIGROUP GLOBAL MARKETS INC.","8-8177",7059,"NEW YORK","New York","United States","Y"
2000657,3163,"MORGAN STANLEY & CO. LLC","8-15869",8209,"NEW YORK CITY","New York","United States","Y"
2000657,3169,"BARCLAYS CAPITAL INC.","8-41342",19714,"NEW YORK","New York","United States","Y"
2000657,3163,"BARCLAYS CAPITAL INC.","8-41342",19714,"NEW YORK","New York","United States","Y"
2000657,3163,"CITIGROUP GLOBAL MARKETS INC.","8-8177",7059,"NEW YORK","New York","United States","Y"
2000657,3169,"NATIONAL FINANCIAL SERVICES LLC","8-26740",13041,"BOSTON","Massachusetts","United States","Y"
2000657,3169,"PERSHING LLC","8-17574",7560,"JERSEY CITY","New Jersey","United States","Y"
2000657,3163,"NATIONAL FINANCIAL SERVICES LLC","8-26740",13041,"BOSTON","Massachusetts","United States","Y"
2000657,3163,"PERSHING LLC","8-17574",7560,"JERSEY CITY","New Jersey","United States","Y"
2000657,3169,"GOLDMAN SACHS & CO. LLC","8-129",361,"NEW YORK","New York","United States","Y"
2000657,3163,"HSBC SECURITIES (USA) INC.","8-41562",19585,"NEW YORK CITY","New York","United States","Y"
2000657,3169,"HSBC BANK PLC","",,"LONDON","","United Kingdom","Y"
2000657,3169,"J.P. MORGAN SECURITIES LLC","8-35008",79,"NEW YORK CITY","New York","United States","Y"
