FilingID,Initial SEC Registration Request,Annual Updating Amendment for Registered Adviser,Other-Than Anual Amendment For Registered Adviser,Initial State Registration Request,Initial SEC ERA Report,Annual Updating Amendment ERA Report,Other-Than Annual Amendment ERA Report,Initial State ERA Report,Final State ERA Report, Final SEC ERA Report,Annual Updating Amendment Fiscal Year
1989623,"","","Y","","","","","","","",
1989640,"","","Y","","","","","","","",
1989882,"","","Y","","","","","","","",
1990042,"","","Y","","","","","","","",
1990195,"","","","","","","","","","Y",
1990230,"","","Y","","","","","","","",
1990394,"","","Y","","","","","","","",
1990412,"Y","","","","","","","","","",
1990457,"Y","","","","","","","","Y","",
1990559,"","","Y","","","","","","","",
1991659,"","","","","Y","","","","","",
1991770,"","","","","Y","","","","","",
1991786,"","","Y","","","","","","","",
1991805,"","","Y","","","","","","","",
1991831,"Y","","","","","","","","","",
1991888,"","","","","Y","","","Y","","",
1991952,"Y","","","","","","","","","",
1991989,"","","Y","","","","","","","",
1992035,"","","Y","","","","","","","",
1992041,"","","Y","","","","","","","",
1992117,"","","","","Y","","","","","",
1992186,"","","Y","","","","","","","",
1992250,"","","Y","","","","","","","",
1992351,"Y","","","","","","","","","",
1992519,"","","","","Y","","","","","",
1992533,"","","Y","","","","","","","",
1992606,"","","Y","","","","","","","",
1992622,"","","Y","","","","","","","",
1992632,"","","Y","","","","","","","",
1992640,"Y","","","","","","","","","",
1992667,"","","Y","","","","","","","",
1992671,"Y","","","","","","","","","",
1992854,"Y","","","","","","","","","",
1992943,"","","Y","","","","","","","",
1993044,"","","Y","","","","","","","",
1993048,"","","Y","","","","","","","",
1993094,"","","Y","","","","","","","",
1993197,"","","Y","","","","","","","",
1993289,"","","","","","","Y","","","",
1993320,"","","","","Y","","","","","",
1993322,"","","Y","","","","","","","",
1993326,"","","Y","","","","","","","",
1993399,"","","Y","","","","","","","",
1993483,"","","","","Y","","","","","",
1993625,"","","Y","","","","","","","",
1993649,"","","Y","","","","","","","",
1993788,"","","Y","","","","","","","",
1993792,"","","Y","","","","","","","",
1993833,"","","Y","","","","","","","",
1993970,"","","Y","","","","","","","",
1994136,"","","Y","","","","","","","",
1994249,"","","Y","","","","","","","",
1994370,"","","","","Y","","","","","",
1994573,"","","Y","","","","","","","",
1994809,"Y","","","","","","","","","Y",
1994932,"","","Y","","","","","","","",
1994997,"","","Y","","","","","","","",
1995024,"","","","Y","","","","","","",
1995109,"Y","","","","","","","","","",
1995130,"","","Y","","","","","","","",
1995137,"","","Y","","","","","","","",
1995231,"Y","","","","","","","","","Y",
1995233,"","Y","","","","","","","","",2024
1995312,"","","","","","","Y","","","",
1995378,"","","Y","","","","","","","",
1995415,"","","Y","","","","","","","",
1995438,"","","","","","Y","","","","",2025
1995488,"","","Y","","","","","","","",
1995535,"","","Y","","","","","","","",
1995563,"","Y","","","","","","","","",2024
1995582,"Y","","","","","","","","","",
1995636,"","","Y","","","","","","","",
1995647,"","","","","Y","","","","","",
1995655,"","","Y","","","","","","","",
1995695,"","","Y","","","","","","","",
1995749,"","","Y","","","","","","","",
1995790,"Y","","","","","","","","","",
1995793,"","","","","Y","","","","","",
1995813,"","","Y","","","","","","","",
1995837,"","","Y","","","","","","","",
1995849,"","","","","","Y","","","","",2024
1995906,"","Y","","","","","","","","",2025
1995918,"","","Y","","","","","","","",
1995959,"","Y","","","","","","","","",2025
1995961,"","","Y","","","","","","","",
1995964,"","","Y","","","","","","","",
1995969,"","","Y","","","","","","","",
1996014,"Y","","","","","","","","","",
1996048,"Y","","","","","","","","","",
1996076,"","","Y","","","","","","","",
1996088,"","","Y","","","","","","","",
1996104,"","","Y","","","","","","","",
1996175,"","","Y","","","","","","","",
1996232,"","","Y","","","","","","","",
1996235,"","","Y","","","","","","","",
1996295,"","","Y","","","","","","","",
1996308,"","","","","","Y","","","","",2025
1996335,"","","Y","","","","","","","",
1996460,"","","Y","","","","","","","",
1996531,"","","","","","Y","","","","",2024
1996533,"","","Y","","","","","","","",
1996540,"","Y","","","","","","","","",2025
1996559,"","Y","","","","","","","","",2025
1996596,"","","Y","","","","","","","",
1996614,"","","","","","Y","","","","",2025
1996658,"","","Y","","","","","","","",
1996769,"","","","","","Y","","","","",2024
1996777,"","","","","","","Y","","","",
1996816,"","","Y","","","","","","","",
1996844,"","","Y","","","","","","","",
1996867,"","","Y","","","","","","","",
1996875,"","","Y","","","","","","","",
1996883,"","","Y","","","","","","","",
1996895,"","Y","","","","","","","","",2025
1996990,"","","Y","","","","","","","",
1997001,"","","Y","","","","","","","",
1997006,"","","","","Y","","","","","",
1997015,"","","Y","","","","","","","",
1997068,"","","","","","","","","","Y",
1997098,"","","Y","","","","","","","",
1997118,"","","Y","","","","","","","",
1997140,"","","Y","","","","","","","",
1997166,"","","Y","","","","","","","",
1997171,"","","Y","","","","","","","",
1997211,"","","Y","","","","","","","",
1997215,"","","","","Y","","","","","",
1997239,"","","Y","","","","","","","",
1997252,"","","Y","","","","","","","",
1997308,"","","Y","","","","","","","",
1997333,"","","Y","","","","","","","",
1997337,"","","Y","","","","","","","",
1997435,"","","","","Y","","","","","",
1997443,"","","","","Y","","","","","",
1997491,"","","Y","","","","","","","",
1997504,"","","Y","","","","","","","",
1997514,"","","Y","","","","","","","",
1997519,"","","Y","","","","","","","",
1997535,"","","Y","","","","","","","",
1997582,"","","Y","","","","","","","",
1997586,"","","Y","","","","","","","",
1997650,"","","Y","","","","","","","",
1997651,"","","Y","","","","","","","",
1997657,"","","Y","","","","","","","",
1997667,"","","Y","","","","","","","",
1997674,"Y","","","","","","","","","",
1997699,"","","","","Y","","","","","",
1997716,"","","Y","","","","","","","",
1997718,"","","Y","","","","","","","",
1997720,"","","Y","","","","","","","",
1997726,"","","","","","Y","","","","",2025
1997775,"","","","","","","Y","","","",
1997787,"","","Y","","","","","","","",
1997821,"","","Y","","","","","","","",
1997863,"","Y","","","","","","","","",2025
1997873,"","","Y","","","","","","","",
1997880,"","","","","","","","","","Y",
1997890,"","","","","","Y","","","","",2025
1997894,"","","","","Y","","","","","",
1997900,"Y","","","","","","","","","",
1997923,"","","Y","","","","","","","",
1997940,"","","Y","","","","","","","",
1997946,"","","","","","Y","","","","",2024
1998051,"Y","","","","","","","","Y","Y",
1998052,"","","Y","","","","","","","",
1998060,"","","Y","","","","","","","",
1998065,"","","Y","","","","","","","",
1998124,"","","Y","","","","","","","",
1998137,"","","Y","","","","","","","",
1998176,"","","Y","","","","","","","",
1998188,"","","Y","","","","","","","",
1998215,"","Y","","","","","","","","",2025
1998225,"","","","Y","","","","","","",
1998264,"","","Y","","","","","","","",
1998266,"","","Y","","","","","","","",
1998291,"","","","","","Y","","","","",2025
1998344,"Y","","Y","","","","","","","",
1998369,"Y","","","","","","","","","",
1998399,"","","Y","","","","","","","",
1998405,"","","Y","","","","","","","",
1998426,"","","Y","","","","","","","",
1998432,"","","","","","","Y","","","",
1998442,"Y","","","","","","","","","",
1998446,"","","Y","","","","","","","",
1998452,"","","Y","","","","","","","",
1998469,"","","Y","","","","","","","",
1998504,"","","Y","","","","","","","",
1998520,"","","Y","","","","","","","",
1998535,"","","","","Y","","","Y","","",
1998547,"","","Y","","","","","","","",
1998571,"","","Y","","","","","","","",
1998573,"Y","","","","","","","","","",
1998625,"","Y","","","","","","","","",2025
1998654,"","","Y","","","","","","","",
1998666,"Y","","","","","","","","","",
1998700,"","","Y","","","","","","","",
1998705,"","","Y","","","","","","","",
1998718,"","","Y","","","","","","","",
1998728,"","","Y","","","","","","","",
1998741,"","","Y","","","","","","","",
1998762,"","","Y","","","","","","","",
1998764,"","","Y","","","","","","","",
1998800,"","","Y","","","","","","","",
1998803,"","","Y","","","","","","","",
1998812,"","","","","","","","","","Y",
1998834,"","","","","","Y","","","","",2025
1998846,"","","Y","","","","","","","",
1998867,"","","Y","","","","","","","",
1998890,"","","","","","Y","","","","",2025
1998902,"","","","","","","Y","","","",
1998920,"","","Y","","","","","","","",
1998926,"","","Y","","","","","","","",
1998930,"","","Y","","","","","","","",
1998935,"","","Y","","","","","","","",
1998940,"","","","","","Y","","","","",2024
1998941,"","","Y","","","","","","","",
1998951,"","","Y","","","","","","","",
1998968,"","","Y","","","","","","","",
1998994,"","","Y","","","","","","","",
1999012,"Y","","","","","","","","","",
1999034,"","","Y","","","","","","","",
1999042,"Y","","","","","","","","","",
1999057,"","","Y","","","","","","","",
1999083,"","","Y","","","","","","","",
1999099,"","","","","","","Y","","","",
1999134,"","","","","","Y","","","","",2024
1999140,"","","Y","","","","","","","",
1999144,"","","","","","","Y","","","",
1999151,"","","","","Y","","","","","",
1999160,"","","Y","","","","","","","",
1999165,"","","","","","","Y","","","",
1999176,"","","Y","","","","","","","",
1999222,"","","Y","","","","","","","",
1999241,"","","Y","","","","","","","",
1999246,"","","Y","","","","","","","",
1999261,"Y","","","","","","","","","",
1999265,"","","Y","","","","","","","",
1999270,"","","Y","","","","","","","",
1999293,"","","Y","","","","","","","",
1999297,"","","Y","","","","","","","",
1999303,"","","Y","","","","","","","",
1999309,"","","Y","","","","","","","",
1999370,"","","","Y","","","","","","",
1999383,"","","Y","","","","","","","",
1999418,"","","Y","","","","","","","",
1999433,"","","Y","","","","","","","",
1999441,"","","Y","","","","","","","",
1999448,"","","Y","","","","","","","",
1999456,"","","Y","","","","","","","",
1999464,"","","","","","Y","","","","",2025
1999465,"","","Y","","","","","","","",
1999485,"","","Y","","","","","","","",
1999506,"","","Y","","","","","","","",
1999513,"","","Y","","","","","","","",
1999525,"","Y","","","","","","","","",2025
1999530,"","","Y","","","","","","","",
1999533,"","","Y","","","","","","","",
1999535,"","","","","","Y","","","","",2025
1999581,"","","Y","","","","","","","",
1999632,"","","Y","","","","","","","",
1999634,"","","","","","Y","","","","",2025
1999647,"","","","","Y","","","","","",
1999658,"Y","","","","","","","","","",
1999680,"","","Y","","","","","","","",
1999683,"","","Y","","","","","","","",
1999684,"","","Y","","","","","","","",
1999688,"","","Y","","","","","","","",
1999701,"","","Y","","","","","","","",
1999704,"","","Y","","","","","","","",
1999725,"","","Y","","","","","","","",
1999726,"","","Y","","","","","","","",
1999734,"","","","","Y","","","","","",
1999758,"","","Y","","","","","","","",
1999760,"","","","","Y","","","","","",
1999775,"","","Y","","","","","","","",
1999795,"","","","","","Y","","","","",2024
1999803,"Y","","","","","","","","","",
1999807,"","","Y","","","","","","","",
1999826,"","","","","","","Y","","","",
1999835,"","","","","","","Y","","","",
1999838,"","","Y","","","","","","","",
1999846,"","","Y","","","","","","","",
1999851,"","","","","Y","","","","","",
1999861,"","","Y","","","","","","","",
1999867,"","","","","","","Y","","","",
1999874,"","","Y","","","","","","","",
1999889,"","","","","Y","","","","","",
1999896,"","","Y","","","","","","","",
1999900,"","","Y","","","","","","","",
1999916,"","","","","","","Y","","","",
1999921,"","","Y","","","","","","","",
1999922,"","","","","","Y","","","","",2025
1999926,"","","","","Y","","","","","",
1999941,"Y","","","","","","","","","",
1999943,"","","Y","","","","","","","",
1999958,"Y","","","","","","","","","",
1999965,"","","Y","","","","","","","",
1999970,"","","Y","","","","","","","",
1999978,"","","Y","","","","","","","",
1999984,"","","Y","","","","","","","",
1999992,"","Y","","","","","","","","",2025
1999996,"Y","","","","","","","","","",
2000015,"","","Y","","","","","","","",
2000022,"","","Y","","","","","","","",
2000024,"","","","","","","Y","","","",
2000055,"","","Y","","","","","","","",
2000124,"","","Y","","","","","","","",
2000155,"","","Y","","","","","","","",
2000156,"","","Y","","","","","","","",
2000164,"","","Y","","","","","","","",
2000175,"","","Y","","","","","","","",
2000176,"","","Y","","","","","","","",
2000183,"","","","","Y","","","","","",
2000184,"","","Y","","","","","","","",
2000189,"","","","","","","Y","","","",
2000192,"","","","","","","Y","","","",
2000200,"","","","","Y","","","","","",
2000208,"","","","","Y","","","","","",
2000214,"","","Y","","","","","","","",
2000238,"","","Y","","","","","","","",
2000259,"","","Y","","","","","","","",
2000279,"","","Y","","","","","","","",
2000317,"","","Y","","","","","","","",
2000337,"","","Y","","","","","","","",
2000342,"","","","","","","Y","","","",
2000344,"","","Y","","","","","","","",
2000352,"","","Y","","","","","","","",
2000360,"Y","","","","","","","","","",
2000365,"","","Y","","","","","","","",
2000375,"","","","","","Y","","","","",2025
2000377,"","","Y","","","","","","","",
2000381,"","","Y","","","","","","","",
2000389,"","","Y","","","","","","","",
2000392,"","","Y","","","","","","","",
2000398,"","","Y","","","","","","","",
2000399,"","","Y","","","","","","","",
2000416,"","","Y","","","","","","","",
2000425,"","","Y","","","","","","","",
2000433,"","","","","","Y","","","","",2025
2000440,"","","Y","","","","","","","",
2000442,"","","","","","Y","","","","",2025
2000448,"Y","","","","","","","","","",
2000449,"","","Y","","","","","","","",
2000469,"","","","","","Y","","","","",2025
2000474,"","","Y","","","","","","","",
2000483,"","","Y","","","","","","","",
2000484,"","","Y","","","","","","","",
2000490,"","","Y","","","","","","","",
2000501,"","","","","","","Y","","","",
2000509,"","","Y","","","","","","","",
2000515,"","","Y","","","","","","","",
2000519,"","","Y","","","","","","","",
2000522,"","","Y","","","","","","","",
2000529,"","","Y","","","","","","","",
2000534,"","","Y","","","","","","","",
2000540,"","","Y","","","","","","","",
2000544,"","","Y","","","","","","","",
2000554,"","","Y","","","","","","","",
2000567,"","","Y","","","","","","","",
2000571,"","","Y","","","","","","","",
2000572,"","","","","","Y","","","","",2025
2000575,"","","Y","","","","","","","",
2000579,"","","Y","","","","","","","",
2000589,"","","Y","","","","","","","",
2000591,"","","Y","","","","","","","",
2000599,"","Y","","","","","","","","",2025
2000604,"","","","","Y","","","","","",
2000615,"","","","","","Y","","","","",2025
2000616,"","","Y","","","","","","","",
2000624,"","","Y","","","","","","","",
2000626,"","","Y","","","","","","","",
2000634,"","","Y","","","","","","","",
2000635,"","","Y","","","","","","","",
2000640,"","","Y","","","","","","","",
2000648,"","","Y","","","","","","","",
2000650,"","","Y","","","","","","","",
2000651,"","","Y","","","","","","","",
2000657,"","","Y","","","","","","","",
2000658,"","","","Y","","","","","","",
2000660,"","","Y","","","","","","","",
2000664,"","","Y","","","","","","","",
2000669,"","","","","Y","","Y","","","",
2000678,"","","Y","","","","","","","",
2000680,"","","","","","Y","","","","",2024
2000688,"","","","","","","Y","","","",
2000691,"","","","","","Y","","","","",2024
2000694,"Y","","","","","","","","","",
2000696,"","","","","","Y","","","","",2025
2000710,"","","Y","","","","","","","",
2000711,"","","","","","","Y","","","",
2000714,"","","Y","","","","","","","",
2000720,"","","Y","","","","","","","",
2000721,"","","","","","Y","","","","",2025
2000726,"Y","","","Y","","","","","","",
2000729,"","","","","","Y","","","","",2024
2000746,"","","Y","","","","","","","",
2000748,"","","Y","","","","","","","",
2000749,"","","Y","","","","","","","",
2000752,"","","Y","","","","","","","",
2000756,"","","Y","","","","","","","",
2000757,"Y","","","","","","","","","",
2000763,"","","Y","","","","","","","",
2000764,"","","Y","","","","","","","",
2000773,"","","Y","","","","","","","",
2000776,"","","Y","","","","","","","",
2000784,"","","","","","Y","","","","",2025
2000785,"","","Y","","","","","","","",
2000790,"","","Y","","","","","","","",
2000793,"","","Y","","","","","","","",
2000796,"","","Y","","","","","","","",
2000800,"","","","","","Y","","","","",2024
2000806,"","","Y","","","","","","","",
2000809,"","","","","","","","","","Y",
2000816,"","","Y","","","","","","","",
2000818,"","","Y","","","","","","","",
2000824,"","","Y","","","","","","","",
2000825,"","","Y","","","","","","","",
2000826,"","","Y","","","","","","","",
2000841,"","","Y","","","","","","","",
2000847,"","","Y","","","","","","","",
2000850,"","","Y","","","","","","","",
2000853,"","","Y","","","","","","","",
2000862,"","","Y","","","","","","","",
2000865,"","","Y","","","","","","","",
2000868,"","","Y","","","","","","","",
2000872,"","","Y","","","","","","","",
2000877,"","","Y","","","","","","","",
2000883,"","","Y","","","","","","","",
2000887,"","","Y","","","","","","","",
2000888,"","","Y","","","","","","","",
2000895,"","","Y","","","","","","","",
2000899,"","","Y","","","","","","","",
2000904,"","","","","","Y","","","","",2024
2000913,"","","Y","","","","","","","",
2000915,"","","Y","","","","","","","",
2000921,"","","Y","","","","","","","",
2000929,"","","Y","","","","","","","",
2000936,"","","Y","","","","","","","",
2000942,"","","Y","","","","","","","",
2000943,"","","","","","Y","","","","",2024
2000946,"","","Y","","","","","","","",
2000948,"","","","","","","Y","","","",
2000951,"","","Y","","","","","","","",
2000957,"","","","","","","Y","","","",
2000962,"","","Y","","","","","","","",
2000964,"","","Y","","","","","","","",
2000966,"","","","","Y","","","","","",
2000968,"","","Y","","","","","","","",
2000970,"","","Y","","","","","","","",
2000975,"","","","","","","Y","","","",
2000979,"","","Y","","","","","","","",
2000980,"","","Y","","","","","","","",
2000982,"","","Y","","","","","","","",
2000984,"","","Y","","","","","","","",
2000988,"","","Y","","","","","","","",
2000996,"","","Y","","","","","","","",
2001001,"","","Y","","","","","","","",
2001003,"","","Y","","","","","","","",
2001010,"","","Y","","","","","","","",
2001032,"","","Y","","","","","","","",
2001034,"","","Y","","","","","","","",
2001040,"","","Y","","","","","","","",
2001042,"","","Y","","","","","","","",
2001051,"","","Y","","","","","","","",
2001052,"","","Y","","","","","","","",
2001056,"","","Y","","","","","","","",
2001064,"Y","","","","","","","","","",
2001066,"","","Y","","","","","","","",
2001070,"","","Y","","","","","","","",
2001071,"","","","","","Y","","","","",2024
2001075,"","","Y","","","","","","","",
2001084,"","","Y","","","","","","","",
2001085,"","","Y","","","","","","","",
2001091,"","","","","Y","","","","","",
2001094,"","","","","Y","","","","","",
2001100,"Y","","","","","","","","","Y",
2001107,"","","Y","","","","","","","",
2001110,"","","","","","Y","","","","",2024
2001111,"","","Y","","","","","","","",
2001112,"","","Y","","","","","","","",
2001113,"","","Y","","","","","","","",
2001115,"","","Y","","","","","","","",
2001116,"","","Y","","","","","","","",
2001117,"","","Y","","","","","","","",
2001119,"","","Y","","","","","","","",
2001122,"","","Y","","","","","","","",
2001123,"","","Y","","","","","","","",
2001125,"","","Y","","","","","","","",
2001126,"","","Y","","","","","","","",
2001127,"","","Y","","","","","","","",
2001128,"","","Y","","","","","","","",
2001129,"","","Y","","","","","","","",
2001130,"","","Y","","","","","","","",
2001132,"","","Y","","","","","","","",
2001136,"","","Y","","","","","","","",
2001137,"","","Y","","","","","","","",
2001138,"","","Y","","","","","","","",
2001139,"","","Y","","","","","","","",
2001140,"","","Y","","","","","","","",
2001141,"","","Y","","","","","","","",
2001142,"","","Y","","","","","","","",
2001143,"","","Y","","","","","","","",
2001144,"","","Y","","","","","","","",
2001145,"","","Y","","","","","","","",
2001147,"","","Y","","","","","","","",
2001149,"","","Y","","","","","","","",
2001150,"","","Y","","","","","","","",
2001151,"","","Y","","","","","","","",
2001152,"","","Y","","","","","","","",
2001154,"","","Y","","","","","","","",
2001155,"","","Y","","","","","","","",
2001156,"","","Y","","","","","","","",
2001157,"","","Y","","","","","","","",
2001158,"","","Y","","","","","","","",
2001163,"","","Y","","","","","","","",
2001166,"","","Y","","","","","","","",
2001168,"","","Y","","","","","","","",
2001169,"","","Y","","","","","","","",
2001170,"","","Y","","","","","","","",
2001174,"","","Y","","","","","","","",
2001176,"","","Y","","","","","","","",
2001177,"","","Y","","","","","","","",
2001179,"","","Y","","","","","","","",
2001180,"","","Y","","","","","","","",
2001181,"","","Y","","","","","","","",
2001183,"","","Y","","","","","","","",
2001185,"","","Y","","","","","","","",
2001186,"","","Y","","","","","","","",
2001189,"","","","","","","Y","","","",
2001190,"","","Y","","","","","","","",
2001195,"","","Y","","","","","","","",
2001196,"","","","Y","","","","","","",
2001198,"","","Y","","","","","","","",
2001199,"","","Y","","","","","","","",
2001201,"","","Y","","","","","","","",
2001202,"","","Y","","","","","","","",
2001204,"","","Y","","","","","","","",
2001206,"","","Y","","","","","","","",
2001207,"","","Y","","","","","","","",
2001208,"","","Y","","","","","","","",
2001209,"","","Y","","","","","","","",
2001211,"","","Y","","","","","","","",
2001213,"","","Y","","","","","","","",
2001215,"","","Y","","","","","","","",
2001217,"","","Y","","","","","","","",
2001218,"","","Y","","","","","","","",
2001219,"","","Y","","","","","","","",
2001220,"","","Y","","","","","","","",
2001221,"","","Y","","","","","","","",
2001222,"","","Y","","","","","","","",
2001223,"","","Y","","","","","","","",
2001225,"","","Y","","","","","","","",
2001226,"Y","","","","","","","","","",
2001227,"","","Y","","","","","","","",
2001231,"","","Y","","","","","","","",
2001233,"","","Y","","","","","","","",
2001235,"","","Y","","","","","","","",
2001237,"","","Y","","","","","","","",
2001238,"","","Y","","","","","","","",
2001244,"","","Y","","","","","","","",
2001246,"","","Y","","","","","","","",
2001249,"","","Y","","","","","","","",
2001251,"","","Y","","","","","","","",
2001252,"","","Y","","","","","","","",
2001253,"","","Y","","","","","","","",
2001254,"","","Y","","","","","","","",
2001256,"","","Y","","","","","","","",
2001257,"","","Y","","","","","","","",
2001259,"","","Y","","","","","","","",
2001267,"","","Y","","","","","","","",
2001268,"","","Y","","","","","","","",
2001270,"","","Y","","","","","","","",
2001271,"","","Y","","","","","","","",
2001274,"","","Y","","","","","","","",
2001279,"","","Y","","","","","","","",
2001282,"","","Y","","","","","","","",
2001285,"","","Y","","","","","","","",
2001286,"","","Y","","","","","","","",
2001287,"","","Y","","","","","","","",
2001288,"","","Y","","","","","","","",
2001291,"","","Y","","","","","","","",
2001293,"","","Y","","","","","","","",
2001295,"","","Y","","","","","","","",
2001296,"","","","","","Y","","","","",2024
2001297,"","","Y","","","","","","","",
2001299,"","","Y","","","","","","","",
2001303,"","","Y","","","","","","","",
2001307,"","","Y","","","","","","","",
2001308,"","","Y","","","","","","","",
2001310,"","","Y","","","","","","","",
2001312,"","","Y","","","","","","","",
2001313,"","","Y","","","","","","","",
2001315,"","","Y","","","","","","","",
2001319,"","","Y","","","","","","","",
2001326,"","","Y","","","","","","","",
2001327,"","","Y","","","","","","","",
2001328,"","","Y","","","","","","","",
2001329,"","","Y","","","","","","","",
2001331,"","","Y","","","","","","","",
2001335,"","","Y","","","","","","","",
2001336,"","","Y","","","","","","","",
2001338,"","","Y","","","","","","","",
2001341,"","","Y","","","","","","","",
2001345,"","","Y","","","","","","","",
2001346,"","","Y","","","","","","","",
2001348,"","Y","","","","","","","","",2024
2001349,"","","Y","","","","","","","",
2001350,"","","Y","","","","","","","",
2001351,"","","Y","","","","","","","",
2001352,"","","Y","","","","","","","",
2001353,"","","Y","","","","","","","",
2001357,"","","Y","","","","","","","",
2001363,"","","Y","","","","","","","",
2001364,"","","Y","","","","","","","",
2001366,"","","Y","","","","","","","",
2001367,"","","Y","","","","","","","",
2001369,"","","Y","","","","","","","",
2001370,"","","Y","","","","","","","",
2001371,"","","Y","","","","","","","",
2001374,"","","Y","","","","","","","",
2001375,"","","Y","","","","","","","",
2001376,"","","Y","","","","","","","",
2001377,"","","Y","","","","","","","",
2001378,"","","Y","","","","","","","",
2001386,"","","Y","","","","","","","",
2001387,"","","Y","","","","","","","",
2001390,"","","Y","","","","","","","",
2001391,"Y","","","","","","","","","",
2001392,"","","Y","","","","","","","",
2001396,"","","Y","","","","","","","",
2001398,"","","Y","","","","","","","",
2001399,"","","Y","","","","","","","",
2001401,"","","Y","","","","","","","",
2001402,"","","Y","","","","","","","",
2001405,"Y","","","","","","","","","",
2001408,"","","","","","","Y","","","",
2001410,"","","Y","","","","","","","",
2001412,"","","Y","","","","","","","",
2001413,"","","Y","","","","","","","",
2001415,"","","Y","","","","","","","",
2001416,"","","Y","","","","","","","",
2001419,"","","Y","","","","","","","",
2001420,"","","Y","","","","","","","",
2001421,"","","","","","Y","","","","",2024
2001422,"","","Y","","","","","","","",
2001424,"","","","","","","Y","","","",
2001426,"","","Y","","","","","","","",
2001430,"","","Y","","","","","","","",
2001431,"","","Y","","","","","","","",
2001432,"","","Y","","","","","","","",
2001433,"","","Y","","","","","","","",
2001434,"","","Y","","","","","","","",
2001435,"","","Y","","","","","","","",
2001436,"","","Y","","","","","","","",
2001445,"","","Y","","","","","","","",
2001447,"","","Y","","","","","","","",
2001452,"","","Y","","","","","","","",
2001457,"Y","","","","","","","","","",
2001458,"","","Y","","","","","","","",
2001459,"","","Y","","","","","","","",
2001460,"","","Y","","","","","","","",
2001463,"","","Y","","","","","","","",
2001464,"","","Y","","","","","","","",
2001465,"","","Y","","","","","","","",
2001468,"","","Y","","","","","","","",
2001469,"","","Y","","","","","","","",
2001476,"","","","","","","Y","","","",
2001478,"","","","","","","Y","","","",
2001479,"","Y","","","","","","","","",2024
2001481,"","","Y","","","","","","","",
2001484,"","","Y","","","","","","","",
