"Filing ID","5K(3)(a)","5K(3)(b)","5K(3)(c) City","5K(3)(c) State","5K(3)(c) Country","5K(3)(d)","5K(3)(e)","5K(3)(f)","5K(3)(g)"
1992460,"NATIONAL FINANCIAL SERVICES LLC","NATIONAL FINANCIAL SERVICES LLC","BOSTON","MA","USA","N","8-26740","",64679641903
1992460,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",17795823870
1991912,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",194535349
1988481,"THE BANK OF NEW YORK MELLON","THE BANK OF NEW YORK","NEW YORK","NY","USA","N","","HPFHU0OQ28E4N0NFVK49",114564286
1988481,"U.S. BANK NATIONAL ASSOCIATION","U.S. BANK","MILWAUKEE","WI","USA","N","","",43081397
1992438,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",172252391
1992164,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",2527983152
1992709,"PERSHING LLC","PERSHING LLC","JERSEY CITY","NJ","USA","N","8-17574","",4026699347
1992709,"STATE STREET BANK AND TRUST COMPANY","STATE SREET BANK AND TRUST COMPANY","BOSTON","MA","USA","N","","571474TGEMMWANRLN572",7597634529
1992709,"MID ATLANTIC TRUST COMPANY","AMERICAN TRUST CUSTODY","PITTSBURGH","PA","USA","N","","",4099788717
1992664,"UBS FINANCIAL SERVICES INC.","UBS FINANCIAL SERVICES INC.","WEEHAWKEN","NJ","USA","N","8-16267","",345860156
1992664,"GOLDMAN SACHS & CO. LLC","GOLDMAN SACHS & CO. LLC","NEW YORK","NY","USA","N","8-129","",936778021
1992704,"STATE STREET BANK AND TRUST","STATE STREET","BOSTON","MA","USA","N","","571474TGEMMWANRLN572",4846867183
1992710,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",845444698
1992721,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",126975827
1992674,"NATIONAL FINANCIAL SERVICES LLC","NATIONAL FINANCIAL SERVICES LLC","BOSTON","MA","USA","N","8-26740","",1424235740
1992674,"U.S. BANK NATIONAL ASSOCIATION","U.S. BANK NATIONAL ASSOCIATION","MILWAUKEE","WI","USA","N","","6BYL5QZYBDK8S7L73M02",782147998
1990361,"J.P. MORGAN SECURITIES LLC","J.P. MORGAN SECURITIES LLC","NEW YORK","NY","USA","N","8-35008","",1419319190
1983772,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",128605432
1992733,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",145263273
1992772,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",114063294
1993081,"RAYMOND JAMES & ASSOCIATES, INC.","RAYMOND JAMES & ASSOCIATES, INC.","ST. PETERSBURG","FL","USA","N","8-10999","",2808951564
1993081,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",549674896
1993112,"RAYMOND JAMES & ASSOCIATES, INC.","RAYMOND JAMES & ASSOCIATES, INC.","ST. PETERSBURG","FL","USA","N","8-10999","",134345586
1992772,"ARGENT FINANCIAL SERVICES","TRUST SERVICES","GREENVILLE","SC","USA","N","","",1399310
1993087,"LPL FINANCIAL LLC","LPL FINANCIAL LLC","BOSTON","MA","USA","N","8-17668","",465471556
1990168,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",469997932
1990168,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",372213633
1993157,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",655566398
1993180,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",215055100
1993180,"FIDELITY DISTRIBUTORS COMPANY LLC","FIDELITY DISTRIBUTORS COMPANY LLC","SMITHFILED","RI","USA","N","8-35097","",414568533
1992974,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",153980000
1992470,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","EL PASO","TX","USA","N","8-16514","",157154692
1993126,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",179089530
1992042,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",118416978
1993410,"PERSHING LLC","PERSHING LLC","JERSEY CITY","NJ","USA","N","8-17574","",2824855462
1989251,"JP MORGAN CHASE","JP MORGAN CHASE","NEWARK","DE","USA","N","","7H6GLXDRUGQFU57RNE97",14808959
1993282,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",152167446
1993293,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","","",137987657
1993321,"KOTAK MAHINDRA BANK LIMITED","KOTAK MAHINDRA BANK LIMITED","MUMBAI, MAHARASHTRA","","IND","N","","335800E6GTTXKHX",651279881
1988535,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB","WESTLAKE","TX","USA","N","","",295000000
1987603,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",158560100
1991611,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",4655459432
1991611,"FIDELITY","FIDELITY INSTITUTIONAL WEALTH SERVICES","BOSTON","MA","USA","N","8-01116860","",971916598
1991686,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",976954073
1991681,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",381029784
1988565,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",3982141154
1988565,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",2553413605
1983927,"SEI GLOBAL SERVICES, INC.","SEI GLOBAL SERVICES, INC.","OAKS","PA","USA","N","","254900E83OKKY234QI17",22884666
1983927,"U.S. BANK GLOBAL FUND SERVICES (CAYMAN) LIMITED","U.S. BANK GLOBAL FUND SERVICES (CAYMAN) LIMITED","GRAND CAYMAN","","CYM","N","","",33648643
1988331,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",387377488
1988331,"PNC BANK","PNC BANK","KALAMAZOO","MI","USA","N","","",141736381
1988271,"FIDELITY DISTRIBUTORS COMPANY LLC","FIDELITY DISTRIBUTORS COMPANY LLC","SMITHFIELD","RI","USA","N","8-35097","",1509641981
1988535,"FIDELITY INVESTMENTS","FIDELITY","BOSTON","MA","USA","N","","",440000000
1976928,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",1025074306
1989668,"STATE STREET BANK & TRUST COMPANY","STATE STREET BANK & TRUST COMPANY","BOSTON","MA","USA","N","","549300ZFEEJ2IP5VME73",14360548790
1989668,"THE BANK OF NEW YORK MELLON","THE BANK OF NEW YORK MELLON","NEW YORK","NY","USA","N","","MMYX0N4ZEZ13Z4XCG897",6960950211
1988004,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",199000000
1987651,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",385434250
1987588,"FIDELITY DISTRIBUTORS COMPANY LLC","FIDELITY DISTRIBUTORS COMPANY LLC","BOSTON","MA","USA","N","8-35097","",166670871
1987588,"PERSHING LLC","PERSHING LLC","JERSEY CITY","NJ","USA","N","8-17574","",52314427
1987588,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",50353837
1982839,"LPL FINANCIAL LLC","LPL FINANCIAL LLC","BOSTON","MA","USA","N","8-17668","",53062383
1982839,"BROADRIDGE BUSINESS PROCESS OUTSOURCING, LLC","BROADRIDGE BUSINESS PROCESS OUTSOURCING, LLC","EDGEWOOD","NY","USA","N","8-53412","",69672088
1982839,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",179465733
1987691,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",206435963
1987691,"INSPIRA FINANCIAL","INSPIRA FINANCIAL (F.K.A. MILLENNIUM TRUST COMPANY)","OAK BROOK","IL","USA","N","","",35300193
1987701,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",338846689
1987687,"JPMORGAN CHASE BANK, N.A.","JPMORGAN CHASE BANK, N.A.","NEW YORK","NY","USA","N","","7H6GLXDRUGQFU57RNE97",892425041
1987861,"INTERACTIVE BROKERS LLC","INTERACTIVE BROKERS LLC","GREENWICH","CT","USA","N","8-47257","",89051812
1987728,"CITIGROUP INC","CITIBANK","NEW YORK","NY","USA","N","","6SHGI4ZSSLCXXQSBB39",98331377220
1987728,"J.P.MORGAN CHASE BANK, N.A.","J.P. MORGAN PRIVATE BANK","NEW YORK","NY","USA","N","","7H6GLXDRUGQFU57RNE97",43137338282
1987317,"GOLDMAN SACHS & CO. LLC","GOLDMAN SACHS & CO. LLC","NEW YORK","NY","USA","N","8-129","",245433837
1987317,"THE BANK OF NEW YORK MELLON TRUST CORPORATION","THE BANK OF NEW YORK MELLON TRUST CORPORATION","NEW YORK","NY","USA","N","","",417222309
1987821,"FOLIO INVESTMENTS, INC.","GOLDMAN SACHS CUSTODY SOLUTIONS","MCLEAN","VA","USA","N","8-52009","",470596572
1987838,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB","WESTLAKE","TX","USA","N","","",1389988683
1987861,"J.P. MORGAN SECURITIES LLC","J.P. MORGAN SECURITIES LLC","NEW YORK","NY","USA","N","8-35008","",30514800
1981867,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",728722912
1986639,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",1628896516
1986639,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",1076441988
1987635,"GOLDMAN SACHS & CO. LLC","GOLDMAN SACHS & CO. LLC","NEW YORK","NY","USA","N","8-129","",132289343
1987635,"NATIONAL FINANCIAL SERVICES LLC","NATIONAL FINANCIAL SERVICES LLC","BOSTON","MA","USA","N","8-26740","",21966654
1989192,"BROWN BROTHERS HARRIMAN & CO.","BROWN BROTHERS HARRIMAN & CO.","NEW YORK","NY","USA","N","","",1652485550
1989192,"THE NORTHERN TRUST COMPANY","NORTHERN TRUST","CHICAGO","IL","USA","N","","6PTKHDJ8HDUF78PFWH30",2616560779
1989192,"HSBC BANK PLC","HSBC BANK PLC","LONDON","","GBR","N","","MP6I5ZYZBEU3UXPYFY54",2171557914
1989192,"STATE STREET BANK AND TRUST COMPANY","STATE STREET BANK AND TRUST COMPANY","BOSTON","MA","USA","N","8-13272241","",3478771782
1989210,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",6181138
1989227,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",262734295
1989260,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",63290984
1989260,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",22761140
1987383,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",1275074790
1987001,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","ORLANDO","FL","USA","N","8-16514","",774040243
1987272,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","OMAHA","NE","USA","N","8-16514","",99235618
1988348,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",1147412386
1988291,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","ORLANDO","FL","USA","N","","",1036646704
1988291,"NATIONAL FINANCIAL SERVICES LLC","NATIONAL FINANCIAL SERVICES LLC","BOSTON","MA","USA","N","","",232524984
1987351,"WILMINGTON TRUST COMPANY","WILMINGTON TRUST COMPANY","WILMINGTON","DE","USA","N","","",543183730
1988677,"COMERICA BANK","COMERICA BANK","DALLAS","TX","USA","N","","",134484188
1988677,"U.S. BANK","U.S. BANK","MINNEAPOLIS","MN","USA","N","","",496771347
1987970,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",133883000
1988419,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","NEW YORK","NY","USA","N","8-16514","",437468395
1987277,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",426435108
1987277,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",109585334
1988685,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",232806875
1988685,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",29665775
1988135,"PERSHING LLC","PERSHING LLC","JERSEY CITY","NJ","USA","N","8-17574","",60448676
1988135,"U.S. BANK","U.S. BANK","MILWAUKEE","WI","USA","N","","",20698705
1988647,"GOLDMAN SACHS & CO. LLC","GOLDMAN SACHS & CO. LLC","NEW YORK","NY","USA","N","8-129","",118354023
1987006,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",476000000
1988701,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",188452825
1988731,"AMERICAN ENTERPRISE INVESTMENT SERVICES INC.","AMERICAN ENTERPRISE INVESTMENT SERVICES INC.","MINNEAPOLIS","MN","USA","N","8-42582","",49688655057
1986668,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",149874402
1987166,"NATIONAL FINANCIAL SERVICES LLC","NATIONAL FINANCIAL SERVICES LLC","BOSTON","MA","USA","N","8-26740","",32487284
1988163,"LPL FINANCIAL LLC","LPL FINANCIAL LLC","BOSTON","MA","USA","N","8-17668","",106040046
1988757,"SEI INVESTMENTS DISTRIBUTION CO.","SEI INVESTMENTS DISTRIBUTION CO.","OAKS","PA","USA","N","8-27897","",505258651
1988757,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",200376781
1988757,"FOLIO INVESTMENTS, INC.","GOLDMAN SACHS CUSTODY SOLUTIONS","MCLEAN","VA","USA","N","8-52009","",254148234
1988757,"AXOS CLEARING LLC","AXOS CLEARING LLC","OMAHA","NE","USA","N","8-53595","",39632187
1987843,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",2988929478
1987843,"NATIONAL FINANCIAL SERVICES LLC","NATIONAL FINANCIAL SERVICES LLC","BOSTON","MA","USA","N","8-26740","",4603241844
1988758,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",27910514
1989318,"PRINCIPAL CUSTODY SOLUTIONS","PRINCIPAL CUSTODY SOLUTIONS","WACO","TX","USA","N","","",411229731
1987609,"MORGAN STANLEY","MORGAN STANLEY","NEW YORK","NY","USA","N","","",22000000
1989338,"FIDELITY INVESTMENTS","FIDELITY INVESTMENTS","BOSTON","MA","USA","N","","",540537178
1987554,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","OMAHA","NE","USA","N","8-16514","",571348191
1989339,"BANK OF NEW YORK MELLON","BANK OF NEW YORK","NEW YORK","NY","USA","N","","HPFHU0OQ28E4N0NFVK49",14237153603
1989339,"CITIBANK, NATIONAL ASSOCIATION","CITIBANK, N.A.","NEW YORK","NY","USA","N","","E57ODZWZ7FF32TWEFA76",4902935693
1989339,"STATE STREET BANK AND TRUST","STATE STREET BANK AND TRUST","BOSTON","MA","USA","N","","571474TGEMMWANRLN572",6032411419
1989378,"PERSHING LLC","PERSHING LLC","JERSEY CITY","NJ","USA","N","8-17574","",927753165
1989327,"THE NORTHERN TRUST COMPANY","THE NORTHERN TRUST COMPANY","CHICAGO","IL","USA","N","","6PTKHDJ8HDUF78PFWH30",89673311
1989327,"THE BANK OF NEW YORK MELLON","THE BANK OF NEW YORK MELLON","NEW YORK","NY","USA","N","","HPFHU0OQ28E4N0NFVK49",494067884
1989390,"INTERACTIVE BROKERS LLC","INTERACTIVE BROKERS LLC","GREENWICH","CT","USA","N","8-47257","",8000000
1989390,"PERSHING ADVISOR SOLUTIONS LLC","PERSHING ADVISOR SOLUTIONS LLC","JERSEY CITY","NJ","USA","N","8-47425","",250000000
1989294,"SEI PRIVATE TRUST CO.","SEI PRIVATE TRUST COMPANY","OAKS","PA","USA","N","8-24593","",37971
1989294,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","ORLANDO","FL","USA","N","","",177267767
1988294,"RAYMOND JAMES & ASSOCIATES, INC.","RAYMOND JAMES & ASSOCIATES, INC.","ST. PETERSBURG","FL","USA","Y","8-10999","",182101259656
1989356,"INTERACTIVE BROKERS","INTERACTIVE BROKERS","GREENWICH","CT","USA","N","","",6481432
1989356,"CHARLES SCHWAB","CHARLES SCHWAB","EL PASO","TX","USA","N","","",128759000
1981802,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","Y","8-16514","",1302372142
1989388,"THE NORTHERN TRUST COMPANY","THE NORTHERN TRUST COMPANY","CHICAGO","IL","USA","N","","6PTKHDJ8HDUF78PFWH30",89673311
1989388,"THE BANK OF NEW YORK MELLON","THE BANK OF NEW YORK MELLON","NEW YORK","NY","USA","N","","HPFHU0OQ28E4N0NFVK49",494067884
1989399,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",208318639
1988274,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",146307813
1988274,"ASCENSUS TRUST","ASCENSUS TRUST","FARGO","ND","USA","N","","",64590799
1988050,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",166807139
1987660,"NATIONAL FINANCIAL SERVICES LLC","NATIONAL FINANCIAL SERVICES LLC","BOSTON","MA","USA","N","8-26740","",245442736
1987660,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",13571482
1988294,"RAYMOND JAMES TRUST COMPANY OF NEW HAMPSHIRE","RAYMOND JAMES TRUST COMPANY OF NEW HAMPSHIRE","PORTSMOUTH","NH","USA","Y","","",125135940031
1977481,"JPMORGAN CHASE BANK, N.A.","JPMORGAN CHASE BANK, N.A.","NEW YORK","NY","USA","N","","",829657323
1977481,"U.S. BANK NATIONAL ASSOCIATION","U.S. BANK NATIONAL ASSOCIATION","CINCINNATI","OH","USA","N","","6BYL5QZYBDK8S7L73M02",742043211
1956857,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",102000000
1945290,"STATE STREET BANK AND TRUST","STATE STREET","BOSTON","MA","USA","N","","571474TGEMMWANRLN572",649264910
1945290,"COMPUTERSHARE TRUST COMPANY, N.A.","COMPUTERSHARE TRUST COMPANY, N.A.","CANTON","MA","USA","N","","2549001YYB62BVMSA013",1500114076
1987992,"FOLIO INVESTMENTS, INC.","GOLDMAN SACHS CUSTODY SOLUTIONS","MCLEAN","VA","USA","N","8-52009","",99689958
1987992,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",97614830
1987482,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",1690097415
1987482,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",232487406
1988086,"HILLTOP SECURITIES INC.","HILLTOP SECURITIES INC.","DALLAS","TX","USA","N","8-45123","",13760620
1988086,"SEI","SEI","OAKS","PA","USA","N","8-24593","",20259067
1988086,"TRADE-PMR INC.","TRADE-PMR INC.","GAINESVILLE","FL","USA","N","8-51390","",83817926
1988086,"FREEDOM INVESTMENT MANAGEMENT","FREEDOM INVESTMENT MANAGEMENT","HARTFORD","CO","USA","N","","",5728131
1988326,"CHARLES SCHWAB & CO., INC.","DIVERSIFIED FINANCIAL SERVICES","EL PASO","TX","USA","N","","",1518082078
1988326,"STIFEL, NICOLAUS & COMPANY, INC.","BROKER DEALER","ST. LOUIS","MO","USA","N","","",495107789
1988326,"WELLS FARGO & CO., INC.","DIVERSIFIED FINANCIAL SERVICES","ST. LOUIS","MO","USA","N","","",750837923
1988343,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",213881360
1986719,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",275770439
1988371,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",110171763
1988380,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","WILMINGTON","DE","USA","N","8-23292","",3209628508
1988380,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",11605920437
1986572,"ALTRUIST FINANCIAL LLC","ALTRUIST FINANCIAL LLC","CULVER CITY","CA","USA","N","8-70244","",28000000
1986572,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","WESTLAKE","TX","USA","N","8-16514","",121000000
1988151,"FIDELITY DISTRIBUTORS COMPANY LLC","FIDELITY DISTRIBUTORS COMPANY LLC","BOSTON","MA","USA","N","8-35097","",219113341
1988151,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","SAN FRANCISCO","CA","USA","N","8-16514","",572874785
1988403,"LPL FINANCIAL LLC","LPL FINANCIAL LLC","SAN DIEGO","CA","USA","N","8-17668","",244959196
1988403,"ASSETMARK BROKERAGE, LLC","ASSETMARK BROKERAGE, LLC","CONCORD","CA","USA","N","8-69391","",53104917
1987694,"ASCENSUS","ASCENSUS","DRESHER","PA","USA","N","","",35508337
1987694,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",277855626
1988209,"WELLS FARGO SECURITIES, LLC","WELLS FARGO SECURITIES, LLC","CHARLOTTE","NC","USA","Y","8-65876","",59639660
1988209,"BETA CAPITAL SECURITIES LLC","CREAND SECURITIES","MIAMI","FL","USA","Y","8-48481","",38566267
1988209,"UBS FINANCIAL SERVICES INC.","UBS FINANCIAL SERVICES INC.","WEEHAWKEN","NJ","USA","Y","8-16267","",69716232
1988209,"BANK LOMBARD ODIER & CO LTD","LOMBARD ODIER","GENEVA","","CHE","N","","4BY1ZWG5DYMF1HP5KL86",20953769
1988209,"JULIUS BÄR GROUP AG","JULIUS BÄR","ZURICH","","CHE","N","","5299007MF0604ZGJER92",71429910
1988442,"PERSHING ADVISOR SOLUTIONS LLC","PERSHING ADVISOR SOLUTIONS LLC","JERSEY CITY","NJ","USA","N","8-47425","",723673914
1988442,"AXOS CLEARING LLC","AXOS CLEARING LLC","OMAHA","NE","USA","N","8-53595","",1146088831
1988442,"FIDELITY BROKERAGE SERVICES LLC","FIDELITY BROKERAGE SERVICES LLC","SMITHFIELD","RI","USA","N","8-23292","",842181107
