"FilingID","ReferenceID","Name of Adviser","SEC File Number","CRD Number"
2002896,227314,"BAILLIE GIFFORD OVERSEAS LTD","801-21051",110296
2006157,364501,"FABRIC VENTURES LLP","",326899
2006157,364555,"FABRIC VENTURES LLP","",326899
2003453,480420,"UNIGESTION (US) LTD","801-118143",305038
2003453,422694,"UNIGESTION (US) LTD","801-118143",305038
2003453,422687,"UNIGESTION (US) LTD","801-118143",305038
2003453,422679,"CARNE GLOBAL FUND MANAGERS (LUXEMBOURG) S.A.","802-121583",304919
2003453,422680,"CARNE GLOBAL FUND MANAGERS (LUXEMBOURG) S.A.","802-121583",304919
2003453,422684,"CARNE GLOBAL FUND MANAGERS (LUXEMBOURG) S.A.","802-121583",304919
2003453,422681,"CARNE GLOBAL FUND MANAGERS (LUXEMBOURG) S.A.","802-121583",304919
2003453,422694,"CARNE GLOBAL FUND MANAGERS (LUXEMBOURG) S.A.","802-121583",304919
2003453,422697,"CARNE GLOBAL FUND MANAGERS (LUXEMBOURG) S.A.","802-121583",304919
2003453,422697,"UNIGESTION (US) LTD","801-118143",305038
2003453,422682,"CARNE GLOBAL FUND MANAGERS (LUXEMBOURG) S.A.","802-121583",304919
2003453,422687,"CARNE GLOBAL FUND MANAGERS (LUXEMBOURG) S.A.","802-121583",304919
2003453,422453,"CARNE GLOBAL FUND MANAGERS (LUXEMBOURG) S.A.","802-121583",304919
2003453,422683,"CARNE GLOBAL FUND MANAGERS (LUXEMBOURG) S.A.","802-121583",304919
2003453,422696,"UNIGESTION (US) LTD","801-118143",305038
2003453,422696,"CARNE GLOBAL FUND MANAGERS (LUXEMBOURG) S.A.","802-121583",304919
2003453,480420,"CARNE GLOBAL FUND MANAGERS (LUXEMBOURG) S.A.","802-121583",304919
2000957,476119,"IGAH GESTORA LTDA.","802-126527",317507
2000957,359603,"IGAH GESTORA LTDA.","802-126527",317507
2000948,479787,"CARLYLE GLOBAL CREDIT INVESTMENT MANAGEMENT L.L.C.","801-77691",162053
2000948,287621,"PATRIA INVESTMENTS URUGUAY AGENTE DE VALORES S.A.","802-126604",323059
2000948,43164,"PATRIA INVESTMENTS URUGUAY AGENTE DE VALORES S.A.","802-126604",323059
2000948,203525,"PATRIA INVESTMENTS URUGUAY AGENTE DE VALORES S.A.","802-126604",323059
2000948,287611,"PATRIA INVESTMENTS URUGUAY AGENTE DE VALORES S.A.","802-126604",323059
2000948,224096,"PATRIA INVESTMENTS URUGUAY AGENTE DE VALORES S.A.","802-126604",323059
2000948,203542,"PATRIA INVESTMENTS URUGUAY AGENTE DE VALORES S.A.","802-126604",323059
2000948,287195,"PATRIA INVESTMENTS URUGUAY AGENTE DE VALORES S.A.","802-126604",323059
2000948,287617,"PATRIA INVESTMENTS URUGUAY AGENTE DE VALORES S.A.","802-126604",323059
2000948,43165,"PATRIA INVESTMENTS URUGUAY AGENTE DE VALORES S.A.","802-126604",323059
2000948,61777,"PATRIA INVESTMENTS URUGUAY AGENTE DE VALORES S.A.","802-126604",323059
2000948,286901,"PATRIA INVESTMENTS URUGUAY AGENTE DE VALORES S.A.","802-126604",323059
2000948,286888,"PATRIA INVESTMENTS URUGUAY AGENTE DE VALORES S.A.","802-126604",323059
2000948,375488,"PATRIA INVESTMENTS URUGUAY AGENTE DE VALORES S.A.","802-126604",323059
2000948,61771,"PATRIA INVESTMENTS URUGUAY AGENTE DE VALORES S.A.","802-126604",323059
2000948,262090,"PATRIA INVESTMENTS URUGUAY AGENTE DE VALORES S.A.","802-126604",323059
2000948,287206,"PATRIA INVESTMENTS URUGUAY AGENTE DE VALORES S.A.","802-126604",323059
2000948,375482,"PATRIA INVESTMENTS URUGUAY AGENTE DE VALORES S.A.","802-126604",323059
2000948,74176,"PATRIA INVESTMENTS URUGUAY AGENTE DE VALORES S.A.","802-126604",323059
2000948,74178,"PATRIA INVESTMENTS URUGUAY AGENTE DE VALORES S.A.","802-126604",323059
2000948,224098,"PATRIA INVESTMENTS URUGUAY AGENTE DE VALORES S.A.","802-126604",323059
2000948,235972,"PATRIA INVESTMENTS URUGUAY AGENTE DE VALORES S.A.","802-126604",323059
2001767,397136,"BFF MANAGEMENT CO., LLC","",
1997699,488167,"FOCUS PARTNERS WEALTH, LLC","801-72862",159289
1997699,488168,"FOCUS PARTNERS WEALTH, LLC","801-72862",159289
1997699,488163,"FOCUS PARTNERS WEALTH, LLC","801-72862",159289
2005445,490455,"CARBON REMOVAL PARTNERS (USA) LLC","",338052
2004549,454178,"T. ROWE PRICE ASSOCIATES, INC.","801-856",105496
2004549,357491,"T. ROWE PRICE ASSOCIATES, INC.","801-856",105496
2004549,255760,"T. ROWE PRICE ASSOCIATES, INC.","801-856",105496
2004549,255761,"T. ROWE PRICE ASSOCIATES, INC.","801-856",105496
2004549,255890,"T. ROWE PRICE ASSOCIATES, INC.","801-856",105496
2004549,255762,"T. ROWE PRICE ASSOCIATES, INC.","801-856",105496
2004549,296172,"T. ROWE PRICE ASSOCIATES, INC.","801-856",105496
2004549,296138,"T. ROWE PRICE ASSOCIATES, INC.","801-856",105496
2004549,296225,"T. ROWE PRICE ASSOCIATES, INC.","801-856",105496
2004549,255757,"T. ROWE PRICE ASSOCIATES, INC.","801-856",105496
2004549,296274,"T. ROWE PRICE ASSOCIATES, INC.","801-856",105496
2004549,357935,"T. ROWE PRICE ASSOCIATES, INC.","801-856",105496
2006694,30735,"BLACKROCK FINANCIAL MANAGEMENT, INC","801-48433",107105
2006694,286309,"BLACKROCK ASSET MANAGEMENT CANADA LIMITED","802-76230",162262
2006704,30735,"BLACKROCK FINANCIAL MANAGEMENT, INC","801-48433",107105
2006704,286309,"BLACKROCK ASSET MANAGEMENT CANADA LIMITED","802-76230",162262
2006705,41676,"BLACKROCK ASSET MANAGEMENT NORTH ASIA LIMITED","801-77343",165482
2006705,41687,"BLACKROCK ASSET MANAGEMENT NORTH ASIA LIMITED","801-77343",165482
2006713,41676,"BLACKROCK ASSET MANAGEMENT NORTH ASIA LIMITED","801-77343",165482
2006713,41687,"BLACKROCK ASSET MANAGEMENT NORTH ASIA LIMITED","801-77343",165482
1978244,489551,"LIMETREE CAPITAL PARTNERS HOLDINGS LIMITED","802-110261",163593
1978244,488569,"LIMETREE CAPITAL PARTNERS HOLDINGS LIMITED","802-110261",163593
1978244,489552,"LIMETREE CAPITAL PARTNERS HOLDINGS LIMITED","802-110261",163593
1978244,489550,"LIMETREE CAPITAL PARTNERS HOLDINGS LIMITED","802-110261",163593
1978244,488437,"LIMETREE CAPITAL PARTNERS HOLDINGS LIMITED","802-110261",163593
2000501,437211,"MGX FUND MANAGEMENT (US) LLC","",
2000501,437199,"MGX FUND MANAGEMENT (US) LLC","",
2000501,437201,"MGX FUND MANAGEMENT (US) LLC","",
2005028,252183,"SYMMETRY INVESTMENTS US LLC","801-128668",317755
2005028,252183,"SYMMETRY INVESTMENTS CAYMAN LIMITED","802-129600",329733
2005028,252183,"SYMMETRY INVESTMENTS JERSEY LIMITED","802-121607",314983
2005028,64560,"SYMMETRY INVESTMENTS JERSEY LIMITED","802-121607",314983
2005028,64560,"SYMMETRY INVESTMENTS UK LLP","802-80045",171476
2005028,64560,"SYMMETRY INVESTMENTS (HONG KONG) LIMITED","802-80047",171483
2005028,64560,"SYMMETRY INVESTMENTS SINGAPORE PRIVATE LIMITED","802-114257",299056
2005028,233967,"SYMMETRY INVESTMENTS UK LLP","802-80045",171476
2005028,252183,"SYMMETRY INVESTMENTS UK LLP","802-80045",171476
2005028,252183,"SYMMETRY INVESTMENTS (HONG KONG) LIMITED","802-80047",171483
2005028,252183,"SYMMETRY INVESTMENTS SINGAPORE PRIVATE LIMITED","802-114257",299056
2005028,64560,"SYMMETRY INVESTMENTS US LLC","801-128668",317755
2005028,64560,"SYMMETRY INVESTMENTS CAYMAN LIMITED","802-129600",329733
2001959,249349,"PACIFIC INVESTMENT MANAGEMENT COMPANY LLC","801-48187",104559
2001959,249354,"PACIFIC INVESTMENT MANAGEMENT COMPANY LLC","801-48187",104559
2001959,249356,"PACIFIC INVESTMENT MANAGEMENT COMPANY LLC","801-48187",104559
2001959,249357,"PACIFIC INVESTMENT MANAGEMENT COMPANY LLC","801-48187",104559
