"FilingID","ReferenceID","Name of Administrator","City","State","Country","Related Person","Statements","Who Sends Statements"
2004778,284825,"CARTA","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
2004778,356640,"CARTA","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
2004778,285250,"CARTA","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
2003730,217753,"LINNOVATE PARTNERS LIMITED","HONG KONG","","Hong Kong","N","No (provided to no investors)","THE FUND"
2003730,26120,"LINNOVATE PARTNERS LIMITED","HONG KONG","","Hong Kong","N","No (provided to no investors)","THE FUND"
2003730,77589,"LINNOVATE PARTNERS LIMITED","HONG KONG","","Hong Kong","N","No (provided to no investors)","THE FUND"
2003730,77592,"LINNOVATE PARTNERS LIMITED","HONG KONG","","Hong Kong","N","No (provided to no investors)","THE FUND"
2003730,77593,"LINNOVATE PARTNERS LIMITED","HONG KONG","","Hong Kong","N","No (provided to no investors)","THE FUND"
2003730,26112,"LINNOVATE PARTNERS LIMITED","HONG KONG","","Hong Kong","N","No (provided to no investors)","THE FUND"
2003730,337256,"LINNOVATE PARTNERS LIMITED","HONG KONG","","Hong Kong","N","No (provided to no investors)","THE FUND."
2003730,217815,"ALTER DOMUS HONG KONG LIMITED","HONG KONG","","Hong Kong","N","No (provided to no investors)","THE FUND."
2003730,337253,"LINNOVATE PARTNERS LIMITED","HONG KONG","","Hong Kong","N","No (provided to no investors)","THE FUND."
2003730,337491,"LINNOVATE PARTNERS LIMITED","HONG KONG","","Hong Kong","N","No (provided to no investors)","THE FUND."
2003730,337260,"LINNOVATE PARTNERS LIMITED","HONG KONG","","Hong Kong","N","No (provided to no investors)","THE FUND."
2003730,337266,"LINNOVATE PARTNERS LIMITED","HONG KONG","","Hong Kong","N","No (provided to no investors)","THE FUND."
2003730,255310,"LINNOVATE PARTNERS LIMITED","HONG KONG","","Hong Kong","N","No (provided to no investors)","THE FUND."
2003730,26125,"LINNOVATE PARTNERS LIMITED","SAN FRANCISCO","California","United States","N","No (provided to no investors)","THE FUND"
2003730,291064,"LINNOVATE PARTNERS LIMITED","HONG KONG","","Hong Kong","N","No (provided to no investors)","THE FUND."
