"FilingID","ReferenceID","Foreign Regulatory Authority"
1990012,475669,"Cayman Islands - Cayman Islands Monetary Authority"
1990012,475737,"Cayman Islands - Cayman Islands Monetary Authority"
1986541,481360,"Ireland -  Central Bank of Ireland"
1986541,480979,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1986541,480995,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1986541,481013,"Ireland -  Central Bank of Ireland"
1986948,172296,"United Kingdom - Financial Conduct Authority"
1987601,245906,"Cayman Islands - Cayman Islands Monetary Authority"
1987601,245907,"Cayman Islands - Cayman Islands Monetary Authority"
1983258,285046,"Cayman Islands - Cayman Islands Monetary Authority"
1989601,336841,"Ireland -  Central Bank of Ireland"
1989601,256454,"Cayman Islands - Cayman Islands Monetary Authority"
1989601,215575,"Ireland -  Central Bank of Ireland"
1989601,194734,"Ireland -  Central Bank of Ireland"
1989601,256895,"Ireland -  Central Bank of Ireland"
1989601,256449,"Cayman Islands - Cayman Islands Monetary Authority"
1989601,284211,"Ireland -  Central Bank of Ireland"
1989601,328287,"Ireland -  Central Bank of Ireland"
1989078,48010,"Germany - German Federal Financial Supervisory Agency"
1992529,397389,"Netherlands - The Netherlands Authority for the Financial Markets"
1992529,245184,"Cayman Islands - Cayman Islands Monetary Authority"
1992567,232785,"Ireland -  Central Bank of Ireland"
1992567,287571,"Ireland -  Central Bank of Ireland"
1987969,422406,"United Kingdom - Financial Conduct Authority"
1987969,422394,"United Kingdom - Financial Conduct Authority"
1987969,422400,"United Kingdom - Financial Conduct Authority"
1987969,422410,"United Kingdom - Financial Conduct Authority"
1987969,422409,"United Kingdom - Financial Conduct Authority"
1987969,422407,"United Kingdom - Financial Conduct Authority"
1987969,422395,"United Kingdom - Financial Conduct Authority"
1987969,422408,"United Kingdom - Financial Conduct Authority"
1987969,422401,"United Kingdom - Financial Conduct Authority"
1987969,422397,"United Kingdom - Financial Conduct Authority"
1987969,422405,"United Kingdom - Financial Conduct Authority"
1987969,422411,"United Kingdom - Financial Conduct Authority"
1993072,196924,"Cayman Islands - Cayman Islands Monetary Authority"
1993072,169926,"Cayman Islands - Cayman Islands Monetary Authority"
1993072,379138,"Cayman Islands - Cayman Islands Monetary Authority"
1987455,280041,"Cayman Islands - Cayman Islands Monetary Authority"
1985319,485524,"Other - MALTA - MALTA FINANCIAL SERVICES AUTHORITY (MFSA)"
1985319,420412,"Other - MALTA - MALTA FINANCIAL SERVICES AUTHORITY (MFSA)"
1985319,420413,"Other - MALTA - MALTA FINANCIAL SERVICES AUTHORITY (MFSA)"
1985319,309557,"Other - MALTA - MALTA FINANCIAL SERVICES AUTHORITY (MFSA)"
1985319,309548,"Other - MALTA - MALTA FINANCIAL SERVICES AUTHORITY (MFSA)"
1985319,229414,"Other - MALTA - MALTA FINANCIAL SERVICES AUTHORITY (MFSA)"
1985319,266624,"Other - MALTA - MALTA FINANCIAL SERVICES AUTHORITY (MFSA)"
1985319,266627,"Other - MALTA - MALTA FINANCIAL SERVICES AUTHORITY (MFSA)"
1985319,266630,"Other - MALTA - MALTA FINANCIAL SERVICES AUTHORITY (MFSA)"
1985319,309555,"Other - MALTA - MALTA FINANCIAL SERVICES AUTHORITY (MFSA)"
1985319,309549,"Other - MALTA - MALTA FINANCIAL SERVICES AUTHORITY (MFSA)"
1989811,310000,"Cayman Islands - Cayman Islands Monetary Authority"
1989501,33862,"Cayman Islands - Cayman Islands Monetary Authority"
1989557,313220,"India - Securities and Exchange Board of India"
1989557,313220,"Mauritius, Republic of - Financial Services Commission"
1992861,50886,"Guernsey - Guernsey Financial Services Commission"
1992861,25091,"Guernsey - Guernsey Financial Services Commission"
1992861,26778,"Guernsey - Guernsey Financial Services Commission"
1992861,59559,"Guernsey - Guernsey Financial Services Commission"
1992861,73187,"Guernsey - Guernsey Financial Services Commission"
1992861,174573,"Guernsey - Guernsey Financial Services Commission"
1992861,186531,"Guernsey - Guernsey Financial Services Commission"
1992861,73189,"Guernsey - Guernsey Financial Services Commission"
1992861,174207,"Guernsey - Guernsey Financial Services Commission"
1992861,26791,"Guernsey - Guernsey Financial Services Commission"
1992861,25198,"Guernsey - Guernsey Financial Services Commission"
1992861,26829,"Guernsey - Guernsey Financial Services Commission"
1992861,26864,"Guernsey - Guernsey Financial Services Commission"
1992861,26878,"Guernsey - Guernsey Financial Services Commission"
1992861,26928,"Guernsey - Guernsey Financial Services Commission"
1992861,26933,"Guernsey - Guernsey Financial Services Commission"
1992861,30947,"Guernsey - Guernsey Financial Services Commission"
1992861,50797,"Guernsey - Guernsey Financial Services Commission"
1992861,50798,"Guernsey - Guernsey Financial Services Commission"
1992861,456229,"Cayman Islands - Cayman Islands Monetary Authority"
1992861,26803,"Guernsey - Guernsey Financial Services Commission"
1992861,373002,"Cayman Islands - Cayman Islands Monetary Authority"
1992861,362762,"Cayman Islands - Cayman Islands Monetary Authority"
1992861,259463,"Cayman Islands - Cayman Islands Monetary Authority"
1992861,456171,"Cayman Islands - Cayman Islands Monetary Authority"
1992861,456242,"Cayman Islands - Cayman Islands Monetary Authority"
1992861,202069,"Cayman Islands - Cayman Islands Monetary Authority"
1992861,242958,"Cayman Islands - Cayman Islands Monetary Authority"
1993676,435849,"Ireland -  Central Bank of Ireland"
1986952,120734,"Cayman Islands - Cayman Islands Monetary Authority"
1986952,212239,"Cayman Islands - Cayman Islands Monetary Authority"
1975685,66759,"Bermuda - Bermuda Monetary Authority"
1975685,422019,"Bermuda - Bermuda Monetary Authority"
1988828,282025,"Norway - The Banking, Insurance and Securities Commission"
1988828,334609,"Norway - The Banking, Insurance and Securities Commission"
1988828,334610,"Norway - The Banking, Insurance and Securities Commission"
1988828,478293,"Guernsey - Guernsey Financial Services Commission"
1991746,420584,"Cayman Islands - Cayman Islands Monetary Authority"
1991746,193850,"Cayman Islands - Cayman Islands Monetary Authority"
1991746,245714,"Cayman Islands - Cayman Islands Monetary Authority"
1979036,288881,"France - Financial Markets Authority"
1979036,378236,"France - Financial Markets Authority"
1983581,44680,"Cayman Islands - Cayman Islands Monetary Authority"
1931679,460248,"Cayman Islands - Cayman Islands Monetary Authority"
1989200,252655,"Cayman Islands - Cayman Islands Monetary Authority"
1989200,234341,"Cayman Islands - Cayman Islands Monetary Authority"
1989200,234340,"Cayman Islands - Cayman Islands Monetary Authority"
1989200,234342,"Cayman Islands - Cayman Islands Monetary Authority"
1989200,285031,"Cayman Islands - Cayman Islands Monetary Authority"
1989200,437646,"Cayman Islands - Cayman Islands Monetary Authority"
1977800,67279,"Cayman Islands - Cayman Islands Monetary Authority"
1977800,67281,"Cayman Islands - Cayman Islands Monetary Authority"
1977800,48139,"Cayman Islands - Cayman Islands Monetary Authority"
1977800,190142,"Cayman Islands - Cayman Islands Monetary Authority"
1977800,309356,"Cayman Islands - Cayman Islands Monetary Authority"
1977800,227300,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1986568,420134,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1986568,16616,"Jersey - Jersey Financial Services Commission"
1986568,77568,"Jersey - Jersey Financial Services Commission"
1986568,227143,"Jersey - Jersey Financial Services Commission"
1987937,486178,"Cayman Islands - Cayman Islands Monetary Authority"
1977796,315275,"Cayman Islands - Cayman Islands Monetary Authority"
1989418,54907,"Cayman Islands - Cayman Islands Monetary Authority"
1973348,52082,"Guernsey - Guernsey Financial Services Commission"
1973348,12652,"Guernsey - Guernsey Financial Services Commission"
1973348,12681,"Guernsey - Guernsey Financial Services Commission"
1990196,486415,"Cayman Islands - Cayman Islands Monetary Authority"
1990196,486415,"United Kingdom - Financial Conduct Authority"
1990196,42288,"Ireland -  Central Bank of Ireland"
1990196,175743,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1990196,41687,"Cayman Islands - Cayman Islands Monetary Authority"
1990196,42259,"Ireland -  Central Bank of Ireland"
1990196,42336,"Ireland -  Central Bank of Ireland"
1990196,42319,"Ireland -  Central Bank of Ireland"
1990196,41724,"Cayman Islands - Cayman Islands Monetary Authority"
1990196,214461,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1990196,201226,"United Kingdom - Financial Conduct Authority"
1990196,41687,"United Kingdom - Financial Conduct Authority"
1990196,41711,"United Kingdom - Financial Conduct Authority"
1990196,42243,"Cayman Islands - Cayman Islands Monetary Authority"
1990196,175748,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1990196,41676,"Cayman Islands - Cayman Islands Monetary Authority"
1990196,41661,"United Kingdom - Financial Conduct Authority"
1990196,250821,"Cayman Islands - Cayman Islands Monetary Authority"
1990196,250821,"United Kingdom - Financial Conduct Authority"
1990196,41711,"Cayman Islands - Cayman Islands Monetary Authority"
1990196,42301,"Ireland -  Central Bank of Ireland"
1990196,42223,"Cayman Islands - Cayman Islands Monetary Authority"
1990196,201226,"Cayman Islands - Cayman Islands Monetary Authority"
1990196,41661,"Cayman Islands - Cayman Islands Monetary Authority"
1990196,68657,"Ireland -  Central Bank of Ireland"
1990196,41676,"United Kingdom - Financial Conduct Authority"
1990196,41724,"United Kingdom - Financial Conduct Authority"
1990196,42223,"United Kingdom - Financial Conduct Authority"
1990196,250822,"Cayman Islands - Cayman Islands Monetary Authority"
1990196,250822,"United Kingdom - Financial Conduct Authority"
1990196,214458,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1990196,42243,"United Kingdom - Financial Conduct Authority"
1990196,42347,"Ireland -  Central Bank of Ireland"
1990426,266956,"Cayman Islands - Cayman Islands Monetary Authority"
1990120,309616,"Cayman Islands - Cayman Islands Monetary Authority"
1990120,308708,"Cayman Islands - Cayman Islands Monetary Authority"
1990120,309315,"Cayman Islands - Cayman Islands Monetary Authority"
1990128,195018,"Mauritius, Republic of - Financial Services Commission"
1990128,195016,"India - Securities and Exchange Board of India"
1992137,38056,"United Kingdom - Financial Conduct Authority"
1992137,227892,"United Kingdom - Financial Conduct Authority"
1992137,310537,"United Kingdom - Financial Conduct Authority"
1992137,166274,"United Kingdom - Financial Conduct Authority"
1992137,269596,"United Kingdom - Financial Conduct Authority"
1989185,486287,"Other - NOT REGULATED"
1989185,177617,"Other - NOT REGULATED"
1989185,268555,"Other - NOT REGULATED"
1989185,177616,"Other - NOT REGULATED"
1991854,487132,"Jersey - Jersey Financial Services Commission"
1991854,364574,"Jersey - Jersey Financial Services Commission"
1991854,364575,"Jersey - Jersey Financial Services Commission"
1991854,268329,"Jersey - Jersey Financial Services Commission"
1991854,268840,"Jersey - Jersey Financial Services Commission"
1991854,268330,"Jersey - Jersey Financial Services Commission"
1991854,268328,"Jersey - Jersey Financial Services Commission"
1991854,206594,"Jersey - Jersey Financial Services Commission"
1991854,47154,"Jersey - Jersey Financial Services Commission"
1991854,159122,"Jersey - Jersey Financial Services Commission"
1991854,310117,"Jersey - Jersey Financial Services Commission"
1991854,364573,"Jersey - Jersey Financial Services Commission"
1992090,371957,"Cayman Islands - Cayman Islands Monetary Authority"
1990450,426371,"Cayman Islands - Cayman Islands Monetary Authority"
1992492,232734,"Ireland -  Central Bank of Ireland"
1992492,233050,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1992492,257548,"Ireland -  Central Bank of Ireland"
