"FilingID","ReferenceID","SubreferenceID","Foreign Regulatory Authority"
2001110,246893,133138,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
2003007,50520,11516,"Cayman Islands - Cayman Islands Monetary Authority"
2003007,172479,116937,"Cayman Islands - Cayman Islands Monetary Authority"
2003007,217208,126608,"Cayman Islands - Cayman Islands Monetary Authority"
2000975,266356,138270,"Brazil - Securities and Exchange Commission"
2000975,235939,138239,"Brazil - Securities and Exchange Commission"
2000975,261048,146404,"Brazil - Securities and Exchange Commission"
2000975,261007,139347,"Brazil - Securities and Exchange Commission"
2000975,361661,146405,"Brazil - Securities and Exchange Commission"
2000975,266356,138273,"Brazil - Securities and Exchange Commission"
2000975,361680,146408,"Brazil - Securities and Exchange Commission"
2000975,261048,146403,"Brazil - Securities and Exchange Commission"
2000975,266356,138272,"Brazil - Securities and Exchange Commission"
2000975,361661,146407,"Brazil - Securities and Exchange Commission"
2002620,365912,144483,"Cayman Islands - Cayman Islands Monetary Authority"
2002620,365912,144484,"Cayman Islands - Cayman Islands Monetary Authority"
2002620,438269,150537,"Cayman Islands - Cayman Islands Monetary Authority"
2006759,248903,133521,"Cayman Islands - Cayman Islands Monetary Authority"
2006012,490473,153808,"Cayman Islands - Cayman Islands Monetary Authority"
2000711,48903,8970,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
2000711,48903,8971,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
2001818,487533,153255,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
2002699,489612,153642,"Cayman Islands - Cayman Islands Monetary Authority"
1999535,269569,136051,"Jersey - Jersey Financial Services Commission"
2000904,57667,117571,"Cayman Islands - Cayman Islands Monetary Authority"
1995231,279464,153741,"Cayman Islands - Cayman Islands Monetary Authority"
2004033,36257,7049,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
2005028,64560,13124,"Cayman Islands - Cayman Islands Monetary Authority"
2005028,252183,134005,"Cayman Islands - Cayman Islands Monetary Authority"
1995849,212281,125820,"Cayman Islands - Cayman Islands Monetary Authority"
1995849,211975,125796,"Cayman Islands - Cayman Islands Monetary Authority"
1995849,243804,132484,"Cayman Islands - Cayman Islands Monetary Authority"
2004019,486179,152786,"Jersey - Jersey Financial Services Commission"
2006600,1930,1139,"British Virgin Islands - British Virgin Islands Financial Services Commission"
2006600,1871,117729,"Cayman Islands - Cayman Islands Monetary Authority"
2003750,50520,11516,"Cayman Islands - Cayman Islands Monetary Authority"
2003750,172479,116937,"Cayman Islands - Cayman Islands Monetary Authority"
2003750,217208,126608,"Cayman Islands - Cayman Islands Monetary Authority"
2005022,64763,13194,"Cayman Islands - Cayman Islands Monetary Authority"
2005022,193083,122036,"Cayman Islands - Cayman Islands Monetary Authority"
2004016,485409,152617,"Jersey - Jersey Financial Services Commission"
2002009,486175,152784,"Jersey - Jersey Financial Services Commission"
2001490,422973,147232,"United Kingdom - Financial Conduct Authority"
2000784,158930,107528,"Cayman Islands - Cayman Islands Monetary Authority"
1999867,180934,152032,"Cayman Islands - Cayman Islands Monetary Authority"
1999867,180935,152033,"Cayman Islands - Cayman Islands Monetary Authority"
2000442,419804,146835,"Mauritius, Republic of - Financial Services Commission"
1991659,487066,153135,"Guernsey - Guernsey Financial Services Commission"
1991659,487057,153133,"Guernsey - Guernsey Financial Services Commission"
2002342,229793,130443,"Guernsey - Guernsey Financial Services Commission"
2002388,489563,153618,"Guernsey - Guernsey Financial Services Commission"
2003000,375871,145712,"Cayman Islands - Cayman Islands Monetary Authority"
2003000,319339,142591,"Cayman Islands - Cayman Islands Monetary Authority"
2001478,193053,145434,"Cayman Islands - Cayman Islands Monetary Authority"
2001478,193053,122029,"Cayman Islands - Cayman Islands Monetary Authority"
2001478,193053,122029,"United Kingdom - Financial Conduct Authority"
2001762,231761,136442,"Guernsey - Guernsey Financial Services Commission"
2001762,55571,109574,"Guernsey - Guernsey Financial Services Commission"
2001762,228206,136441,"Guernsey - Guernsey Financial Services Commission"
2001823,363533,144119,"Cayman Islands - Cayman Islands Monetary Authority"
2001823,363533,144118,"Cayman Islands - Cayman Islands Monetary Authority"
2001823,363528,144111,"Cayman Islands - Cayman Islands Monetary Authority"
2001823,363528,144112,"Cayman Islands - Cayman Islands Monetary Authority"
2005137,428227,150680,"Ireland -  Central Bank of Ireland"
2005521,370039,152148,"Cayman Islands - Cayman Islands Monetary Authority"
2005521,370039,152149,"Cayman Islands - Cayman Islands Monetary Authority"
