"FilingID","CIK"
1989501,1569356
1983595,1831423
1983581,1601068
1988401,1896108
1989500,2021442
1988732,80275089
1990196,1388401
1984350,2058797
1989420,1816678
1989425,1816312
1978814,802114422
1989823,1726979
1992090,1569369
1992567,1606779
1992594,1822044
1988847,95879693
1988847,89498932
1986541,922898
1965252,2059365
1987948,2014531
1992098,1767846
1989413,1816749
1990144,2027164
1982793,1698819
1988105,2022257
1980241,1707224
1992190,1767619
1993837,1318757
1989768,1606598
1987466,2055473
1987679,1602255
1988305,1453155
1994410,1767619
1991777,1640695
1992647,1822044
1987980,1816678
1989829,381923
1981434,1905615
