"FilingID","ReferenceID","Name of Prime Broker","SEC Number","CRD Number","City","State","Country","Custodian"
1930453,372491,"JEFFRIES","",,"NEW YORK","New York","United States","Y"
1930453,310486,"JEFFRIES","",,"NEW YORK","New York","United States","Y"
1949937,214995,"GOLDMAN SACHS & CO. LLC","8-129",361,"NEW YORK","New York","United States","Y"
1949937,268762,"MORGAN STANLEY & CO. LLC","8-15869",8209,"NEW YORK","New York","United States","Y"
1949937,5637,"GOLDMAN SACHS & CO. LLC","8-129",361,"NEW YORK","New York","United States","Y"
1949937,5637,"MORGAN STANLEY & CO. LLC","8-15869",8209,"NEW YORK","New York","United States","Y"
1949937,5659,"MORGAN STANLEY & CO. LLC","8-15869",8209,"NEW YORK","New York","United States","Y"
1949937,5659,"GOLDMAN SACHS & CO. LLC","8-129",361,"NEW YORK","New York","United States","Y"
1928953,3163,"BNP PARIBAS SECURITIES CORP.","8-32682",15794,"NEW YORK CITY","New York","United States","Y"
1928953,3163,"BNP PARIBAS PRIME BROKERAGE INTERNATIONAL LIMITED","",,"NEW YORK CITY","New York","United States","Y"
1928953,55195,"BNP PARIBAS SECURITIES CORP.","8-32682",15794,"NEW YORK CITY","New York","United States","Y"
1928953,55195,"BNP PARIBAS PRIME BROKERAGE INTERNATIONAL LIMITED","",,"NEW YORK CITY","New York","United States","Y"
1928953,3169,"HSBC SECURITIES (USA) INC.","8-41562",19585,"NEW YORK CITY","New York","United States","Y"
1928953,3169,"MORGAN STANLEY & CO. LLC","8-15869",8209,"NEW YORK CITY","New York","United States","Y"
1928953,3163,"GOLDMAN SACHS & CO. LLC","8-129",361,"NEW YORK","New York","United States","Y"
1928953,3169,"CITIGROUP GLOBAL MARKETS INC.","8-8177",7059,"NEW YORK","New York","United States","Y"
1928953,3163,"MORGAN STANLEY & CO. LLC","8-15869",8209,"NEW YORK CITY","New York","United States","Y"
1928953,3169,"BARCLAYS CAPITAL INC.","8-41342",19714,"NEW YORK","New York","United States","Y"
1928953,3163,"BARCLAYS CAPITAL INC.","8-41342",19714,"NEW YORK","New York","United States","Y"
1928953,3163,"CITIGROUP GLOBAL MARKETS INC.","8-8177",7059,"NEW YORK","New York","United States","Y"
1928953,3169,"NATIONAL FINANCIAL SERVICES LLC","8-26740",13041,"BOSTON","Massachusetts","United States","Y"
1928953,3169,"PERSHING LLC","8-17574",7560,"JERSEY CITY","New Jersey","United States","Y"
1928953,3163,"NATIONAL FINANCIAL SERVICES LLC","8-26740",13041,"BOSTON","Massachusetts","United States","Y"
1928953,3163,"PERSHING LLC","8-17574",7560,"JERSEY CITY","New Jersey","United States","Y"
1928953,3169,"GOLDMAN SACHS & CO. LLC","8-129",361,"NEW YORK","New York","United States","Y"
1928953,3163,"HSBC SECURITIES (USA) INC.","8-41562",19585,"NEW YORK CITY","New York","United States","Y"
1928953,3169,"HSBC BANK PLC","",,"LONDON","","United Kingdom","Y"
1928953,3169,"J.P. MORGAN SECURITIES LLC","8-35008",79,"NEW YORK CITY","New York","United States","Y"
1928953,3169,"BNP PARIBAS PRIME BROKERAGE INTERNATIONAL LIMITED","",,"NEW YORK CITY","New York","United States","Y"
1928953,3163,"HSBC BANK PLC","",,"LONDON","","United Kingdom","Y"
1928953,3163,"J.P. MORGAN SECURITIES LLC","8-35008",79,"NEW YORK CITY","New York","United States","Y"
1928953,3169,"BNP PARIBAS SECURITIES CORP.","8-32682",15794,"NEW YORK CITY","New York","United States","Y"
1940517,20963,"CHARLES SCHWAB & CO., INC.","8-16514",5393,"SAN FRANCISCO","California","United States","Y"
1952309,312495,"GOLDMAN SACHS & CO. LLC","8-129",361,"NEW YORK","New York","United States","Y"
1952309,312495,"MORGAN STANLEY","8-68191",149777,"NEW YORK","New York","United States","Y"
1955280,27274,"NATIONAL FINANCIAL SERVICES LLC","8-26740",13041,"BOSTON","Massachusetts","United States","Y"
1955280,27693,"NATIONAL FINANCIAL SERVICES LLC","8-26740",13041,"BOSTON","Massachusetts","United States","Y"
1941938,194862,"MORGAN STANLEY & CO. LLC","8-15869",8209,"NEW YORK","New York","United States","Y"
1941938,194862,"GOLDMAN SACHS & CO. LLC","8-129",361,"CHICAGO","Illinois","United States","Y"
1941938,53827,"GOLDMAN SACHS & CO. LLC","8-129",361,"NEW YORK","New York","United States","Y"
1941938,53827,"MORGAN STANLEY & CO. LLC","8-15869",8209,"NEW YORK","New York","United States","Y"
1941938,423559,"GOLDMAN SACHS & CO. LLC","8-129",361,"NEW YORK","New York","United States","Y"
1971869,368496,"GOLDMAN SACHS & CO. LLC","8-129",361,"NEW YORK","New York","United States","Y"
1971869,368496,"J.P. MORGAN SECURITIES LLC","8-35008",79,"NEW YORK","New York","United States","Y"
1971869,68586,"MORGAN STANLEY & CO. LLC","8-15869",8209,"NEW YORK","New York","United States","Y"
1971869,268810,"GOLDMAN SACHS & CO. LLC","8-129",361,"NEW YORK","New York","United States","Y"
1971869,33731,"CITIGROUP GLOBAL MARKETS INC.","8-8177",7059,"NEW YORK","New York","United States","Y"
1971869,368497,"GOLDMAN SACHS & CO. LLC","8-129",361,"NEW YORK","New York","United States","Y"
1971869,368497,"J.P. MORGAN SECURITIES LLC","8-35008",79,"NEW YORK","New York","United States","Y"
1971869,180977,"MORGAN STANLEY & CO. LLC","8-15869",8209,"NEW YORK","New York","United States","Y"
1971869,268811,"J.P. MORGAN SECURITIES LLC","8-35008",79,"NEW YORK","New York","United States","Y"
1971869,252276,"MERRILL LYNCH PROFESSIONAL CLEARING CORP.","8-33359",16139,"NEW YORK","New York","United States","Y"
1971869,284400,"J.P. MORGAN SECURITIES LLC","8-35008",79,"NEW YORK","New York","United States","Y"
1971869,33678,"BOFA SECURITIES, INC.","8-69787",283942,"NEW YORK","New York","United States","Y"
1971869,34379,"NATIONAL FINANCIAL SERVICES LLC","8-26740",13041,"BOSTON","Massachusetts","United States","Y"
1971869,230477,"MERRILL LYNCH PROFESSIONAL CLEARING CORP.","8-33359",16139,"NEW YORK","New York","United States","Y"
1971869,229305,"CITICORP SECURITIES SERVICES, INC.","8-32117",15387,"NEW YORK","New York","United States","Y"
1971869,268808,"GOLDMAN SACHS & CO. LLC","8-129",361,"NEW YORK","New York","United States","Y"
1971869,33819,"GOLDMAN SACHS INTERNATIONAL","",,"LONDON","","United Kingdom","Y"
1971869,268809,"GOLDMAN SACHS & CO. LLC","8-129",361,"NEW YORK","New York","United States","Y"
