"FilingID","ReferenceID","SubreferenceID","Foreign Regulatory Authority"
2006287,377733,145902,"Cayman Islands - Cayman Islands Monetary Authority"
2006922,490793,153870,"Ireland -  Central Bank of Ireland"
2007300,491192,153957,"Cayman Islands - Cayman Islands Monetary Authority"
2006456,159014,124275,"Jersey - Jersey Financial Services Commission"
2006456,21306,124273,"Jersey - Jersey Financial Services Commission"
2010034,420574,146955,"Cayman Islands - Cayman Islands Monetary Authority"
2010034,420567,146954,"Cayman Islands - Cayman Islands Monetary Authority"
2013131,215327,126263,"Cayman Islands - Cayman Islands Monetary Authority"
2008784,280536,141324,"Cayman Islands - Cayman Islands Monetary Authority"
2008784,280536,141323,"Cayman Islands - Cayman Islands Monetary Authority"
2008784,32149,141326,"Other - DELAWARE"
2008784,269363,136022,"Cayman Islands - Cayman Islands Monetary Authority"
2008784,269363,136023,"Cayman Islands - Cayman Islands Monetary Authority"
2008784,269362,136021,"Cayman Islands - Cayman Islands Monetary Authority"
2008784,269362,136020,"Cayman Islands - Cayman Islands Monetary Authority"
2008784,32149,135726,"Cayman Islands - Cayman Islands Monetary Authority"
2008784,32149,5888,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
2008784,32149,5889,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
2008784,32066,5877,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
2008784,32066,5879,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
2008784,32066,5881,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
2008784,32066,5882,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
2008784,32149,13092,"Cayman Islands - Cayman Islands Monetary Authority"
2008784,252188,134008,"Other - CAPULA GENERAL PARTNER LIMITED"
2008784,252188,134010,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
2008784,269362,136019,"Cayman Islands - Cayman Islands Monetary Authority"
2008784,280536,137170,"Cayman Islands - Cayman Islands Monetary Authority"
2008784,32149,141325,"Cayman Islands - Cayman Islands Monetary Authority"
2007384,193703,122287,"Cayman Islands - Cayman Islands Monetary Authority"
2007644,425166,147841,"Cayman Islands - Cayman Islands Monetary Authority"
2007644,425166,147840,"Cayman Islands - Cayman Islands Monetary Authority"
1999631,250267,133791,"Cayman Islands - Cayman Islands Monetary Authority"
2010046,178808,118084,"British Virgin Islands - British Virgin Islands Financial Services Commission"
2006452,488118,153304,"Other - THE LUXEMBOURG TRADE AND COMPANIES REGISTER"
2006452,488335,153336,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
2006452,488338,153337,"Other - THE LUXEMBOURG TRADE AND COMPANIES REGISTER"
2006452,246662,144418,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
2006452,246509,133036,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
2006452,269708,136088,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
2006452,364879,144356,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
2006452,422090,147133,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
2006452,422090,147134,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
2006452,422087,147124,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
2006452,488119,153305,"Other - THE LUXEMBOURG TRADE AND COMPANIES REGISTER"
2006452,488518,153378,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1999682,488504,153377,"Cayman Islands - Cayman Islands Monetary Authority"
1999682,489834,153700,"Cayman Islands - Cayman Islands Monetary Authority"
2006912,421132,147018,"Cayman Islands - Cayman Islands Monetary Authority"
2006912,421132,147755,"Cayman Islands - Cayman Islands Monetary Authority"
2004063,369327,153732,"Cayman Islands - Cayman Islands Monetary Authority"
2009787,487202,153195,"Cayman Islands - Cayman Islands Monetary Authority"
