FilingID,Initial SEC Registration Request,Annual Updating Amendment for Registered Adviser,Other-Than Anual Amendment For Registered Adviser,Initial State Registration Request,Initial SEC ERA Report,Annual Updating Amendment ERA Report,Other-Than Annual Amendment ERA Report,Initial State ERA Report,Final State ERA Report, Final SEC ERA Report,Annual Updating Amendment Fiscal Year
2006829,"","","Y","","","","","","","",
2006832,"","","Y","","","","","","","",
2006835,"","","Y","","","","","","","",
2006836,"","","Y","","","","","","","",
2006841,"","","Y","","","","","","","",
2006843,"","","Y","","","","","","","",
2006860,"","","Y","","","","","","","",
2006870,"","","","","Y","","","","","",
2006882,"","","Y","","","","","","","",
2006889,"","","Y","","","","","","","",
2006893,"","","Y","","","","","","","",
2006900,"","","Y","","","","","","","",
2006901,"","","","","Y","","","","","",
2006909,"","","","","","","Y","","","",
2006910,"","","Y","","","","","","","",
2006912,"","","","","","","Y","","","",
2006915,"","","Y","","","","","","","",
2006918,"","","Y","","","","","","","",
2006922,"","","","","Y","","","","","",
2006923,"","","Y","","","","","","","",
2006928,"","","Y","","","","","","","",
2006929,"","","Y","","","","","","","",
2006931,"","","Y","","","","","","","",
2006944,"Y","","","","","","","","","",
2006949,"","","Y","","","","","","","",
2006959,"","Y","","","","","","","","",2025
2006960,"Y","","","","","","","","","",
2006962,"","","Y","","","","","","","",
2006976,"","","Y","","","","","","","",
2006983,"","","Y","","","","","","","",
2006990,"","","Y","","","","","","","",
2006993,"","","Y","","","","","","","",
2006999,"","","Y","","","","","","","",
2007012,"","","Y","","","","","","","",
2007013,"","","Y","","","","","","","",
2007023,"","","Y","","","","","","","",
2007028,"","","Y","","","","","","","",
2007033,"","","Y","","","","","","","",
2007043,"","","","","","","","","","Y",
2007044,"","","","","Y","","","","","",
2007050,"Y","","","","","","","","","",
2007051,"","","Y","","","","","","","",
2007059,"Y","","","","","","","","","",
2007061,"","","Y","","","","","","","",
2007064,"","","Y","","","","","","","",
2007068,"","","Y","","","","","","","",
2007078,"Y","","","","","","","","","",
2007082,"","","Y","","","","","","","",
2007092,"","","Y","","","","","","","",
2007094,"","","Y","","","","","","","",
2007097,"","","Y","","","","","","","",
2007102,"","","Y","","","","","","","",
2007105,"","","Y","","","","","","","",
2007124,"","","Y","","","","","","","",
2007129,"","","Y","","","","","","","",
2007145,"","","Y","","","","","","","",
2007149,"","","Y","","","","","","","",
2007156,"","","Y","","","","","","","",
2007162,"","","Y","","","","","","","",
2007163,"","","Y","","","","","","","",
2007164,"","","Y","","","","","","","",
2007165,"","","Y","","","","","","","",
2007167,"","","Y","","","","","","","",
2007168,"","","Y","","","","","","","",
2007175,"","","Y","","","","","","","",
2007185,"","","Y","","","","","","","",
2007186,"","","","","Y","","","","","",
2007195,"","","Y","","","","","","","",
2007201,"","","Y","","","","","","","",
2007207,"","","","","","","Y","","","",
2007210,"","","Y","","","","","","","",
2007213,"","","Y","","","","","","","",
2007216,"","","","","Y","","","Y","","",
2007217,"","","Y","","","","","","","",
2007223,"","","Y","","","","","","","",
2007225,"","","Y","","","","","","","",
2007226,"","","Y","","","","","","","",
2007227,"","","Y","","","","","","","",
2007229,"","","Y","","","","","","","",
2007231,"","","Y","","","","","","","",
2007235,"","","Y","","","","","","","",
2007236,"","","Y","","","","","","","",
2007237,"","","Y","","","","","","","",
2007239,"Y","","","","","","","","","",
2007240,"","","Y","","","","","","","",
2007241,"","","Y","","","","","","","",
2007248,"Y","","Y","","","","","","","",
2007249,"","","Y","","","","","","","",
2007251,"","","Y","","","","","","","",
2007254,"","","Y","","","","","","","",
2007255,"","","Y","","","","","","","",
2007257,"","","Y","","","","","","","",
2007261,"","","Y","","","","","","","",
2007267,"","","Y","","","","","","","",
2007270,"","","Y","","","","","","","",
2007271,"","","Y","","","","","","","",
2007272,"","","Y","","","","","","","",
2007273,"","","Y","","","","","","","",
2007274,"","","Y","","","","","","","",
2007275,"","","Y","","","","","","","",
2007278,"","","Y","","","","","","","",
2007281,"","","Y","","","","","","","",
2007282,"","","Y","","","","","","","",
2007286,"","","Y","","","","","","","",
2007290,"","","Y","","","","","","","",
2007291,"","","Y","","","","","","","",
2007292,"","","Y","","","","","","","",
2007298,"","","Y","","","","","","","",
2007299,"","","Y","","","","","","","",
2007300,"","","","","Y","","","","","",
2007302,"","","Y","","","","","","","",
2007303,"","","Y","","","","","","","",
2007304,"","","Y","","","","","","","",
2007305,"","","Y","","","","","","","",
2007307,"","","Y","","","","","","","",
2007309,"","","Y","","","","","","","",
2007310,"","","Y","","","","","","","",
2007311,"","","Y","","","","","","","",
2007312,"","","Y","","","","","","","",
2007314,"","","Y","","","","","","","",
2007316,"","","Y","","","","","","","",
2007321,"","","Y","","","","","","","",
2007324,"","","Y","","","","","","","",
2007326,"","","Y","","","","","","","",
2007329,"","","Y","","","","","","","",
2007330,"","","Y","","","","","","","",
2007340,"","","Y","","","","","","","",
2007341,"","","Y","","","","","","","",
2007342,"","","Y","","","","","","","",
2007343,"","","Y","","","","","","","",
2007346,"","","Y","","","","","","","",
2007348,"","","Y","","","","","","","",
2007349,"","","Y","","","","","","","",
2007352,"","","Y","","","","","","","",
2007356,"","","Y","","","","","","","",
2007358,"","","Y","","","","","","","",
2007359,"","","Y","","","","","","","",
2007361,"","","Y","","","","","","","",
2007362,"","","Y","","","","","","","",
2007372,"","","Y","","","","","","","",
2007374,"","","Y","","","","","","","",
2007379,"","","Y","","","","","","","",
2007382,"","","Y","","","","","","","",
2007384,"","","","","","","Y","","","",
2007385,"","","Y","","","","","","","",
2007391,"","","Y","","","","","","","",
2007392,"","","Y","","","","","","","",
2007395,"","","Y","","","","","","","",
2007398,"","","Y","","","","","","","",
2007403,"","","Y","","","","","","","",
2007407,"","","Y","","","","","","","",
2007413,"","","Y","","","","","","","",
2007414,"","","Y","","","","","","","",
2007416,"","","Y","","","","","","","",
2007426,"","","Y","","","","","","","",
2007432,"","","Y","","","","","","","",
2007437,"","","Y","","","","","","","",
2007438,"","","Y","","","","","","","",
2007443,"","","Y","","","","","","","",
2007446,"","","Y","","","","","","","",
2007447,"","","Y","","","","","","","",
2007449,"","","Y","","","","","","","",
2007450,"","","Y","","","","","","","",
2007451,"","","Y","","","","","","","",
2007453,"","","Y","","","","","","","",
2007454,"","","Y","","","","","","","",
2007455,"","","Y","","","","","","","",
2007458,"","","Y","","","","","","","",
2007463,"","","Y","","","","","","","",
2007466,"Y","","","","","","","","","",
2007467,"","","Y","","","","","","","",
2007468,"","","Y","","","","","","","",
2007469,"","","Y","","","","","","","",
2007471,"","","Y","","","","","","","",
2007474,"","","Y","","","","","","","",
2007476,"","","Y","","","","","","","",
2007477,"","","Y","","","","","","","",
2007479,"","","Y","","","","","","","",
2007480,"","","Y","","","","","","","",
2007483,"","","Y","","","","","","","",
2007484,"","","Y","","","","","","","",
2007487,"","","Y","","","","","","","",
2007488,"","","Y","","","","","","","",
2007492,"","","Y","","","","","","","",
2007493,"","","Y","","","","","","","",
2007495,"","","Y","","","","","","","",
2007498,"","","Y","","","","","","","",
2007501,"","","Y","","","","","","","",
2007502,"","","Y","","","","","","","",
2007505,"","","Y","","","","","","","",
2007512,"","","Y","","","","","","","",
2007515,"","","Y","","","","","","","",
2007518,"","","Y","","","","","","","",
2007520,"","","Y","","","","","","","",
2007521,"","","","","Y","","","","","",
2007522,"","","Y","","","","","","","",
2007526,"","","Y","","","","","","","",
2007527,"","","Y","","","","","","","",
2007529,"","","Y","","","","","","","",
2007531,"","","Y","","","","","","","",
2007532,"","","Y","","","","","","","",
2007533,"","","Y","","","","","","","",
2007534,"","","Y","","","","","","","",
2007535,"","","Y","","","","","","","",
2007538,"","","Y","","","","","","","",
2007544,"","","","","","","Y","","","",
2007546,"","","Y","","","","","","","",
2007548,"","","Y","","","","","","","",
2007550,"","","Y","","","","","","","",
2007552,"","","Y","","","","","","","",
2007557,"","","Y","","","","","","","",
2007560,"","","Y","","","","","","","",
2007561,"","","Y","","","","","","","",
2007563,"","","Y","","","","","","","",
2007565,"","","Y","","","","","","","",
2007567,"","","Y","","","","","","","",
2007568,"","","Y","","","","","","","",
2007570,"","","Y","","","","","","","",
2007574,"","","Y","","","","","","","",
2007575,"","","Y","","","","","","","",
2007576,"","","Y","","","","","","","",
2007577,"","","Y","","","","","","","",
2007579,"","","Y","","","","","","","",
2007581,"","","Y","","","","","","","",
2007583,"","","Y","","","","","","","",
2007585,"","","Y","","","","","","","",
2007586,"","","Y","","","","","","","",
2007589,"","","Y","","","","","","","",
2007590,"","","Y","","","","","","","",
2007592,"","","","","","","Y","","","",
2007594,"","","Y","","","","","","","",
2007596,"","","Y","","","","","","","",
2007597,"","","Y","","","","","","","",
2007600,"","","Y","","","","","","","",
2007604,"Y","","","","","","","","","",
2007607,"Y","","","","","","","","","",
2007608,"","","Y","","","","","","","",
2007609,"","","Y","","","","","","","",
2007613,"","","Y","","","","","","","",
2007614,"Y","","","","","","","","","",
2007617,"","","Y","","","","","","","",
2007618,"","","Y","","","","","","","",
2007619,"","","Y","","","","","","","",
2007622,"","","Y","","","","","","","",
2007623,"","","Y","","","","","","","",
2007628,"","","Y","","","","","","","",
2007632,"","","Y","","","","","","","",
2007633,"","","Y","","","","","","","",
2007634,"","","Y","","","","","","","",
2007637,"","","Y","","","","","","","",
2007638,"","","Y","","","","","","","",
2007641,"","","","","Y","","","Y","","",
2007642,"","","Y","","","","","","","",
2007644,"","","","","","Y","","","","",2025
2007646,"","","Y","","","","","","","",
2007648,"","","Y","","","","","","","",
2007652,"","","Y","","","","","","","",
2007653,"","","Y","","","","","","","",
2007657,"","","Y","","","","","","","",
2007658,"","","Y","","","","","","","",
2007659,"","","Y","","","","","","","",
2007662,"Y","","","","","","","","","",
2007663,"","","Y","","","","","","","",
2007664,"","","Y","","","","","","","",
2007665,"","","Y","","","","","","","",
2007671,"","","Y","","","","","","","",
2007673,"","","Y","","","","","","","",
2007674,"","","Y","","","","","","","",
2007677,"","","Y","","","","","","","",
2007679,"","","Y","","","","","","","",
2007682,"","","Y","","","","","","","",
2007684,"","","Y","","","","","","","",
2007690,"","","Y","","","","","","","",
2007691,"","","Y","","","","","","","",
2007692,"","","Y","","","","","","","",
2007693,"","","Y","","","","","","","",
2007695,"","","Y","","","","","","","",
2007696,"","","Y","","","","","","","",
2007697,"","","","","","","Y","","","",
2007698,"Y","","","","","","","","","",
2007699,"","","Y","","","","","","","",
2007700,"","","Y","","","","","","","",
2007701,"","","Y","","","","","","","",
2007702,"","","Y","","","","","","","",
2007705,"","","Y","","","","","","","",
2007706,"","","Y","","","","","","","",
2007707,"","","Y","","","","","","","",
2007709,"","Y","","","","","","","","",2025
2007715,"","","Y","","","","","","","",
2007723,"","","Y","","","","","","","",
2007724,"","","Y","","","","","","","",
2007725,"","","Y","","","","","","","",
2007729,"","","Y","","","","","","","",
2007732,"","","Y","","","","","","","",
2007734,"","","Y","","","","","","","",
2007737,"","","","","","","Y","","","",
2007738,"","","Y","","","","","","","",
2007740,"","","Y","","","","","","","",
2007744,"","","Y","","","","","","","",
2007746,"","Y","","","","","","","","",2025
2007747,"","","Y","","","","","","","",
2007749,"","","Y","","","","","","","",
2007752,"","","Y","","","","","","","",
2007755,"","","Y","","","","","","","",
2007757,"","","Y","","","","","","","",
2007758,"","","Y","","","","","","","",
2007762,"","","Y","","","","","","","",
2007765,"","","Y","","","","","","","",
2007766,"Y","","","","","","","","","",
2007768,"","","Y","","","","","","","",
2007771,"","","","","","","Y","","","",
2007773,"","","Y","","","","","","","",
2007775,"Y","","","","","","","","","",
2007779,"","","Y","","","","","","","",
2007781,"","","Y","","","","","","","",
2007783,"","","Y","","","","","","","",
2007787,"","","Y","","","","","","","",
2007788,"","","Y","","","","","","","",
2007789,"","","Y","","","","","","","",
2007791,"","","Y","","","","","","","",
2007792,"","","Y","","","","","","","",
2007800,"","","Y","","","","","","","",
2007808,"","","","Y","","","","","","",
2007809,"","","Y","","","","","","","",
2007811,"","","Y","","","","","","","",
2007814,"","","Y","","","","","","","",
2007815,"","","Y","","","","","","","",
2007824,"","","Y","","","","","","","",
2007826,"","","Y","","","","","","","",
2007827,"","","Y","","","","","","","",
2007831,"","","","","","","Y","","","",
2007835,"","","Y","","","","","","","",
2007838,"","","Y","","","","","","","",
2007840,"","","Y","","","","","","","",
2007841,"","","Y","","","","","","","",
2007845,"","","Y","","","","","","","",
2007847,"","","Y","","","","","","","",
2007848,"","","Y","","","","","","","",
2007856,"","","Y","","","","","","","",
2007859,"","","Y","","","","","","","",
2007861,"","","Y","","","","","","","",
2007866,"","","Y","","","","","","","",
2007871,"","","Y","","","","","","","",
2007872,"","","Y","","","","","","","",
2007874,"","","Y","","","","","","","",
2007876,"","","Y","","","","","","","",
2007877,"","","Y","","","","","","","",
2007879,"","","Y","","","","","","","",
2007881,"","","Y","","","","","","","",
2007883,"","","Y","","","","","","","",
2007887,"","","","","Y","","","Y","","",
2007889,"","","Y","","","","","","","",
2007893,"","","Y","","","","","","","",
