"FilingID","ReferenceID","Form D File Number"
1999342,227186,"021-333917"
1999342,281955,"021-423299"
1995505,312914,"021-428611"
1995505,312915,"021-398629"
1995505,312912,"021-401108"
1995505,206409,"021-1716418"
1995505,232824,"021-456888"
1995505,232834,"021-1784827"
1995505,252493,"021-1820117"
1995505,232836,"021-1786313"
1995505,372232,"021-475524"
1995505,317595,"021-451480"
1995505,312913,"021-426788"
1995505,312909,"021-386979"
1995505,312911,"021-430718"
1995505,464723,"021-522575"
1995505,464660,"021-490202"
1989160,269939,"021-431957"
1989160,487705,"021-539844"
1989160,454354,"021-522061"
1989160,454353,"021-499189"
1989160,355162,"021-456813"
1989160,487704,"021-537883"
1997283,426185,"021-524154"
1993528,54421,"021-129695"
1993528,54421,"021-96097"
1997283,246251,"021-256205"
1997283,246247,"021-171713"
1997283,362898,"021-456033"
1997283,480994,"021-526524"
1997283,246263,"021-197340"
1997283,482004,"021-529786"
1997283,256844,"021-387924"
1997283,246396,"021-171166"
1997283,246214,"021-260170"
1997283,246245,"021-171711"
1997283,246243,"021-171712"
1997283,398507,"021-502132"
1997283,246387,"021-187127"
1997283,256841,"021-342894"
1997283,246380,"021-242707"
1997283,246254,"021-331443"
1997283,246246,"021-171710"
1997283,303233,"021-397207"
1997283,246213,"021-291352"
1997283,246248,"021-190176"
1997283,398484,"021-342894"
1997283,246401,"021-342416"
1997283,362637,"021-430809"
1997283,246281,"021-342894"
1997283,246375,"021-156364"
1997283,398466,"021-485410"
1997283,362513,"021-449669"
1997283,246175,"021-362710"
1997283,246172,"021-301227"
1997283,246161,"021-159860"
1997283,482060,"021-535927"
1997283,246400,"021-290384"
1997283,246400,"021-315970"
1997283,362717,"021-334544"
1997283,246390,"021-276390"
1997283,303206,"021-407117"
1997283,246399,"021-250458"
1997283,246399,"021-290382"
1997283,246212,"021-186954"
1997283,246249,"021-213514"
1997283,246177,"021-296735"
1997283,246296,"021-235159"
1997283,246296,"021-209649"
1997283,246255,"021-358569"
1997283,246151,"021-171768"
1997283,246389,"021-252368"
1997283,246388,"021-242703"
1997283,246403,"021-249929"
1997283,246383,"021-354835"
1997283,246284,"021-328718"
1997283,303089,"021-401345"
1997283,246253,"021-304801"
1997283,398442,"021-485408"
1997283,246287,"021-327591"
1997283,246252,"021-281170"
1997283,246157,"021-355198"
1997283,246394,"021-121309"
1997283,246155,"021-247047"
1997283,246156,"021-260166"
1997283,246250,"021-233475"
1997283,246290,"021-297681"
1997283,246275,"021-418674"
1997283,246275,"021-361725"
1997283,398581,"021-491657"
1997283,246178,"021-76044"
1997283,246397,"021-196632"
1997283,426187,"021-510685"
1997283,246179,"021-76044"
1997283,246385,"021-141063"
1997283,246165,"021-241543"
1997318,256679,"021-380937"
1997318,256686,"021-380935"
1997318,256646,"021-294912"
1997391,279687,"021-368462"
1997423,481075,"021-21526902"
1997423,481126,"021-21423835"
1997423,481119,"021-21416446"
1997423,481100,"021-21508780"
1997423,481117,"021-21423834"
1997423,481214,"021-117617"
1997423,481215,"021-21427681"
1997423,481192,"021-9999999999"
1997423,481190,"021-21200620"
1997423,481103,"021-21404998"
1997423,481223,"021-21404046"
1997423,481120,"021-21533336"
1997423,481220,"021-21531115"
1997423,481233,"021-21430617"
1997423,481238,"021-21472069"
1997423,481259,"021-21421547"
1997423,481148,"021-21320120"
1997423,481274,"021-21520339"
1997423,481281,"021-9999999999"
1997423,481153,"021-9999999999"
1997423,481162,"021-104592"
1997423,481209,"021-21457204"
1997423,481108,"021-21385134"
1997423,481025,"021-98731"
1997423,481097,"021-108304"
1997423,481098,"021-21404983"
1997423,481187,"021-9999999999"
1997423,481050,"021-166866"
1997423,481141,"021-104408"
1997423,481092,"021-21508776"
1997423,481132,"021-21439785"
1997423,481072,"021-21385133"
1997423,481107,"021-21498286"
1997423,481069,"021-21393074"
1997423,481261,"021-21520338"
1997423,481265,"021-21520447"
1997423,481237,"021-21405347"
1997423,481128,"021-21533338"
1997423,481088,"021-21404947"
1997423,481134,"021-999999"
1997423,481139,"021-21529085"
1997423,481078,"021-99408"
1997423,481093,"021-21407169"
